Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,accountsPayable,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToNetincome,issuanceOfStock,changeToAccountReceivables,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,currency,priceHint,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,exchange,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,market,marketState,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Jul 09, 2007) 4","Short Ratio (Jul 09, 2007) 4","Short % of Float (Jul 09, 2007) 4","Short % of Shares Outstanding (Jul 09, 2007) 4","Shares Short (prior month May 09, 2007) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,FMHS,-1100333.0,0,,,-154007,,-154007,156698,5000,-151698,-151698,,-2309,,,,0,5000,156698,0,-2309,,-154007,-154007,455000.0,3102065.0,1102762.0,-645333.0,457429.0,1479.0,-3748877.0,863.0,1102762.0,1566.0,863.0,330964.0,78185.0,17542.0,17542.0,-1309.0,-18851.0,397.0,56574.0,,,-1101899.0,en-US,US,EQUITY,False,Delayed Quote,0.0,1.0 - 1.0,1.0,finmb_675702991,Other OTC,"Farmhouse, Inc",USD,61,16,0.65,1.8571428,0.35 - 5.75,-4.75,-0.82608694,0.35,5.75,-9.531,USD,4,4.88,1.5269444,-0.5269444,-0.3450973,0.9825,0.017499983,0.017811688,1401110,0.20491803,15,America/New_York,EDT,-14400000,PNK,0,False,False,1.0,1629819093,0.0,1.0,1.0,1.0,2,FARMHOUSE INC,us_market,POST,,,,5.75,0.35,1.5269,0.9825,61,16,,,7.23M,48.90%,0.00%,,0,0.00%,0.00%,,,0.58%,,,,,,,1:750,"Aug 08, 2013","Dec 30, 2019","Sep 29, 2020",0.00%,"-1,750.30%",,,30.53k,0.00,,41.34k,-532.21k,-576.82k,-9.5310,,863,0,185.64k,,0.00,4.88,-95.3k,,Value,94103,Communication Services,"Farmhouse, Inc. operates a platform for regulated cannabis industry. Its core product is the WeedClub, a social network platform that allows its members to digitally network with actual vetted cannabis industry stakeholders. Its platform serve professional cannabis and hemp industries, such as licensed growers, dispensers, laboratories, distributors, investors, accountants, lawyers, consultants, and others. The company was founded in 2014 and is based in San Francisco, California.",San Francisco,888-420-6856,CA,1577750400,United States,http://www.weedclub.com,86400,1355 Market Street,Internet Content & Information,Suite 488
t-1,FMHS,-1002900.0,0,,,-127559,,-127559,118741,2940,-115801,-115801,,-11758,,,,0,2940,118741,0,-11758,,-127559,-127559,455000.0,3045498.0,1007035.0,-547900.0,459135.0,1472.0,-3594870.0,2172.0,1007035.0,1963.0,2172.0,307354.0,77836.0,10631.0,48131.0,1879.0,-46252.0,614.0,2857.0,37500.0,,-1004863.0,en-US,US,EQUITY,False,Delayed Quote,0.0,1.0 - 1.0,1.0,finmb_675702991,Other OTC,"Farmhouse, Inc",USD,61,16,0.65,1.8571428,0.35 - 5.75,-4.75,-0.82608694,0.35,5.75,-9.531,USD,4,4.88,1.5269444,-0.5269444,-0.3450973,0.9825,0.017499983,0.017811688,1401110,0.20491803,15,America/New_York,EDT,-14400000,PNK,0,False,False,1.0,1629819093,0.0,1.0,1.0,1.0,2,FARMHOUSE INC,us_market,POST,,,,5.75,0.35,1.5269,0.9825,61,16,,,7.23M,48.90%,0.00%,,0,0.00%,0.00%,,,0.58%,,,,,,,1:750,"Aug 08, 2013","Dec 30, 2019","Sep 29, 2020",0.00%,"-1,750.30%",,,30.53k,0.00,,41.34k,-532.21k,-576.82k,-9.5310,,863,0,185.64k,,0.00,4.88,-95.3k,,Value,94103,Communication Services,"Farmhouse, Inc. operates a platform for regulated cannabis industry. Its core product is the WeedClub, a social network platform that allows its members to digitally network with actual vetted cannabis industry stakeholders. Its platform serve professional cannabis and hemp industries, such as licensed growers, dispensers, laboratories, distributors, investors, accountants, lawyers, consultants, and others. The company was founded in 2014 and is based in San Francisco, California.",San Francisco,888-420-6856,CA,1577750400,United States,http://www.weedclub.com,86400,1355 Market Street,Internet Content & Information,Suite 488
t-2,FMHS,-915698.0,0,,,-186452,,-186452,159856,0,-159856,-159856,,-26596,,,,0,0,159856,0,-26596,,-186452,-186452,455000.0,3005145.0,918568.0,-460698.0,457870.0,1468.0,-3467311.0,293.0,918568.0,2577.0,293.0,284071.0,129927.0,745.0,2746.0,-7020.0,-9766.0,610.0,38555.0,2001.0,7594.0,-918275.0,en-US,US,EQUITY,False,Delayed Quote,0.0,1.0 - 1.0,1.0,finmb_675702991,Other OTC,"Farmhouse, Inc",USD,61,16,0.65,1.8571428,0.35 - 5.75,-4.75,-0.82608694,0.35,5.75,-9.531,USD,4,4.88,1.5269444,-0.5269444,-0.3450973,0.9825,0.017499983,0.017811688,1401110,0.20491803,15,America/New_York,EDT,-14400000,PNK,0,False,False,1.0,1629819093,0.0,1.0,1.0,1.0,2,FARMHOUSE INC,us_market,POST,,,,5.75,0.35,1.5269,0.9825,61,16,,,7.23M,48.90%,0.00%,,0,0.00%,0.00%,,,0.58%,,,,,,,1:750,"Aug 08, 2013","Dec 30, 2019","Sep 29, 2020",0.00%,"-1,750.30%",,,30.53k,0.00,,41.34k,-532.21k,-576.82k,-9.5310,,863,0,185.64k,,0.00,4.88,-95.3k,,Value,94103,Communication Services,"Farmhouse, Inc. operates a platform for regulated cannabis industry. Its core product is the WeedClub, a social network platform that allows its members to digitally network with actual vetted cannabis industry stakeholders. Its platform serve professional cannabis and hemp industries, such as licensed growers, dispensers, laboratories, distributors, investors, accountants, lawyers, consultants, and others. The company was founded in 2014 and is based in San Francisco, California.",San Francisco,888-420-6856,CA,1577750400,United States,http://www.weedclub.com,86400,1355 Market Street,Internet Content & Information,Suite 488
t-3,FMHS,,0,,,-149809,,-149809,147422,0,-147422,-147422,,-2387,,,,0,0,147422,0,-2387,,-149809,-149809,,,,,,,,,,,,,68554.0,48823.0,48823.0,-5203.0,-54026.0,609.0,24992.0,2001.0,1628.0,,en-US,US,EQUITY,False,Delayed Quote,0.0,1.0 - 1.0,1.0,finmb_675702991,Other OTC,"Farmhouse, Inc",USD,61,16,0.65,1.8571428,0.35 - 5.75,-4.75,-0.82608694,0.35,5.75,-9.531,USD,4,4.88,1.5269444,-0.5269444,-0.3450973,0.9825,0.017499983,0.017811688,1401110,0.20491803,15,America/New_York,EDT,-14400000,PNK,0,False,False,1.0,1629819093,0.0,1.0,1.0,1.0,2,FARMHOUSE INC,us_market,POST,,,,5.75,0.35,1.5269,0.9825,61,16,,,7.23M,48.90%,0.00%,,0,0.00%,0.00%,,,0.58%,,,,,,,1:750,"Aug 08, 2013","Dec 30, 2019","Sep 29, 2020",0.00%,"-1,750.30%",,,30.53k,0.00,,41.34k,-532.21k,-576.82k,-9.5310,,863,0,185.64k,,0.00,4.88,-95.3k,,Value,94103,Communication Services,"Farmhouse, Inc. operates a platform for regulated cannabis industry. Its core product is the WeedClub, a social network platform that allows its members to digitally network with actual vetted cannabis industry stakeholders. Its platform serve professional cannabis and hemp industries, such as licensed growers, dispensers, laboratories, distributors, investors, accountants, lawyers, consultants, and others. The company was founded in 2014 and is based in San Francisco, California.",San Francisco,888-420-6856,CA,1577750400,United States,http://www.weedclub.com,86400,1355 Market Street,Internet Content & Information,Suite 488
