Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherAssets,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,capitalExpenditures,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,currency,market,shortName,exchange,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,exchangeDataDelayedBy,epsTrailingTwelveMonths,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,fax,industry,address2
t0,INHC,-14191109.0,18410800,,,-905938,,-905938,626367,497642,-128725,-128725,,-777382,,,,0,1056450,1185175,558808,-777213,,-905938,-905938,3850487.0,14905851.0,-14191109.0,24496.0,751637.0,18411.0,-18060007.0,252012.0,4803.0,12530830.0,20495.0,479130.0,461612.0,2375021.0,3022273.0,669274.0,-903.0,121500.0,121500.0,8470.0,-30583.0,-151180.0,5091.0,-134141.0,120038.0,-903.0,,-12051700.0,en-US,US,EQUITY,False,Delayed Quote,1e-06,1625080825,0.0,1e-06,1e-06,1e-06,633991,-0.771,0.008545455,-0.008544454,-0.99988294,0.0031696297,-0.0031686297,-0.9996845,27,-1.2970169e-06,15,America/New_York,EDT,False,False,USD,us_market,INNOLOG HLDGS CORP,PNK,PRE,4,0.0,1.0E-6 - 1.0E-6,1e-06,0.0,0.0,0,0,finmb_111866089,Other OTC,Innolog Holdings Corporation,USD,234,0,0.0,0.0,1.0E-6 - 0.01,-0.009999,-0.9999,1e-06,0.01,0,-0.291,-14400000,22.5,,,0.01,0.0,0.0085,0.0032,234,,18.41M,,,,,,,,,,,,,,,,,,1:11,"Aug 17, 2010","Dec 30, 2012","Mar 30, 2013",-97.68%,-29.00%,-129.52%,,4.97M,0.30,-11.10%,2.1M,-1.43M,-4.86M,-0.2910,,4.8k,0,4.29M,,0.04,-0.77,-932.38k,701.88k,Value,22033,Services,22,"Innolog Holdings Corporation, through its subsidiary, Innovative Logistics Techniques, Inc., provides supply chain logistics and information technology solutions to clients in the public and private sectors. The company offers its services and solutions to various clients comprising the Department of Defense, Department of Homeland Security, and civilian agencies in the federal government, as well as state and local municipalities and commercial organizations. Innolog Holdings Corporation is headquartered in Fairfax, Virginia with an additional office in Washington D.C.",Fairfax,703-766-1412,VA,United States,http://www.innologholdings.com,86400,4000 Legato Road,703-766-1425,Shipping,Suite 830
t-1,INHC,-13513975.0,18410800,,,-1714855,,-1714855,1048708,460353,-588355,-588355,,-1164730,,,,0,1033241,1621596,572888,-1126500,,-1714855,-1714855,3622115.0,14137818.0,-13513975.0,24496.0,660738.0,17975.0,-17154065.0,274261.0,35386.0,11886959.0,22281.0,364196.0,327472.0,2250859.0,2956288.0,1023395.0,-903.0,165062.0,165063.0,4452.0,-4774.0,-169837.0,609.0,155339.0,275794.0,-903.0,1.0,-11522763.0,en-US,US,EQUITY,False,Delayed Quote,1e-06,1625080825,0.0,1e-06,1e-06,1e-06,633991,-0.771,0.008545455,-0.008544454,-0.99988294,0.0031696297,-0.0031686297,-0.9996845,27,-1.2970169e-06,15,America/New_York,EDT,False,False,USD,us_market,INNOLOG HLDGS CORP,PNK,PRE,4,0.0,1.0E-6 - 1.0E-6,1e-06,0.0,0.0,0,0,finmb_111866089,Other OTC,Innolog Holdings Corporation,USD,234,0,0.0,0.0,1.0E-6 - 0.01,-0.009999,-0.9999,1e-06,0.01,0,-0.291,-14400000,22.5,,,0.01,0.0,0.0085,0.0032,234,,18.41M,,,,,,,,,,,,,,,,,,1:11,"Aug 17, 2010","Dec 30, 2012","Mar 30, 2013",-97.68%,-29.00%,-129.52%,,4.97M,0.30,-11.10%,2.1M,-1.43M,-4.86M,-0.2910,,4.8k,0,4.29M,,0.04,-0.77,-932.38k,701.88k,Value,22033,Services,22,"Innolog Holdings Corporation, through its subsidiary, Innovative Logistics Techniques, Inc., provides supply chain logistics and information technology solutions to clients in the public and private sectors. The company offers its services and solutions to various clients comprising the Department of Defense, Department of Homeland Security, and civilian agencies in the federal government, as well as state and local municipalities and commercial organizations. Innolog Holdings Corporation is headquartered in Fairfax, Virginia with an additional office in Washington D.C.",Fairfax,703-766-1412,VA,United States,http://www.innologholdings.com,86400,4000 Legato Road,703-766-1425,Shipping,Suite 830
t-2,INHC,-12149106.0,18410800,,,-1004374,,-1004374,905670,599374,-306296,-306296,,-698081,,,,0,1555467,1861763,956093,-698078,,-1004374,-1004374,3274103.0,12937821.0,-12149106.0,24495.0,825910.0,16000.0,-15439209.0,276663.0,40160.0,10772391.0,24938.0,524309.0,482811.0,2165430.0,2853735.0,919214.0,-5630.0,76048.0,-88952.0,-18288.0,40160.0,134742.0,4661.0,-12729.0,160829.0,-5630.0,-165000.0,-10248082.0,en-US,US,EQUITY,False,Delayed Quote,1e-06,1625080825,0.0,1e-06,1e-06,1e-06,633991,-0.771,0.008545455,-0.008544454,-0.99988294,0.0031696297,-0.0031686297,-0.9996845,27,-1.2970169e-06,15,America/New_York,EDT,False,False,USD,us_market,INNOLOG HLDGS CORP,PNK,PRE,4,0.0,1.0E-6 - 1.0E-6,1e-06,0.0,0.0,0,0,finmb_111866089,Other OTC,Innolog Holdings Corporation,USD,234,0,0.0,0.0,1.0E-6 - 0.01,-0.009999,-0.9999,1e-06,0.01,0,-0.291,-14400000,22.5,,,0.01,0.0,0.0085,0.0032,234,,18.41M,,,,,,,,,,,,,,,,,,1:11,"Aug 17, 2010","Dec 30, 2012","Mar 30, 2013",-97.68%,-29.00%,-129.52%,,4.97M,0.30,-11.10%,2.1M,-1.43M,-4.86M,-0.2910,,4.8k,0,4.29M,,0.04,-0.77,-932.38k,701.88k,Value,22033,Services,22,"Innolog Holdings Corporation, through its subsidiary, Innovative Logistics Techniques, Inc., provides supply chain logistics and information technology solutions to clients in the public and private sectors. The company offers its services and solutions to various clients comprising the Department of Defense, Department of Homeland Security, and civilian agencies in the federal government, as well as state and local municipalities and commercial organizations. Innolog Holdings Corporation is headquartered in Fairfax, Virginia with an additional office in Washington D.C.",Fairfax,703-766-1412,VA,United States,http://www.innologholdings.com,86400,4000 Legato Road,703-766-1425,Shipping,Suite 830
t-3,INHC,-11368259.0,18410800,,,-1231428,,-1231428,940396,522189,-418207,-418207,,-813221,,,,0,1326599,1744806,804410,-813221,,-1231428,-1231428,3051446.0,11920129.0,-11368259.0,24495.0,588765.0,15130.0,-14434835.0,65247.0,,11840128.0,21920.0,501598.0,470082.0,80001.0,2535542.0,190688.0,-5630.0,746106.0,746106.0,-2747.0,40160.0,-746106.0,2305.0,51499.0,204996.0,-5630.0,-165000.0,-11338530.0,en-US,US,EQUITY,False,Delayed Quote,1e-06,1625080825,0.0,1e-06,1e-06,1e-06,633991,-0.771,0.008545455,-0.008544454,-0.99988294,0.0031696297,-0.0031686297,-0.9996845,27,-1.2970169e-06,15,America/New_York,EDT,False,False,USD,us_market,INNOLOG HLDGS CORP,PNK,PRE,4,0.0,1.0E-6 - 1.0E-6,1e-06,0.0,0.0,0,0,finmb_111866089,Other OTC,Innolog Holdings Corporation,USD,234,0,0.0,0.0,1.0E-6 - 0.01,-0.009999,-0.9999,1e-06,0.01,0,-0.291,-14400000,22.5,,,0.01,0.0,0.0085,0.0032,234,,18.41M,,,,,,,,,,,,,,,,,,1:11,"Aug 17, 2010","Dec 30, 2012","Mar 30, 2013",-97.68%,-29.00%,-129.52%,,4.97M,0.30,-11.10%,2.1M,-1.43M,-4.86M,-0.2910,,4.8k,0,4.29M,,0.04,-0.77,-932.38k,701.88k,Value,22033,Services,22,"Innolog Holdings Corporation, through its subsidiary, Innovative Logistics Techniques, Inc., provides supply chain logistics and information technology solutions to clients in the public and private sectors. The company offers its services and solutions to various clients comprising the Department of Defense, Department of Homeland Security, and civilian agencies in the federal government, as well as state and local municipalities and commercial organizations. Innolog Holdings Corporation is headquartered in Fairfax, Virginia with an additional office in Washington D.C.",Fairfax,703-766-1412,VA,United States,http://www.innologholdings.com,86400,4000 Legato Road,703-766-1425,Shipping,Suite 830
