Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,exchange,marketState,twoHundredDayAverageChangePercent,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceHint,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (May 27, 2021) 4","Short Ratio (May 27, 2021) 4","Short % of Float (May 27, 2021) 4","Short % of Shares Outstanding (May 27, 2021) 4","Shares Short (prior month Apr 29, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,HUDI,24361600,13125000,643149,,276364,224413,334154,1045187,2183275,422702,422702,,-560203,,,,-61165,16789935,16367233,14606661,-146338,,337530,334154,1202687,22531620,43334670,25564287,5745780,69123370,2000,7249045,-159189,3189856,436583,796794,43334670,436583,3189856,6687642,47347153,13449305,18463720,20837594,1855047,325550,-110009,-882531,-882531,-291096,20338,35828,977049,175571,4026836,-3717290,877,-143403,4012483,en-US,US,EQUITY,True,Delayed Quote,USD,us_market,4.41,1630526402,0.30999994,4.01,4.42,3.9001,74291,"Huadi International Group Co., ",NCM,PRE,-0.10186614,0,False,False,7.560974,3.9001 - 4.42,4.1,0.0,0.0,10,9,finmb_689166243,NasdaqCM,"Huadi International Group Co., Ltd.",USD,270382,43185,1.5799999,0.5583039,2.83 - 9.92,-5.51,-0.5554436,2.83,9.92,4,4.1628857,0.24711418,0.05936127,4.910181,-0.5001812,57881248,15,America/New_York,EDT,-14400000,,,,9.92,2.83,4.1629,4.9102,270.38k,43.19k,13.12M,,2.38M,76.19%,0.27%,3.6k,0.2,0.12%,0.03%,5.54k,,,,,,0.00%,,,,,"Sep 29, 2020","Sep 29, 2020",5.62%,7.36%,3.95%,14.28%,59.14M,5.91,0.60%,10.66M,5.11M,3.32M,,-80.20%,796.79k,0.08,34.15M,132.41,1.09,,3.2M,2.69M,Value,325025,Basic Materials,"Huadi International Group Co., Ltd. manufactures and sells industrial stainless steel seamless pipes and tubes in the People's Republic of China. The company's products are used in the oil and gas transmission, chemistry engineering, food processing, medical devices, aeronautics and astronautics, boiler, irrigation works construction, electricity, automobile, naval architecture, paper mill, and mechanical industries. It also exports its products to 20 countries, including the United States, Mexico, Thailand, Australia, Argentina, India, the Philippines, the United Arab Emirates, Taiwan, Canada, and internationally. The company was founded in 1992 and is based in Wenzhou, the People's Republic of China.",Wenzhou,86 577 8659 8888,1609372800,China,http://www.huadi.cc,86400,No. 1688 Tianzhong Street,Steel,Longwan District
t-1,HUDI,24361600,13125000,643149,,276364,224413,334154,1045187,2183275,422702,422702,,-560203,,,,-61165,16789935,16367233,14606661,-146338,,337530,334154,1202687,22531620,43334670,25564287,5745780,69123370,2000,7249045,-159189,3189856,436583,796794,43334670,436583,3189856,6687642,47347153,13449305,18463720,20837594,1855047,325550,-110009,-882531,-882531,-291096,20338,35828,977049,175571,4026836,-3717290,877,-143403,4012483,en-US,US,EQUITY,True,Delayed Quote,USD,us_market,4.41,1630526402,0.30999994,4.01,4.42,3.9001,74291,"Huadi International Group Co., ",NCM,PRE,-0.10186614,0,False,False,7.560974,3.9001 - 4.42,4.1,0.0,0.0,10,9,finmb_689166243,NasdaqCM,"Huadi International Group Co., Ltd.",USD,270382,43185,1.5799999,0.5583039,2.83 - 9.92,-5.51,-0.5554436,2.83,9.92,4,4.1628857,0.24711418,0.05936127,4.910181,-0.5001812,57881248,15,America/New_York,EDT,-14400000,,,,9.92,2.83,4.1629,4.9102,270.38k,43.19k,13.12M,,2.38M,76.19%,0.27%,3.6k,0.2,0.12%,0.03%,5.54k,,,,,,0.00%,,,,,"Sep 29, 2020","Sep 29, 2020",5.62%,7.36%,3.95%,14.28%,59.14M,5.91,0.60%,10.66M,5.11M,3.32M,,-80.20%,796.79k,0.08,34.15M,132.41,1.09,,3.2M,2.69M,Value,325025,Basic Materials,"Huadi International Group Co., Ltd. manufactures and sells industrial stainless steel seamless pipes and tubes in the People's Republic of China. The company's products are used in the oil and gas transmission, chemistry engineering, food processing, medical devices, aeronautics and astronautics, boiler, irrigation works construction, electricity, automobile, naval architecture, paper mill, and mechanical industries. It also exports its products to 20 countries, including the United States, Mexico, Thailand, Australia, Argentina, India, the Philippines, the United Arab Emirates, Taiwan, Canada, and internationally. The company was founded in 1992 and is based in Wenzhou, the People's Republic of China.",Wenzhou,86 577 8659 8888,1609372800,China,http://www.huadi.cc,86400,No. 1688 Tianzhong Street,Steel,Longwan District
t-2,HUDI,22687300,13125000,417176,,1511260,207151,1327214,976535,3148834,1755124,1755124,,-521092,,,,170640,12778704,11023580,9629870,-243864,,1340620,1327214,1168090,22531620,43107119,23855390,5407892,67169660,2000,7629282,-827498,2149268,418629,796381,43107119,418629,2149268,6522507,46164236,12896198,10462874,27275699,993827,111347,139902,-1462122,-1462122,593407,-676072,21053,625096,201246,-4747495,3587189,-311165,-189095,3057117,en-US,US,EQUITY,True,Delayed Quote,USD,us_market,4.41,1630526402,0.30999994,4.01,4.42,3.9001,74291,"Huadi International Group Co., ",NCM,PRE,-0.10186614,0,False,False,7.560974,3.9001 - 4.42,4.1,0.0,0.0,10,9,finmb_689166243,NasdaqCM,"Huadi International Group Co., Ltd.",USD,270382,43185,1.5799999,0.5583039,2.83 - 9.92,-5.51,-0.5554436,2.83,9.92,4,4.1628857,0.24711418,0.05936127,4.910181,-0.5001812,57881248,15,America/New_York,EDT,-14400000,,,,9.92,2.83,4.1629,4.9102,270.38k,43.19k,13.12M,,2.38M,76.19%,0.27%,3.6k,0.2,0.12%,0.03%,5.54k,,,,,,0.00%,,,,,"Sep 29, 2020","Sep 29, 2020",5.62%,7.36%,3.95%,14.28%,59.14M,5.91,0.60%,10.66M,5.11M,3.32M,,-80.20%,796.79k,0.08,34.15M,132.41,1.09,,3.2M,2.69M,Value,325025,Basic Materials,"Huadi International Group Co., Ltd. manufactures and sells industrial stainless steel seamless pipes and tubes in the People's Republic of China. The company's products are used in the oil and gas transmission, chemistry engineering, food processing, medical devices, aeronautics and astronautics, boiler, irrigation works construction, electricity, automobile, naval architecture, paper mill, and mechanical industries. It also exports its products to 20 countries, including the United States, Mexico, Thailand, Australia, Argentina, India, the Philippines, the United Arab Emirates, Taiwan, Canada, and internationally. The company was founded in 1992 and is based in Wenzhou, the People's Republic of China.",Wenzhou,86 577 8659 8888,1609372800,China,http://www.huadi.cc,86400,No. 1688 Tianzhong Street,Steel,Longwan District
t-3,HUDI,22687300,13125000,417176,,1511260,207151,1327214,976535,3148834,1755124,1755124,,-521092,,,,170640,12778704,11023580,9629870,-243864,,1340620,1327214,1168090,22531620,43107119,23855390,5407892,67169660,2000,7629282,-827498,2149268,418629,796381,43107119,418629,2149268,6522507,46164236,12896198,10462874,27275699,993827,111347,139902,-1462122,-1462122,593407,-676072,21053,625096,201246,-4747495,3587189,-311165,-189095,3057117,en-US,US,EQUITY,True,Delayed Quote,USD,us_market,4.41,1630526402,0.30999994,4.01,4.42,3.9001,74291,"Huadi International Group Co., ",NCM,PRE,-0.10186614,0,False,False,7.560974,3.9001 - 4.42,4.1,0.0,0.0,10,9,finmb_689166243,NasdaqCM,"Huadi International Group Co., Ltd.",USD,270382,43185,1.5799999,0.5583039,2.83 - 9.92,-5.51,-0.5554436,2.83,9.92,4,4.1628857,0.24711418,0.05936127,4.910181,-0.5001812,57881248,15,America/New_York,EDT,-14400000,,,,9.92,2.83,4.1629,4.9102,270.38k,43.19k,13.12M,,2.38M,76.19%,0.27%,3.6k,0.2,0.12%,0.03%,5.54k,,,,,,0.00%,,,,,"Sep 29, 2020","Sep 29, 2020",5.62%,7.36%,3.95%,14.28%,59.14M,5.91,0.60%,10.66M,5.11M,3.32M,,-80.20%,796.79k,0.08,34.15M,132.41,1.09,,3.2M,2.69M,Value,325025,Basic Materials,"Huadi International Group Co., Ltd. manufactures and sells industrial stainless steel seamless pipes and tubes in the People's Republic of China. The company's products are used in the oil and gas transmission, chemistry engineering, food processing, medical devices, aeronautics and astronautics, boiler, irrigation works construction, electricity, automobile, naval architecture, paper mill, and mechanical industries. It also exports its products to 20 countries, including the United States, Mexico, Thailand, Australia, Argentina, India, the Philippines, the United Arab Emirates, Taiwan, Canada, and internationally. The company was founded in 1992 and is based in Wenzhou, the People's Republic of China.",Wenzhou,86 577 8659 8888,1609372800,China,http://www.huadi.cc,86400,No. 1688 Tianzhong Street,Steel,Longwan District
