Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,issuanceOfStock,changeInCash,repurchaseOfStock,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,effectOfExchangeRate,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,priceHint,shortName,exchange,epsCurrentYear,priceEpsCurrentYear,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,exchangeDataDelayedBy,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingPE,epsTrailingTwelveMonths,epsForward,marketState,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Jun 14, 2021) 4","Short Ratio (Jun 14, 2021) 4","Short % of Float (Jun 14, 2021) 4","Short % of Shares Outstanding (Jun 14, 2021) 4","Shares Short (prior month May 13, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,state,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry
t0,GTLS,166300000.0,36348500,,,29200000,7000000,25600000,45900000,84300000,29600000,29600000,,-3100000,,,,3100000,288500000,258900000,204200000,-400000,,26100000,25600000,481400000.0,750000000.0,1086300000.0,1559000000.0,7300000.0,220900000.0,2652300000.0,400000.0,31600000.0,844700000.0,100200000.0,911300000.0,-36100000.0,16600000.0,114900000.0,660300000.0,255200000.0,-16800000.0,409300000.0,713800000.0,119900000.0,261000000.0,303100000.0,279900000.0,151800000.0,-40000000.0,-6400000.0,-106300000.0,85200000.0,87800000.0,5600000.0,-10200000.0,-3000000.0,8300000.0,19500000.0,200000.0,-36300000.0,6800000.0,-2100000.0,-11500000.0,,,53500000.0,en-US,US,EQUITY,True,Delayed Quote,193.54,1630526402,5.1599884,190.26,194.26,187.34,289923,42.32666,0.27991354,7034888192,36.86476,4.4179144,15,America/New_York,EDT,-14400000,False,False,USD,2,"Chart Industries, Inc.",NYQ,3.92,49.372448,43.808,164.74629,28.793701,0.17477602,151.21333,0,finmb_322735,NYSE,"Chart Industries, Inc.",USD,414164,336842,131.42,2.1155827,62.12 - 194.26,-0.7200012,-0.0037063793,62.12,194.26,1619094600,1634733000,1635165000,22.384918,8.646,5.25,PREPRE,-0.0051640524,1630539450,193.53,-0.009994507,2.739138,187.34 - 194.26,188.38,0.0,193.3,8,8,us_market,1.85,,,194.26,62.12,164.75,151.21,414.16k,336.84k,36.35M,,36.24M,0.59%,113.99%,3.96M,13.88,12.88%,10.90%,4.04M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",27.94%,11.43%,3.28%,6.78%,1.16B,32.94,-4.40%,337.8M,214.1M,92.4M,8.65,201.20%,114.9M,3.16,586.1M,37.43,1.08,43.81,155.5M,157.72M,Value,30107,Industrials,4318,3,1,"Chart Industries, Inc. manufactures and sells engineered equipment for the energy and industrial gas industries worldwide. The company operates through four segments: Cryo Tank Solutions, Heat Transfer Systems, Specialty Products, and Repair, Service & Leasing. It provides bulk and packaged gas cryogenic solutions for the storage, distribution, vaporization, and application of industrial gases; cryogenic trailers, ISO containers, bulk storage tanks, loading facilities, and regasification equipment for delivering liquefied natural gas (LNG) into virtual pipeline applications; and large vacuum insulated storage tanks as equipment for purchasers of standard liquefaction plants. The company also offers process technology, liquefaction train, and critical equipment for the LNG, including small to mid-scale facilities, floating LNG applications, and large base-load export facilities; brazed aluminum, Core-in-Kettle, air cooled, and shell and tube heat exchangers; and cold boxes, high pressure reactors, and process systems, as well as axial cooling fans for the power, heating, ventilation, air conditioning, and refining applications. In addition, it provides highly engineered equipment that is used in specialty end-market applications for hydrogen, LNG, biogas, CO2 Capture, food and beverage, aerospace, lasers, cannabis, and water treatment; and cryogenic components, including vacuum insulated pipes, specialty liquid nitrogen, end-use equipment, and cryogenic flow meters. Additionally, it provides extended warranties, plant start-up, parts, 24/7 support, monitoring and process optimization, repairing, maintenance, and upgrading services; plant services on equipment, including brazed aluminum heat exchangers, cold boxes, etc.; and service locations that undertake installation, service, repair, maintenance, and refurbishment of cryogenic products, as well as equipment leasing solutions. The company was founded in 1859 and is headquartered in Ball Ground, Georgia.",Ball Ground,770 721 8800,GA,5,1609372800,1625011200,1,United States,http://www.chartindustries.com,86400,2,3055 Torrington Drive,Specialty Industrial Machinery
t-1,GTLS,213700000.0,36348500,,,43900000,6600000,257800000,38100000,88500000,42000000,42000000,,-3100000,,,,6000000,312400000,270400000,223900000,1900000,220300000.0,37900000,257800000,493100000.0,780800000.0,991200000.0,1572700000.0,7800000.0,229000000.0,2570500000.0,400000.0,29300000.0,808400000.0,111200000.0,865900000.0,-16900000.0,15100000.0,125100000.0,634800000.0,220900000.0,2400000.0,414500000.0,703000000.0,78900000.0,280200000.0,221600000.0,248400000.0,140100000.0,-50800000.0,71700000.0,204400000.0,-271200000.0,-264600000.0,6800000.0,4400000.0,-200000.0,60200000.0,19100000.0,600000.0,-8300000.0,-41600000.0,-241700000.0,-11000000.0,4400000.0,,68200000.0,en-US,US,EQUITY,True,Delayed Quote,193.54,1630526402,5.1599884,190.26,194.26,187.34,289923,42.32666,0.27991354,7034888192,36.86476,4.4179144,15,America/New_York,EDT,-14400000,False,False,USD,2,"Chart Industries, Inc.",NYQ,3.92,49.372448,43.808,164.74629,28.793701,0.17477602,151.21333,0,finmb_322735,NYSE,"Chart Industries, Inc.",USD,414164,336842,131.42,2.1155827,62.12 - 194.26,-0.7200012,-0.0037063793,62.12,194.26,1619094600,1634733000,1635165000,22.384918,8.646,5.25,PREPRE,-0.0051640524,1630539450,193.53,-0.009994507,2.739138,187.34 - 194.26,188.38,0.0,193.3,8,8,us_market,1.85,,,194.26,62.12,164.75,151.21,414.16k,336.84k,36.35M,,36.24M,0.59%,113.99%,3.96M,13.88,12.88%,10.90%,4.04M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",27.94%,11.43%,3.28%,6.78%,1.16B,32.94,-4.40%,337.8M,214.1M,92.4M,8.65,201.20%,114.9M,3.16,586.1M,37.43,1.08,43.81,155.5M,157.72M,Value,30107,Industrials,4318,3,1,"Chart Industries, Inc. manufactures and sells engineered equipment for the energy and industrial gas industries worldwide. The company operates through four segments: Cryo Tank Solutions, Heat Transfer Systems, Specialty Products, and Repair, Service & Leasing. It provides bulk and packaged gas cryogenic solutions for the storage, distribution, vaporization, and application of industrial gases; cryogenic trailers, ISO containers, bulk storage tanks, loading facilities, and regasification equipment for delivering liquefied natural gas (LNG) into virtual pipeline applications; and large vacuum insulated storage tanks as equipment for purchasers of standard liquefaction plants. The company also offers process technology, liquefaction train, and critical equipment for the LNG, including small to mid-scale facilities, floating LNG applications, and large base-load export facilities; brazed aluminum, Core-in-Kettle, air cooled, and shell and tube heat exchangers; and cold boxes, high pressure reactors, and process systems, as well as axial cooling fans for the power, heating, ventilation, air conditioning, and refining applications. In addition, it provides highly engineered equipment that is used in specialty end-market applications for hydrogen, LNG, biogas, CO2 Capture, food and beverage, aerospace, lasers, cannabis, and water treatment; and cryogenic components, including vacuum insulated pipes, specialty liquid nitrogen, end-use equipment, and cryogenic flow meters. Additionally, it provides extended warranties, plant start-up, parts, 24/7 support, monitoring and process optimization, repairing, maintenance, and upgrading services; plant services on equipment, including brazed aluminum heat exchangers, cold boxes, etc.; and service locations that undertake installation, service, repair, maintenance, and refurbishment of cryogenic products, as well as equipment leasing solutions. The company was founded in 1859 and is headquartered in Ball Ground, Georgia.",Ball Ground,770 721 8800,GA,5,1609372800,1625011200,1,United States,http://www.chartindustries.com,86400,2,3055 Torrington Drive,Specialty Industrial Machinery
t-2,GTLS,-20100000.0,36348500,,,22000000,5900000,21700000,40400000,79800000,30000000,30000000,,-7500000,,,,6200000,273200000,243200000,193400000,-8000000,6100000.0,15800000,21700000,488700000.0,772400000.0,1160800000.0,1286200000.0,8400000.0,196300000.0,2452900000.0,400000.0,94200000.0,550600000.0,86900000.0,817600000.0,-37200000.0,12400000.0,120700000.0,352900000.0,,-17900000.0,396000000.0,728500000.0,9700000.0,260700000.0,695400000.0,237600000.0,107700000.0,-50800000.0,0.0,800000.0,-47500000.0,-45000000.0,1600000.0,-1800000.0,-200000.0,32200000.0,19300000.0,-200000.0,-8300000.0,-41600000.0,-8800000.0,-6100000.0,10200000.0,900000.0,375600000.0,en-US,US,EQUITY,True,Delayed Quote,193.54,1630526402,5.1599884,190.26,194.26,187.34,289923,42.32666,0.27991354,7034888192,36.86476,4.4179144,15,America/New_York,EDT,-14400000,False,False,USD,2,"Chart Industries, Inc.",NYQ,3.92,49.372448,43.808,164.74629,28.793701,0.17477602,151.21333,0,finmb_322735,NYSE,"Chart Industries, Inc.",USD,414164,336842,131.42,2.1155827,62.12 - 194.26,-0.7200012,-0.0037063793,62.12,194.26,1619094600,1634733000,1635165000,22.384918,8.646,5.25,PREPRE,-0.0051640524,1630539450,193.53,-0.009994507,2.739138,187.34 - 194.26,188.38,0.0,193.3,8,8,us_market,1.85,,,194.26,62.12,164.75,151.21,414.16k,336.84k,36.35M,,36.24M,0.59%,113.99%,3.96M,13.88,12.88%,10.90%,4.04M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",27.94%,11.43%,3.28%,6.78%,1.16B,32.94,-4.40%,337.8M,214.1M,92.4M,8.65,201.20%,114.9M,3.16,586.1M,37.43,1.08,43.81,155.5M,157.72M,Value,30107,Industrials,4318,3,1,"Chart Industries, Inc. manufactures and sells engineered equipment for the energy and industrial gas industries worldwide. The company operates through four segments: Cryo Tank Solutions, Heat Transfer Systems, Specialty Products, and Repair, Service & Leasing. It provides bulk and packaged gas cryogenic solutions for the storage, distribution, vaporization, and application of industrial gases; cryogenic trailers, ISO containers, bulk storage tanks, loading facilities, and regasification equipment for delivering liquefied natural gas (LNG) into virtual pipeline applications; and large vacuum insulated storage tanks as equipment for purchasers of standard liquefaction plants. The company also offers process technology, liquefaction train, and critical equipment for the LNG, including small to mid-scale facilities, floating LNG applications, and large base-load export facilities; brazed aluminum, Core-in-Kettle, air cooled, and shell and tube heat exchangers; and cold boxes, high pressure reactors, and process systems, as well as axial cooling fans for the power, heating, ventilation, air conditioning, and refining applications. In addition, it provides highly engineered equipment that is used in specialty end-market applications for hydrogen, LNG, biogas, CO2 Capture, food and beverage, aerospace, lasers, cannabis, and water treatment; and cryogenic components, including vacuum insulated pipes, specialty liquid nitrogen, end-use equipment, and cryogenic flow meters. Additionally, it provides extended warranties, plant start-up, parts, 24/7 support, monitoring and process optimization, repairing, maintenance, and upgrading services; plant services on equipment, including brazed aluminum heat exchangers, cold boxes, etc.; and service locations that undertake installation, service, repair, maintenance, and refurbishment of cryogenic products, as well as equipment leasing solutions. The company was founded in 1859 and is headquartered in Ball Ground, Georgia.",Ball Ground,770 721 8800,GA,5,1609372800,1625011200,1,United States,http://www.chartindustries.com,86400,2,3055 Torrington Drive,Specialty Industrial Machinery
t-3,GTLS,-104000000.0,36348500,,,22000000,5700000,0,40400000,0,0,30000000,,-7500000,,,,0,0,0,0,0,6100000.0,15800000,21700000,500500000.0,768600000.0,1206200000.0,1240700000.0,9800000.0,197900000.0,2452600000.0,400000.0,29000000.0,528900000.0,85200000.0,844200000.0,-57200000.0,16800000.0,122500000.0,359600000.0,,-37900000.0,397500000.0,684300000.0,9300000.0,269900000.0,736000000.0,248600000.0,110600000.0,-50800000.0,0.0,800000.0,-47500000.0,-45000000.0,1600000.0,-1800000.0,-200000.0,32200000.0,19300000.0,-200000.0,-8300000.0,-41600000.0,-8800000.0,-6100000.0,10200000.0,900000.0,324700000.0,en-US,US,EQUITY,True,Delayed Quote,193.54,1630526402,5.1599884,190.26,194.26,187.34,289923,42.32666,0.27991354,7034888192,36.86476,4.4179144,15,America/New_York,EDT,-14400000,False,False,USD,2,"Chart Industries, Inc.",NYQ,3.92,49.372448,43.808,164.74629,28.793701,0.17477602,151.21333,0,finmb_322735,NYSE,"Chart Industries, Inc.",USD,414164,336842,131.42,2.1155827,62.12 - 194.26,-0.7200012,-0.0037063793,62.12,194.26,1619094600,1634733000,1635165000,22.384918,8.646,5.25,PREPRE,-0.0051640524,1630539450,193.53,-0.009994507,2.739138,187.34 - 194.26,188.38,0.0,193.3,8,8,us_market,1.85,,,194.26,62.12,164.75,151.21,414.16k,336.84k,36.35M,,36.24M,0.59%,113.99%,3.96M,13.88,12.88%,10.90%,4.04M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",27.94%,11.43%,3.28%,6.78%,1.16B,32.94,-4.40%,337.8M,214.1M,92.4M,8.65,201.20%,114.9M,3.16,586.1M,37.43,1.08,43.81,155.5M,157.72M,Value,30107,Industrials,4318,3,1,"Chart Industries, Inc. manufactures and sells engineered equipment for the energy and industrial gas industries worldwide. The company operates through four segments: Cryo Tank Solutions, Heat Transfer Systems, Specialty Products, and Repair, Service & Leasing. It provides bulk and packaged gas cryogenic solutions for the storage, distribution, vaporization, and application of industrial gases; cryogenic trailers, ISO containers, bulk storage tanks, loading facilities, and regasification equipment for delivering liquefied natural gas (LNG) into virtual pipeline applications; and large vacuum insulated storage tanks as equipment for purchasers of standard liquefaction plants. The company also offers process technology, liquefaction train, and critical equipment for the LNG, including small to mid-scale facilities, floating LNG applications, and large base-load export facilities; brazed aluminum, Core-in-Kettle, air cooled, and shell and tube heat exchangers; and cold boxes, high pressure reactors, and process systems, as well as axial cooling fans for the power, heating, ventilation, air conditioning, and refining applications. In addition, it provides highly engineered equipment that is used in specialty end-market applications for hydrogen, LNG, biogas, CO2 Capture, food and beverage, aerospace, lasers, cannabis, and water treatment; and cryogenic components, including vacuum insulated pipes, specialty liquid nitrogen, end-use equipment, and cryogenic flow meters. Additionally, it provides extended warranties, plant start-up, parts, 24/7 support, monitoring and process optimization, repairing, maintenance, and upgrading services; plant services on equipment, including brazed aluminum heat exchangers, cold boxes, etc.; and service locations that undertake installation, service, repair, maintenance, and refurbishment of cryogenic products, as well as equipment leasing solutions. The company was founded in 1859 and is headquartered in Ball Ground, Georgia.",Ball Ground,770 721 8800,GA,5,1609372800,1625011200,1,United States,http://www.chartindustries.com,86400,2,3055 Torrington Drive,Specialty Industrial Machinery
