Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,otherLiab,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,accountsPayable,otherCurrentLiab,otherCurrentAssets,netReceivables,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,changeToOperatingActivities,changeToAccountReceivables,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,priceHint,shortName,exchange,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,exchangeDataDelayedBy,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,marketState,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,GDPHF,16453154.0,84110496,,,-253128,,-253128,111081,0,-259151,-259151,130287,,,,,0,0,259151,0,6023,,-253128,-253128,705402.0,16453154.0,17158556.0,16137689.0,-1307617.0,56000.0,1623082.0,6898682.0,329997.0,1623082.0,9962539.0,7196017.0,206122.0,,,,0.0,-445607.0,1799899.0,1904582.0,1018545.0,-335748.0,7055.0,-104683.0,-89675.0,-445607.0,,,6866020.0,en-US,US,EQUITY,False,Delayed Quote,0.06,1630341625,0.0,0.06045,0.06,0.06,3031,-0.05354504,-0.47157532,6084000,15,America/New_York,EDT,-14400000,False,False,USD,4,GODOLPHIN RESOURCES LIMITED,PNK,0.08657222,-0.026572224,-0.30693707,0.11354504,0,finmb_639378859,Other OTC,Godolphin Resources Limited,AUD,1086,1579,0.049999997,5.0,0.01 - 0.36,-0.3,-0.8333333,0.01,0.36,POST,0.0,0.06 - 0.06,0.06,us_market,,,,0.36,0.01,0.0866,0.1135,1.09k,1.58k,84.11M,,59.16M,28.01%,0.00%,,,,,,,,,,,0.00%,,,,,"Jun 29, 2020","Dec 30, 2020",0.00%,0.00%,,,,,,-56k,,-1.04M,,,6.9M,0.08,374.13k,2.27,21.81,,-1.06M,,Value,2800,Basic Materials,"Godolphin Resources Limited operates as a gold and base metal exploration company in Australia. The company primarily explores for gold, silver, and copper deposits. It holds 100% interests in the Mount Aubrey Epithermal Gold Project, Copper Hill East Project, and Gundagai North and South Gold-Copper Project located in the Lachlan Fold Belt, New South Wales. The company also holds 100% interests in the Ophir, Mt Bulga, Caledonian, Yeoval, Yallundry, Obley West, Obley North, Cumnock, Wisemans Creek, Calarie, Calarie Central, Calarie Lachlan Mine, Gadara, and Lewis Ponds projects. The company was incorporated in 2019 and is based in Orange, Australia.",Orange,61 2 6318 8144,NSW,1609372800,Australia,http://godolphinresources.com.au,86400,Unit 13,Other Precious Metals & Mining,11-19 William Street
t-1,GDPHF,16453154.0,84110496,,,-253128,,-253128,111081,0,-259151,-259151,130287,,,,,0,0,259151,0,6023,,-253128,-253128,705402.0,16453154.0,17158556.0,16137689.0,-1307617.0,56000.0,1623082.0,6898682.0,329997.0,1623082.0,9962539.0,7196017.0,206122.0,,,,0.0,-445607.0,1799899.0,1904582.0,1018545.0,-335748.0,7055.0,-104683.0,-89675.0,-445607.0,,,6866020.0,en-US,US,EQUITY,False,Delayed Quote,0.06,1630341625,0.0,0.06045,0.06,0.06,3031,-0.05354504,-0.47157532,6084000,15,America/New_York,EDT,-14400000,False,False,USD,4,GODOLPHIN RESOURCES LIMITED,PNK,0.08657222,-0.026572224,-0.30693707,0.11354504,0,finmb_639378859,Other OTC,Godolphin Resources Limited,AUD,1086,1579,0.049999997,5.0,0.01 - 0.36,-0.3,-0.8333333,0.01,0.36,POST,0.0,0.06 - 0.06,0.06,us_market,,,,0.36,0.01,0.0866,0.1135,1.09k,1.58k,84.11M,,59.16M,28.01%,0.00%,,,,,,,,,,,0.00%,,,,,"Jun 29, 2020","Dec 30, 2020",0.00%,0.00%,,,,,,-56k,,-1.04M,,,6.9M,0.08,374.13k,2.27,21.81,,-1.06M,,Value,2800,Basic Materials,"Godolphin Resources Limited operates as a gold and base metal exploration company in Australia. The company primarily explores for gold, silver, and copper deposits. It holds 100% interests in the Mount Aubrey Epithermal Gold Project, Copper Hill East Project, and Gundagai North and South Gold-Copper Project located in the Lachlan Fold Belt, New South Wales. The company also holds 100% interests in the Ophir, Mt Bulga, Caledonian, Yeoval, Yallundry, Obley West, Obley North, Cumnock, Wisemans Creek, Calarie, Calarie Central, Calarie Lachlan Mine, Gadara, and Lewis Ponds projects. The company was incorporated in 2019 and is based in Orange, Australia.",Orange,61 2 6318 8144,NSW,1609372800,Australia,http://godolphinresources.com.au,86400,Unit 13,Other Precious Metals & Mining,11-19 William Street
t-2,GDPHF,13325967.0,84110496,,,-265594,,-265594,226461,-28000,-282300,-282300,130287,,,,,0,0,282300,28000,16706,,-265594,-265594,269395.0,13325967.0,13595362.0,12816766.0,-801362.0,56000.0,1310563.0,4861593.0,213395.0,1310563.0,8650888.0,4944474.0,51106.0,67345.0,17550.0,51755.0,134697.0,-420494.0,-26467.0,1904582.0,-640582.0,-193622.0,1944.0,-26468.0,5532.0,-420494.0,-28760.0,-41441.0,4731079.0,en-US,US,EQUITY,False,Delayed Quote,0.06,1630341625,0.0,0.06045,0.06,0.06,3031,-0.05354504,-0.47157532,6084000,15,America/New_York,EDT,-14400000,False,False,USD,4,GODOLPHIN RESOURCES LIMITED,PNK,0.08657222,-0.026572224,-0.30693707,0.11354504,0,finmb_639378859,Other OTC,Godolphin Resources Limited,AUD,1086,1579,0.049999997,5.0,0.01 - 0.36,-0.3,-0.8333333,0.01,0.36,POST,0.0,0.06 - 0.06,0.06,us_market,,,,0.36,0.01,0.0866,0.1135,1.09k,1.58k,84.11M,,59.16M,28.01%,0.00%,,,,,,,,,,,0.00%,,,,,"Jun 29, 2020","Dec 30, 2020",0.00%,0.00%,,,,,,-56k,,-1.04M,,,6.9M,0.08,374.13k,2.27,21.81,,-1.06M,,Value,2800,Basic Materials,"Godolphin Resources Limited operates as a gold and base metal exploration company in Australia. The company primarily explores for gold, silver, and copper deposits. It holds 100% interests in the Mount Aubrey Epithermal Gold Project, Copper Hill East Project, and Gundagai North and South Gold-Copper Project located in the Lachlan Fold Belt, New South Wales. The company also holds 100% interests in the Ophir, Mt Bulga, Caledonian, Yeoval, Yallundry, Obley West, Obley North, Cumnock, Wisemans Creek, Calarie, Calarie Central, Calarie Lachlan Mine, Gadara, and Lewis Ponds projects. The company was incorporated in 2019 and is based in Orange, Australia.",Orange,61 2 6318 8144,NSW,1609372800,Australia,http://godolphinresources.com.au,86400,Unit 13,Other Precious Metals & Mining,11-19 William Street
t-3,GDPHF,13325967.0,84110496,,,-265594,,-265594,226461,-28000,-282300,-282300,130287,,,,,0,0,282300,28000,16706,,-265594,-265594,269395.0,13325967.0,13595362.0,12816766.0,-801362.0,56000.0,1310563.0,4861593.0,213395.0,1310563.0,8650888.0,4944474.0,51106.0,67345.0,17550.0,51755.0,134697.0,-420494.0,-26467.0,1904582.0,-640582.0,-193622.0,1944.0,-26468.0,5532.0,-420494.0,-28760.0,-41441.0,4731079.0,en-US,US,EQUITY,False,Delayed Quote,0.06,1630341625,0.0,0.06045,0.06,0.06,3031,-0.05354504,-0.47157532,6084000,15,America/New_York,EDT,-14400000,False,False,USD,4,GODOLPHIN RESOURCES LIMITED,PNK,0.08657222,-0.026572224,-0.30693707,0.11354504,0,finmb_639378859,Other OTC,Godolphin Resources Limited,AUD,1086,1579,0.049999997,5.0,0.01 - 0.36,-0.3,-0.8333333,0.01,0.36,POST,0.0,0.06 - 0.06,0.06,us_market,,,,0.36,0.01,0.0866,0.1135,1.09k,1.58k,84.11M,,59.16M,28.01%,0.00%,,,,,,,,,,,0.00%,,,,,"Jun 29, 2020","Dec 30, 2020",0.00%,0.00%,,,,,,-56k,,-1.04M,,,6.9M,0.08,374.13k,2.27,21.81,,-1.06M,,Value,2800,Basic Materials,"Godolphin Resources Limited operates as a gold and base metal exploration company in Australia. The company primarily explores for gold, silver, and copper deposits. It holds 100% interests in the Mount Aubrey Epithermal Gold Project, Copper Hill East Project, and Gundagai North and South Gold-Copper Project located in the Lachlan Fold Belt, New South Wales. The company also holds 100% interests in the Ophir, Mt Bulga, Caledonian, Yeoval, Yallundry, Obley West, Obley North, Cumnock, Wisemans Creek, Calarie, Calarie Central, Calarie Lachlan Mine, Gadara, and Lewis Ponds projects. The company was incorporated in 2019 and is based in Orange, Australia.",Orange,61 2 6318 8144,NSW,1609372800,Australia,http://godolphinresources.com.au,86400,Unit 13,Other Precious Metals & Mining,11-19 William Street
