Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,changeToAccountReceivables,changeToNetincome,depreciation,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,ask,bid,regularMarketPreviousClose,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,currency,marketState,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,market,priceHint,exchangeDataDelayedBy,twoHundredDayAverageChangePercent,shortName,exchange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,DBMM,-5721568,757718976,,,-194046,,-194046,138079,-4961,-143040,-143040,,-54315,,,,0,45456,188496,50417,-51006,,-194046,-194046,9270444,5765310,-5721568,704812,45737,757718,-15674934,-74796,20451,5717067,1351206,-74796,1420,44317,23396,48243,565756,50885.0,79292.0,79292.0,63315.0,-30012.0,-15877.0,-93427.0,-10272.0,3309.0,,-5672750,en-US,US,EQUITY,False,Delayed Quote,0.0,0.0015 - 0.0015,0.0,0.0,0.0015,0,0,finmb_3576388,Other OTC,"Digital Brand Media & Marketing Group, Inc.",USD,160151,170305,0.0014000001,14.000001,1.0E-4 - 0.0074,-0.0059,-0.7972973,0.0001,0.0074,USD,REGULAR,0.0015,1630417573,0.0,0.001,0.0015,0.0015,110000,us_market,4,0,-0.3510055,DIGITAL BRAND MEDIA&MKT GR INC,PNK,-0.001,-0.007,0.0009555556,0.0005444444,0.5697674,0.0023112677,-0.00081126764,1136578,-0.21428572,15,America/New_York,EDT,-14400000,False,False,3.24,,,0.0074,0.0001,0.001,0.0023,160.15k,170.31k,757.72M,,,2.11%,0.00%,,,,,,,,,,,0.00%,,,1:1000,"Jul 16, 2015","Aug 30, 2020","May 30, 2021",0.00%,-825.62%,-476.31%,,66.69k,0.00,-44.60%,27.29k,-552.06k,-880.86k,-0.0010,,20.45k,0,2.32M,,0.01,-0.01,-404.78k,22.72k,Value,10022,Communication Services,7,"Digital Brand Media & Marketing Group, Inc., together with its subsidiaries, crafts, designs, and executes digital marketing strategies across various ad platforms and social media networks in Great Britain. The company offers pay-per-click advertising, search engine marketing and optimization, web design, social media, digital analytics, and advisory services. It serves entertainment, sports, fashion, automotive, ecommerce, and investment banking markets. The company was formerly known as RTG Ventures, Inc. and changed its name to Digital Brand Media & Marketing Group, Inc. in April 2013. Digital Brand Media & Marketing Group, Inc. was founded in 1998 and is based in New York, New York.",New York,646 722 2706,NY,1609372800,United States,http://www.dbmmgroup.com,86400,845 Third Avenue,Advertising Agencies,6th Floor
t-1,DBMM,-5487838,757718976,,,-81875,,-81875,121875,28701,-93174,-93174,,-54918,,,,0,38117,131291,9416,11299,,-81875,-81875,9270444,5549997,-5487838,701503,64154,757718,-15474270,-41730,50463,5501754,1251704,-41730,1420,62734,11801,48243,516687,-23286.0,105847.0,105847.0,61415.0,17743.0,18080.0,-106184.0,3421.0,-66217.0,358.0,-5439020,en-US,US,EQUITY,False,Delayed Quote,0.0,0.0015 - 0.0015,0.0,0.0,0.0015,0,0,finmb_3576388,Other OTC,"Digital Brand Media & Marketing Group, Inc.",USD,160151,170305,0.0014000001,14.000001,1.0E-4 - 0.0074,-0.0059,-0.7972973,0.0001,0.0074,USD,REGULAR,0.0015,1630417573,0.0,0.001,0.0015,0.0015,110000,us_market,4,0,-0.3510055,DIGITAL BRAND MEDIA&MKT GR INC,PNK,-0.001,-0.007,0.0009555556,0.0005444444,0.5697674,0.0023112677,-0.00081126764,1136578,-0.21428572,15,America/New_York,EDT,-14400000,False,False,3.24,,,0.0074,0.0001,0.001,0.0023,160.15k,170.31k,757.72M,,,2.11%,0.00%,,,,,,,,,,,0.00%,,,1:1000,"Jul 16, 2015","Aug 30, 2020","May 30, 2021",0.00%,-825.62%,-476.31%,,66.69k,0.00,-44.60%,27.29k,-552.06k,-880.86k,-0.0010,,20.45k,0,2.32M,,0.01,-0.01,-404.78k,22.72k,Value,10022,Communication Services,7,"Digital Brand Media & Marketing Group, Inc., together with its subsidiaries, crafts, designs, and executes digital marketing strategies across various ad platforms and social media networks in Great Britain. The company offers pay-per-click advertising, search engine marketing and optimization, web design, social media, digital analytics, and advisory services. It serves entertainment, sports, fashion, automotive, ecommerce, and investment banking markets. The company was formerly known as RTG Ventures, Inc. and changed its name to Digital Brand Media & Marketing Group, Inc. in April 2013. Digital Brand Media & Marketing Group, Inc. was founded in 1998 and is based in New York, New York.",New York,646 722 2706,NY,1609372800,United States,http://www.dbmmgroup.com,86400,845 Third Avenue,Advertising Agencies,6th Floor
t-2,DBMM,-5383147,757718976,,,-247662,,-247662,117219,-53358,-170577,-170577,,-83041,,,,0,36965,207542,90323,-77085,,-247662,-247662,9270444,5431227,-5383147,767720,50075,757718,-15392395,-18914,32720,5381056,1101886,-18914,1706,48369,15179,50171,540809,101727.0,121107.0,121107.0,29741.0,-1741.0,-1009.0,-121839.0,111.0,-5956.0,200.0,-5332687,en-US,US,EQUITY,False,Delayed Quote,0.0,0.0015 - 0.0015,0.0,0.0,0.0015,0,0,finmb_3576388,Other OTC,"Digital Brand Media & Marketing Group, Inc.",USD,160151,170305,0.0014000001,14.000001,1.0E-4 - 0.0074,-0.0059,-0.7972973,0.0001,0.0074,USD,REGULAR,0.0015,1630417573,0.0,0.001,0.0015,0.0015,110000,us_market,4,0,-0.3510055,DIGITAL BRAND MEDIA&MKT GR INC,PNK,-0.001,-0.007,0.0009555556,0.0005444444,0.5697674,0.0023112677,-0.00081126764,1136578,-0.21428572,15,America/New_York,EDT,-14400000,False,False,3.24,,,0.0074,0.0001,0.001,0.0023,160.15k,170.31k,757.72M,,,2.11%,0.00%,,,,,,,,,,,0.00%,,,1:1000,"Jul 16, 2015","Aug 30, 2020","May 30, 2021",0.00%,-825.62%,-476.31%,,66.69k,0.00,-44.60%,27.29k,-552.06k,-880.86k,-0.0010,,20.45k,0,2.32M,,0.01,-0.01,-404.78k,22.72k,Value,10022,Communication Services,7,"Digital Brand Media & Marketing Group, Inc., together with its subsidiaries, crafts, designs, and executes digital marketing strategies across various ad platforms and social media networks in Great Britain. The company offers pay-per-click advertising, search engine marketing and optimization, web design, social media, digital analytics, and advisory services. It serves entertainment, sports, fashion, automotive, ecommerce, and investment banking markets. The company was formerly known as RTG Ventures, Inc. and changed its name to Digital Brand Media & Marketing Group, Inc. in April 2013. Digital Brand Media & Marketing Group, Inc. was founded in 1998 and is based in New York, New York.",New York,646 722 2706,NY,1609372800,United States,http://www.dbmmgroup.com,86400,845 Third Avenue,Advertising Agencies,6th Floor
t-3,DBMM,-5133358,757718976,,,-350658,,-350658,88915,-54931,-143846,-143846,,-13551,,,,0,-53844,90002,1087,-206812,,-350658,-350658,9270444,5183605,-5133358,773676,52242,757718,-15144733,-16787,34461,5133949,980109,-16787,1978,50264,15333,49656,438246,58135.0,32526.0,32526.0,1085.0,-39453.0,11355.0,-83334.0,18135.0,191947.0,-1978.0,-5083685,en-US,US,EQUITY,False,Delayed Quote,0.0,0.0015 - 0.0015,0.0,0.0,0.0015,0,0,finmb_3576388,Other OTC,"Digital Brand Media & Marketing Group, Inc.",USD,160151,170305,0.0014000001,14.000001,1.0E-4 - 0.0074,-0.0059,-0.7972973,0.0001,0.0074,USD,REGULAR,0.0015,1630417573,0.0,0.001,0.0015,0.0015,110000,us_market,4,0,-0.3510055,DIGITAL BRAND MEDIA&MKT GR INC,PNK,-0.001,-0.007,0.0009555556,0.0005444444,0.5697674,0.0023112677,-0.00081126764,1136578,-0.21428572,15,America/New_York,EDT,-14400000,False,False,3.24,,,0.0074,0.0001,0.001,0.0023,160.15k,170.31k,757.72M,,,2.11%,0.00%,,,,,,,,,,,0.00%,,,1:1000,"Jul 16, 2015","Aug 30, 2020","May 30, 2021",0.00%,-825.62%,-476.31%,,66.69k,0.00,-44.60%,27.29k,-552.06k,-880.86k,-0.0010,,20.45k,0,2.32M,,0.01,-0.01,-404.78k,22.72k,Value,10022,Communication Services,7,"Digital Brand Media & Marketing Group, Inc., together with its subsidiaries, crafts, designs, and executes digital marketing strategies across various ad platforms and social media networks in Great Britain. The company offers pay-per-click advertising, search engine marketing and optimization, web design, social media, digital analytics, and advisory services. It serves entertainment, sports, fashion, automotive, ecommerce, and investment banking markets. The company was formerly known as RTG Ventures, Inc. and changed its name to Digital Brand Media & Marketing Group, Inc. in April 2013. Digital Brand Media & Marketing Group, Inc. was founded in 1998 and is based in New York, New York.",New York,646 722 2706,NY,1609372800,United States,http://www.dbmmgroup.com,86400,845 Third Avenue,Advertising Agencies,6th Floor
