Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToNetincome,capitalExpenditures,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,dividendsPaid,WC,language,region,quoteType,triggerable,quoteSourceName,exchange,currency,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingAnnualDividendYield,marketState,market,shortName,exchangeDataDelayedBy,esgPopulated,tradeable,priceHint,regularMarketChangePercent,regularMarketDayRange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,state,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry,address2
t0,NY7.DE,-7055300000,200532992,,,126300000,253200000,84100000,475400000,731000000,201100000,201100000,,-68200000,,,,44300000,1898400000,1697300000,1167400000,-74800000,,82000000,84100000,13482200000,6947100000,14329600000,12580800000,66000000,27163600000,522200000,369600000,6628300000,3394600000,6153900000,-1516800000,886400000,532700000,3596300000,1028500000,-1045400000,4275200000,2365900000,717200000,7176200000,746400000,2393200000,0.0,-84600000.0,40500000.0,45000000.0,-378200000.0,4500000.0,-237400000.0,-6900000.0,-190900000.0,202300000.0,16800000.0,-100900000.0,-102500000.0,,,,,-1230400000,en-US,US,EQUITY,False,Delayed Quote,GER,EUR,39.83,1630510530,0.0,39.83,39.83,39.83,290,39.83,39.59,40.28,finmb_263765,XETRA,Molson Coors Beverage Company,USD,32,0,4.59,0.13024971,35.24 - 50.5,-10.669998,-0.2112871,35.24,50.5,1619699400,1635337800,1635769800,0.0,0.0,REGULAR,de_market,"MOLSON COORS BEV B DL0,01",0,False,False,2,0.0,39.83 - 39.83,-2.889,58.003,41.968285,-2.1382828,-0.05094997,43.51919,-3.68919,-0.084771566,8566516736,0.68668866,15,Europe/Berlin,CEST,7200000,1.14,,,50.5,35.24,41.97,43.52,32,,200.53M,,193.21M,11.31%,92.23%,,,,,,,,0.00,0.00%,,0.00%,,"Feb 28, 2013",,,"Dec 31, 2020","Mar 31, 2021",-7.91%,16.52%,3.51%,-5.80%,9.45B,43.57,-9.70%,3.77B,2.32B,-747.9M,-2.89,,532.7M,2.46,8.48B,66.04,0.66,58.00,1.52B,966.26M,Value,80202,Consumer Defensive,17000,3,9,"Molson Coors Beverage Company manufactures, markets, and sells beer and other malt beverage products in the United States, Canada, Europe, and internationally. The company was formerly known as Molson Coors Brewing Company and changed its name to Molson Coors Beverage Company in January 2020. Molson Coors Beverage Company was founded in 1774 and is headquartered in Chicago, Illinois.",Denver,303 927 2337,CO,10,1609372800,1622505600,10,United States,http://www.molsoncoors.com,86400,9,1801 California Street,Beverages—Brewers,Suite 4600
t-1,NY7.DE,-7342100000,200532992,,,-1337300000,256300000,-1369800000,640700000,895200000,254500000,254500000,,-56800000,,,,36600000,2294300000,2039800000,1399100000,-1591800000,,-1373900000,-1369800000,13556100000,6937800000,14709800000,12365000000,424500000,27331100000,522200000,297300000,6544200000,3311800000,6151000000,-1639200000,818700000,770100000,3909600000,1049700000,-1167800000,4386500000,2418800000,687100000,7322100000,664300000,1732700000,-50100000.0,37700000.0,-197400000.0,-229100000.0,-144400000.0,100000.0,38800000.0,27700000.0,202500000.0,190800000.0,1900000.0,1459600000.0,-118400000.0,-46200000.0,160800000.0,-31800000.0,,-1490800000,en-US,US,EQUITY,False,Delayed Quote,GER,EUR,39.83,1630510530,0.0,39.83,39.83,39.83,290,39.83,39.59,40.28,finmb_263765,XETRA,Molson Coors Beverage Company,USD,32,0,4.59,0.13024971,35.24 - 50.5,-10.669998,-0.2112871,35.24,50.5,1619699400,1635337800,1635769800,0.0,0.0,REGULAR,de_market,"MOLSON COORS BEV B DL0,01",0,False,False,2,0.0,39.83 - 39.83,-2.889,58.003,41.968285,-2.1382828,-0.05094997,43.51919,-3.68919,-0.084771566,8566516736,0.68668866,15,Europe/Berlin,CEST,7200000,1.14,,,50.5,35.24,41.97,43.52,32,,200.53M,,193.21M,11.31%,92.23%,,,,,,,,0.00,0.00%,,0.00%,,"Feb 28, 2013",,,"Dec 31, 2020","Mar 31, 2021",-7.91%,16.52%,3.51%,-5.80%,9.45B,43.57,-9.70%,3.77B,2.32B,-747.9M,-2.89,,532.7M,2.46,8.48B,66.04,0.66,58.00,1.52B,966.26M,Value,80202,Consumer Defensive,17000,3,9,"Molson Coors Beverage Company manufactures, markets, and sells beer and other malt beverage products in the United States, Canada, Europe, and internationally. The company was formerly known as Molson Coors Brewing Company and changed its name to Molson Coors Beverage Company in January 2020. Molson Coors Beverage Company was founded in 1774 and is headquartered in Chicago, Illinois.",Denver,303 927 2337,CO,10,1609372800,1622505600,10,United States,http://www.molsoncoors.com,86400,9,1801 California Street,Beverages—Brewers,Suite 4600
t-2,NY7.DE,-7521800000,200532992,,,450400000,262900000,342800000,626900000,1202500000,575600000,575600000,,-70700000,,,,104000000,2753500000,2177900000,1551000000,-125200000,,346400000,342800000,13410400000,6931300000,14899700000,13512700000,304100000,28675300000,522200000,434200000,7914000000,3140700000,7624100000,-1854800000,682600000,731300000,4310500000,1054800000,-1383400000,4317700000,2640500000,817300000,7286700000,657700000,2664100000,0.0,-109800000.0,-391500000.0,-391500000.0,-112800000.0,100000.0,-49500000.0,18500000.0,433300000.0,124700000.0,-100000.0,76300000.0,-111300000.0,-46200000.0,160800000.0,-31800000.0,,-1670000000,en-US,US,EQUITY,False,Delayed Quote,GER,EUR,39.83,1630510530,0.0,39.83,39.83,39.83,290,39.83,39.59,40.28,finmb_263765,XETRA,Molson Coors Beverage Company,USD,32,0,4.59,0.13024971,35.24 - 50.5,-10.669998,-0.2112871,35.24,50.5,1619699400,1635337800,1635769800,0.0,0.0,REGULAR,de_market,"MOLSON COORS BEV B DL0,01",0,False,False,2,0.0,39.83 - 39.83,-2.889,58.003,41.968285,-2.1382828,-0.05094997,43.51919,-3.68919,-0.084771566,8566516736,0.68668866,15,Europe/Berlin,CEST,7200000,1.14,,,50.5,35.24,41.97,43.52,32,,200.53M,,193.21M,11.31%,92.23%,,,,,,,,0.00,0.00%,,0.00%,,"Feb 28, 2013",,,"Dec 31, 2020","Mar 31, 2021",-7.91%,16.52%,3.51%,-5.80%,9.45B,43.57,-9.70%,3.77B,2.32B,-747.9M,-2.89,,532.7M,2.46,8.48B,66.04,0.66,58.00,1.52B,966.26M,Value,80202,Consumer Defensive,17000,3,9,"Molson Coors Beverage Company manufactures, markets, and sells beer and other malt beverage products in the United States, Canada, Europe, and internationally. The company was formerly known as Molson Coors Brewing Company and changed its name to Molson Coors Beverage Company in January 2020. Molson Coors Beverage Company was founded in 1774 and is headquartered in Chicago, Illinois.",Denver,303 927 2337,CO,10,1609372800,1622505600,10,United States,http://www.molsoncoors.com,86400,9,1801 California Street,Beverages—Brewers,Suite 4600
t-3,NY7.DE,-7942900000,200532992,,,401700000,265100000,195000000,516900000,1046800000,529900000,529900000,,-72500000,,,,204500000,2503400000,1973500000,1456600000,-128200000,,197200000,195000000,13384000000,6786300000,15370800000,13002900000,633900000,28638800000,662400000,280000000,7571200000,3091600000,7561800000,-2017000000,665700000,780800000,3805700000,370600000,-1545600000,4484600000,2542700000,842800000,8308800000,639100000,2511600000,0.0,-121500000.0,-846600000.0,-848500000.0,463900000.0,100000.0,114700000.0,6700000.0,1078000000.0,237700000.0,-2900000.0,179500000.0,-120000000.0,-46200000.0,160800000.0,-31800000.0,-1900000.0,-1263000000,en-US,US,EQUITY,False,Delayed Quote,GER,EUR,39.83,1630510530,0.0,39.83,39.83,39.83,290,39.83,39.59,40.28,finmb_263765,XETRA,Molson Coors Beverage Company,USD,32,0,4.59,0.13024971,35.24 - 50.5,-10.669998,-0.2112871,35.24,50.5,1619699400,1635337800,1635769800,0.0,0.0,REGULAR,de_market,"MOLSON COORS BEV B DL0,01",0,False,False,2,0.0,39.83 - 39.83,-2.889,58.003,41.968285,-2.1382828,-0.05094997,43.51919,-3.68919,-0.084771566,8566516736,0.68668866,15,Europe/Berlin,CEST,7200000,1.14,,,50.5,35.24,41.97,43.52,32,,200.53M,,193.21M,11.31%,92.23%,,,,,,,,0.00,0.00%,,0.00%,,"Feb 28, 2013",,,"Dec 31, 2020","Mar 31, 2021",-7.91%,16.52%,3.51%,-5.80%,9.45B,43.57,-9.70%,3.77B,2.32B,-747.9M,-2.89,,532.7M,2.46,8.48B,66.04,0.66,58.00,1.52B,966.26M,Value,80202,Consumer Defensive,17000,3,9,"Molson Coors Beverage Company manufactures, markets, and sells beer and other malt beverage products in the United States, Canada, Europe, and internationally. The company was formerly known as Molson Coors Brewing Company and changed its name to Molson Coors Beverage Company in January 2020. Molson Coors Beverage Company was founded in 1774 and is headquartered in Chicago, Illinois.",Denver,303 927 2337,CO,10,1609372800,1622505600,10,United States,http://www.molsoncoors.com,86400,9,1801 California Street,Beverages—Brewers,Suite 4600
