Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,accountsPayable,otherCurrentAssets,longTermDebt,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,currency,esgPopulated,tradeable,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,shortName,exchange,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,maxAge,address1,industry,address2
t0,INQD,-4316281.0,1870680064,,,-1918125,,-1918125,115753,0,-118292,-118292,,-131093,,,,0,0,118292,0,-1799833,,-1918125,-1918125,2690.0,10377256.0,4331080.0,-4313591.0,3046343.0,24989.0,201038.0,-14891885.0,12353.0,4331080.0,3694.0,4615.0,17684.0,130584.0,,,90054,134629,134629,3669,-9842,-144471,988,1650671,-4313396.0,en-US,US,EQUITY,False,Delayed Quote,-13.72549,0.0189 - 0.02555,0.0255,0.0,0.0,0,0,finmb_238627039,Other OTC,Indoor Harvest Corp.,USD,12245023,14706328,0.02101,21.222223,9.9E-4 - 0.0397,-0.017700002,-0.44584385,0.00099,0.0397,USD,False,False,us_market,0.022,1630526366,-0.0034999996,0.02555,0.02555,0.0189,15020371,PRE,INDOOR HARVEST CORP,PNK,1526601600,1593460800,1593547200,-0.05,0,-0.021,0.014005556,0.007994444,0.5708052,0.012312797,0.009687203,0.78675896,41154960,-1.0476191,15,America/New_York,EDT,-14400000,4,5.33,,,0.0397,0.001,0.014,0.0123,12.25M,14.71M,1.87B,,1.7B,17.55%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2019","Dec 30, 2019",0.00%,0.00%,-343.73%,,,,,,-623.09k,-3.1M,-0.0500,,12.35k,0,901.62k,,0.00,-0.02,-441.6k,1.46M,Value,78739,Healthcare,"Indoor Harvest Corp. focuses on leveraging technology and planning on vertical farming, building integrated agriculture, controlled environment agriculture, and aeroponic cultivation in the United States. It develops proprietary high pressure aeroponic cultivation system designs, as well as flood and drain, and floating raft designs for cannabis and other agriculture products. The company offers Modular HP-Aeroponics, Low Tide VFRack, and Shallow Raft VFRack platforms under the Indoor Harvest brand. Indoor Harvest Corp. was founded in 2011 and is based in Austin, Texas.",Austin,512 309 1776,TX,United States,86400,7401 West Slaughter Lane,Drug Manufacturers—Specialty & Generic,Suite 5078
t-1,INQD,-2791322.0,1870680064,,,-493661,,-493661,79453,0,-118256,-118256,,-73947,,,,0,0,118256,0,-375405,,-493661,-493661,3068.0,10119815.0,2821754.0,-2788254.0,1644846.0,41000.0,65691.0,-12973760.0,22195.0,2821754.0,7369.0,6737.0,31195.0,120814.0,,,22362,60701,60701,12600,16919,-43782,2843,355526,-2790559.0,en-US,US,EQUITY,False,Delayed Quote,-13.72549,0.0189 - 0.02555,0.0255,0.0,0.0,0,0,finmb_238627039,Other OTC,Indoor Harvest Corp.,USD,12245023,14706328,0.02101,21.222223,9.9E-4 - 0.0397,-0.017700002,-0.44584385,0.00099,0.0397,USD,False,False,us_market,0.022,1630526366,-0.0034999996,0.02555,0.02555,0.0189,15020371,PRE,INDOOR HARVEST CORP,PNK,1526601600,1593460800,1593547200,-0.05,0,-0.021,0.014005556,0.007994444,0.5708052,0.012312797,0.009687203,0.78675896,41154960,-1.0476191,15,America/New_York,EDT,-14400000,4,5.33,,,0.0397,0.001,0.014,0.0123,12.25M,14.71M,1.87B,,1.7B,17.55%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2019","Dec 30, 2019",0.00%,0.00%,-343.73%,,,,,,-623.09k,-3.1M,-0.0500,,12.35k,0,901.62k,,0.00,-0.02,-441.6k,1.46M,Value,78739,Healthcare,"Indoor Harvest Corp. focuses on leveraging technology and planning on vertical farming, building integrated agriculture, controlled environment agriculture, and aeroponic cultivation in the United States. It develops proprietary high pressure aeroponic cultivation system designs, as well as flood and drain, and floating raft designs for cannabis and other agriculture products. The company offers Modular HP-Aeroponics, Low Tide VFRack, and Shallow Raft VFRack platforms under the Indoor Harvest brand. Indoor Harvest Corp. was founded in 2011 and is based in Austin, Texas.",Austin,512 309 1776,TX,United States,86400,7401 West Slaughter Lane,Drug Manufacturers—Specialty & Generic,Suite 5078
t-2,INQD,-2543950.0,1870680064,,,-170193,,-170193,107247,0,-110109,-110109,,-83311,,,,0,0,110109,0,-60084,,-170193,-170193,3446.0,9892333.0,2572528.0,-2540504.0,1420651.0,39524.0,47262.0,-12480099.0,5276.0,2572528.0,8768.0,9202.0,26876.0,116396.0,12600.0,,-2172,104946,104946,-9456,-1578,-106524,2862,12530,-2545652.0,en-US,US,EQUITY,False,Delayed Quote,-13.72549,0.0189 - 0.02555,0.0255,0.0,0.0,0,0,finmb_238627039,Other OTC,Indoor Harvest Corp.,USD,12245023,14706328,0.02101,21.222223,9.9E-4 - 0.0397,-0.017700002,-0.44584385,0.00099,0.0397,USD,False,False,us_market,0.022,1630526366,-0.0034999996,0.02555,0.02555,0.0189,15020371,PRE,INDOOR HARVEST CORP,PNK,1526601600,1593460800,1593547200,-0.05,0,-0.021,0.014005556,0.007994444,0.5708052,0.012312797,0.009687203,0.78675896,41154960,-1.0476191,15,America/New_York,EDT,-14400000,4,5.33,,,0.0397,0.001,0.014,0.0123,12.25M,14.71M,1.87B,,1.7B,17.55%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2019","Dec 30, 2019",0.00%,0.00%,-343.73%,,,,,,-623.09k,-3.1M,-0.0500,,12.35k,0,901.62k,,0.00,-0.02,-441.6k,1.46M,Value,78739,Healthcare,"Indoor Harvest Corp. focuses on leveraging technology and planning on vertical farming, building integrated agriculture, controlled environment agriculture, and aeroponic cultivation in the United States. It develops proprietary high pressure aeroponic cultivation system designs, as well as flood and drain, and floating raft designs for cannabis and other agriculture products. The company offers Modular HP-Aeroponics, Low Tide VFRack, and Shallow Raft VFRack platforms under the Indoor Harvest brand. Indoor Harvest Corp. was founded in 2011 and is based in Austin, Texas.",Austin,512 309 1776,TX,United States,86400,7401 West Slaughter Lane,Drug Manufacturers—Specialty & Generic,Suite 5078
t-3,INQD,-2728593.0,1870680064,,,-514842,,-514842,283121,0,-286063,-286063,,-14418,,,,0,0,286063,0,-228779,,-514842,-514842,3824.0,9546431.0,2752233.0,-2724769.0,1549311.0,34964.0,38706.0,-12309906.0,6854.0,2749954.0,8543.0,11686.0,19454.0,152550.0,12600.0,2279.0,73927,-2003,-2003,13278,-148828,-146825,2942,263452,-2730500.0,en-US,US,EQUITY,False,Delayed Quote,-13.72549,0.0189 - 0.02555,0.0255,0.0,0.0,0,0,finmb_238627039,Other OTC,Indoor Harvest Corp.,USD,12245023,14706328,0.02101,21.222223,9.9E-4 - 0.0397,-0.017700002,-0.44584385,0.00099,0.0397,USD,False,False,us_market,0.022,1630526366,-0.0034999996,0.02555,0.02555,0.0189,15020371,PRE,INDOOR HARVEST CORP,PNK,1526601600,1593460800,1593547200,-0.05,0,-0.021,0.014005556,0.007994444,0.5708052,0.012312797,0.009687203,0.78675896,41154960,-1.0476191,15,America/New_York,EDT,-14400000,4,5.33,,,0.0397,0.001,0.014,0.0123,12.25M,14.71M,1.87B,,1.7B,17.55%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2019","Dec 30, 2019",0.00%,0.00%,-343.73%,,,,,,-623.09k,-3.1M,-0.0500,,12.35k,0,901.62k,,0.00,-0.02,-441.6k,1.46M,Value,78739,Healthcare,"Indoor Harvest Corp. focuses on leveraging technology and planning on vertical farming, building integrated agriculture, controlled environment agriculture, and aeroponic cultivation in the United States. It develops proprietary high pressure aeroponic cultivation system designs, as well as flood and drain, and floating raft designs for cannabis and other agriculture products. The company offers Modular HP-Aeroponics, Low Tide VFRack, and Shallow Raft VFRack platforms under the Indoor Harvest brand. Indoor Harvest Corp. was founded in 2011 and is based in Austin, Texas.",Austin,512 309 1776,TX,United States,86400,7401 West Slaughter Lane,Drug Manufacturers—Specialty & Generic,Suite 5078
