Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,netReceivables,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,shortName,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,exchangeDataDelayedBy,priceHint,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry
t0,GWOX,13337000.0,0,,,171000,,6000,1761000,1872000,111000,111000,,,,,,165000,3057000,2946000,1185000,60000,,6000,6000,2981000.0,13337000.0,1166000.0,322000.0,16318000.0,762000.0,1029000.0,18284000.0,1000.0,-5709000.0,1236000.0,4436000.0,2980000.0,4104000.0,10978000.0,2036000.0,3477000.0,1273000.0,751000,-393000,-29000,-337000,-1292000,-870000,102000,-341000,-29000,-1432000,12000,-182000,-52000,7998000.0,en-US,US,EQUITY,False,Delayed Quote,USD,GOODHEART-WILLCOX CO INC,-0.03745092,27137352,5.786936,15,America/New_York,EDT,-14400000,False,False,PREPRE,0,2,132.0,1627660408,0.0,132.0,132.0,132.0,30,PNK,us_market,0.0,132.0 - 132.0,132.0,0.0,0.0,0,0,finmb_275787,Other OTC,"The Goodheart-Willcox Company, Inc.",USD,10,0,21.0,0.1891892,111.0 - 175.25,-43.25,-0.2467903,111.0,175.25,1622505600,1.05,25.751074,0.007954545,5.126,22.81,141.71428,-9.714279,-0.068548344,137.13586,-5.1358643,0.33,,,175.25,111.0,141.71,137.14,10.0,,,,,,,,,,,,4.5,2.57%,1.05,0.80%,,,"May 31, 2021","Apr 28, 2021",,,"Apr 29, 1999","Apr 29, 1999",16.09%,24.08%,19.01%,24.67%,18.63M,31.86,17.70%,11.46M,4.88M,3M,5.13,,4.44M,7.59,,,3.68,22.81,3.19M,3.2M,Value,60477-6243,Communication Services,63,"The Goodheart-Willcox Company, Inc. publishes print and digital textbooks. It also produces online courses and other instructional resources for middle school, high school, higher education, and professional training. The company publishes books in the areas of anatomy/physiology, FCS comprehensive, journalism, applied mathematics, FCS family living, life management, automotive, finance, manufacturing/metals, CAD/drafting, floral design, marketing, career education, food/nutrition, print reading, child care/human development/parenting, health, professional, clothing and fashion, health sciences, software certification, communication, hospitality, technology/engineering, construction, HVAC-R, video game design, culinary arts, information technology, visual technology, electricity/electronics, interior design/housing, and welding. In addition, it offers online textbooks, G-W online courses, companion Websites, and CourseSmart eTextbooks. The Goodheart-Willcox Company, Inc. was founded in 1921 and is based in Tinley Park, Illinois.",Tinley Park,708-687-5000,IL,946598400,United States,http://www.g-w.com,86400,18604 West Creek Drive,708-687-0315,Publishing
t-1,GWOX,13653000.0,0,,,664000,,424000,1733000,2077000,344000,344000,,,,,,240000,3473000,3129000,1396000,320000,,424000,424000,2332000.0,13653000.0,1039000.0,,15985000.0,762000.0,875000.0,18600000.0,86000.0,-5709000.0,1105000.0,5728000.0,2246000.0,4154000.0,10726000.0,2078000.0,2045000.0,522000.0,-340000,706000,-293000,-676000,1105000,692000,96000,-139000,-293000,256000,979000,-264000,-52000,8480000.0,en-US,US,EQUITY,False,Delayed Quote,USD,GOODHEART-WILLCOX CO INC,-0.03745092,27137352,5.786936,15,America/New_York,EDT,-14400000,False,False,PREPRE,0,2,132.0,1627660408,0.0,132.0,132.0,132.0,30,PNK,us_market,0.0,132.0 - 132.0,132.0,0.0,0.0,0,0,finmb_275787,Other OTC,"The Goodheart-Willcox Company, Inc.",USD,10,0,21.0,0.1891892,111.0 - 175.25,-43.25,-0.2467903,111.0,175.25,1622505600,1.05,25.751074,0.007954545,5.126,22.81,141.71428,-9.714279,-0.068548344,137.13586,-5.1358643,0.33,,,175.25,111.0,141.71,137.14,10.0,,,,,,,,,,,,4.5,2.57%,1.05,0.80%,,,"May 31, 2021","Apr 28, 2021",,,"Apr 29, 1999","Apr 29, 1999",16.09%,24.08%,19.01%,24.67%,18.63M,31.86,17.70%,11.46M,4.88M,3M,5.13,,4.44M,7.59,,,3.68,22.81,3.19M,3.2M,Value,60477-6243,Communication Services,63,"The Goodheart-Willcox Company, Inc. publishes print and digital textbooks. It also produces online courses and other instructional resources for middle school, high school, higher education, and professional training. The company publishes books in the areas of anatomy/physiology, FCS comprehensive, journalism, applied mathematics, FCS family living, life management, automotive, finance, manufacturing/metals, CAD/drafting, floral design, marketing, career education, food/nutrition, print reading, child care/human development/parenting, health, professional, clothing and fashion, health sciences, software certification, communication, hospitality, technology/engineering, construction, HVAC-R, video game design, culinary arts, information technology, visual technology, electricity/electronics, interior design/housing, and welding. In addition, it offers online textbooks, G-W online courses, companion Websites, and CourseSmart eTextbooks. The Goodheart-Willcox Company, Inc. was founded in 1921 and is based in Tinley Park, Illinois.",Tinley Park,708-687-5000,IL,946598400,United States,http://www.g-w.com,86400,18604 West Creek Drive,708-687-0315,Publishing
t-2,GWOX,13522000.0,0,,,2556000,,1610000,1820000,4348000,2528000,2528000,,,,,,946000,6831000,4303000,2483000,28000,,1610000,1610000,3302000.0,13522000.0,1121000.0,,16824000.0,762000.0,829000.0,18469000.0,86000.0,-5709000.0,1183000.0,4623000.0,3216000.0,4831000.0,10810000.0,3057000.0,2301000.0,862000.0,222000,-159000,-293000,474000,3167000,3326000,97000,-151000,-293000,19000,660000,-264000,-8000,7594000.0,en-US,US,EQUITY,False,Delayed Quote,USD,GOODHEART-WILLCOX CO INC,-0.03745092,27137352,5.786936,15,America/New_York,EDT,-14400000,False,False,PREPRE,0,2,132.0,1627660408,0.0,132.0,132.0,132.0,30,PNK,us_market,0.0,132.0 - 132.0,132.0,0.0,0.0,0,0,finmb_275787,Other OTC,"The Goodheart-Willcox Company, Inc.",USD,10,0,21.0,0.1891892,111.0 - 175.25,-43.25,-0.2467903,111.0,175.25,1622505600,1.05,25.751074,0.007954545,5.126,22.81,141.71428,-9.714279,-0.068548344,137.13586,-5.1358643,0.33,,,175.25,111.0,141.71,137.14,10.0,,,,,,,,,,,,4.5,2.57%,1.05,0.80%,,,"May 31, 2021","Apr 28, 2021",,,"Apr 29, 1999","Apr 29, 1999",16.09%,24.08%,19.01%,24.67%,18.63M,31.86,17.70%,11.46M,4.88M,3M,5.13,,4.44M,7.59,,,3.68,22.81,3.19M,3.2M,Value,60477-6243,Communication Services,63,"The Goodheart-Willcox Company, Inc. publishes print and digital textbooks. It also produces online courses and other instructional resources for middle school, high school, higher education, and professional training. The company publishes books in the areas of anatomy/physiology, FCS comprehensive, journalism, applied mathematics, FCS family living, life management, automotive, finance, manufacturing/metals, CAD/drafting, floral design, marketing, career education, food/nutrition, print reading, child care/human development/parenting, health, professional, clothing and fashion, health sciences, software certification, communication, hospitality, technology/engineering, construction, HVAC-R, video game design, culinary arts, information technology, visual technology, electricity/electronics, interior design/housing, and welding. In addition, it offers online textbooks, G-W online courses, companion Websites, and CourseSmart eTextbooks. The Goodheart-Willcox Company, Inc. was founded in 1921 and is based in Tinley Park, Illinois.",Tinley Park,708-687-5000,IL,946598400,United States,http://www.g-w.com,86400,18604 West Creek Drive,708-687-0315,Publishing
t-3,GWOX,11912000.0,0,,,1519000,,957000,1665000,3167000,1502000,1502000,,,,,,562000,5265000,3763000,2098000,17000,,957000,957000,2656000.0,11912000.0,1218000.0,,14568000.0,762000.0,879000.0,16859000.0,86000.0,-5709000.0,1276000.0,1456000.0,2570000.0,4920000.0,8372000.0,3717000.0,2320000.0,640000.0,-165000,-410000,-293000,861000,-663000,40000,95000,-325000,-293000,95000,-2056000,-264000,-85000,5802000.0,en-US,US,EQUITY,False,Delayed Quote,USD,GOODHEART-WILLCOX CO INC,-0.03745092,27137352,5.786936,15,America/New_York,EDT,-14400000,False,False,PREPRE,0,2,132.0,1627660408,0.0,132.0,132.0,132.0,30,PNK,us_market,0.0,132.0 - 132.0,132.0,0.0,0.0,0,0,finmb_275787,Other OTC,"The Goodheart-Willcox Company, Inc.",USD,10,0,21.0,0.1891892,111.0 - 175.25,-43.25,-0.2467903,111.0,175.25,1622505600,1.05,25.751074,0.007954545,5.126,22.81,141.71428,-9.714279,-0.068548344,137.13586,-5.1358643,0.33,,,175.25,111.0,141.71,137.14,10.0,,,,,,,,,,,,4.5,2.57%,1.05,0.80%,,,"May 31, 2021","Apr 28, 2021",,,"Apr 29, 1999","Apr 29, 1999",16.09%,24.08%,19.01%,24.67%,18.63M,31.86,17.70%,11.46M,4.88M,3M,5.13,,4.44M,7.59,,,3.68,22.81,3.19M,3.2M,Value,60477-6243,Communication Services,63,"The Goodheart-Willcox Company, Inc. publishes print and digital textbooks. It also produces online courses and other instructional resources for middle school, high school, higher education, and professional training. The company publishes books in the areas of anatomy/physiology, FCS comprehensive, journalism, applied mathematics, FCS family living, life management, automotive, finance, manufacturing/metals, CAD/drafting, floral design, marketing, career education, food/nutrition, print reading, child care/human development/parenting, health, professional, clothing and fashion, health sciences, software certification, communication, hospitality, technology/engineering, construction, HVAC-R, video game design, culinary arts, information technology, visual technology, electricity/electronics, interior design/housing, and welding. In addition, it offers online textbooks, G-W online courses, companion Websites, and CourseSmart eTextbooks. The Goodheart-Willcox Company, Inc. was founded in 1921 and is based in Tinley Park, Illinois.",Tinley Park,708-687-5000,IL,946598400,United States,http://www.g-w.com,86400,18604 West Creek Drive,708-687-0315,Publishing
