Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,totalCurrentAssets,netReceivables,accountsPayable,capitalSurplus,longTermInvestments,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,exchange,currency,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,marketState,market,shortName,exchangeDataDelayedBy,esgPopulated,tradeable,priceHint,regularMarketChangePercent,regularMarketDayRange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,DIGAF,-116855.0,1430000000,,,-96511,,-96511,95912,0,-95912,-95912,,-66201,,,,0,0,95912,0,-599,,-96511,-96511,572998.0,-116855.0,346537.0,456143.0,10223629.0,442876.0,-10400484.0,60000.0,8564.0,572998.0,100612.0,60000.0,456143.0,4703.0,125849.0,,,9087,79739,79739,10077,-124,-79863,-2516,-116855.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.00415,1630503700,-4.9999915e-05,0.0042,0.0045,0.00395,1045300,0.0042,0.0,0.0,0,0,finmb_9306226,Other OTC,Digatrade Financial Corp.,CAD,9156887,7095433,0.0031499998,3.1499996,0.001 - 0.032,-0.027850002,-0.8703125,0.001,0.032,REGULAR,us_market,DIGATRADE FINANCIAL CORP,0,False,False,4,-1.1904743,0.00395 - 0.0045,-0.002,-0.0,0.004583333,-0.00043333322,-0.09454543,0.007608696,-0.003458696,-0.45457146,5943215,15,America/New_York,EDT,-14400000,,,,0.032,0.001,0.0046,0.0076,9.16M,7.1M,1.43B,,1.39B,1.59%,0.00%,,,,,,,,,,,0.00%,,,1:50,"Jun 21, 2016","Dec 30, 2020","Jun 29, 2021",0.00%,0.00%,-36.49%,,,,,,,-1.39M,-0.0020,,8.56k,0,100.61k,,0.80,-0.00,-329.47k,-945.11k,Value,V6C 2Z6,Technology,"Digatrade Financial Corp. operates as a financial technology services company. It focuses on offering research and development related services in the digital-asset industry for prospective institutional customers. The company was formerly known as Bit-X Financial Corporation and changed its name to Digatrade Financial Corp. in October 2015. Digatrade Financial Corp. was incorporated in 2000 and is headquartered in Vancouver, Canada.",Vancouver,BC,1609372800,Canada,http://www.digatradefinancial.com,86400,1500 West Georgia Street,604 200 0072,Information Technology Services,Suite 1300
t-1,DIGAF,-170267.0,1430000000,,,201231,,201231,123501,0,-123501,-123501,,-20486,,,,0,0,123501,0,324732,,201231,201231,839871.0,-170267.0,668608.0,669604.0,10073706.0,646136.0,-10303973.0,60000.0,8688.0,839871.0,54416.0,60000.0,669604.0,14780.0,31647.0,,,-31433,171621,171621,-2736,8212,-163409,-330471,-170267.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.00415,1630503700,-4.9999915e-05,0.0042,0.0045,0.00395,1045300,0.0042,0.0,0.0,0,0,finmb_9306226,Other OTC,Digatrade Financial Corp.,CAD,9156887,7095433,0.0031499998,3.1499996,0.001 - 0.032,-0.027850002,-0.8703125,0.001,0.032,REGULAR,us_market,DIGATRADE FINANCIAL CORP,0,False,False,4,-1.1904743,0.00395 - 0.0045,-0.002,-0.0,0.004583333,-0.00043333322,-0.09454543,0.007608696,-0.003458696,-0.45457146,5943215,15,America/New_York,EDT,-14400000,,,,0.032,0.001,0.0046,0.0076,9.16M,7.1M,1.43B,,1.39B,1.59%,0.00%,,,,,,,,,,,0.00%,,,1:50,"Jun 21, 2016","Dec 30, 2020","Jun 29, 2021",0.00%,0.00%,-36.49%,,,,,,,-1.39M,-0.0020,,8.56k,0,100.61k,,0.80,-0.00,-329.47k,-945.11k,Value,V6C 2Z6,Technology,"Digatrade Financial Corp. operates as a financial technology services company. It focuses on offering research and development related services in the digital-asset industry for prospective institutional customers. The company was formerly known as Bit-X Financial Corporation and changed its name to Digatrade Financial Corp. in October 2015. Digatrade Financial Corp. was incorporated in 2000 and is headquartered in Vancouver, Canada.",Vancouver,BC,1609372800,Canada,http://www.digatradefinancial.com,86400,1500 West Georgia Street,604 200 0072,Information Technology Services,Suite 1300
t-2,DIGAF,-1568923.0,1430000000,,,201231,,0,123501,0,0,-123501,,-20486,,,,0,0,0,0,0,,201231,201231,1862080.0,-1568923.0,1610858.0,293157.0,8876281.0,280637.0,-10505204.0,60000.0,476.0,1862080.0,103625.0,60000.0,293157.0,12044.0,73447.0,,,0,171621,171621,-2736,8212,-163409,-330471,-1568923.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.00415,1630503700,-4.9999915e-05,0.0042,0.0045,0.00395,1045300,0.0042,0.0,0.0,0,0,finmb_9306226,Other OTC,Digatrade Financial Corp.,CAD,9156887,7095433,0.0031499998,3.1499996,0.001 - 0.032,-0.027850002,-0.8703125,0.001,0.032,REGULAR,us_market,DIGATRADE FINANCIAL CORP,0,False,False,4,-1.1904743,0.00395 - 0.0045,-0.002,-0.0,0.004583333,-0.00043333322,-0.09454543,0.007608696,-0.003458696,-0.45457146,5943215,15,America/New_York,EDT,-14400000,,,,0.032,0.001,0.0046,0.0076,9.16M,7.1M,1.43B,,1.39B,1.59%,0.00%,,,,,,,,,,,0.00%,,,1:50,"Jun 21, 2016","Dec 30, 2020","Jun 29, 2021",0.00%,0.00%,-36.49%,,,,,,,-1.39M,-0.0020,,8.56k,0,100.61k,,0.80,-0.00,-329.47k,-945.11k,Value,V6C 2Z6,Technology,"Digatrade Financial Corp. operates as a financial technology services company. It focuses on offering research and development related services in the digital-asset industry for prospective institutional customers. The company was formerly known as Bit-X Financial Corporation and changed its name to Digatrade Financial Corp. in October 2015. Digatrade Financial Corp. was incorporated in 2000 and is headquartered in Vancouver, Canada.",Vancouver,BC,1609372800,Canada,http://www.digatradefinancial.com,86400,1500 West Georgia Street,604 200 0072,Information Technology Services,Suite 1300
t-3,DIGAF,-307185.0,1430000000,,,245820,,245820,56194,22567,-33627,-33627,,-5957,,,,0,0,33627,-22567,279447,,245820,245820,908502.0,-307185.0,495383.0,601317.0,8338793.0,331569.0,-8705978.0,,122.0,908502.0,221899.0,,342723.0,11032.0,71001.0,60000.0,258594.0,11913,81137,81137,14057,-64397,-145534,-417324,-565779.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.00415,1630503700,-4.9999915e-05,0.0042,0.0045,0.00395,1045300,0.0042,0.0,0.0,0,0,finmb_9306226,Other OTC,Digatrade Financial Corp.,CAD,9156887,7095433,0.0031499998,3.1499996,0.001 - 0.032,-0.027850002,-0.8703125,0.001,0.032,REGULAR,us_market,DIGATRADE FINANCIAL CORP,0,False,False,4,-1.1904743,0.00395 - 0.0045,-0.002,-0.0,0.004583333,-0.00043333322,-0.09454543,0.007608696,-0.003458696,-0.45457146,5943215,15,America/New_York,EDT,-14400000,,,,0.032,0.001,0.0046,0.0076,9.16M,7.1M,1.43B,,1.39B,1.59%,0.00%,,,,,,,,,,,0.00%,,,1:50,"Jun 21, 2016","Dec 30, 2020","Jun 29, 2021",0.00%,0.00%,-36.49%,,,,,,,-1.39M,-0.0020,,8.56k,0,100.61k,,0.80,-0.00,-329.47k,-945.11k,Value,V6C 2Z6,Technology,"Digatrade Financial Corp. operates as a financial technology services company. It focuses on offering research and development related services in the digital-asset industry for prospective institutional customers. The company was formerly known as Bit-X Financial Corporation and changed its name to Digatrade Financial Corp. in October 2015. Digatrade Financial Corp. was incorporated in 2000 and is headquartered in Vancouver, Canada.",Vancouver,BC,1609372800,Canada,http://www.digatradefinancial.com,86400,1500 West Georgia Street,604 200 0072,Information Technology Services,Suite 1300
