Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,dividendsPaid,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,currency,market,shortName,exchange,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,exchangeDataDelayedBy,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,KA8.DE,2131000.0,4825000,,,942000,,515000,91500,2165500,620000,620000,1291500,-15500,,,,427000,4606500,3986500,2441000,322000,,515000,515000,1453000.0,7956000.0,9081000.0,2321000.0,17037000.0,4825000.0,401000.0,4256000.0,11000.0,5497000.0,1103000.0,5679000.0,5104000.0,983000.0,375000.0,635000.0,8304000.0,45000.0,2117000.0,2625000.0,107000.0,803000.0,-489500,-95500,1425000,-595000,413500,206000,896500,162500,-506500,17000,449500,-1513500,-171500,65000,3200000.0,en-US,US,EQUITY,False,Delayed Quote,5.45,1630510575,0.0,5.45,5.45,5.35,1332,1.669,5.6257143,-0.1757145,-0.031234166,5.6038733,-0.15387344,-0.027458409,26296250,14.342105,3.2654283,15,Europe/Berlin,CEST,False,False,EUR,de_market,KLASSIK RADIO AG NA O.N.,GER,REGULAR,2,0.0,5.35 - 5.45,5.45,5.35,5.55,1000,489,finmb_2755380,XETRA,Klassik Radio AG,EUR,1295,776,0.14999962,0.028301815,5.3 - 6.7,-1.25,-0.18656717,5.3,6.7,0,0.21,113.541664,0.03853211,0.048,0.38,7200000,0.8,,,6.7,5.3,5.63,5.6,1.29k,776,4.83M,,1.52M,68.22%,0.33%,,,,,,0.21,3.82%,0.21,3.85%,,"1,166.67%",,"Jun 23, 2021",,,"Dec 31, 2020","Dec 31, 2020",0.59%,2.23%,1.25%,0.91%,14.69M,3.05,-17.70%,4.83M,661k,87k,0.05,-12.20%,5.68M,1.18,3.29M,36.26,1.63,1.67,1.49M,812.38k,Value,86159,Communication Services,57,"Klassik Radio AG operates radio broadcasting stations in Germany. The company operates in two segments, Radio Stations and Merchandising. It distributes advertising forms in radio and entertainment news. The company provides digital ad-supported free channels, such as klassik am morgen, feel good klassik, klassik, movie heroes, film classics, new classics, wine evenings, classics for cooking, baroque, mozart, bach, beethoven, verdi, piano, opera, classical music for children, classical rock, lounge beat, schiller lounge, die till br̦nner show, smooth jazz, and other channels. The company was formerly known as Klassik AG and changed its name to Klassik Radio AG in 2004. Klassik Radio AG was founded in 2000 and is based in Augsburg, Germany.",Augsburg,49 821 50 70 0,1546214400,Germany,http://www.klassikradio.de,86400,Mediatower,Broadcasting,Imhofstrasse 12
t-1,KA8.DE,2131000.0,4825000,,,942000,,515000,91500,2165500,620000,620000,1291500,-15500,,,,427000,4606500,3986500,2441000,322000,,515000,515000,1453000.0,7956000.0,9081000.0,2321000.0,17037000.0,4825000.0,401000.0,4256000.0,11000.0,5497000.0,1103000.0,5679000.0,5104000.0,983000.0,375000.0,635000.0,8304000.0,45000.0,2117000.0,2625000.0,107000.0,803000.0,-489500,-95500,1425000,-595000,413500,206000,896500,162500,-506500,17000,449500,-1513500,-171500,65000,3200000.0,en-US,US,EQUITY,False,Delayed Quote,5.45,1630510575,0.0,5.45,5.45,5.35,1332,1.669,5.6257143,-0.1757145,-0.031234166,5.6038733,-0.15387344,-0.027458409,26296250,14.342105,3.2654283,15,Europe/Berlin,CEST,False,False,EUR,de_market,KLASSIK RADIO AG NA O.N.,GER,REGULAR,2,0.0,5.35 - 5.45,5.45,5.35,5.55,1000,489,finmb_2755380,XETRA,Klassik Radio AG,EUR,1295,776,0.14999962,0.028301815,5.3 - 6.7,-1.25,-0.18656717,5.3,6.7,0,0.21,113.541664,0.03853211,0.048,0.38,7200000,0.8,,,6.7,5.3,5.63,5.6,1.29k,776,4.83M,,1.52M,68.22%,0.33%,,,,,,0.21,3.82%,0.21,3.85%,,"1,166.67%",,"Jun 23, 2021",,,"Dec 31, 2020","Dec 31, 2020",0.59%,2.23%,1.25%,0.91%,14.69M,3.05,-17.70%,4.83M,661k,87k,0.05,-12.20%,5.68M,1.18,3.29M,36.26,1.63,1.67,1.49M,812.38k,Value,86159,Communication Services,57,"Klassik Radio AG operates radio broadcasting stations in Germany. The company operates in two segments, Radio Stations and Merchandising. It distributes advertising forms in radio and entertainment news. The company provides digital ad-supported free channels, such as klassik am morgen, feel good klassik, klassik, movie heroes, film classics, new classics, wine evenings, classics for cooking, baroque, mozart, bach, beethoven, verdi, piano, opera, classical music for children, classical rock, lounge beat, schiller lounge, die till br̦nner show, smooth jazz, and other channels. The company was formerly known as Klassik AG and changed its name to Klassik Radio AG in 2004. Klassik Radio AG was founded in 2000 and is based in Augsburg, Germany.",Augsburg,49 821 50 70 0,1546214400,Germany,http://www.klassikradio.de,86400,Mediatower,Broadcasting,Imhofstrasse 12
t-2,KA8.DE,1165000.0,4825000,,,-465000,,-471500,91500,247000,-456000,-456000,552000,-9000,,,,6500,2740500,3196500,2493500,-9000,,-471500,-471500,1389000.0,9497000.0,8051000.0,3350000.0,17548000.0,4825000.0,,3226000.0,13000.0,5497000.0,1466000.0,5267000.0,6257000.0,1334000.0,,700000.0,8451000.0,45000.0,3051000.0,3000000.0,133000.0,2770000.0,0,-83000,-70500,1421000,413500,1184500,-153500,151000,-506500,17000,449500,1491500,167000,-83000,2194000.0,en-US,US,EQUITY,False,Delayed Quote,5.45,1630510575,0.0,5.45,5.45,5.35,1332,1.669,5.6257143,-0.1757145,-0.031234166,5.6038733,-0.15387344,-0.027458409,26296250,14.342105,3.2654283,15,Europe/Berlin,CEST,False,False,EUR,de_market,KLASSIK RADIO AG NA O.N.,GER,REGULAR,2,0.0,5.35 - 5.45,5.45,5.35,5.55,1000,489,finmb_2755380,XETRA,Klassik Radio AG,EUR,1295,776,0.14999962,0.028301815,5.3 - 6.7,-1.25,-0.18656717,5.3,6.7,0,0.21,113.541664,0.03853211,0.048,0.38,7200000,0.8,,,6.7,5.3,5.63,5.6,1.29k,776,4.83M,,1.52M,68.22%,0.33%,,,,,,0.21,3.82%,0.21,3.85%,,"1,166.67%",,"Jun 23, 2021",,,"Dec 31, 2020","Dec 31, 2020",0.59%,2.23%,1.25%,0.91%,14.69M,3.05,-17.70%,4.83M,661k,87k,0.05,-12.20%,5.68M,1.18,3.29M,36.26,1.63,1.67,1.49M,812.38k,Value,86159,Communication Services,57,"Klassik Radio AG operates radio broadcasting stations in Germany. The company operates in two segments, Radio Stations and Merchandising. It distributes advertising forms in radio and entertainment news. The company provides digital ad-supported free channels, such as klassik am morgen, feel good klassik, klassik, movie heroes, film classics, new classics, wine evenings, classics for cooking, baroque, mozart, bach, beethoven, verdi, piano, opera, classical music for children, classical rock, lounge beat, schiller lounge, die till br̦nner show, smooth jazz, and other channels. The company was formerly known as Klassik AG and changed its name to Klassik Radio AG in 2004. Klassik Radio AG was founded in 2000 and is based in Augsburg, Germany.",Augsburg,49 821 50 70 0,1546214400,Germany,http://www.klassikradio.de,86400,Mediatower,Broadcasting,Imhofstrasse 12
t-3,KA8.DE,1165000.0,4825000,,,-465000,,-471500,91500,247000,-456000,-456000,552000,-9000,,,,6500,2740500,3196500,2493500,-9000,,-471500,-471500,1389000.0,9497000.0,8051000.0,3350000.0,17548000.0,4825000.0,,3226000.0,13000.0,5497000.0,1466000.0,5267000.0,6257000.0,1334000.0,,700000.0,8451000.0,45000.0,3051000.0,3000000.0,133000.0,2770000.0,0,-83000,-70500,1421000,413500,1184500,-153500,151000,-506500,17000,449500,1491500,167000,-83000,2194000.0,en-US,US,EQUITY,False,Delayed Quote,5.45,1630510575,0.0,5.45,5.45,5.35,1332,1.669,5.6257143,-0.1757145,-0.031234166,5.6038733,-0.15387344,-0.027458409,26296250,14.342105,3.2654283,15,Europe/Berlin,CEST,False,False,EUR,de_market,KLASSIK RADIO AG NA O.N.,GER,REGULAR,2,0.0,5.35 - 5.45,5.45,5.35,5.55,1000,489,finmb_2755380,XETRA,Klassik Radio AG,EUR,1295,776,0.14999962,0.028301815,5.3 - 6.7,-1.25,-0.18656717,5.3,6.7,0,0.21,113.541664,0.03853211,0.048,0.38,7200000,0.8,,,6.7,5.3,5.63,5.6,1.29k,776,4.83M,,1.52M,68.22%,0.33%,,,,,,0.21,3.82%,0.21,3.85%,,"1,166.67%",,"Jun 23, 2021",,,"Dec 31, 2020","Dec 31, 2020",0.59%,2.23%,1.25%,0.91%,14.69M,3.05,-17.70%,4.83M,661k,87k,0.05,-12.20%,5.68M,1.18,3.29M,36.26,1.63,1.67,1.49M,812.38k,Value,86159,Communication Services,57,"Klassik Radio AG operates radio broadcasting stations in Germany. The company operates in two segments, Radio Stations and Merchandising. It distributes advertising forms in radio and entertainment news. The company provides digital ad-supported free channels, such as klassik am morgen, feel good klassik, klassik, movie heroes, film classics, new classics, wine evenings, classics for cooking, baroque, mozart, bach, beethoven, verdi, piano, opera, classical music for children, classical rock, lounge beat, schiller lounge, die till br̦nner show, smooth jazz, and other channels. The company was formerly known as Klassik AG and changed its name to Klassik Radio AG in 2004. Klassik Radio AG was founded in 2000 and is based in Augsburg, Germany.",Augsburg,49 821 50 70 0,1546214400,Germany,http://www.klassikradio.de,86400,Mediatower,Broadcasting,Imhofstrasse 12
