Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,investments,WC,language,region,quoteType,quoteSourceName,triggerable,currency,marketState,shortName,exchange,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,firstTradeDateMilliseconds,priceHint,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeDataDelayedBy,tradeable,displayName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,DBCCF,32041000.0,351936992,,,-620000,,-620000,3706000,6829000,1060000,1060000,,-1017000,,,,0,12440000,11380000,5611000,-1680000,,-620000,-620000,196000.0,66234000.0,36496000.0,322000.0,102730000.0,43758000.0,2461000.0,-17690000.0,681000.0,4259000.0,10428000.0,1701000.0,3663000.0,36193000.0,20812000.0,10428000.0,62223000.0,34111000.0,240000.0,799000.0,6637000.0,25368000.0,19680000.0,14286000.0,-2021000.0,-372000.0,5625000.0,5830000.0,-3040000.0,264000.0,2451000.0,-3007000.0,907000.0,-225000.0,-1863000.0,3530000.0,-59000.0,72000.0,-143000.0,,-2082000.0,en-US,US,EQUITY,Delayed Quote,False,USD,REGULAR,DECIBEL CANNABIS COMPANY INC,PNK,Decibel Cannabis Company Inc.,finmb_549865663,America/New_York,EDT,-14400000,us_market,False,1547044200000,4,-0.010000005,-4.3478284,1630439990,0.22,0.232,0.2122 - 0.232,0.2122,298476,0.23,Other OTC,CAD,0.232,111060,185873,0.1744,3.8245614,0.0456 - 0.297,-0.07699999,-0.25925925,0.0456,0.297,1546992000,1622118600,1622118600,1622118600,-0.002,0.104,0.2587253,-0.038725287,-0.14967725,0.19958937,0.020410627,0.10226309,77426136,2.1153846,15,0,False,Decibel Cannabis Company,,219.03%,26.30%,0.2970,0.0456,0.2587,0.1996,111.06k,185.87k,351.94M,,342.6M,5.95%,0.01%,,,,,,,,,,,0.00%,"Jan 08, 2019",,,,"Dec 30, 2020","Jun 29, 2021",-2.37%,9.17%,2.69%,-2.91%,44.07M,0.13,111.20%,11.78M,6.43M,-1.05M,-0.0020,,4.46M,0.01,50.95M,139.59,0.94,0.10,-6.03M,-7.09M,Value,T2P 3N3,Healthcare,"Decibel Cannabis Company Inc. engages in the cultivation, processing, production, and retail sale of cannabis products in Canada. It offers cannabis flower, cannabis pre-rolls, and cannabis biomass to licensed producers in Canada. The company is also involved in the extraction, processing, and manufacturing of various cannabis derivative products. It offers its products under the Qwest, Qwest Reserve, and Blendcraft by Qwest brands. Decibel Cannabis Company Inc. is headquartered in Calgary, Canada.",Calgary,AB,1609372800,Canada,http://www.decibelcc.com,86400,140 - 4th Avenue SW,Drug Manufacturers—Specialty & Generic,Suite 1440
t-1,DBCCF,31880000.0,351936992,,,2622000,,2622000,3530000,8471000,3685000,3685000,,-989000,,,,0,12626000,8941000,4155000,-1063000,,2622000,2622000,261000.0,59000000.0,36400000.0,196000.0,95400000.0,43230000.0,1206000.0,-17070000.0,,4259000.0,10240000.0,1458000.0,1212000.0,18112000.0,3467000.0,10240000.0,62940000.0,26242000.0,240000.0,223000.0,7444000.0,36753000.0,15201000.0,13936000.0,2021000.0,-571000.0,1077000.0,1077000.0,-4132000.0,264000.0,-2608000.0,-3114000.0,909000.0,-225000.0,1863000.0,-3530000.0,-59000.0,-2894000.0,-557000.0,,8130000.0,en-US,US,EQUITY,Delayed Quote,False,USD,REGULAR,DECIBEL CANNABIS COMPANY INC,PNK,Decibel Cannabis Company Inc.,finmb_549865663,America/New_York,EDT,-14400000,us_market,False,1547044200000,4,-0.010000005,-4.3478284,1630439990,0.22,0.232,0.2122 - 0.232,0.2122,298476,0.23,Other OTC,CAD,0.232,111060,185873,0.1744,3.8245614,0.0456 - 0.297,-0.07699999,-0.25925925,0.0456,0.297,1546992000,1622118600,1622118600,1622118600,-0.002,0.104,0.2587253,-0.038725287,-0.14967725,0.19958937,0.020410627,0.10226309,77426136,2.1153846,15,0,False,Decibel Cannabis Company,,219.03%,26.30%,0.2970,0.0456,0.2587,0.1996,111.06k,185.87k,351.94M,,342.6M,5.95%,0.01%,,,,,,,,,,,0.00%,"Jan 08, 2019",,,,"Dec 30, 2020","Jun 29, 2021",-2.37%,9.17%,2.69%,-2.91%,44.07M,0.13,111.20%,11.78M,6.43M,-1.05M,-0.0020,,4.46M,0.01,50.95M,139.59,0.94,0.10,-6.03M,-7.09M,Value,T2P 3N3,Healthcare,"Decibel Cannabis Company Inc. engages in the cultivation, processing, production, and retail sale of cannabis products in Canada. It offers cannabis flower, cannabis pre-rolls, and cannabis biomass to licensed producers in Canada. The company is also involved in the extraction, processing, and manufacturing of various cannabis derivative products. It offers its products under the Qwest, Qwest Reserve, and Blendcraft by Qwest brands. Decibel Cannabis Company Inc. is headquartered in Calgary, Canada.",Calgary,AB,1609372800,Canada,http://www.decibelcc.com,86400,140 - 4th Avenue SW,Drug Manufacturers—Specialty & Generic,Suite 1440
t-2,DBCCF,28020000.0,351936992,,,-1686000,,-1686000,2892000,4630000,540000,540000,,-1126000,,,,0,11425000,10885000,6795000,-2226000,,-1686000,-1686000,1152000.0,55302000.0,33431000.0,,88733000.0,43114000.0,1076000.0,-19692000.0,,4259000.0,10009000.0,933000.0,3820000.0,14304000.0,1702000.0,10009000.0,62285000.0,19864000.0,240000.0,155000.0,3888000.0,37094000.0,10285000.0,11242000.0,0.0,-618000.0,2449000.0,2021000.0,1522000.0,264000.0,2746000.0,1343000.0,630000.0,-333000.0,1863000.0,-3530000.0,-428000.0,480000.0,-455000.0,174000.0,5560000.0,en-US,US,EQUITY,Delayed Quote,False,USD,REGULAR,DECIBEL CANNABIS COMPANY INC,PNK,Decibel Cannabis Company Inc.,finmb_549865663,America/New_York,EDT,-14400000,us_market,False,1547044200000,4,-0.010000005,-4.3478284,1630439990,0.22,0.232,0.2122 - 0.232,0.2122,298476,0.23,Other OTC,CAD,0.232,111060,185873,0.1744,3.8245614,0.0456 - 0.297,-0.07699999,-0.25925925,0.0456,0.297,1546992000,1622118600,1622118600,1622118600,-0.002,0.104,0.2587253,-0.038725287,-0.14967725,0.19958937,0.020410627,0.10226309,77426136,2.1153846,15,0,False,Decibel Cannabis Company,,219.03%,26.30%,0.2970,0.0456,0.2587,0.1996,111.06k,185.87k,351.94M,,342.6M,5.95%,0.01%,,,,,,,,,,,0.00%,"Jan 08, 2019",,,,"Dec 30, 2020","Jun 29, 2021",-2.37%,9.17%,2.69%,-2.91%,44.07M,0.13,111.20%,11.78M,6.43M,-1.05M,-0.0020,,4.46M,0.01,50.95M,139.59,0.94,0.10,-6.03M,-7.09M,Value,T2P 3N3,Healthcare,"Decibel Cannabis Company Inc. engages in the cultivation, processing, production, and retail sale of cannabis products in Canada. It offers cannabis flower, cannabis pre-rolls, and cannabis biomass to licensed producers in Canada. The company is also involved in the extraction, processing, and manufacturing of various cannabis derivative products. It offers its products under the Qwest, Qwest Reserve, and Blendcraft by Qwest brands. Decibel Cannabis Company Inc. is headquartered in Calgary, Canada.",Calgary,AB,1609372800,Canada,http://www.decibelcc.com,86400,140 - 4th Avenue SW,Drug Manufacturers—Specialty & Generic,Suite 1440
t-3,DBCCF,29982000.0,351936992,,,-1362000,,-1362000,2643000,3066000,-682000,-682000,,-664000,,,,0,7578000,8260000,4512000,-680000,,-1362000,-1362000,381000.0,49474000.0,34622000.0,,84096000.0,43106000.0,1816000.0,-18006000.0,,4259000.0,9522000.0,398000.0,1074000.0,18294000.0,9865000.0,9522000.0,64741000.0,13903000.0,414000.0,,3078000.0,26568000.0,7935000.0,7048000.0,0.0,-282000.0,-929000.0,-1083000.0,-1390000.0,264000.0,-2805000.0,-1440000.0,624000.0,790000.0,1863000.0,-3530000.0,-154000.0,596000.0,-1065000.0,174000.0,-4391000.0,en-US,US,EQUITY,Delayed Quote,False,USD,REGULAR,DECIBEL CANNABIS COMPANY INC,PNK,Decibel Cannabis Company Inc.,finmb_549865663,America/New_York,EDT,-14400000,us_market,False,1547044200000,4,-0.010000005,-4.3478284,1630439990,0.22,0.232,0.2122 - 0.232,0.2122,298476,0.23,Other OTC,CAD,0.232,111060,185873,0.1744,3.8245614,0.0456 - 0.297,-0.07699999,-0.25925925,0.0456,0.297,1546992000,1622118600,1622118600,1622118600,-0.002,0.104,0.2587253,-0.038725287,-0.14967725,0.19958937,0.020410627,0.10226309,77426136,2.1153846,15,0,False,Decibel Cannabis Company,,219.03%,26.30%,0.2970,0.0456,0.2587,0.1996,111.06k,185.87k,351.94M,,342.6M,5.95%,0.01%,,,,,,,,,,,0.00%,"Jan 08, 2019",,,,"Dec 30, 2020","Jun 29, 2021",-2.37%,9.17%,2.69%,-2.91%,44.07M,0.13,111.20%,11.78M,6.43M,-1.05M,-0.0020,,4.46M,0.01,50.95M,139.59,0.94,0.10,-6.03M,-7.09M,Value,T2P 3N3,Healthcare,"Decibel Cannabis Company Inc. engages in the cultivation, processing, production, and retail sale of cannabis products in Canada. It offers cannabis flower, cannabis pre-rolls, and cannabis biomass to licensed producers in Canada. The company is also involved in the extraction, processing, and manufacturing of various cannabis derivative products. It offers its products under the Qwest, Qwest Reserve, and Blendcraft by Qwest brands. Decibel Cannabis Company Inc. is headquartered in Calgary, Canada.",Calgary,AB,1609372800,Canada,http://www.decibelcc.com,86400,140 - 4th Avenue SW,Drug Manufacturers—Specialty & Generic,Suite 1440
