Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,goodWill,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,exchange,currency,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,marketState,market,shortName,exchangeDataDelayedBy,esgPopulated,tradeable,priceHint,regularMarketChangePercent,regularMarketDayRange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,fax,industry,address2
t0,HTSC,-1875290.0,122567000,,,-157104,,-158082,9618,-26656,-71028,-71028,,-83801,,,,978,28831,99859,55487,-86076,,-158082,-158082,230608.0,917788.0,1936754.0,-1605682.0,90.0,333072.0,465621.0,-2989091.0,732045.0,39000.0,30000.0,16394.0,916559.0,367000.0,4366.0,29098.0,12704.0,288150.0,17449.0,5498,-17654,-45000,114872,9928,114776,-9863,-107081,34754,6821,45096,-6000,-795,-887461.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.0775,1630524712,-0.0020499974,0.080165,0.080165,0.0775,24056,0.07955,0.0,0.0,0,0,finmb_45589915,Other OTC,Here to Serve Holding Corp.,USD,143832,196085,0.0165,0.2704918,0.061 - 0.215,-0.1375,-0.6395349,0.061,0.215,PRE,us_market,HERE TO SERVE HOLDINGS CORP,0,False,False,4,-2.5769925,0.0775 - 0.080165,-0.059,0.115,0.09197143,-0.014471427,-0.15734698,0.114702895,-0.037202895,-0.3243414,9498865,0.67391306,15,America/New_York,EDT,-14400000,-2.0,,,0.215,0.061,0.092,0.1147,143.83k,196.09k,122.57M,,,,,,,,,,,,,,,,,,1:200,"Apr 29, 2013","Sep 29, 2014","Mar 30, 2012",-16.98%,-13.72%,-9.20%,-73.08%,12.1M,0.29,-29.40%,4.29M,1.38M,-2.47M,-0.0590,,16.39k,0,655.15k,,0.20,0.12,3.37M,3.77M,Value,30004,Basic Materials,87,"Here to Serve Holding Corp., through its subsidiaries, provides solid waste management and environmental services, and software solutions for small and medium sized municipalities and corporate customers. It operates in two divisions, Solid Waste and Technology. The Solid Waste division provides turnkey solid waste removal and environmental management services to municipalities, individuals, companies. Its services include commercial, residential, recycling, roll-offs, and special events. The Technology division provides wholly owned applications, as well as partially owned software products each creating cloud based mobile platforms for industries, such as business services, healthcare, law enforcement, and governmental services. It owns, manages, and/or operates Software- as-a- Solution platforms, such as cConnects for corporate organizations and their customers for communication and fleet/asset management using mobile and Web-based portals, as well as Interactive Defense Systems for law enforcement agencies and municipalities. The company was formerly known as F3 Technologies, Inc. and changed its name to Here To Serve Holding Corp. in November 2013. Here to Serve Holding Corp. was incorporated in 1983 and is based in Milton, Georgia.",Milton,678-871-7457,GA,United States,http://www.htshc.com,86400,12540 Broadwell Road,770-521-0259,Other Industrial Metals & Mining,Suite 1203
t-1,HTSC,-2223557.0,122567000,,,-494078,,-494775,15637,-77035,-125742,-125742,916.0,-367650,,,,697,26075,151817,103110,-368336,,-494775,-494775,239503.0,917788.0,2300910.0,-1936054.0,1204.0,366856.0,350845.0,-3204687.0,1137512.0,48000.0,30000.0,26257.0,779289.0,305000.0,3571.0,45782.0,19525.0,384109.0,10835.0,1952,-17797,-201250,352134,153810,216904,7599,-326738,32153,-13025,336480,-6853,1,-733507.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.0775,1630524712,-0.0020499974,0.080165,0.080165,0.0775,24056,0.07955,0.0,0.0,0,0,finmb_45589915,Other OTC,Here to Serve Holding Corp.,USD,143832,196085,0.0165,0.2704918,0.061 - 0.215,-0.1375,-0.6395349,0.061,0.215,PRE,us_market,HERE TO SERVE HOLDINGS CORP,0,False,False,4,-2.5769925,0.0775 - 0.080165,-0.059,0.115,0.09197143,-0.014471427,-0.15734698,0.114702895,-0.037202895,-0.3243414,9498865,0.67391306,15,America/New_York,EDT,-14400000,-2.0,,,0.215,0.061,0.092,0.1147,143.83k,196.09k,122.57M,,,,,,,,,,,,,,,,,,1:200,"Apr 29, 2013","Sep 29, 2014","Mar 30, 2012",-16.98%,-13.72%,-9.20%,-73.08%,12.1M,0.29,-29.40%,4.29M,1.38M,-2.47M,-0.0590,,16.39k,0,655.15k,,0.20,0.12,3.37M,3.77M,Value,30004,Basic Materials,87,"Here to Serve Holding Corp., through its subsidiaries, provides solid waste management and environmental services, and software solutions for small and medium sized municipalities and corporate customers. It operates in two divisions, Solid Waste and Technology. The Solid Waste division provides turnkey solid waste removal and environmental management services to municipalities, individuals, companies. Its services include commercial, residential, recycling, roll-offs, and special events. The Technology division provides wholly owned applications, as well as partially owned software products each creating cloud based mobile platforms for industries, such as business services, healthcare, law enforcement, and governmental services. It owns, manages, and/or operates Software- as-a- Solution platforms, such as cConnects for corporate organizations and their customers for communication and fleet/asset management using mobile and Web-based portals, as well as Interactive Defense Systems for law enforcement agencies and municipalities. The company was formerly known as F3 Technologies, Inc. and changed its name to Here To Serve Holding Corp. in November 2013. Here to Serve Holding Corp. was incorporated in 1983 and is based in Milton, Georgia.",Milton,678-871-7457,GA,United States,http://www.htshc.com,86400,12540 Broadwell Road,770-521-0259,Other Industrial Metals & Mining,Suite 1203
t-2,HTSC,-1722290.0,122567000,,,166662,,166426,13735,-28264,-78308,-78308,521.0,-367650,,,,236,27635,105943,55899,244970,,166426,166426,244332.0,870384.0,1799544.0,-1420958.0,199397.0,380586.0,181345.0,-2472687.0,386635.0,57000.0,50000.0,18658.0,897759.0,227500.0,4096.0,25158.0,6500.0,515150.0,8612.0,-17590,-22530,-38250,-185557,7715,97599,12743,220830,35788,6220,-244906,22271,-30,-872601.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.0775,1630524712,-0.0020499974,0.080165,0.080165,0.0775,24056,0.07955,0.0,0.0,0,0,finmb_45589915,Other OTC,Here to Serve Holding Corp.,USD,143832,196085,0.0165,0.2704918,0.061 - 0.215,-0.1375,-0.6395349,0.061,0.215,PRE,us_market,HERE TO SERVE HOLDINGS CORP,0,False,False,4,-2.5769925,0.0775 - 0.080165,-0.059,0.115,0.09197143,-0.014471427,-0.15734698,0.114702895,-0.037202895,-0.3243414,9498865,0.67391306,15,America/New_York,EDT,-14400000,-2.0,,,0.215,0.061,0.092,0.1147,143.83k,196.09k,122.57M,,,,,,,,,,,,,,,,,,1:200,"Apr 29, 2013","Sep 29, 2014","Mar 30, 2012",-16.98%,-13.72%,-9.20%,-73.08%,12.1M,0.29,-29.40%,4.29M,1.38M,-2.47M,-0.0590,,16.39k,0,655.15k,,0.20,0.12,3.37M,3.77M,Value,30004,Basic Materials,87,"Here to Serve Holding Corp., through its subsidiaries, provides solid waste management and environmental services, and software solutions for small and medium sized municipalities and corporate customers. It operates in two divisions, Solid Waste and Technology. The Solid Waste division provides turnkey solid waste removal and environmental management services to municipalities, individuals, companies. Its services include commercial, residential, recycling, roll-offs, and special events. The Technology division provides wholly owned applications, as well as partially owned software products each creating cloud based mobile platforms for industries, such as business services, healthcare, law enforcement, and governmental services. It owns, manages, and/or operates Software- as-a- Solution platforms, such as cConnects for corporate organizations and their customers for communication and fleet/asset management using mobile and Web-based portals, as well as Interactive Defense Systems for law enforcement agencies and municipalities. The company was formerly known as F3 Technologies, Inc. and changed its name to Here To Serve Holding Corp. in November 2013. Here to Serve Holding Corp. was incorporated in 1983 and is based in Milton, Georgia.",Milton,678-871-7457,GA,United States,http://www.htshc.com,86400,12540 Broadwell Road,770-521-0259,Other Industrial Metals & Mining,Suite 1203
t-3,HTSC,-1232318.0,122567000,,,-130406,,-135157,21489,-64545,-120173,-120173,521.0,-9033,,,,4751,40922,161095,105467,-10233,,-135157,-135157,248097.0,835718.0,1315452.0,-918221.0,631.0,399231.0,118412.0,-1872351.0,,66000.0,62000.0,5825.0,880802.0,187500.0,4589.0,18545.0,12720.0,434650.0,30856.0,-15890,-32745,77650,108950,41820,31300,3007,-73198,34139,2337,-244906,22271,-2870,-862257.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.0775,1630524712,-0.0020499974,0.080165,0.080165,0.0775,24056,0.07955,0.0,0.0,0,0,finmb_45589915,Other OTC,Here to Serve Holding Corp.,USD,143832,196085,0.0165,0.2704918,0.061 - 0.215,-0.1375,-0.6395349,0.061,0.215,PRE,us_market,HERE TO SERVE HOLDINGS CORP,0,False,False,4,-2.5769925,0.0775 - 0.080165,-0.059,0.115,0.09197143,-0.014471427,-0.15734698,0.114702895,-0.037202895,-0.3243414,9498865,0.67391306,15,America/New_York,EDT,-14400000,-2.0,,,0.215,0.061,0.092,0.1147,143.83k,196.09k,122.57M,,,,,,,,,,,,,,,,,,1:200,"Apr 29, 2013","Sep 29, 2014","Mar 30, 2012",-16.98%,-13.72%,-9.20%,-73.08%,12.1M,0.29,-29.40%,4.29M,1.38M,-2.47M,-0.0590,,16.39k,0,655.15k,,0.20,0.12,3.37M,3.77M,Value,30004,Basic Materials,87,"Here to Serve Holding Corp., through its subsidiaries, provides solid waste management and environmental services, and software solutions for small and medium sized municipalities and corporate customers. It operates in two divisions, Solid Waste and Technology. The Solid Waste division provides turnkey solid waste removal and environmental management services to municipalities, individuals, companies. Its services include commercial, residential, recycling, roll-offs, and special events. The Technology division provides wholly owned applications, as well as partially owned software products each creating cloud based mobile platforms for industries, such as business services, healthcare, law enforcement, and governmental services. It owns, manages, and/or operates Software- as-a- Solution platforms, such as cConnects for corporate organizations and their customers for communication and fleet/asset management using mobile and Web-based portals, as well as Interactive Defense Systems for law enforcement agencies and municipalities. The company was formerly known as F3 Technologies, Inc. and changed its name to Here To Serve Holding Corp. in November 2013. Here to Serve Holding Corp. was incorporated in 1983 and is based in Milton, Georgia.",Milton,678-871-7457,GA,United States,http://www.htshc.com,86400,12540 Broadwell Road,770-521-0259,Other Industrial Metals & Mining,Suite 1203
