Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,inventory,accountsPayable,capitalSurplus,goodWill,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToNetincome,capitalExpenditures,dividendsPaid,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingPE,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,marketState,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,exchange,priceHint,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry
t0,LEI.DE,91112000.0,9509030,1381000,,8152000,,5786000,29775000,38955000,8022000,8022000,-223000,-191000,,,,2366000,86240000,78218000,47285000,130000,,5786000,5786000,18566000.0,132965000.0,109678000.0,6821000.0,242643000.0,30000000.0,2580000.0,83858000.0,69068000.0,-4180000.0,9310000.0,26485000.0,63485000.0,9158000.0,3208000.0,38141000.0,176626000.0,85494000.0,62067000.0,55965000.0,,,7505000.0,-805000.0,-191000.0,-131000.0,-295000.0,60000.0,-12340000.0,12000.0,-11416000.0,1876000.0,-26079000.0,-209000.0,-991000.0,,113141000.0,en-US,US,EQUITY,False,Delayed Quote,-0.7481278,39.8 - 40.1,40.1,39.6,39.8,65,83,finmb_876884,XETRA,Leifheit Aktiengesellschaft,EUR,6344,4183,9.299999,0.30491802,30.5 - 49.95,-10.150002,-0.20320323,30.5,49.95,1616571000,1616571000,1616571000,1.05,30.220196,7200000,False,False,EUR,REGULAR,0.026184538,1.317,3.52,10.561,41.94857,-2.148571,-0.051219173,44.872887,-5.0728874,-0.11305017,378459392,11.306818,3.7685826,15,Europe/Berlin,CEST,LEIFHEIT AG O.N.,39.8,1630576593,-0.29999924,40.1,40.1,39.8,4166,0,GER,2,de_market,0.94,,,49.95,30.5,41.95,44.87,6.34k,4.18k,9.51M,,7.22M,20.34%,39.12%,,,,,,0.55,1.19%,1.05,2.62%,,33.95%,,"Oct 01, 2020",2:1,"Jun 20, 2017","Dec 31, 2020","Mar 31, 2021",5.32%,7.66%,6.09%,14.61%,289.12M,30.35,25.50%,120.4M,29.53M,15.39M,1.32,98.20%,26.48M,2.79,1.11M,1.01,2.78,10.56,2.17M,-9M,Value,56377,Consumer Defensive,1016,"Leifheit Aktiengesellschaft develops, produces, and distributes household products in Germany, Central Europe, Eastern Europe, and internationally. The company operates through Household, Wellbeing, and Private Label segments. The Household segment provides laundry care, cleaning, and kitchen goods under the Leifheit brand. The Wellbeing segment offers a range of bathroom and kitchen scales, health products, and room air treatment products under the Soehnle brand. The Private Label segment provides laundry care and kitchen goods under the Birambeau and Herby brands. It also offers its products through online shop. The company was founded in 1868 and is based in Nassau, Germany.",Nassau,49 26 04 977 0,1609372800,Germany,http://www.leifheit-group.com,86400,Leifheitstrasse 1,49 26 04 977 300,Household & Personal Products
t-1,LEI.DE,81899000.0,9509030,1542000,,3075000,,1961000,26052000,30094000,2620000,2620000,-120000,-191000,,,,1114000,69649000,67029000,39555000,455000,,1961000,1961000,6868000.0,129583000.0,100426000.0,13685000.0,230009000.0,30000000.0,1686000.0,78072000.0,72557000.0,-24672000.0,13304000.0,38825000.0,56682000.0,10234000.0,-17227000.0,35878000.0,162300000.0,61787000.0,59720000.0,17659000.0,17026000.0,11659000.0,-3532000.0,-4579000.0,-189000.0,-5419000.0,-118000.0,60000.0,-10561000.0,-8000.0,-555000.0,1884000.0,-1233000.0,483000.0,-3903000.0,-5230000.0,105618000.0,en-US,US,EQUITY,False,Delayed Quote,-0.7481278,39.8 - 40.1,40.1,39.6,39.8,65,83,finmb_876884,XETRA,Leifheit Aktiengesellschaft,EUR,6344,4183,9.299999,0.30491802,30.5 - 49.95,-10.150002,-0.20320323,30.5,49.95,1616571000,1616571000,1616571000,1.05,30.220196,7200000,False,False,EUR,REGULAR,0.026184538,1.317,3.52,10.561,41.94857,-2.148571,-0.051219173,44.872887,-5.0728874,-0.11305017,378459392,11.306818,3.7685826,15,Europe/Berlin,CEST,LEIFHEIT AG O.N.,39.8,1630576593,-0.29999924,40.1,40.1,39.8,4166,0,GER,2,de_market,0.94,,,49.95,30.5,41.95,44.87,6.34k,4.18k,9.51M,,7.22M,20.34%,39.12%,,,,,,0.55,1.19%,1.05,2.62%,,33.95%,,"Oct 01, 2020",2:1,"Jun 20, 2017","Dec 31, 2020","Mar 31, 2021",5.32%,7.66%,6.09%,14.61%,289.12M,30.35,25.50%,120.4M,29.53M,15.39M,1.32,98.20%,26.48M,2.79,1.11M,1.01,2.78,10.56,2.17M,-9M,Value,56377,Consumer Defensive,1016,"Leifheit Aktiengesellschaft develops, produces, and distributes household products in Germany, Central Europe, Eastern Europe, and internationally. The company operates through Household, Wellbeing, and Private Label segments. The Household segment provides laundry care, cleaning, and kitchen goods under the Leifheit brand. The Wellbeing segment offers a range of bathroom and kitchen scales, health products, and room air treatment products under the Soehnle brand. The Private Label segment provides laundry care and kitchen goods under the Birambeau and Herby brands. It also offers its products through online shop. The company was founded in 1868 and is based in Nassau, Germany.",Nassau,49 26 04 977 0,1609372800,Germany,http://www.leifheit-group.com,86400,Leifheitstrasse 1,49 26 04 977 300,Household & Personal Products
t-2,LEI.DE,85025000.0,9509030,1314000,,6308000,,4526000,24675000,32759000,7092000,7092000,-322000,-243000,,,,1782000,71594000,64502000,38835000,-784000,,4526000,4526000,18599000.0,133011000.0,103624000.0,9737000.0,236635000.0,30000000.0,1812000.0,81340000.0,70416000.0,-24742000.0,10122000.0,49386000.0,62123000.0,9953000.0,-17297000.0,35974000.0,171940000.0,62322000.0,58420000.0,51649000.0,17026000.0,,5856000.0,-2552000.0,-171000.0,-171000.0,-712000.0,60000.0,2004000.0,-20000.0,4747000.0,2557000.0,-7633000.0,153000.0,-2577000.0,-5230000.0,109817000.0,en-US,US,EQUITY,False,Delayed Quote,-0.7481278,39.8 - 40.1,40.1,39.6,39.8,65,83,finmb_876884,XETRA,Leifheit Aktiengesellschaft,EUR,6344,4183,9.299999,0.30491802,30.5 - 49.95,-10.150002,-0.20320323,30.5,49.95,1616571000,1616571000,1616571000,1.05,30.220196,7200000,False,False,EUR,REGULAR,0.026184538,1.317,3.52,10.561,41.94857,-2.148571,-0.051219173,44.872887,-5.0728874,-0.11305017,378459392,11.306818,3.7685826,15,Europe/Berlin,CEST,LEIFHEIT AG O.N.,39.8,1630576593,-0.29999924,40.1,40.1,39.8,4166,0,GER,2,de_market,0.94,,,49.95,30.5,41.95,44.87,6.34k,4.18k,9.51M,,7.22M,20.34%,39.12%,,,,,,0.55,1.19%,1.05,2.62%,,33.95%,,"Oct 01, 2020",2:1,"Jun 20, 2017","Dec 31, 2020","Mar 31, 2021",5.32%,7.66%,6.09%,14.61%,289.12M,30.35,25.50%,120.4M,29.53M,15.39M,1.32,98.20%,26.48M,2.79,1.11M,1.01,2.78,10.56,2.17M,-9M,Value,56377,Consumer Defensive,1016,"Leifheit Aktiengesellschaft develops, produces, and distributes household products in Germany, Central Europe, Eastern Europe, and internationally. The company operates through Household, Wellbeing, and Private Label segments. The Household segment provides laundry care, cleaning, and kitchen goods under the Leifheit brand. The Wellbeing segment offers a range of bathroom and kitchen scales, health products, and room air treatment products under the Soehnle brand. The Private Label segment provides laundry care and kitchen goods under the Birambeau and Herby brands. It also offers its products through online shop. The company was founded in 1868 and is based in Nassau, Germany.",Nassau,49 26 04 977 0,1609372800,Germany,http://www.leifheit-group.com,86400,Leifheitstrasse 1,49 26 04 977 300,Household & Personal Products
t-3,LEI.DE,82994000.0,9509030,1455000,,4303000,,3118000,21449000,26862000,4413000,4413000,-455000,-253000,,,,1185000,61641000,57228000,34779000,-110000,,3118000,3118000,19059000.0,124104000.0,102053000.0,7623000.0,226157000.0,30000000.0,2165000.0,76815000.0,68447000.0,-21788000.0,9167000.0,47382000.0,55099000.0,9040000.0,-14343000.0,35629000.0,162302000.0,59127000.0,53628000.0,46744000.0,17026000.0,,10656000.0,-790000.0,-194000.0,-194000.0,49000.0,60000.0,8382000.0,-26000.0,9392000.0,1803000.0,-6410000.0,176000.0,-849000.0,-5230000.0,107203000.0,en-US,US,EQUITY,False,Delayed Quote,-0.7481278,39.8 - 40.1,40.1,39.6,39.8,65,83,finmb_876884,XETRA,Leifheit Aktiengesellschaft,EUR,6344,4183,9.299999,0.30491802,30.5 - 49.95,-10.150002,-0.20320323,30.5,49.95,1616571000,1616571000,1616571000,1.05,30.220196,7200000,False,False,EUR,REGULAR,0.026184538,1.317,3.52,10.561,41.94857,-2.148571,-0.051219173,44.872887,-5.0728874,-0.11305017,378459392,11.306818,3.7685826,15,Europe/Berlin,CEST,LEIFHEIT AG O.N.,39.8,1630576593,-0.29999924,40.1,40.1,39.8,4166,0,GER,2,de_market,0.94,,,49.95,30.5,41.95,44.87,6.34k,4.18k,9.51M,,7.22M,20.34%,39.12%,,,,,,0.55,1.19%,1.05,2.62%,,33.95%,,"Oct 01, 2020",2:1,"Jun 20, 2017","Dec 31, 2020","Mar 31, 2021",5.32%,7.66%,6.09%,14.61%,289.12M,30.35,25.50%,120.4M,29.53M,15.39M,1.32,98.20%,26.48M,2.79,1.11M,1.01,2.78,10.56,2.17M,-9M,Value,56377,Consumer Defensive,1016,"Leifheit Aktiengesellschaft develops, produces, and distributes household products in Germany, Central Europe, Eastern Europe, and internationally. The company operates through Household, Wellbeing, and Private Label segments. The Household segment provides laundry care, cleaning, and kitchen goods under the Leifheit brand. The Wellbeing segment offers a range of bathroom and kitchen scales, health products, and room air treatment products under the Soehnle brand. The Private Label segment provides laundry care and kitchen goods under the Birambeau and Herby brands. It also offers its products through online shop. The company was founded in 1868 and is based in Nassau, Germany.",Nassau,49 26 04 977 0,1609372800,Germany,http://www.leifheit-group.com,86400,Leifheitstrasse 1,49 26 04 977 300,Household & Personal Products
