Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,investments,netBorrowings,changeToInventory,WC,language,region,quoteType,triggerable,quoteSourceName,currency,shortName,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,exchangeDataDelayedBy,priceHint,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,trailingPE,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,HHBT,29578315.0,14060000,,,1700182,21099,1233429,501018,742018,1630802,1630802,,-536,,,,513501,1947089,316287,1205071,69380,,1186681,1233429,12107856.0,13151931.0,29578315.0,6031693.0,42751345.0,14060.0,1023.0,14394645.0,3061754.0,3287664.0,13151931.0,3061754.0,32449839.0,4448809.0,5852697.0,1160122.0,4248095.0,-17186.0,-506.0,-611678.0,-264499.0,1905572.0,1948.0,2515808.0,784617.0,44555.0,-611678.0,564931.0,,,,-8703122.0,en-US,US,EQUITY,False,Delayed Quote,USD,HH BIOTECHNOLOGY HOLDINGS COMPA,-0.28871626,7721089,0.030893534,15,America/New_York,EDT,-14400000,False,False,PRE,0,4,0.065,1629915279,0.0,0.7497,0.065,0.065,620,PNK,us_market,0.0,0.065 - 0.065,0.065,0.0,0.0,0,0,finmb_21853368,Other OTC,HH Biotechnology Holdings Company,USD,231,85,0.014999997,0.29999992,0.05 - 1.08,-1.0150001,-0.93981487,0.05,1.08,1121385600,0.32338306,0.201,2.104,0.1268,-0.061800003,-0.48738173,0.09138406,-0.026384063,-7.82,,,1.08,0.05,0.1268,0.0914,231,85,14.06M,,2.7M,80.77%,0.00%,,,,,,,,,,,0.00%,"Jul 14, 2005","Jun 28, 2005",,,"Dec 30, 2015","Sep 29, 2016",36.19%,45.78%,5.02%,9.45%,7.95M,0.57,10.20%,2.37M,6.78M,2.88M,0.2010,"25,982.20%",3.29M,0.23,,,0.34,2.10,4.84M,4.68M,Value,110003,Real Estate,121,"HH Biotechnology Holdings Company engages in health and green industries. It focuses on planting and supplying macadamia nuts for use in foods, cooking oils, healthy products, toiletries, and cosmetics. The company was formerly known as Great China International Holdings, Inc. and changed its name to HH Biotechnology Holdings Company in August 2016. HH Biotechnology Holdings Company was incorporated in 1987 and is headquartered in Shenyang, the People's Republic of China.",Shenyang,86 24 2281 3888,1230681600,China,http://www.greatchinaholdings.com,86400,President Building,Real Estate Services,"C Site, 25-26 Floors No. 69 Heping North Street Heping District"
t-1,HHBT,28428965.0,14060000,,,325383,67342,272738,458267,821757,353751,353751,,-39753,,,,102870,1915424,1561673,1093667,-28368,,222513,272738,12107856.0,13263640.0,28428965.0,6193498.0,41759947.0,14060.0,1008.0,13161215.0,3145834.0,1382092.0,13263640.0,3145834.0,33319473.0,2587777.0,5852697.0,1204677.0,4263806.0,-131760.0,-5853107.0,-3109221.0,49611.0,-8005487.0,371104.0,585736.0,752559.0,-184302.0,-611678.0,-50225.0,-5852697.0,-3109221.0,,-10675863.0,en-US,US,EQUITY,False,Delayed Quote,USD,HH BIOTECHNOLOGY HOLDINGS COMPA,-0.28871626,7721089,0.030893534,15,America/New_York,EDT,-14400000,False,False,PRE,0,4,0.065,1629915279,0.0,0.7497,0.065,0.065,620,PNK,us_market,0.0,0.065 - 0.065,0.065,0.0,0.0,0,0,finmb_21853368,Other OTC,HH Biotechnology Holdings Company,USD,231,85,0.014999997,0.29999992,0.05 - 1.08,-1.0150001,-0.93981487,0.05,1.08,1121385600,0.32338306,0.201,2.104,0.1268,-0.061800003,-0.48738173,0.09138406,-0.026384063,-7.82,,,1.08,0.05,0.1268,0.0914,231,85,14.06M,,2.7M,80.77%,0.00%,,,,,,,,,,,0.00%,"Jul 14, 2005","Jun 28, 2005",,,"Dec 30, 2015","Sep 29, 2016",36.19%,45.78%,5.02%,9.45%,7.95M,0.57,10.20%,2.37M,6.78M,2.88M,0.2010,"25,982.20%",3.29M,0.23,,,0.34,2.10,4.84M,4.68M,Value,110003,Real Estate,121,"HH Biotechnology Holdings Company engages in health and green industries. It focuses on planting and supplying macadamia nuts for use in foods, cooking oils, healthy products, toiletries, and cosmetics. The company was formerly known as Great China International Holdings, Inc. and changed its name to HH Biotechnology Holdings Company in August 2016. HH Biotechnology Holdings Company was incorporated in 1987 and is headquartered in Shenyang, the People's Republic of China.",Shenyang,86 24 2281 3888,1230681600,China,http://www.greatchinaholdings.com,86400,President Building,Real Estate Services,"C Site, 25-26 Floors No. 69 Heping North Street Heping District"
t-2,HHBT,28811037.0,14060000,,,646920,109935,478517,439252,480598,650817,650817,,-65636,,,,209404,1842652,1191835,1362054,-3897,,437516,478517,12107856.0,16580040.0,28811037.0,5968114.0,45501012.0,14060.0,3151.0,12888477.0,3800644.0,9387579.0,16580040.0,3800644.0,35116973.0,10384039.0,,993309.0,4395567.0,-46975.0,-5230.0,-910303.0,24405.0,-431681.0,-2680.0,486533.0,770292.0,-109325.0,611678.0,-652679.0,-5852697.0,-1521981.0,,-6196001.0,en-US,US,EQUITY,False,Delayed Quote,USD,HH BIOTECHNOLOGY HOLDINGS COMPA,-0.28871626,7721089,0.030893534,15,America/New_York,EDT,-14400000,False,False,PRE,0,4,0.065,1629915279,0.0,0.7497,0.065,0.065,620,PNK,us_market,0.0,0.065 - 0.065,0.065,0.0,0.0,0,0,finmb_21853368,Other OTC,HH Biotechnology Holdings Company,USD,231,85,0.014999997,0.29999992,0.05 - 1.08,-1.0150001,-0.93981487,0.05,1.08,1121385600,0.32338306,0.201,2.104,0.1268,-0.061800003,-0.48738173,0.09138406,-0.026384063,-7.82,,,1.08,0.05,0.1268,0.0914,231,85,14.06M,,2.7M,80.77%,0.00%,,,,,,,,,,,0.00%,"Jul 14, 2005","Jun 28, 2005",,,"Dec 30, 2015","Sep 29, 2016",36.19%,45.78%,5.02%,9.45%,7.95M,0.57,10.20%,2.37M,6.78M,2.88M,0.2010,"25,982.20%",3.29M,0.23,,,0.34,2.10,4.84M,4.68M,Value,110003,Real Estate,121,"HH Biotechnology Holdings Company engages in health and green industries. It focuses on planting and supplying macadamia nuts for use in foods, cooking oils, healthy products, toiletries, and cosmetics. The company was formerly known as Great China International Holdings, Inc. and changed its name to HH Biotechnology Holdings Company in August 2016. HH Biotechnology Holdings Company was incorporated in 1987 and is headquartered in Shenyang, the People's Republic of China.",Shenyang,86 24 2281 3888,1230681600,China,http://www.greatchinaholdings.com,86400,President Building,Real Estate Services,"C Site, 25-26 Floors No. 69 Heping North Street Heping District"
t-3,HHBT,28216190.0,14060000,,,1101546,142782,893181,376888,726470,1005475,1005475,,-92785,,,,230991,2247851,1242376,1521381,96071,,870555,893181,12107856.0,18102087.0,28216190.0,6124861.0,46461059.0,14060.0,2947.0,12409960.0,3684314.0,9819260.0,18102087.0,3684314.0,35727802.0,10733257.0,,911050.0,4441362.0,13820.0,-16405.0,-1397723.0,18753.0,-89822.0,71559.0,1252747.0,836118.0,-51318.0,422537.0,-680966.0,-5852697.0,-1820260.0,-4671.0,-7368830.0,en-US,US,EQUITY,False,Delayed Quote,USD,HH BIOTECHNOLOGY HOLDINGS COMPA,-0.28871626,7721089,0.030893534,15,America/New_York,EDT,-14400000,False,False,PRE,0,4,0.065,1629915279,0.0,0.7497,0.065,0.065,620,PNK,us_market,0.0,0.065 - 0.065,0.065,0.0,0.0,0,0,finmb_21853368,Other OTC,HH Biotechnology Holdings Company,USD,231,85,0.014999997,0.29999992,0.05 - 1.08,-1.0150001,-0.93981487,0.05,1.08,1121385600,0.32338306,0.201,2.104,0.1268,-0.061800003,-0.48738173,0.09138406,-0.026384063,-7.82,,,1.08,0.05,0.1268,0.0914,231,85,14.06M,,2.7M,80.77%,0.00%,,,,,,,,,,,0.00%,"Jul 14, 2005","Jun 28, 2005",,,"Dec 30, 2015","Sep 29, 2016",36.19%,45.78%,5.02%,9.45%,7.95M,0.57,10.20%,2.37M,6.78M,2.88M,0.2010,"25,982.20%",3.29M,0.23,,,0.34,2.10,4.84M,4.68M,Value,110003,Real Estate,121,"HH Biotechnology Holdings Company engages in health and green industries. It focuses on planting and supplying macadamia nuts for use in foods, cooking oils, healthy products, toiletries, and cosmetics. The company was formerly known as Great China International Holdings, Inc. and changed its name to HH Biotechnology Holdings Company in August 2016. HH Biotechnology Holdings Company was incorporated in 1987 and is headquartered in Shenyang, the People's Republic of China.",Shenyang,86 24 2281 3888,1230681600,China,http://www.greatchinaholdings.com,86400,President Building,Real Estate Services,"C Site, 25-26 Floors No. 69 Heping North Street Heping District"
