Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,totalCurrentAssets,shortTermInvestments,netReceivables,longTermDebt,accountsPayable,propertyPlantEquipment,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,currency,priceHint,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,shortName,marketState,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,dividendDate,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,GTCH,-20622207.0,502347008,,,-5375609,,-5375609,840258,45000,-795258,-795258,,-1163891,,,,0,45000,840258,0,-4580351,,-5375609,-5375609,263648872.0,25449591.0,-20622207.0,8659898.0,4827384.0,9075.0,350814.0,-276026948.0,-8253206.0,1800000.0,101570.0,25302085.0,13615234.0,-7610147.0,3027384.0,1375000.0,1200000.0,147506.0,773031.0,,301971,445541,445541,51718,-11464,-457005,4243575,-22274701.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.01,1630526191,-0.0005999999,0.0097,0.0119,0.0097,2460396,0,GBT TECHNOLOGIES INC,PREPRE,us_market,-5.6603765,0.0097 - 0.0119,0.0106,finmb_62699654,Other OTC,GBT Technologies Inc.,USD,3050068,7054328,0.0010000002,0.111111134,0.009 - 0.1,-0.09,-0.90000004,1564963200,0.009,0.1,1589540340,1589540340,1589540340,-0.25213677,0.022492753,-0.012492754,-0.55541235,-82.783,-3.889,0.0133714285,-0.0033714287,5023470,-0.002571355,15,America/New_York,EDT,-14400000,False,False,2.77,,,0.1,0.009,0.0134,0.0225,3.05M,7.05M,502.35M,,397.08M,24.58%,0.00%,,,,,,,,,,,0.00%,"Aug 04, 2019",,1:100,"Aug 04, 2019","Dec 30, 2020","Mar 30, 2021",0.00%,"-1,463.38%",-33.48%,,180k,0.00,0.00%,180k,-2.6M,-14.3M,-82.7830,,1.48M,0,13.9M,,0.12,-3.89,-1.08M,-4.04M,Value,90404,Technology,3,"GBT Technologies Inc. develops Internet of Things (IoT) and artificial intelligence (AI) enabled networking and tracking technologies. Its technologies include wireless mesh network technology platform and fixed solutions. The company also develops intelligent human body vitals devices, asset-tracking IoT, and wireless mesh networks. The company was formerly known as Gopher Protocol Inc. and changed its name to GBT Technologies Inc. in August 2019. GBT Technologies Inc. was incorporated in 2009 and is headquartered in Santa Monica, California.",Santa Monica,888 685 7336,CA,1609372800,United States,http://gbtti.com,86400,2450 Colorado Avenue,Information Technology Services,Suite 100E
t-1,GTCH,-27858303.0,502347008,,,-3965386,,-4065386,948172,45000,-903172,-903172,,-1064275,,,,0,45000,948172,0,-3062214,-100000.0,-3965386,-4065386,251039531.0,29022869.0,-27858303.0,9784380.0,1164566.0,6711.0,402532.0,-270651339.0,-8253206.0,,113034.0,28874606.0,16028443.0,-7610147.0,1164566.0,649000.0,,148263.0,1045778.0,,729238,312498,312498,72638,-139015,-451513,2495870,-27710040.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.01,1630526191,-0.0005999999,0.0097,0.0119,0.0097,2460396,0,GBT TECHNOLOGIES INC,PREPRE,us_market,-5.6603765,0.0097 - 0.0119,0.0106,finmb_62699654,Other OTC,GBT Technologies Inc.,USD,3050068,7054328,0.0010000002,0.111111134,0.009 - 0.1,-0.09,-0.90000004,1564963200,0.009,0.1,1589540340,1589540340,1589540340,-0.25213677,0.022492753,-0.012492754,-0.55541235,-82.783,-3.889,0.0133714285,-0.0033714287,5023470,-0.002571355,15,America/New_York,EDT,-14400000,False,False,2.77,,,0.1,0.009,0.0134,0.0225,3.05M,7.05M,502.35M,,397.08M,24.58%,0.00%,,,,,,,,,,,0.00%,"Aug 04, 2019",,1:100,"Aug 04, 2019","Dec 30, 2020","Mar 30, 2021",0.00%,"-1,463.38%",-33.48%,,180k,0.00,0.00%,180k,-2.6M,-14.3M,-82.7830,,1.48M,0,13.9M,,0.12,-3.89,-1.08M,-4.04M,Value,90404,Technology,3,"GBT Technologies Inc. develops Internet of Things (IoT) and artificial intelligence (AI) enabled networking and tracking technologies. Its technologies include wireless mesh network technology platform and fixed solutions. The company also develops intelligent human body vitals devices, asset-tracking IoT, and wireless mesh networks. The company was formerly known as Gopher Protocol Inc. and changed its name to GBT Technologies Inc. in August 2019. GBT Technologies Inc. was incorporated in 2009 and is headquartered in Santa Monica, California.",Santa Monica,888 685 7336,CA,1609372800,United States,http://gbtti.com,86400,2450 Colorado Avenue,Information Technology Services,Suite 100E
t-2,GTCH,-24703706.0,502347008,,,-1327010,,-325299,452790,45000,-407790,-407790,,-1664256,,,,0,45000,452790,0,-919220,1001711.0,-1327010,-325299,250129185.0,26031639.0,-24703706.0,7539257.0,1327933.0,6268.0,475170.0,-266585953.0,-8253206.0,100214.0,252049.0,15729027.0,5612111.0,-7610147.0,1227719.0,500500.0,,10302612.0,2577659.0,,0,312498,312498,72638,-139015,-451513,2495870,-14501308.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.01,1630526191,-0.0005999999,0.0097,0.0119,0.0097,2460396,0,GBT TECHNOLOGIES INC,PREPRE,us_market,-5.6603765,0.0097 - 0.0119,0.0106,finmb_62699654,Other OTC,GBT Technologies Inc.,USD,3050068,7054328,0.0010000002,0.111111134,0.009 - 0.1,-0.09,-0.90000004,1564963200,0.009,0.1,1589540340,1589540340,1589540340,-0.25213677,0.022492753,-0.012492754,-0.55541235,-82.783,-3.889,0.0133714285,-0.0033714287,5023470,-0.002571355,15,America/New_York,EDT,-14400000,False,False,2.77,,,0.1,0.009,0.0134,0.0225,3.05M,7.05M,502.35M,,397.08M,24.58%,0.00%,,,,,,,,,,,0.00%,"Aug 04, 2019",,1:100,"Aug 04, 2019","Dec 30, 2020","Mar 30, 2021",0.00%,"-1,463.38%",-33.48%,,180k,0.00,0.00%,180k,-2.6M,-14.3M,-82.7830,,1.48M,0,13.9M,,0.12,-3.89,-1.08M,-4.04M,Value,90404,Technology,3,"GBT Technologies Inc. develops Internet of Things (IoT) and artificial intelligence (AI) enabled networking and tracking technologies. Its technologies include wireless mesh network technology platform and fixed solutions. The company also develops intelligent human body vitals devices, asset-tracking IoT, and wireless mesh networks. The company was formerly known as Gopher Protocol Inc. and changed its name to GBT Technologies Inc. in August 2019. GBT Technologies Inc. was incorporated in 2009 and is headquartered in Santa Monica, California.",Santa Monica,888 685 7336,CA,1609372800,United States,http://gbtti.com,86400,2450 Colorado Avenue,Information Technology Services,Suite 100E
t-3,GTCH,-25025048.0,502347008,,,-1327010,,0,452790,0,0,-407790,,-1664256,,,,0,0,0,0,0,1001711.0,-1327010,-325299,249482898.0,27488013.0,-25025048.0,9819761.0,2462965.0,5914.0,,-266260654.0,-8253206.0,,315945.0,17338013.0,4777764.0,-7610147.0,2387442.0,1484048.0,587449.0,10150000.0,2740488.0,75523.0,0,312498,312498,72638,-139015,-451513,2495870,-14950571.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.01,1630526191,-0.0005999999,0.0097,0.0119,0.0097,2460396,0,GBT TECHNOLOGIES INC,PREPRE,us_market,-5.6603765,0.0097 - 0.0119,0.0106,finmb_62699654,Other OTC,GBT Technologies Inc.,USD,3050068,7054328,0.0010000002,0.111111134,0.009 - 0.1,-0.09,-0.90000004,1564963200,0.009,0.1,1589540340,1589540340,1589540340,-0.25213677,0.022492753,-0.012492754,-0.55541235,-82.783,-3.889,0.0133714285,-0.0033714287,5023470,-0.002571355,15,America/New_York,EDT,-14400000,False,False,2.77,,,0.1,0.009,0.0134,0.0225,3.05M,7.05M,502.35M,,397.08M,24.58%,0.00%,,,,,,,,,,,0.00%,"Aug 04, 2019",,1:100,"Aug 04, 2019","Dec 30, 2020","Mar 30, 2021",0.00%,"-1,463.38%",-33.48%,,180k,0.00,0.00%,180k,-2.6M,-14.3M,-82.7830,,1.48M,0,13.9M,,0.12,-3.89,-1.08M,-4.04M,Value,90404,Technology,3,"GBT Technologies Inc. develops Internet of Things (IoT) and artificial intelligence (AI) enabled networking and tracking technologies. Its technologies include wireless mesh network technology platform and fixed solutions. The company also develops intelligent human body vitals devices, asset-tracking IoT, and wireless mesh networks. The company was formerly known as Gopher Protocol Inc. and changed its name to GBT Technologies Inc. in August 2019. GBT Technologies Inc. was incorporated in 2009 and is headquartered in Santa Monica, California.",Santa Monica,888 685 7336,CA,1609372800,United States,http://gbtti.com,86400,2450 Colorado Avenue,Information Technology Services,Suite 100E
