Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,accountsPayable,shortLongTermDebt,longTermDebt,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToNetincome,issuanceOfStock,totalCashflowsFromInvestingActivities,capitalExpenditures,otherCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,currency,esgPopulated,tradeable,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,shortName,exchange,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,EVTI,-4875431.0,1101069952,,,-6062850,,-6062850,1322644,-1098,-1323742,-1323742,,-710892,,,,0,-1098,1322644,0,-4739108,,-6062850,-6062850,35270154.0,4952459.0,-4875431.0,3245974.0,82028.0,672891.0,-40801476.0,249574.0,-17000.0,22447.0,4702885.0,-17000.0,44385.0,37643.0,15196.0,856320.0,,,133968.0,561036.0,561036.0,59477.0,8784.0,-552252.0,7480.0,4656826.0,,,,,-4665242.0,en-US,US,EQUITY,False,Delayed Quote,0.0,1.0E-4 - 1.0E-4,0.0001,0.0,0.0,0,0,finmb_128219646,Other OTC,"Eventure Interactive, Inc.",USD,78972662,28744862,9e-05,9.0,1.0E-5 - 0.0026,-0.0025,-0.96153843,1e-05,0.0026,USD,False,False,us_market,0.0001,1630349904,0.0,0.0001,0.0001,0.0001,5000000,REGULAR,EVENTURE INTERACTIVE INC,PNK,-0.075,0,-0.007,0.0008861111,-0.0007861111,-0.8871473,0.0003370423,-0.00023704229,-0.7033013,36702,-0.014285713,15,America/New_York,EDT,-14400000,4,189.51,,,0.0026,0.0,0.0009,0.0003,78.97M,28.74M,1.1B,,,0.00%,0.73%,,,,,,,,,,,,,,,,"Dec 30, 2014","Sep 29, 2015",0.00%,"1,263,125.49%","-1,133.66%",,-750,-0.00,,,-9.45M,-13.64M,-0.0750,,37.64k,0,544.49k,,0.01,-0.01,-2.64M,3.65M,Value,92626,Technology,13,"Eventure Interactive, Inc. engages in the social media business in the United States. It develops social applications, as well as operates a mobile-to-Web technology platform that enables the users to create, capture, and organize memories and data. The company provides mobile applications for android and iOS based smartphones and mobile devices. It also operates eventure.com, which provides Eventure service that enables customers to find, plan, invite, navigate, capture, organize, and share events into a single application. The company was formerly known as Live Event Media, Inc. and changed its name to Eventure Interactive, Inc. in February 2013. Eventure Interactive, Inc. was founded in 2010 and is headquartered in Costa Mesa, California.",Costa Mesa,855-986-5669,CA,1419984000,United States,http://www.eventure.com,86400,3420 Bristol Street,949-209-1920,Internet Information Providers,6th Floor
t-1,EVTI,-3246582.0,1101069952,,,-2653711,,-2653711,2028194,348,-2027846,-2027846,,-224745,,,,0,348,2028194,0,-625865,,-2653711,-2653711,31441424.0,3326305.0,-3246582.0,1520959.0,80723.0,67620.0,-34738626.0,231863.0,-17000.0,13663.0,3089622.0,-17000.0,51864.0,28859.0,15196.0,761861.0,286588.0,4820.0,19557.0,649757.0,782757.0,-238017.0,12151.0,-770606.0,7478.0,1875027.0,133000.0,,,,-3060763.0,en-US,US,EQUITY,False,Delayed Quote,0.0,1.0E-4 - 1.0E-4,0.0001,0.0,0.0,0,0,finmb_128219646,Other OTC,"Eventure Interactive, Inc.",USD,78972662,28744862,9e-05,9.0,1.0E-5 - 0.0026,-0.0025,-0.96153843,1e-05,0.0026,USD,False,False,us_market,0.0001,1630349904,0.0,0.0001,0.0001,0.0001,5000000,REGULAR,EVENTURE INTERACTIVE INC,PNK,-0.075,0,-0.007,0.0008861111,-0.0007861111,-0.8871473,0.0003370423,-0.00023704229,-0.7033013,36702,-0.014285713,15,America/New_York,EDT,-14400000,4,189.51,,,0.0026,0.0,0.0009,0.0003,78.97M,28.74M,1.1B,,,0.00%,0.73%,,,,,,,,,,,,,,,,"Dec 30, 2014","Sep 29, 2015",0.00%,"1,263,125.49%","-1,133.66%",,-750,-0.00,,,-9.45M,-13.64M,-0.0750,,37.64k,0,544.49k,,0.01,-0.01,-2.64M,3.65M,Value,92626,Technology,13,"Eventure Interactive, Inc. engages in the social media business in the United States. It develops social applications, as well as operates a mobile-to-Web technology platform that enables the users to create, capture, and organize memories and data. The company provides mobile applications for android and iOS based smartphones and mobile devices. It also operates eventure.com, which provides Eventure service that enables customers to find, plan, invite, navigate, capture, organize, and share events into a single application. The company was formerly known as Live Event Media, Inc. and changed its name to Eventure Interactive, Inc. in February 2013. Eventure Interactive, Inc. was founded in 2010 and is headquartered in Costa Mesa, California.",Costa Mesa,855-986-5669,CA,1419984000,United States,http://www.eventure.com,86400,3420 Bristol Street,949-209-1920,Internet Information Providers,6th Floor
t-2,EVTI,-2353685.0,1101069952,,,-4349990,,-4349990,4175147,0,-4175147,-4175147,,-155046,,,,0,0,4175147,0,-174843,,-4349990,-4349990,29794904.0,2429735.0,-2353685.0,700166.0,76050.0,61326.0,-32084915.0,176459.0,-125000.0,1512.0,2251422.0,-125000.0,59342.0,16708.0,15196.0,742304.0,150901.0,1854.0,341981.0,371437.0,546437.0,277052.0,-1445.0,-534157.0,7165.0,3042012.0,175000.0,-13725.0,-13725.0,,-2234714.0,en-US,US,EQUITY,False,Delayed Quote,0.0,1.0E-4 - 1.0E-4,0.0001,0.0,0.0,0,0,finmb_128219646,Other OTC,"Eventure Interactive, Inc.",USD,78972662,28744862,9e-05,9.0,1.0E-5 - 0.0026,-0.0025,-0.96153843,1e-05,0.0026,USD,False,False,us_market,0.0001,1630349904,0.0,0.0001,0.0001,0.0001,5000000,REGULAR,EVENTURE INTERACTIVE INC,PNK,-0.075,0,-0.007,0.0008861111,-0.0007861111,-0.8871473,0.0003370423,-0.00023704229,-0.7033013,36702,-0.014285713,15,America/New_York,EDT,-14400000,4,189.51,,,0.0026,0.0,0.0009,0.0003,78.97M,28.74M,1.1B,,,0.00%,0.73%,,,,,,,,,,,,,,,,"Dec 30, 2014","Sep 29, 2015",0.00%,"1,263,125.49%","-1,133.66%",,-750,-0.00,,,-9.45M,-13.64M,-0.0750,,37.64k,0,544.49k,,0.01,-0.01,-2.64M,3.65M,Value,92626,Technology,13,"Eventure Interactive, Inc. engages in the social media business in the United States. It develops social applications, as well as operates a mobile-to-Web technology platform that enables the users to create, capture, and organize memories and data. The company provides mobile applications for android and iOS based smartphones and mobile devices. It also operates eventure.com, which provides Eventure service that enables customers to find, plan, invite, navigate, capture, organize, and share events into a single application. The company was formerly known as Live Event Media, Inc. and changed its name to Eventure Interactive, Inc. in February 2013. Eventure Interactive, Inc. was founded in 2010 and is headquartered in Costa Mesa, California.",Costa Mesa,855-986-5669,CA,1419984000,United States,http://www.eventure.com,86400,3420 Bristol Street,949-209-1920,Internet Information Providers,6th Floor
t-3,EVTI,-2467314.0,1101069952,,,-573726,,-573726,1946706,0,-1946706,-1946706,,-8111,,,,0,0,1946706,0,1372980,,-573726,-573726,25242130.0,2538249.0,-2467314.0,177149.0,70935.0,25481.0,-27734925.0,328044.0,,2957.0,2210205.0,,52782.0,18153.0,15196.0,400323.0,,,46041.0,480250.0,780250.0,507103.0,-4540.0,-787735.0,6139.0,-779684.0,300000.0,2945.0,-13725.0,-10196.0,-2192052.0,en-US,US,EQUITY,False,Delayed Quote,0.0,1.0E-4 - 1.0E-4,0.0001,0.0,0.0,0,0,finmb_128219646,Other OTC,"Eventure Interactive, Inc.",USD,78972662,28744862,9e-05,9.0,1.0E-5 - 0.0026,-0.0025,-0.96153843,1e-05,0.0026,USD,False,False,us_market,0.0001,1630349904,0.0,0.0001,0.0001,0.0001,5000000,REGULAR,EVENTURE INTERACTIVE INC,PNK,-0.075,0,-0.007,0.0008861111,-0.0007861111,-0.8871473,0.0003370423,-0.00023704229,-0.7033013,36702,-0.014285713,15,America/New_York,EDT,-14400000,4,189.51,,,0.0026,0.0,0.0009,0.0003,78.97M,28.74M,1.1B,,,0.00%,0.73%,,,,,,,,,,,,,,,,"Dec 30, 2014","Sep 29, 2015",0.00%,"1,263,125.49%","-1,133.66%",,-750,-0.00,,,-9.45M,-13.64M,-0.0750,,37.64k,0,544.49k,,0.01,-0.01,-2.64M,3.65M,Value,92626,Technology,13,"Eventure Interactive, Inc. engages in the social media business in the United States. It develops social applications, as well as operates a mobile-to-Web technology platform that enables the users to create, capture, and organize memories and data. The company provides mobile applications for android and iOS based smartphones and mobile devices. It also operates eventure.com, which provides Eventure service that enables customers to find, plan, invite, navigate, capture, organize, and share events into a single application. The company was formerly known as Live Event Media, Inc. and changed its name to Eventure Interactive, Inc. in February 2013. Eventure Interactive, Inc. was founded in 2010 and is headquartered in Costa Mesa, California.",Costa Mesa,855-986-5669,CA,1419984000,United States,http://www.eventure.com,86400,3420 Bristol Street,949-209-1920,Internet Information Providers,6th Floor
