Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,shortLongTermDebt,changeToLiabilities,totalCashflowsFromInvestingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,netBorrowings,totalCashFromFinancingActivities,issuanceOfStock,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,dividendDate,regularMarketChangePercent,regularMarketDayRange,ask,bid,regularMarketPreviousClose,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingPE,currency,marketState,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,market,priceHint,exchangeDataDelayedBy,twoHundredDayAverageChangePercent,shortName,exchange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Dec 14, 2010) 4","Short Ratio (Dec 14, 2010) 4","Short % of Float (Dec 14, 2010) 4","Short % of Shares Outstanding (Dec 14, 2010) 4",Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry
t0,DPSI,1203000.0,13881700,,,91000,,170000,3384000,3496000,112000,112000,,-21000,,,,-79000,15169000,15057000,11673000,-21000,,170000,170000,4112000.0,38305000.0,21381000.0,13443000.0,1727000.0,6537000.0,34824000.0,14000.0,2111306.0,-24876000.0,3248000.0,8128000.0,3740000.0,2967000.0,17780000.0,1991000.0,1199000.0,17645000.0,11235000.0,150000.0,1136000.0,8122000.0,,1243000.0,-82000.0,252000.0,1151000.0,1233000.0,355000.0,-131000.0,-644000.0,-20000.0,-82000.0,,,,,-135000.0,en-US,US,EQUITY,False,Delayed Quote,1475625600,0.0,2.0 - 2.0,0.0,0.0,2.0,0,0,finmb_58805565,Other OTC,"Decisionpoint Systems, Inc.",USD,1713,2152,0.78,0.6393442,1.22 - 7.0,-5.0,-0.71428573,1.22,7.0,1621281600,1621281600,1621281600,10.526316,USD,REGULAR,2.0,1629915154,0.0,1.66,2.0,2.0,2,us_market,4,0,-0.14452676,DECISIONPOINT SYSSTEMS INC NEW,PNK,0.19,0.953,1.9741666,0.025833368,0.013085708,2.3378873,-0.3378873,27763400,2.098636,15,America/New_York,EDT,-14400000,False,False,1.85,,,7.0,1.22,1.9742,2.3379,1.71k,2.15k,13.88M,,11.91M,22.98%,0.22%,83,18.23,,0.15%,,,,,,,0.00%,"Oct 04, 2016",,1:500,"Oct 04, 2016","Dec 30, 2020","Jun 29, 2021",3.82%,2.38%,2.71%,18.98%,60.66M,4.43,-3.10%,14.82M,2.67M,2.32M,0.1900,-83.30%,2.97M,0.21,622k,4.63,0.99,0.95,5.4M,5.43M,Value,92618,Technology,"DecisionPoint Systems, Inc. operates as an enterprise mobility systems integrator in the United States. It sells and installs mobile computing and wireless systems, such as mobile computers, mobile application software, and related data capture equipment. The company deploys mobile applications for retail stores, warehousing and distribution, manufacturing, transportation and logistics, and field mobility industries. It also provides enterprise mobile software systems, which include APEXWare Field Service solution; APEXWare Merchandising, Sales and Delivery solution; APEXWare Warehouse Management System; DecisionPoint custom development solution; and ContentSentral, which manages and distributes corporate content, as well as resells specialized applications. In addition, the company offers professional services comprising business consulting for understanding the implementation of mobile computing for a business process; technical consulting for determining the technology to be used and implemented; and technical development services consisting of software programming and configuration of the mobile computing, and application solutions, as well as interface software for customer's existing back-office systems. Further, it provides supply chain services, such as Pre-Contract, Pre Go-Live, and Post Go-Live solutions; and deployment and support services consisting of implementation and rollout services. Additionally, the company offers enterprise wireless and mobile computing hardware, such as handheld and vehicle-mounted, and ruggedized mobile computers; wireless LAN infrastructure; GPS receivers; two-way radios; handheld bar code scanners; laptops and tablet computers for rugged environments; consumer Smartphone and tablet computers; and bar code consumables. It serves retail, utility, transportation and logistics, manufacturing, wholesale, distribution, and other commercial customers. The company is headquartered in Irvine, California.",Irvine,949 465 0065,CA,1577750400,United States,http://www.decisionpt.com,86400,8697 Research Drive,949 215 9642,Software—Application
t-1,DPSI,718000.0,13881700,,,1511000,,1333000,3509000,3838000,329000,329000,,-29000,,,,178000,16072000,15743000,12234000,1182000,,1333000,1333000,4386000.0,38264000.0,20307000.0,13232000.0,1911000.0,5022000.0,33539000.0,14000.0,2262747.0,-25046000.0,3888000.0,8128000.0,3863000.0,1816000.0,15998000.0,1930000.0,1261000.0,15901000.0,10591000.0,150000.0,1005000.0,8156000.0,,-4441000.0,-243000.0,-602000.0,-189000.0,1258000.0,360000.0,-121000.0,5847000.0,-1135000.0,-73000.0,-1206000.0,-1204000.0,2000.0,,-97000.0,en-US,US,EQUITY,False,Delayed Quote,1475625600,0.0,2.0 - 2.0,0.0,0.0,2.0,0,0,finmb_58805565,Other OTC,"Decisionpoint Systems, Inc.",USD,1713,2152,0.78,0.6393442,1.22 - 7.0,-5.0,-0.71428573,1.22,7.0,1621281600,1621281600,1621281600,10.526316,USD,REGULAR,2.0,1629915154,0.0,1.66,2.0,2.0,2,us_market,4,0,-0.14452676,DECISIONPOINT SYSSTEMS INC NEW,PNK,0.19,0.953,1.9741666,0.025833368,0.013085708,2.3378873,-0.3378873,27763400,2.098636,15,America/New_York,EDT,-14400000,False,False,1.85,,,7.0,1.22,1.9742,2.3379,1.71k,2.15k,13.88M,,11.91M,22.98%,0.22%,83,18.23,,0.15%,,,,,,,0.00%,"Oct 04, 2016",,1:500,"Oct 04, 2016","Dec 30, 2020","Jun 29, 2021",3.82%,2.38%,2.71%,18.98%,60.66M,4.43,-3.10%,14.82M,2.67M,2.32M,0.1900,-83.30%,2.97M,0.21,622k,4.63,0.99,0.95,5.4M,5.43M,Value,92618,Technology,"DecisionPoint Systems, Inc. operates as an enterprise mobility systems integrator in the United States. It sells and installs mobile computing and wireless systems, such as mobile computers, mobile application software, and related data capture equipment. The company deploys mobile applications for retail stores, warehousing and distribution, manufacturing, transportation and logistics, and field mobility industries. It also provides enterprise mobile software systems, which include APEXWare Field Service solution; APEXWare Merchandising, Sales and Delivery solution; APEXWare Warehouse Management System; DecisionPoint custom development solution; and ContentSentral, which manages and distributes corporate content, as well as resells specialized applications. In addition, the company offers professional services comprising business consulting for understanding the implementation of mobile computing for a business process; technical consulting for determining the technology to be used and implemented; and technical development services consisting of software programming and configuration of the mobile computing, and application solutions, as well as interface software for customer's existing back-office systems. Further, it provides supply chain services, such as Pre-Contract, Pre Go-Live, and Post Go-Live solutions; and deployment and support services consisting of implementation and rollout services. Additionally, the company offers enterprise wireless and mobile computing hardware, such as handheld and vehicle-mounted, and ruggedized mobile computers; wireless LAN infrastructure; GPS receivers; two-way radios; handheld bar code scanners; laptops and tablet computers for rugged environments; consumer Smartphone and tablet computers; and bar code consumables. It serves retail, utility, transportation and logistics, manufacturing, wholesale, distribution, and other commercial customers. The company is headquartered in Irvine, California.",Irvine,949 465 0065,CA,1577750400,United States,http://www.decisionpt.com,86400,8697 Research Drive,949 215 9642,Software—Application
t-2,DPSI,-927000.0,13881700,,,844000,,600000,3557000,4487000,930000,930000,,-87000,,,,244000,18301000,17371000,13814000,-86000,,600000,600000,4663000.0,38229000.0,27491000.0,11864000.0,2097000.0,4886000.0,39355000.0,14000.0,1744000.0,-26379000.0,4013000.0,8128000.0,4092000.0,2005000.0,21777000.0,1973000.0,1334000.0,21138000.0,16438000.0,1361000.0,884000.0,12852000.0,,5722000.0,-3149000.0,-223000.0,-1678000.0,765000.0,327000.0,60000.0,-5716000.0,-69000.0,-38000.0,759000.0,706000.0,2000.0,-53000.0,-639000.0,en-US,US,EQUITY,False,Delayed Quote,1475625600,0.0,2.0 - 2.0,0.0,0.0,2.0,0,0,finmb_58805565,Other OTC,"Decisionpoint Systems, Inc.",USD,1713,2152,0.78,0.6393442,1.22 - 7.0,-5.0,-0.71428573,1.22,7.0,1621281600,1621281600,1621281600,10.526316,USD,REGULAR,2.0,1629915154,0.0,1.66,2.0,2.0,2,us_market,4,0,-0.14452676,DECISIONPOINT SYSSTEMS INC NEW,PNK,0.19,0.953,1.9741666,0.025833368,0.013085708,2.3378873,-0.3378873,27763400,2.098636,15,America/New_York,EDT,-14400000,False,False,1.85,,,7.0,1.22,1.9742,2.3379,1.71k,2.15k,13.88M,,11.91M,22.98%,0.22%,83,18.23,,0.15%,,,,,,,0.00%,"Oct 04, 2016",,1:500,"Oct 04, 2016","Dec 30, 2020","Jun 29, 2021",3.82%,2.38%,2.71%,18.98%,60.66M,4.43,-3.10%,14.82M,2.67M,2.32M,0.1900,-83.30%,2.97M,0.21,622k,4.63,0.99,0.95,5.4M,5.43M,Value,92618,Technology,"DecisionPoint Systems, Inc. operates as an enterprise mobility systems integrator in the United States. It sells and installs mobile computing and wireless systems, such as mobile computers, mobile application software, and related data capture equipment. The company deploys mobile applications for retail stores, warehousing and distribution, manufacturing, transportation and logistics, and field mobility industries. It also provides enterprise mobile software systems, which include APEXWare Field Service solution; APEXWare Merchandising, Sales and Delivery solution; APEXWare Warehouse Management System; DecisionPoint custom development solution; and ContentSentral, which manages and distributes corporate content, as well as resells specialized applications. In addition, the company offers professional services comprising business consulting for understanding the implementation of mobile computing for a business process; technical consulting for determining the technology to be used and implemented; and technical development services consisting of software programming and configuration of the mobile computing, and application solutions, as well as interface software for customer's existing back-office systems. Further, it provides supply chain services, such as Pre-Contract, Pre Go-Live, and Post Go-Live solutions; and deployment and support services consisting of implementation and rollout services. Additionally, the company offers enterprise wireless and mobile computing hardware, such as handheld and vehicle-mounted, and ruggedized mobile computers; wireless LAN infrastructure; GPS receivers; two-way radios; handheld bar code scanners; laptops and tablet computers for rugged environments; consumer Smartphone and tablet computers; and bar code consumables. It serves retail, utility, transportation and logistics, manufacturing, wholesale, distribution, and other commercial customers. The company is headquartered in Irvine, California.",Irvine,949 465 0065,CA,1577750400,United States,http://www.decisionpt.com,86400,8697 Research Drive,949 215 9642,Software—Application
t-3,DPSI,2370000.0,13881700,,,215000,,217000,2048000,2122000,74000,74000,,-61000,,,,-2000,11119000,11045000,8997000,141000,,217000,217000,1890000.0,38215000.0,17101000.0,11250000.0,1330000.0,3714000.0,28351000.0,14000.0,1964951.0,-26979000.0,2146000.0,6990000.0,3232000.0,3683000.0,14019000.0,1889000.0,656000.0,15583000.0,8824000.0,656000.0,940000.0,7004000.0,1157000.0,-2507000.0,-302000.0,300000.0,810000.0,2143000.0,186000.0,-608000.0,4471000.0,54000.0,-4000.0,-1031000.0,-1031000.0,2000.0,-53000.0,1564000.0,en-US,US,EQUITY,False,Delayed Quote,1475625600,0.0,2.0 - 2.0,0.0,0.0,2.0,0,0,finmb_58805565,Other OTC,"Decisionpoint Systems, Inc.",USD,1713,2152,0.78,0.6393442,1.22 - 7.0,-5.0,-0.71428573,1.22,7.0,1621281600,1621281600,1621281600,10.526316,USD,REGULAR,2.0,1629915154,0.0,1.66,2.0,2.0,2,us_market,4,0,-0.14452676,DECISIONPOINT SYSSTEMS INC NEW,PNK,0.19,0.953,1.9741666,0.025833368,0.013085708,2.3378873,-0.3378873,27763400,2.098636,15,America/New_York,EDT,-14400000,False,False,1.85,,,7.0,1.22,1.9742,2.3379,1.71k,2.15k,13.88M,,11.91M,22.98%,0.22%,83,18.23,,0.15%,,,,,,,0.00%,"Oct 04, 2016",,1:500,"Oct 04, 2016","Dec 30, 2020","Jun 29, 2021",3.82%,2.38%,2.71%,18.98%,60.66M,4.43,-3.10%,14.82M,2.67M,2.32M,0.1900,-83.30%,2.97M,0.21,622k,4.63,0.99,0.95,5.4M,5.43M,Value,92618,Technology,"DecisionPoint Systems, Inc. operates as an enterprise mobility systems integrator in the United States. It sells and installs mobile computing and wireless systems, such as mobile computers, mobile application software, and related data capture equipment. The company deploys mobile applications for retail stores, warehousing and distribution, manufacturing, transportation and logistics, and field mobility industries. It also provides enterprise mobile software systems, which include APEXWare Field Service solution; APEXWare Merchandising, Sales and Delivery solution; APEXWare Warehouse Management System; DecisionPoint custom development solution; and ContentSentral, which manages and distributes corporate content, as well as resells specialized applications. In addition, the company offers professional services comprising business consulting for understanding the implementation of mobile computing for a business process; technical consulting for determining the technology to be used and implemented; and technical development services consisting of software programming and configuration of the mobile computing, and application solutions, as well as interface software for customer's existing back-office systems. Further, it provides supply chain services, such as Pre-Contract, Pre Go-Live, and Post Go-Live solutions; and deployment and support services consisting of implementation and rollout services. Additionally, the company offers enterprise wireless and mobile computing hardware, such as handheld and vehicle-mounted, and ruggedized mobile computers; wireless LAN infrastructure; GPS receivers; two-way radios; handheld bar code scanners; laptops and tablet computers for rugged environments; consumer Smartphone and tablet computers; and bar code consumables. It serves retail, utility, transportation and logistics, manufacturing, wholesale, distribution, and other commercial customers. The company is headquartered in Irvine, California.",Irvine,949 465 0065,CA,1577750400,United States,http://www.decisionpt.com,86400,8697 Research Drive,949 215 9642,Software—Application
