Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,intangibleAssets,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,dividendsPaid,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,investments,otherCashflowsFromInvestingActivities,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,exchange,currency,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,marketState,market,shortName,exchangeDataDelayedBy,esgPopulated,tradeable,priceHint,regularMarketChangePercent,regularMarketDayRange,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (May 27, 2021) 4","Short Ratio (May 27, 2021) 4","Short % of Float (May 27, 2021) 4","Short % of Shares Outstanding (May 27, 2021) 4","Shares Short (prior month Apr 29, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,DHT,1113799000.0,171499008,,,11772000,20000,11611000,5555000,52223000,14673000,14673000,,-2603000,,,,160000,86983000,72310000,34760000,-2901000,,11612000,11611000,1295138000.0,616988000.0,1113799000.0,3404000.0,1730807000.0,1715000.0,559000.0,-185661000.0,3739000.0,2607000.0,86006000.0,53978000.0,38625000.0,20337000.0,2607000.0,1528625000.0,110660000.0,5516000.0,29787000.0,574624000.0,19272000.0,14884000.0,,-24214000.0,-141142000.0,124172000.0,115609000.0,73000.0,-14663000.0,10870000.0,31995000.0,-8563000.0,-7418000.0,273000.0,-1885000.0,-141142000.0,,,,72035000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,NYQ,USD,5.7001,1630504661,0.17009974,5.64,5.78,5.62,441484,5.53,5.71,5.72,9,13,finmb_24003065,NYSE,"DHT Holdings, Inc.",USD,1974073,1555566,1.1801,0.26108405,4.52 - 6.84,-1.1399002,-0.16665207,4.52,6.84,1629936000,1620145843,1636405200,1636750800,0.77,4.6154656,0.1392405,REGULAR,us_market,"DHT Holdings, Inc.",0,False,False,2,3.0759444,5.62 - 5.78,1.235,0.64,-0.19,-30.000526,6.494,5.6330557,0.06704426,0.011901935,5.981159,-0.28105927,-0.046990767,977561472,8.906406,0.87774867,15,America/New_York,EDT,-14400000,-0.26,,,6.84,4.52,5.63,5.98,1.97M,1.56M,171.5M,,143.47M,16.34%,56.31%,6.84M,2.48,5.62%,3.99%,4.64M,0.16,2.46%,0.77,13.92%,9.74,87.10%,"Aug 25, 2021","May 17, 2021",1:12,"Jul 16, 2012","Dec 30, 2020","Mar 30, 2021",36.34%,42.88%,8.62%,19.85%,566.11M,3.50,-59.00%,468.29M,355.91M,205.72M,1.24,-83.90%,53.98M,0.31,594.96M,53.42,2.87,6.49,410.08M,179.79M,Value,HM 11,Energy,18,"DHT Holdings, Inc., through its subsidiaries, owns and operates crude oil tankers primarily in Monaco, Singapore, Oslo, and Norway. As of March 17, 2021, it had a fleet of 28 very large crude carriers with a capacity of 8,660,835 deadweight tons. The company was founded in 2005 and is headquartered in Hamilton, Bermuda.",Hamilton,441 295 1422,1514678400,Bermuda,http://www.dhtankers.com,86400,Clarendon House,Oil & Gas Midstream,2 Church Street
t-1,DHT,1108469000.0,171499008,,,7821000,19000,7619000,4472000,55581000,19081000,19081000,,-3893000,,,,195000,90993000,71912000,35412000,-11260000,,7626000,7619000,1291505000.0,513049000.0,1108921000.0,26161000.0,1621989000.0,1708000.0,1039000.0,-188709000.0,3957000.0,4417000.0,17269000.0,68641000.0,47929000.0,12469000.0,4417000.0,1480756000.0,118279000.0,5233000.0,30060000.0,461163000.0,11854000.0,2811000.0,452000.0,4757000.0,-10561000.0,-43100000.0,-77258000.0,-2667000.0,-6466000.0,81353000.0,19272000.0,-34160000.0,1312000.0,31857000.0,5886000.0,-11395000.0,835000.0,-1000.0,2000.0,70350000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,NYQ,USD,5.7001,1630504661,0.17009974,5.64,5.78,5.62,441484,5.53,5.71,5.72,9,13,finmb_24003065,NYSE,"DHT Holdings, Inc.",USD,1974073,1555566,1.1801,0.26108405,4.52 - 6.84,-1.1399002,-0.16665207,4.52,6.84,1629936000,1620145843,1636405200,1636750800,0.77,4.6154656,0.1392405,REGULAR,us_market,"DHT Holdings, Inc.",0,False,False,2,3.0759444,5.62 - 5.78,1.235,0.64,-0.19,-30.000526,6.494,5.6330557,0.06704426,0.011901935,5.981159,-0.28105927,-0.046990767,977561472,8.906406,0.87774867,15,America/New_York,EDT,-14400000,-0.26,,,6.84,4.52,5.63,5.98,1.97M,1.56M,171.5M,,143.47M,16.34%,56.31%,6.84M,2.48,5.62%,3.99%,4.64M,0.16,2.46%,0.77,13.92%,9.74,87.10%,"Aug 25, 2021","May 17, 2021",1:12,"Jul 16, 2012","Dec 30, 2020","Mar 30, 2021",36.34%,42.88%,8.62%,19.85%,566.11M,3.50,-59.00%,468.29M,355.91M,205.72M,1.24,-83.90%,53.98M,0.31,594.96M,53.42,2.87,6.49,410.08M,179.79M,Value,HM 11,Energy,18,"DHT Holdings, Inc., through its subsidiaries, owns and operates crude oil tankers primarily in Monaco, Singapore, Oslo, and Norway. As of March 17, 2021, it had a fleet of 28 very large crude carriers with a capacity of 8,660,835 deadweight tons. The company was founded in 2005 and is headquartered in Hamilton, Bermuda.",Hamilton,441 295 1422,1514678400,Bermuda,http://www.dhtankers.com,86400,Clarendon House,Oil & Gas Midstream,2 Church Street
t-2,DHT,1134499000.0,171499008,,,50799000,12000,50669000,4084000,97009000,61808000,61808000,,-6252000,,,,127000,142196000,80388000,45187000,-11009000,,50672000,50669000,1291505000.0,551366000.0,1134499000.0,18302000.0,1685877000.0,1708000.0,1133000.0,-162027000.0,-1000.0,3313000.0,21306000.0,75107000.0,56702000.0,27400000.0,3313000.0,1503733000.0,155243000.0,5595000.0,61916000.0,491045000.0,13167000.0,10345000.0,,1741000.0,-3395000.0,-108510000.0,-190493000.0,1599000.0,-62610000.0,131278000.0,31117000.0,-81983000.0,6334000.0,35513000.0,2953000.0,-3395000.0,835000.0,-1000.0,2000.0,98541000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,NYQ,USD,5.7001,1630504661,0.17009974,5.64,5.78,5.62,441484,5.53,5.71,5.72,9,13,finmb_24003065,NYSE,"DHT Holdings, Inc.",USD,1974073,1555566,1.1801,0.26108405,4.52 - 6.84,-1.1399002,-0.16665207,4.52,6.84,1629936000,1620145843,1636405200,1636750800,0.77,4.6154656,0.1392405,REGULAR,us_market,"DHT Holdings, Inc.",0,False,False,2,3.0759444,5.62 - 5.78,1.235,0.64,-0.19,-30.000526,6.494,5.6330557,0.06704426,0.011901935,5.981159,-0.28105927,-0.046990767,977561472,8.906406,0.87774867,15,America/New_York,EDT,-14400000,-0.26,,,6.84,4.52,5.63,5.98,1.97M,1.56M,171.5M,,143.47M,16.34%,56.31%,6.84M,2.48,5.62%,3.99%,4.64M,0.16,2.46%,0.77,13.92%,9.74,87.10%,"Aug 25, 2021","May 17, 2021",1:12,"Jul 16, 2012","Dec 30, 2020","Mar 30, 2021",36.34%,42.88%,8.62%,19.85%,566.11M,3.50,-59.00%,468.29M,355.91M,205.72M,1.24,-83.90%,53.98M,0.31,594.96M,53.42,2.87,6.49,410.08M,179.79M,Value,HM 11,Energy,18,"DHT Holdings, Inc., through its subsidiaries, owns and operates crude oil tankers primarily in Monaco, Singapore, Oslo, and Norway. As of March 17, 2021, it had a fleet of 28 very large crude carriers with a capacity of 8,660,835 deadweight tons. The company was founded in 2005 and is headquartered in Hamilton, Bermuda.",Hamilton,441 295 1422,1514678400,Bermuda,http://www.dhtankers.com,86400,Clarendon House,Oil & Gas Midstream,2 Church Street
t-3,DHT,1044941000.0,171499008,,,135976000,9000,135819000,5039000,183001000,147188000,147188000,,-11466000,,,,152000,245942000,98754000,62941000,-11212000,,135824000,135819000,1171920000.0,779038000.0,1044941000.0,10381000.0,1823988000.0,1474000.0,1680000.0,-130712000.0,,2259000.0,18004000.0,137717000.0,108784000.0,81278000.0,2259000.0,1539534000.0,261268000.0,5182000.0,97429000.0,666629000.0,19501000.0,16510000.0,,8674000.0,-9682000.0,-63507000.0,-115011000.0,2076000.0,61885000.0,186578000.0,30774000.0,-51503000.0,16779000.0,-11396000.0,2019000.0,-9682000.0,835000.0,-1000.0,-1000.0,152484000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,NYQ,USD,5.7001,1630504661,0.17009974,5.64,5.78,5.62,441484,5.53,5.71,5.72,9,13,finmb_24003065,NYSE,"DHT Holdings, Inc.",USD,1974073,1555566,1.1801,0.26108405,4.52 - 6.84,-1.1399002,-0.16665207,4.52,6.84,1629936000,1620145843,1636405200,1636750800,0.77,4.6154656,0.1392405,REGULAR,us_market,"DHT Holdings, Inc.",0,False,False,2,3.0759444,5.62 - 5.78,1.235,0.64,-0.19,-30.000526,6.494,5.6330557,0.06704426,0.011901935,5.981159,-0.28105927,-0.046990767,977561472,8.906406,0.87774867,15,America/New_York,EDT,-14400000,-0.26,,,6.84,4.52,5.63,5.98,1.97M,1.56M,171.5M,,143.47M,16.34%,56.31%,6.84M,2.48,5.62%,3.99%,4.64M,0.16,2.46%,0.77,13.92%,9.74,87.10%,"Aug 25, 2021","May 17, 2021",1:12,"Jul 16, 2012","Dec 30, 2020","Mar 30, 2021",36.34%,42.88%,8.62%,19.85%,566.11M,3.50,-59.00%,468.29M,355.91M,205.72M,1.24,-83.90%,53.98M,0.31,594.96M,53.42,2.87,6.49,410.08M,179.79M,Value,HM 11,Energy,18,"DHT Holdings, Inc., through its subsidiaries, owns and operates crude oil tankers primarily in Monaco, Singapore, Oslo, and Norway. As of March 17, 2021, it had a fleet of 28 very large crude carriers with a capacity of 8,660,835 deadweight tons. The company was founded in 2005 and is headquartered in Hamilton, Bermuda.",Hamilton,441 295 1422,1514678400,Bermuda,http://www.dhtankers.com,86400,Clarendon House,Oil & Gas Midstream,2 Church Street
