Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,longTermDebt,accountsPayable,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToNetincome,totalCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,exchange,exchangeDataDelayedBy,marketState,twoHundredDayAverageChangePercent,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,market,priceHint,regularMarketChangePercent,regularMarketDayRange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,GRMC,-9155606.0,172260000,,,-690009,,-690009,238536,-212954,-498709,-498709,47217,-194150,,,,0,0,498709,212954,-191300,,-690009,-691926,11715072.0,9588289.0,-9155606.0,66412.0,703858.0,16792637.0,-37663315.0,262189.0,1931.0,9309333.0,4736992.0,626428.0,52430.0,25000.0,16767.0,1802568.0,-167703.0,90000.0,289000.0,567241.0,199000.0,-15895.0,-304895.0,1561.0,1121.0,,-9256903.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0385,0.0,0.0,0,0,finmb_3168212,Other OTC,Goldrich Mining Company,USD,72575,12200,0.013500001,0.61363643,0.022 - 0.097,-0.0615,-0.6340206,0.022,0.097,-0.015,-0.055,0.03894286,-0.0034428574,-0.088407926,0.047992755,-0.012492754,6115230,-0.6454546,15,America/New_York,EDT,-14400000,False,False,PNK,0,PREPRE,-0.260305,GOLDRICH MINING COMPANY,0.0355,1630518917,-0.0029999986,0.0366,0.03745,0.0355,45747,us_market,4,-7.792205,0.0355 - 0.03745,0.24,,,0.097,0.022,0.0389,0.048,72.58k,12.2k,172.26M,,117.33M,41.63%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",0.00%,0.00%,-105.92%,,,,,-370.97k,-1.2M,-2.18M,-0.0150,,1.93k,0,5.26M,,0.01,-0.05,-878.94k,-75.8k,Value,99223-4942,Basic Materials,2,"Goldrich Mining Company, an exploration stage company, acquires and explores for mineral properties in the Americas. The company primarily explores for gold and associated base, and precious metals. Its mineral properties include the Chandalar property consisting of 426.5 acres as twenty-one federal lode claims, one patented federal placer claim, and one patented federal mill site and 22,432 acres of unpatented State of Alaska mining claims. The company was formerly known as Little Squaw Gold Mining Company and changed its name to Goldrich Mining Company in May 2008. Goldrich Mining Company was incorporated in 1959 and is based in Spokane, Washington.",Spokane,509 535 7367,WA,1609372800,United States,http://www.goldrichmining.com,86400,2525 E. 29th Avenue,509 695 3289,Gold,Suite 10B-160
t-1,GRMC,-8664596.0,172260000,,,-535597,,-535597,197039,-9203,-237243,-237243,30761,-185625,,,,0,0,237243,9203,-298354,,-535597,-537514,12179406.0,9417635.0,-8664596.0,66412.0,1024214.0,16129304.0,-36973306.0,260630.0,17826.0,9127524.0,4629541.0,626431.0,372783.0,25000.0,29481.0,1970272.0,224735.0,27000.0,267000.0,30833.0,240000.0,-4047.0,-246047.0,1800.0,30760.0,-25000.0,-8754741.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0385,0.0,0.0,0,0,finmb_3168212,Other OTC,Goldrich Mining Company,USD,72575,12200,0.013500001,0.61363643,0.022 - 0.097,-0.0615,-0.6340206,0.022,0.097,-0.015,-0.055,0.03894286,-0.0034428574,-0.088407926,0.047992755,-0.012492754,6115230,-0.6454546,15,America/New_York,EDT,-14400000,False,False,PNK,0,PREPRE,-0.260305,GOLDRICH MINING COMPANY,0.0355,1630518917,-0.0029999986,0.0366,0.03745,0.0355,45747,us_market,4,-7.792205,0.0355 - 0.03745,0.24,,,0.097,0.022,0.0389,0.048,72.58k,12.2k,172.26M,,117.33M,41.63%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",0.00%,0.00%,-105.92%,,,,,-370.97k,-1.2M,-2.18M,-0.0150,,1.93k,0,5.26M,,0.01,-0.05,-878.94k,-75.8k,Value,99223-4942,Basic Materials,2,"Goldrich Mining Company, an exploration stage company, acquires and explores for mineral properties in the Americas. The company primarily explores for gold and associated base, and precious metals. Its mineral properties include the Chandalar property consisting of 426.5 acres as twenty-one federal lode claims, one patented federal placer claim, and one patented federal mill site and 22,432 acres of unpatented State of Alaska mining claims. The company was formerly known as Little Squaw Gold Mining Company and changed its name to Goldrich Mining Company in May 2008. Goldrich Mining Company was incorporated in 1959 and is based in Spokane, Washington.",Spokane,509 535 7367,WA,1609372800,United States,http://www.goldrichmining.com,86400,2525 E. 29th Avenue,509 695 3289,Gold,Suite 10B-160
t-2,GRMC,-8574787.0,172260000,,,-513436,,-513436,130541,-39842,-213079,-213079,42459,-242196,,,,0,0,213079,39842,-300357,,-513436,-515332,13905542.0,9092777.0,-8574787.0,30618.0,789165.0,13957380.0,-36437709.0,464859.0,21873.0,8577318.0,4580000.0,626670.0,162495.0,,50600.0,1781330.0,62238.0,174300.0,174300.0,203395.0,240000.0,10300.0,-164001.0,1797.0,32695.0,-25000.0,-8414823.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0385,0.0,0.0,0,0,finmb_3168212,Other OTC,Goldrich Mining Company,USD,72575,12200,0.013500001,0.61363643,0.022 - 0.097,-0.0615,-0.6340206,0.022,0.097,-0.015,-0.055,0.03894286,-0.0034428574,-0.088407926,0.047992755,-0.012492754,6115230,-0.6454546,15,America/New_York,EDT,-14400000,False,False,PNK,0,PREPRE,-0.260305,GOLDRICH MINING COMPANY,0.0355,1630518917,-0.0029999986,0.0366,0.03745,0.0355,45747,us_market,4,-7.792205,0.0355 - 0.03745,0.24,,,0.097,0.022,0.0389,0.048,72.58k,12.2k,172.26M,,117.33M,41.63%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",0.00%,0.00%,-105.92%,,,,,-370.97k,-1.2M,-2.18M,-0.0150,,1.93k,0,5.26M,,0.01,-0.05,-878.94k,-75.8k,Value,99223-4942,Basic Materials,2,"Goldrich Mining Company, an exploration stage company, acquires and explores for mineral properties in the Americas. The company primarily explores for gold and associated base, and precious metals. Its mineral properties include the Chandalar property consisting of 426.5 acres as twenty-one federal lode claims, one patented federal placer claim, and one patented federal mill site and 22,432 acres of unpatented State of Alaska mining claims. The company was formerly known as Little Squaw Gold Mining Company and changed its name to Goldrich Mining Company in May 2008. Goldrich Mining Company was incorporated in 1959 and is based in Spokane, Washington.",Spokane,509 535 7367,WA,1609372800,United States,http://www.goldrichmining.com,86400,2525 E. 29th Avenue,509 695 3289,Gold,Suite 10B-160
t-3,GRMC,-7630853.0,172260000,,,-471967,,-471967,130040,-74408,-237380,-237380,32695,-202588,,,,0,0,237380,74408,-234588,,-471967,-473863,,,-7630853.0,,,,,,,,,,,,,,62238.0,174300.0,174300.0,203395.0,240000.0,10300.0,-164001.0,1797.0,32695.0,-25000.0,,en-US,US,EQUITY,False,Delayed Quote,USD,0.0385,0.0,0.0,0,0,finmb_3168212,Other OTC,Goldrich Mining Company,USD,72575,12200,0.013500001,0.61363643,0.022 - 0.097,-0.0615,-0.6340206,0.022,0.097,-0.015,-0.055,0.03894286,-0.0034428574,-0.088407926,0.047992755,-0.012492754,6115230,-0.6454546,15,America/New_York,EDT,-14400000,False,False,PNK,0,PREPRE,-0.260305,GOLDRICH MINING COMPANY,0.0355,1630518917,-0.0029999986,0.0366,0.03745,0.0355,45747,us_market,4,-7.792205,0.0355 - 0.03745,0.24,,,0.097,0.022,0.0389,0.048,72.58k,12.2k,172.26M,,117.33M,41.63%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",0.00%,0.00%,-105.92%,,,,,-370.97k,-1.2M,-2.18M,-0.0150,,1.93k,0,5.26M,,0.01,-0.05,-878.94k,-75.8k,Value,99223-4942,Basic Materials,2,"Goldrich Mining Company, an exploration stage company, acquires and explores for mineral properties in the Americas. The company primarily explores for gold and associated base, and precious metals. Its mineral properties include the Chandalar property consisting of 426.5 acres as twenty-one federal lode claims, one patented federal placer claim, and one patented federal mill site and 22,432 acres of unpatented State of Alaska mining claims. The company was formerly known as Little Squaw Gold Mining Company and changed its name to Goldrich Mining Company in May 2008. Goldrich Mining Company was incorporated in 1959 and is based in Spokane, Washington.",Spokane,509 535 7367,WA,1609372800,United States,http://www.goldrichmining.com,86400,2525 E. 29th Avenue,509 695 3289,Gold,Suite 10B-160
