Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToNetincome,capitalExpenditures,dividendsPaid,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingPE,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,marketState,trailingAnnualDividendYield,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,exchange,priceHint,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry
t0,OSP2.DE,19741000,10523800,4242000,,2212000,,2032000,7551000,13574000,2039000,2039000,-258000,-31000,,,,180000,27180000,25141000,13606000,173000,,2032000,2032000,3488000,52792000,58541000,63621000,23930000,122162000,10524000,246000,313000,4652000,40392000,-8000,7277000,22748000,39029000,6977000,-8000,20599000,49579000,827000,668000,23641000,430000,4198000,3888000.0,-187000.0,-682000.0,-682000.0,4213000.0,220000.0,4863000.0,1149000.0,1000.0,-1828000.0,-378000.0,-198000.0,,10550000,en-US,US,EQUITY,False,Delayed Quote,-0.37174863,26.8 - 27.1,26.9,26.8,27.1,finmb_8179771,XETRA,USU Software AG,EUR,3795,1831,7.699999,0.4031413,19.1 - 32.0,-5.200001,-0.16250002,19.1,32.0,1616669940,1616669940,1616669940,0.4,47.433628,7200000,False,False,EUR,REGULAR,0.014869889,0.565,6.045,26.174286,0.62571335,0.023905652,26.672535,0.1274643,0.004778859,282037824,4.433416,15,Europe/Berlin,CEST,USU SOFTWARE AG,26.8,1630576128,-0.10000038,27.1,27.1,26.8,76,0,GER,2,de_market,1.31,,,32.0,19.1,26.17,26.67,3.79k,1.83k,10.52M,,4.38M,58.65%,16.46%,,,,,,0.4,1.56%,0.40,1.49%,1.90,70.93%,,"Jul 07, 2021",,,"Dec 31, 2020","Mar 31, 2021",5.49%,8.21%,4.81%,9.50%,108.3M,10.29,3.70%,56.51M,11.76M,5.95M,0.56,29.40%,23.42M,2.22,18.28M,28.74,1.27,6.05,14.01M,9.8M,Value,71696,Technology,732,"USU Software AG, together with its subsidiaries, provides information technology (IT) and knowledge management software solutions for knowledge-based service management in Germany and internationally. It operates in two segments, Product Business and Service Business. The Product Business segment offers infrastructure management services for the administration of IT assets, contracts, and software licenses; service/change management services for compliance with and formalization of IT service processes comprising procurement, support, and maintenance; and finance management services for the transparency, planning, budgeting, and charging of IT costs and services. This segment also provides process management services, such as monitoring, visualization, and controlling of various systems and processes required for IT operation; and knowledge management for the optimization of knowledge-intensive business processes. The Service Business segment offers consulting services for IT projects; individual application development services; and digital strategy consulting, service and UX design, web portals, apps, and intranets. USU Software AG also provides business-and IT-service management products; social media monitoring products; software license management products; business service monitoring products; knowledge and solution databases; mobile applications and portals; and big data analytics products. The company serves customers primarily in the fields of financial services, telecommunications, automotive industry, consumer goods, services, and retail and the public sector. USU Software AG was founded in 1977 and is based in M̦glingen, Germany. USU Software AG is a subsidiary of AUSUM GmbH.",M̦glingen,49 7141 4867 0,1609372800,Germany,http://www.usu.com,86400,Spitalhof,49 7141 4867 200,Information Technology Services
t-1,OSP2.DE,17734000,10523800,3864000,,2336000,,1527000,9197000,16610000,3995000,3995000,-446000,-31000,,,,809000,29465000,25470000,12855000,-1659000,,1527000,1527000,3644000,52792000,53696000,61770000,18023000,115466000,10524000,699000,-1719000,4695000,40392000,173000,8077000,18534000,34965000,6977000,173000,19744000,43543000,66000,233000,21842000,351000,4171000,2289000.0,-831000.0,-744000.0,-744000.0,3282000.0,-13000.0,4870000.0,2262000.0,1000.0,-2307000.0,669000.0,-801000.0,,8578000,en-US,US,EQUITY,False,Delayed Quote,-0.37174863,26.8 - 27.1,26.9,26.8,27.1,finmb_8179771,XETRA,USU Software AG,EUR,3795,1831,7.699999,0.4031413,19.1 - 32.0,-5.200001,-0.16250002,19.1,32.0,1616669940,1616669940,1616669940,0.4,47.433628,7200000,False,False,EUR,REGULAR,0.014869889,0.565,6.045,26.174286,0.62571335,0.023905652,26.672535,0.1274643,0.004778859,282037824,4.433416,15,Europe/Berlin,CEST,USU SOFTWARE AG,26.8,1630576128,-0.10000038,27.1,27.1,26.8,76,0,GER,2,de_market,1.31,,,32.0,19.1,26.17,26.67,3.79k,1.83k,10.52M,,4.38M,58.65%,16.46%,,,,,,0.4,1.56%,0.40,1.49%,1.90,70.93%,,"Jul 07, 2021",,,"Dec 31, 2020","Mar 31, 2021",5.49%,8.21%,4.81%,9.50%,108.3M,10.29,3.70%,56.51M,11.76M,5.95M,0.56,29.40%,23.42M,2.22,18.28M,28.74,1.27,6.05,14.01M,9.8M,Value,71696,Technology,732,"USU Software AG, together with its subsidiaries, provides information technology (IT) and knowledge management software solutions for knowledge-based service management in Germany and internationally. It operates in two segments, Product Business and Service Business. The Product Business segment offers infrastructure management services for the administration of IT assets, contracts, and software licenses; service/change management services for compliance with and formalization of IT service processes comprising procurement, support, and maintenance; and finance management services for the transparency, planning, budgeting, and charging of IT costs and services. This segment also provides process management services, such as monitoring, visualization, and controlling of various systems and processes required for IT operation; and knowledge management for the optimization of knowledge-intensive business processes. The Service Business segment offers consulting services for IT projects; individual application development services; and digital strategy consulting, service and UX design, web portals, apps, and intranets. USU Software AG also provides business-and IT-service management products; social media monitoring products; software license management products; business service monitoring products; knowledge and solution databases; mobile applications and portals; and big data analytics products. The company serves customers primarily in the fields of financial services, telecommunications, automotive industry, consumer goods, services, and retail and the public sector. USU Software AG was founded in 1977 and is based in M̦glingen, Germany. USU Software AG is a subsidiary of AUSUM GmbH.",M̦glingen,49 7141 4867 0,1609372800,Germany,http://www.usu.com,86400,Spitalhof,49 7141 4867 200,Information Technology Services
t-2,OSP2.DE,14378000,10523800,3746000,,1052000,,868000,8181000,13121000,1141000,1141000,53000,-99000,,,,184000,25766000,24625000,12645000,-89000,,868000,868000,5275000,52792000,53604000,60045000,17061000,113649000,10524000,837000,-3255000,6241000,40392000,-16000,9166000,15252000,33091000,8786000,-16000,19796000,38192000,828000,553000,19228000,535000,4590000,-1072000.0,-330000.0,-751000.0,-4960000.0,-3939000.0,-57000.0,1408000.0,1055000.0,1000.0,-454000.0,1011000.0,-327000.0,-4209000.0,5101000,en-US,US,EQUITY,False,Delayed Quote,-0.37174863,26.8 - 27.1,26.9,26.8,27.1,finmb_8179771,XETRA,USU Software AG,EUR,3795,1831,7.699999,0.4031413,19.1 - 32.0,-5.200001,-0.16250002,19.1,32.0,1616669940,1616669940,1616669940,0.4,47.433628,7200000,False,False,EUR,REGULAR,0.014869889,0.565,6.045,26.174286,0.62571335,0.023905652,26.672535,0.1274643,0.004778859,282037824,4.433416,15,Europe/Berlin,CEST,USU SOFTWARE AG,26.8,1630576128,-0.10000038,27.1,27.1,26.8,76,0,GER,2,de_market,1.31,,,32.0,19.1,26.17,26.67,3.79k,1.83k,10.52M,,4.38M,58.65%,16.46%,,,,,,0.4,1.56%,0.40,1.49%,1.90,70.93%,,"Jul 07, 2021",,,"Dec 31, 2020","Mar 31, 2021",5.49%,8.21%,4.81%,9.50%,108.3M,10.29,3.70%,56.51M,11.76M,5.95M,0.56,29.40%,23.42M,2.22,18.28M,28.74,1.27,6.05,14.01M,9.8M,Value,71696,Technology,732,"USU Software AG, together with its subsidiaries, provides information technology (IT) and knowledge management software solutions for knowledge-based service management in Germany and internationally. It operates in two segments, Product Business and Service Business. The Product Business segment offers infrastructure management services for the administration of IT assets, contracts, and software licenses; service/change management services for compliance with and formalization of IT service processes comprising procurement, support, and maintenance; and finance management services for the transparency, planning, budgeting, and charging of IT costs and services. This segment also provides process management services, such as monitoring, visualization, and controlling of various systems and processes required for IT operation; and knowledge management for the optimization of knowledge-intensive business processes. The Service Business segment offers consulting services for IT projects; individual application development services; and digital strategy consulting, service and UX design, web portals, apps, and intranets. USU Software AG also provides business-and IT-service management products; social media monitoring products; software license management products; business service monitoring products; knowledge and solution databases; mobile applications and portals; and big data analytics products. The company serves customers primarily in the fields of financial services, telecommunications, automotive industry, consumer goods, services, and retail and the public sector. USU Software AG was founded in 1977 and is based in M̦glingen, Germany. USU Software AG is a subsidiary of AUSUM GmbH.",M̦glingen,49 7141 4867 0,1609372800,Germany,http://www.usu.com,86400,Spitalhof,49 7141 4867 200,Information Technology Services
t-3,OSP2.DE,17557000,10523800,3833000,,1679000,,1519000,7814000,13249000,1719000,1719000,-117000,-40000,,,,160000,25886000,24167000,12637000,-40000,,1519000,1519000,5278000,52792000,46722000,63227000,19259000,109949000,10524000,428000,86000,6152000,40392000,-175000,9175000,19191000,33949000,8786000,-175000,12139000,42147000,818000,536000,19873000,470000,3940000,-1107000.0,-538000.0,-663000.0,-663000.0,1630000.0,-14000.0,2865000.0,1293000.0,1000.0,1112000.0,48000.0,-529000.0,-4209000.0,8198000,en-US,US,EQUITY,False,Delayed Quote,-0.37174863,26.8 - 27.1,26.9,26.8,27.1,finmb_8179771,XETRA,USU Software AG,EUR,3795,1831,7.699999,0.4031413,19.1 - 32.0,-5.200001,-0.16250002,19.1,32.0,1616669940,1616669940,1616669940,0.4,47.433628,7200000,False,False,EUR,REGULAR,0.014869889,0.565,6.045,26.174286,0.62571335,0.023905652,26.672535,0.1274643,0.004778859,282037824,4.433416,15,Europe/Berlin,CEST,USU SOFTWARE AG,26.8,1630576128,-0.10000038,27.1,27.1,26.8,76,0,GER,2,de_market,1.31,,,32.0,19.1,26.17,26.67,3.79k,1.83k,10.52M,,4.38M,58.65%,16.46%,,,,,,0.4,1.56%,0.40,1.49%,1.90,70.93%,,"Jul 07, 2021",,,"Dec 31, 2020","Mar 31, 2021",5.49%,8.21%,4.81%,9.50%,108.3M,10.29,3.70%,56.51M,11.76M,5.95M,0.56,29.40%,23.42M,2.22,18.28M,28.74,1.27,6.05,14.01M,9.8M,Value,71696,Technology,732,"USU Software AG, together with its subsidiaries, provides information technology (IT) and knowledge management software solutions for knowledge-based service management in Germany and internationally. It operates in two segments, Product Business and Service Business. The Product Business segment offers infrastructure management services for the administration of IT assets, contracts, and software licenses; service/change management services for compliance with and formalization of IT service processes comprising procurement, support, and maintenance; and finance management services for the transparency, planning, budgeting, and charging of IT costs and services. This segment also provides process management services, such as monitoring, visualization, and controlling of various systems and processes required for IT operation; and knowledge management for the optimization of knowledge-intensive business processes. The Service Business segment offers consulting services for IT projects; individual application development services; and digital strategy consulting, service and UX design, web portals, apps, and intranets. USU Software AG also provides business-and IT-service management products; social media monitoring products; software license management products; business service monitoring products; knowledge and solution databases; mobile applications and portals; and big data analytics products. The company serves customers primarily in the fields of financial services, telecommunications, automotive industry, consumer goods, services, and retail and the public sector. USU Software AG was founded in 1977 and is based in M̦glingen, Germany. USU Software AG is a subsidiary of AUSUM GmbH.",M̦glingen,49 7141 4867 0,1609372800,Germany,http://www.usu.com,86400,Spitalhof,49 7141 4867 200,Information Technology Services
