Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,inventory,accountsPayable,otherCurrentLiab,longTermDebt,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,otherCashflowsFromFinancingActivities,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,marketState,currency,exchange,shortName,market,priceHint,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,GALKF,13389658.0,73270496,,,-639963,,-639963,225140,-46148,-378689,-378689,35336,-148964,,,,0,0,378689,46148,-261274,,-639963,-639963,9985710.0,13389658.0,23375368.0,52933594.0,-49185763.0,599498.0,9641827.0,520110.0,487193.0,9386212.0,2398673.0,9641827.0,22001989.0,853269.0,316983.0,32940.0,390495.0,,,19284.0,-219916.0,-23802.0,-23802.0,91762.0,-124901.0,-1203.0,120020.0,74821.0,48145.0,260990.0,264981.0,-219916.0,,,-8532943.0,en-US,US,EQUITY,False,Delayed Quote,POST,USD,PNK,GALANTAS GOLD CORP,us_market,4,Other OTC,Galantas Gold Corporation,CAD,4192,4424,0.34135002,2.1515918,0.15865 - 0.778,-0.278,-0.35732648,0.15865,0.778,1587081600,1619613000,1619613000,1619613000,-0.069,0,0.288,0.5106183,-0.010618329,-0.020795042,0.44552281,0.054477185,0.122276984,39173500,1.7361112,15,America/New_York,EDT,-14400000,False,False,-1.5166488,0.5 - 0.5,0.5077,0.0,0.0,0,0,finmb_2796622,0.5,1630514428,-0.007700026,0.5,0.5,0.5,500,3.16,,,0.778,0.1586,0.5106,0.4455,4.19k,4.42k,73.27M,,44.89M,83.05%,11.19%,,,,,,,,,,,0.00%,"Apr 16, 2020",,1:10,"Apr 16, 2020","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-4.59%,-23.36%,,,,-127.87k,-1.5M,-3.19M,-0.0690,,487.19k,0.01,5.56M,41.54,0.09,0.29,-1.11M,-1.12M,Value,M5C 1P1,Basic Materials,21,"Galantas Gold Corporation acquires, explores for, and develops gold properties primarily in Omagh, Northern Ireland. The company owns and operates a producing open pit gold mine near Omagh. It also produces silver and lead. The company was formerly known as European Gold Resources Inc. and changed its name to Galantas Gold Corporation in May 2004. Galantas Gold Corporation was founded in 1996 and is based in Toronto, Canada.",Toronto,416 848 7744,ON,1609372800,Canada,http://www.galantas.com,86400,The Canadian Venture Building,416 848 0790,Gold,82 Richmond Street East
t-1,GALKF,14121915.0,73270496,,,-979040,,-979040,205960,-25135,-535413,-535413,154963,-557541,,,,0,0,535413,25135,-443627,,-979040,-979040,9596582.0,14121915.0,23718497.0,52933594.0,-48545800.0,598275.0,9734121.0,521430.0,612094.0,8998307.0,2186272.0,9734121.0,21908844.0,1288223.0,355919.0,81169.0,423630.0,42087.0,,-77265.0,299821.0,237778.0,225330.0,32833.0,-26339.0,6071.0,-557561.0,152072.0,-9016.0,-262239.0,585094.0,299821.0,-12448.0,,-7710084.0,en-US,US,EQUITY,False,Delayed Quote,POST,USD,PNK,GALANTAS GOLD CORP,us_market,4,Other OTC,Galantas Gold Corporation,CAD,4192,4424,0.34135002,2.1515918,0.15865 - 0.778,-0.278,-0.35732648,0.15865,0.778,1587081600,1619613000,1619613000,1619613000,-0.069,0,0.288,0.5106183,-0.010618329,-0.020795042,0.44552281,0.054477185,0.122276984,39173500,1.7361112,15,America/New_York,EDT,-14400000,False,False,-1.5166488,0.5 - 0.5,0.5077,0.0,0.0,0,0,finmb_2796622,0.5,1630514428,-0.007700026,0.5,0.5,0.5,500,3.16,,,0.778,0.1586,0.5106,0.4455,4.19k,4.42k,73.27M,,44.89M,83.05%,11.19%,,,,,,,,,,,0.00%,"Apr 16, 2020",,1:10,"Apr 16, 2020","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-4.59%,-23.36%,,,,-127.87k,-1.5M,-3.19M,-0.0690,,487.19k,0.01,5.56M,41.54,0.09,0.29,-1.11M,-1.12M,Value,M5C 1P1,Basic Materials,21,"Galantas Gold Corporation acquires, explores for, and develops gold properties primarily in Omagh, Northern Ireland. The company owns and operates a producing open pit gold mine near Omagh. It also produces silver and lead. The company was formerly known as European Gold Resources Inc. and changed its name to Galantas Gold Corporation in May 2004. Galantas Gold Corporation was founded in 1996 and is based in Toronto, Canada.",Toronto,416 848 7744,ON,1609372800,Canada,http://www.galantas.com,86400,The Canadian Venture Building,416 848 0790,Gold,82 Richmond Street East
t-2,GALKF,12707799.0,73270496,,,-776956,,-776956,198824,-35658,-370142,-370142,55447,-245550,,,,0,0,370142,35658,-406814,,-776956,-776956,10976429.0,12707799.0,23684228.0,50706384.0,-47566760.0,589295.0,9568175.0,515970.0,638433.0,8971983.0,487740.0,9568175.0,22132316.0,1035942.0,293409.0,71290.0,531515.0,,1415151.0,-295286.0,-129631.0,-16670.0,565804.0,165863.0,438480.0,4833.0,-2526.0,82930.0,426860.0,64341.0,329722.0,-129631.0,-54980.0,637454.0,-7936041.0,en-US,US,EQUITY,False,Delayed Quote,POST,USD,PNK,GALANTAS GOLD CORP,us_market,4,Other OTC,Galantas Gold Corporation,CAD,4192,4424,0.34135002,2.1515918,0.15865 - 0.778,-0.278,-0.35732648,0.15865,0.778,1587081600,1619613000,1619613000,1619613000,-0.069,0,0.288,0.5106183,-0.010618329,-0.020795042,0.44552281,0.054477185,0.122276984,39173500,1.7361112,15,America/New_York,EDT,-14400000,False,False,-1.5166488,0.5 - 0.5,0.5077,0.0,0.0,0,0,finmb_2796622,0.5,1630514428,-0.007700026,0.5,0.5,0.5,500,3.16,,,0.778,0.1586,0.5106,0.4455,4.19k,4.42k,73.27M,,44.89M,83.05%,11.19%,,,,,,,,,,,0.00%,"Apr 16, 2020",,1:10,"Apr 16, 2020","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-4.59%,-23.36%,,,,-127.87k,-1.5M,-3.19M,-0.0690,,487.19k,0.01,5.56M,41.54,0.09,0.29,-1.11M,-1.12M,Value,M5C 1P1,Basic Materials,21,"Galantas Gold Corporation acquires, explores for, and develops gold properties primarily in Omagh, Northern Ireland. The company owns and operates a producing open pit gold mine near Omagh. It also produces silver and lead. The company was formerly known as European Gold Resources Inc. and changed its name to Galantas Gold Corporation in May 2004. Galantas Gold Corporation was founded in 1996 and is based in Toronto, Canada.",Toronto,416 848 7744,ON,1609372800,Canada,http://www.galantas.com,86400,The Canadian Venture Building,416 848 0790,Gold,82 Richmond Street East
t-3,GALKF,12458872.0,73270496,,,-792141,,-792141,210397,-31239,-406662,-406662,80635,-284817,,,,0,0,406662,31239,-385479,,-792141,-792141,10739332.0,12458872.0,23198204.0,50123910.0,-46789804.0,574062.0,9124766.0,504960.0,199953.0,8771393.0,444035.0,9124766.0,21622257.0,1070987.0,349889.0,488128.0,845899.0,,1393877.0,23143.0,-35595.0,-16670.0,565804.0,76375.0,-736607.0,-26756.0,-674256.0,87107.0,-421192.0,-58000.0,410452.0,-35595.0,-54980.0,637454.0,-7700406.0,en-US,US,EQUITY,False,Delayed Quote,POST,USD,PNK,GALANTAS GOLD CORP,us_market,4,Other OTC,Galantas Gold Corporation,CAD,4192,4424,0.34135002,2.1515918,0.15865 - 0.778,-0.278,-0.35732648,0.15865,0.778,1587081600,1619613000,1619613000,1619613000,-0.069,0,0.288,0.5106183,-0.010618329,-0.020795042,0.44552281,0.054477185,0.122276984,39173500,1.7361112,15,America/New_York,EDT,-14400000,False,False,-1.5166488,0.5 - 0.5,0.5077,0.0,0.0,0,0,finmb_2796622,0.5,1630514428,-0.007700026,0.5,0.5,0.5,500,3.16,,,0.778,0.1586,0.5106,0.4455,4.19k,4.42k,73.27M,,44.89M,83.05%,11.19%,,,,,,,,,,,0.00%,"Apr 16, 2020",,1:10,"Apr 16, 2020","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-4.59%,-23.36%,,,,-127.87k,-1.5M,-3.19M,-0.0690,,487.19k,0.01,5.56M,41.54,0.09,0.29,-1.11M,-1.12M,Value,M5C 1P1,Basic Materials,21,"Galantas Gold Corporation acquires, explores for, and develops gold properties primarily in Omagh, Northern Ireland. The company owns and operates a producing open pit gold mine near Omagh. It also produces silver and lead. The company was formerly known as European Gold Resources Inc. and changed its name to Galantas Gold Corporation in May 2004. Galantas Gold Corporation was founded in 1996 and is based in Toronto, Canada.",Toronto,416 848 7744,ON,1609372800,Canada,http://www.galantas.com,86400,The Canadian Venture Building,416 848 0790,Gold,82 Richmond Street East
