Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermDebt,commonStock,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeInCash,totalCashFromOperatingActivities,otherCashflowsFromInvestingActivities,changeToNetincome,changeToOperatingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,exchange,currency,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,marketState,market,shortName,exchangeDataDelayedBy,esgPopulated,tradeable,priceHint,regularMarketChangePercent,regularMarketDayRange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,JTBK,-138001.0,615422016,,,-11279,,-11279,6548,0,-6548,-6548,,-614,,,,0,0,6548,0,-4731,,-11279,-11279,175000.0,149648.0,157004.0,36999.0,6570.0,194001.0,-1660.0,-800985.0,125434.0,688336.0,12647.0,3569.0,6570.0,688336.0,4445.0,1909.0,25000.0,,,0.0,-5000.0,10683.0,10683.0,-292.0,-5975.0,-5000.0,5305.0,,-4661.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.0138,1630525905,0.0025499994,0.014,0.014,0.0079,171655,0.01125,0.0,0.0,0,0,finmb_4449061,Other OTC,Jetblack Corp.,USD,766881,229028,0.0059,0.74683553,0.0079 - 0.07,-0.0562,-0.80285716,0.0079,0.07,PRE,us_market,JETBLACK CORP,0,False,False,4,22.66666,0.0079 - 0.014,-0.001,0.0,0.01,0.0038,0.38000003,0.023768116,-0.009968116,-0.41939026,8492824,15,America/New_York,EDT,-14400000,8.44,,,0.07,0.0079,0.01,0.0238,766.88k,229.03k,615.42M,,67.42M,,,,,,,,,,,,,0.00%,,,6:1,"Apr 04, 2010","Dec 30, 2018","Mar 30, 2019",0.00%,0.00%,,,,,,,,-311.17k,-0.0010,,3.57k,0,25k,67.57,0.29,0.00,-111.77k,,Value,97239,Healthcare,2,"Jetblack Corp., through its subsidiaries, operates in the cannabis industry. The company is in the process of transferring ownership and locations for a Tier 1 Marijuana Producers Licenses with OLCC. The company has finalized an agreement to begin the process of transferring ownership and locations of an Oregon Marijuana Processors License. It also applied for other licenses with OLCC, such as an Oregon Marijuana Wholesale License. Jetblack Corp. was founded in 2002 and is based in Portland, Oregon.",Portland,888-611-5825,OR,1546214400,United States,http://www.jetblackcorp.com,86400,4949 SW Macadam Avenue,Drug Manufacturers—Specialty & Generic,2nd Floor Suite 84
t-1,JTBK,-55293.0,615422016,,,-20534,,-20534,14892,0,-14892,-14892,,-40,,,,0,0,14892,0,-5642,,-20534,-20534,,,,294707.0,,,,,,,,,,,,,,,,0.0,-5000.0,10250.0,10250.0,-13024.0,-23273.0,-5000.0,-2737.0,,,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.0138,1630525905,0.0025499994,0.014,0.014,0.0079,171655,0.01125,0.0,0.0,0,0,finmb_4449061,Other OTC,Jetblack Corp.,USD,766881,229028,0.0059,0.74683553,0.0079 - 0.07,-0.0562,-0.80285716,0.0079,0.07,PRE,us_market,JETBLACK CORP,0,False,False,4,22.66666,0.0079 - 0.014,-0.001,0.0,0.01,0.0038,0.38000003,0.023768116,-0.009968116,-0.41939026,8492824,15,America/New_York,EDT,-14400000,8.44,,,0.07,0.0079,0.01,0.0238,766.88k,229.03k,615.42M,,67.42M,,,,,,,,,,,,,0.00%,,,6:1,"Apr 04, 2010","Dec 30, 2018","Mar 30, 2019",0.00%,0.00%,,,,,,,,-311.17k,-0.0010,,3.57k,0,25k,67.57,0.29,0.00,-111.77k,,Value,97239,Healthcare,2,"Jetblack Corp., through its subsidiaries, operates in the cannabis industry. The company is in the process of transferring ownership and locations for a Tier 1 Marijuana Producers Licenses with OLCC. The company has finalized an agreement to begin the process of transferring ownership and locations of an Oregon Marijuana Processors License. It also applied for other licenses with OLCC, such as an Oregon Marijuana Wholesale License. Jetblack Corp. was founded in 2002 and is based in Portland, Oregon.",Portland,888-611-5825,OR,1546214400,United States,http://www.jetblackcorp.com,86400,4949 SW Macadam Avenue,Drug Manufacturers—Specialty & Generic,2nd Floor Suite 84
t-2,JTBK,-35083.0,615422016,,,-7004,,-7004,6204,0,-6204,-6204,,-800,,,,0,0,6204,0,-800,,-7004,-7004,,128495.0,47457.0,-35083.0,,12374.0,,-230930.0,,,,12374.0,47457.0,,,12374.0,,67352.0,3585.0,-22161.0,-5000.0,40000.0,40000.0,11635.0,-28365.0,-5000.0,-2737.0,800.0,-35083.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.0138,1630525905,0.0025499994,0.014,0.014,0.0079,171655,0.01125,0.0,0.0,0,0,finmb_4449061,Other OTC,Jetblack Corp.,USD,766881,229028,0.0059,0.74683553,0.0079 - 0.07,-0.0562,-0.80285716,0.0079,0.07,PRE,us_market,JETBLACK CORP,0,False,False,4,22.66666,0.0079 - 0.014,-0.001,0.0,0.01,0.0038,0.38000003,0.023768116,-0.009968116,-0.41939026,8492824,15,America/New_York,EDT,-14400000,8.44,,,0.07,0.0079,0.01,0.0238,766.88k,229.03k,615.42M,,67.42M,,,,,,,,,,,,,0.00%,,,6:1,"Apr 04, 2010","Dec 30, 2018","Mar 30, 2019",0.00%,0.00%,,,,,,,,-311.17k,-0.0010,,3.57k,0,25k,67.57,0.29,0.00,-111.77k,,Value,97239,Healthcare,2,"Jetblack Corp., through its subsidiaries, operates in the cannabis industry. The company is in the process of transferring ownership and locations for a Tier 1 Marijuana Producers Licenses with OLCC. The company has finalized an agreement to begin the process of transferring ownership and locations of an Oregon Marijuana Processors License. It also applied for other licenses with OLCC, such as an Oregon Marijuana Wholesale License. Jetblack Corp. was founded in 2002 and is based in Portland, Oregon.",Portland,888-611-5825,OR,1546214400,United States,http://www.jetblackcorp.com,86400,4949 SW Macadam Avenue,Drug Manufacturers—Specialty & Generic,2nd Floor Suite 84
t-3,JTBK,-28079.0,615422016,,,-12769,,-12769,12769,0,-12769,-12769,,-800,,,,0,0,12769,0,0,,-12769,-12769,,128495.0,28818.0,-28079.0,,739.0,,-223926.0,,,,739.0,28818.0,,,739.0,,67352.0,25746.0,12724.0,-5000.0,40000.0,40000.0,-45.0,-45.0,-5000.0,-2737.0,800.0,-28079.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.0138,1630525905,0.0025499994,0.014,0.014,0.0079,171655,0.01125,0.0,0.0,0,0,finmb_4449061,Other OTC,Jetblack Corp.,USD,766881,229028,0.0059,0.74683553,0.0079 - 0.07,-0.0562,-0.80285716,0.0079,0.07,PRE,us_market,JETBLACK CORP,0,False,False,4,22.66666,0.0079 - 0.014,-0.001,0.0,0.01,0.0038,0.38000003,0.023768116,-0.009968116,-0.41939026,8492824,15,America/New_York,EDT,-14400000,8.44,,,0.07,0.0079,0.01,0.0238,766.88k,229.03k,615.42M,,67.42M,,,,,,,,,,,,,0.00%,,,6:1,"Apr 04, 2010","Dec 30, 2018","Mar 30, 2019",0.00%,0.00%,,,,,,,,-311.17k,-0.0010,,3.57k,0,25k,67.57,0.29,0.00,-111.77k,,Value,97239,Healthcare,2,"Jetblack Corp., through its subsidiaries, operates in the cannabis industry. The company is in the process of transferring ownership and locations for a Tier 1 Marijuana Producers Licenses with OLCC. The company has finalized an agreement to begin the process of transferring ownership and locations of an Oregon Marijuana Processors License. It also applied for other licenses with OLCC, such as an Oregon Marijuana Wholesale License. Jetblack Corp. was founded in 2002 and is based in Portland, Oregon.",Portland,888-611-5825,OR,1546214400,United States,http://www.jetblackcorp.com,86400,4949 SW Macadam Avenue,Drug Manufacturers—Specialty & Generic,2nd Floor Suite 84
