Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,longTermInvestments,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,changeToNetincome,capitalExpenditures,netBorrowings,depreciation,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,gmtOffSetMilliseconds,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,priceHint,shortName,longName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchange,market,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,exchangeDataDelayedBy,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,DSMTF,10147461.0,143711008,,,-818609,,-818609,342203,0,-675489,-675489,,-9650,,,,0,0,675489,0,-143120,,-818609,-818609,643940.0,10147461.0,28428.0,10791401.0,14084609.0,-5200757.0,1263609.0,4874320.0,643940.0,405310.0,1263609.0,5533648.0,5257753.0,62790.0,210202.0,,17678.0,-215806.0,4469457.0,-245969.0,4469457.0,3553182.0,-700469.0,346431.0,-215806.0,,,,4613813.0,en-US,US,EQUITY,False,Delayed Quote,USD,3.0927782,0.04 - 0.04,0.0388,finmb_379692343,Other OTC,CAD,221375,252816,0.011,0.37931034,0.029 - 0.25,-0.21000001,-0.84000003,0.029,0.25,1479254400,-14400000,0.0365,0.0034999996,0.0958904,0.13024637,-0.09024637,4,DEEP-SOUTH RESOURCES INC,Deep-South Resources Inc.,0.04,1630504758,0.001199998,0.04,0.04,0.04,6741,REGULAR,PNK,us_market,-0.69288975,5748440,15,America/New_York,EDT,False,False,0,2.51,,,0.25,0.029,0.0365,0.1302,221.38k,252.82k,143.71M,,113.02M,21.82%,0.68%,,,,,,,,,,,0.00%,"Nov 15, 2016",,,,"Aug 30, 2020","Feb 27, 2021",0.00%,0.00%,-10.94%,-27.83%,,,,,,-2.05M,,,4.87M,0.03,405.31k,3.99,8.16,,-1.69M,-1.32M,Value,V7Y 1G5,Basic Materials,"Deep-South Resources Inc., a development stage company, engages in the acquisition, exploration, and development of mineral properties. It primarily explores for copper deposits. The company holds a 100% interest in the Haib project located in the south of Namibia. The company was formerly known as Jet Gold Corp. and changed its name to Deep-South Resources Inc. in November 2016. Deep-South Resources Inc. was incorporated in 1987 and is headquartered in Vancouver, Canada.",Vancouver,819-340-0140,BC,1609372800,Canada,http://www.deepsouthresources.com,86400,700 West Georgia,Other Industrial Metals & Mining,Suite 888
t-1,DSMTF,6321856.0,143711008,,,-344950,,-344950,221107,0,-305525,-305525,,-9649,,,,0,0,305525,0,-39425,,-344950,-344950,613119.0,6321856.0,132156.0,6934975.0,9895209.0,-4382148.0,808795.0,1321139.0,613119.0,395084.0,808795.0,5317843.0,1617132.0,41266.0,85879.0,,-382848.0,-19973.0,2229117.0,-254667.0,2257556.0,1317652.0,-891492.0,90973.0,-19973.0,-28439.0,,,1004013.0,en-US,US,EQUITY,False,Delayed Quote,USD,3.0927782,0.04 - 0.04,0.0388,finmb_379692343,Other OTC,CAD,221375,252816,0.011,0.37931034,0.029 - 0.25,-0.21000001,-0.84000003,0.029,0.25,1479254400,-14400000,0.0365,0.0034999996,0.0958904,0.13024637,-0.09024637,4,DEEP-SOUTH RESOURCES INC,Deep-South Resources Inc.,0.04,1630504758,0.001199998,0.04,0.04,0.04,6741,REGULAR,PNK,us_market,-0.69288975,5748440,15,America/New_York,EDT,False,False,0,2.51,,,0.25,0.029,0.0365,0.1302,221.38k,252.82k,143.71M,,113.02M,21.82%,0.68%,,,,,,,,,,,0.00%,"Nov 15, 2016",,,,"Aug 30, 2020","Feb 27, 2021",0.00%,0.00%,-10.94%,-27.83%,,,,,,-2.05M,,,4.87M,0.03,405.31k,3.99,8.16,,-1.69M,-1.32M,Value,V7Y 1G5,Basic Materials,"Deep-South Resources Inc., a development stage company, engages in the acquisition, exploration, and development of mineral properties. It primarily explores for copper deposits. The company holds a 100% interest in the Haib project located in the south of Namibia. The company was formerly known as Jet Gold Corp. and changed its name to Deep-South Resources Inc. in November 2016. Deep-South Resources Inc. was incorporated in 1987 and is headquartered in Vancouver, Canada.",Vancouver,819-340-0140,BC,1609372800,Canada,http://www.deepsouthresources.com,86400,700 West Georgia,Other Industrial Metals & Mining,Suite 888
t-2,DSMTF,4324832.0,143711008,,,-776265,,-776265,-20980,0,-382081,-382081,,-37043,,,,0,0,382081,0,-394184,,-776265,-776265,1017850.0,4324832.0,244129.0,5342682.0,7692755.0,-4037198.0,669275.0,3486.0,1017850.0,385611.0,669275.0,5297870.0,44812.0,21326.0,359671.0,,38626.0,110470.0,-17336.0,23975.0,38259.0,-21480.0,-114614.0,477072.0,110470.0,2950.0,121978.0,-58545.0,-973038.0,en-US,US,EQUITY,False,Delayed Quote,USD,3.0927782,0.04 - 0.04,0.0388,finmb_379692343,Other OTC,CAD,221375,252816,0.011,0.37931034,0.029 - 0.25,-0.21000001,-0.84000003,0.029,0.25,1479254400,-14400000,0.0365,0.0034999996,0.0958904,0.13024637,-0.09024637,4,DEEP-SOUTH RESOURCES INC,Deep-South Resources Inc.,0.04,1630504758,0.001199998,0.04,0.04,0.04,6741,REGULAR,PNK,us_market,-0.69288975,5748440,15,America/New_York,EDT,False,False,0,2.51,,,0.25,0.029,0.0365,0.1302,221.38k,252.82k,143.71M,,113.02M,21.82%,0.68%,,,,,,,,,,,0.00%,"Nov 15, 2016",,,,"Aug 30, 2020","Feb 27, 2021",0.00%,0.00%,-10.94%,-27.83%,,,,,,-2.05M,,,4.87M,0.03,405.31k,3.99,8.16,,-1.69M,-1.32M,Value,V7Y 1G5,Basic Materials,"Deep-South Resources Inc., a development stage company, engages in the acquisition, exploration, and development of mineral properties. It primarily explores for copper deposits. The company holds a 100% interest in the Haib project located in the south of Namibia. The company was formerly known as Jet Gold Corp. and changed its name to Deep-South Resources Inc. in November 2016. Deep-South Resources Inc. was incorporated in 1987 and is headquartered in Vancouver, Canada.",Vancouver,819-340-0140,BC,1609372800,Canada,http://www.deepsouthresources.com,86400,700 West Georgia,Other Industrial Metals & Mining,Suite 888
t-3,DSMTF,4542132.0,143711008,,,-110543,,-110543,81237,0,-81237,-81237,,-9073,,,,0,0,81237,0,-29306,,-110543,-110543,1231610.0,4542132.0,529773.0,5773742.0,7214646.0,-3168587.0,496073.0,24966.0,1231610.0,364450.0,496073.0,5396914.0,61828.0,1862.0,310337.0,315000.0,102956.0,-82473.0,65969.0,15000.0,65969.0,-2937.0,13567.0,6156.0,-82473.0,2950.0,121978.0,-58545.0,-1169782.0,en-US,US,EQUITY,False,Delayed Quote,USD,3.0927782,0.04 - 0.04,0.0388,finmb_379692343,Other OTC,CAD,221375,252816,0.011,0.37931034,0.029 - 0.25,-0.21000001,-0.84000003,0.029,0.25,1479254400,-14400000,0.0365,0.0034999996,0.0958904,0.13024637,-0.09024637,4,DEEP-SOUTH RESOURCES INC,Deep-South Resources Inc.,0.04,1630504758,0.001199998,0.04,0.04,0.04,6741,REGULAR,PNK,us_market,-0.69288975,5748440,15,America/New_York,EDT,False,False,0,2.51,,,0.25,0.029,0.0365,0.1302,221.38k,252.82k,143.71M,,113.02M,21.82%,0.68%,,,,,,,,,,,0.00%,"Nov 15, 2016",,,,"Aug 30, 2020","Feb 27, 2021",0.00%,0.00%,-10.94%,-27.83%,,,,,,-2.05M,,,4.87M,0.03,405.31k,3.99,8.16,,-1.69M,-1.32M,Value,V7Y 1G5,Basic Materials,"Deep-South Resources Inc., a development stage company, engages in the acquisition, exploration, and development of mineral properties. It primarily explores for copper deposits. The company holds a 100% interest in the Haib project located in the south of Namibia. The company was formerly known as Jet Gold Corp. and changed its name to Deep-South Resources Inc. in November 2016. Deep-South Resources Inc. was incorporated in 1987 and is headquartered in Vancouver, Canada.",Vancouver,819-340-0140,BC,1609372800,Canada,http://www.deepsouthresources.com,86400,700 West Georgia,Other Industrial Metals & Mining,Suite 888
