Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,totalCurrentAssets,propertyPlantEquipment,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,otherCashflowsFromFinancingActivities,changeToNetincome,depreciation,WC,language,region,quoteType,triggerable,quoteSourceName,currency,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,marketState,shortName,market,exchangeDataDelayedBy,exchange,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,website,maxAge,address1,industry
t0,DRNG,-1755639.0,173750000,,,-636417,,-636417,147443,0,-147443,-147443,,-329232,,,,0,0,147443,0,-488974,,-636417,-636417,95894.0,683473.0,2174278.0,-1659745.0,1133086.0,515533.0,142950.0,-2486168.0,31514.0,2174278.0,419639.0,,0.0,-5672.0,284000.0,257000.0,-172763.0,-21911.0,-369858.0,-27000.0,206323.0,,-1754639.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.016,-0.012,0.0057319445,-0.0032819444,-0.57257086,0.0022387323,0.00021126773,0.09436936,928773,-0.20416667,15,America/New_York,EDT,-14400000,4,-18.333334,0.0022 - 0.0028,0.003,0.0,0.0,0,0,finmb_237533756,REGULAR,DRONE GUARDER INC,us_market,0,PNK,False,False,0.00245,1630504964,-0.00055,0.0022,0.0028,0.0022,32586814,Other OTC,"Drone Guarder, Inc.",USD,198336991,133392712,0.0022500001,11.250001,2.0E-4 - 0.0129,-0.01045,-0.8100775,0.0002,0.0129,4.46,,,0.0129,0.0002,0.0057,0.0022,198.34M,133.39M,173.75M,,116.25M,0.00%,10.00%,,,,,,,,,,,0.00%,,,20:1,"Sep 08, 2014","Jan 30, 2018","Oct 30, 2018",0.00%,0.00%,-183.56%,,,,,,-972.87k,-2.1M,-0.0160,,31.51k,0,914.04k,,0.19,-0.01,-838.44k,889.77k,Value,EC2A 4NE,Industrials,2,"Drone Guarder, Inc., an early stage security and surveillance company, focuses on commercializing a drone enhanced home security system as a turnkey solution in the United States, Canada, Europe, South Africa, and the Asia-Pacific region. The company's DroneGuarder app-based solution includes a drone, infrared camera, and Android mobile app component that takes off from a wireless charging pad once an alarm has been triggered, records video for a few seconds, processes it, and sends an alert if a threat is found, which the DroneGuarder app sends in the form of a text, image, or short recorded video if supported by the GSM network. It intends to sell its solution directly to the clients, including homes, business, or security resellers. The company was formerly known as Vopia, Inc. and changed its name to Drone Guarder, Inc. in March 2017. The company was founded in 2012 and is based in London, the United Kingdom. Drone Guarder, Inc. is a subsidiary of Gimwork Project LP.",London,44 41 5835 9463,1546214400,United Kingdom,http://www.droneguarder.com,86400,86-90 Paul Street,Security & Protection Services
t-1,DRNG,-1150106.0,173750000,,,-393264,,-393264,145343,0,-145343,-145343,,-245451,,,,0,0,145343,0,-247921,,-393264,-393264,90222.0,653603.0,1449904.0,-1059884.0,694997.0,391020.0,134100.0,-1847587.0,112044.0,1449904.0,300798.0,,0.0,-6099.0,250000.0,236000.0,-3013.0,-21911.0,-133282.0,-14000.0,-138945.0,,-1149106.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.016,-0.012,0.0057319445,-0.0032819444,-0.57257086,0.0022387323,0.00021126773,0.09436936,928773,-0.20416667,15,America/New_York,EDT,-14400000,4,-18.333334,0.0022 - 0.0028,0.003,0.0,0.0,0,0,finmb_237533756,REGULAR,DRONE GUARDER INC,us_market,0,PNK,False,False,0.00245,1630504964,-0.00055,0.0022,0.0028,0.0022,32586814,Other OTC,"Drone Guarder, Inc.",USD,198336991,133392712,0.0022500001,11.250001,2.0E-4 - 0.0129,-0.01045,-0.8100775,0.0002,0.0129,4.46,,,0.0129,0.0002,0.0057,0.0022,198.34M,133.39M,173.75M,,116.25M,0.00%,10.00%,,,,,,,,,,,0.00%,,,20:1,"Sep 08, 2014","Jan 30, 2018","Oct 30, 2018",0.00%,0.00%,-183.56%,,,,,,-972.87k,-2.1M,-0.0160,,31.51k,0,914.04k,,0.19,-0.01,-838.44k,889.77k,Value,EC2A 4NE,Industrials,2,"Drone Guarder, Inc., an early stage security and surveillance company, focuses on commercializing a drone enhanced home security system as a turnkey solution in the United States, Canada, Europe, South Africa, and the Asia-Pacific region. The company's DroneGuarder app-based solution includes a drone, infrared camera, and Android mobile app component that takes off from a wireless charging pad once an alarm has been triggered, records video for a few seconds, processes it, and sends an alert if a threat is found, which the DroneGuarder app sends in the form of a text, image, or short recorded video if supported by the GSM network. It intends to sell its solution directly to the clients, including homes, business, or security resellers. The company was formerly known as Vopia, Inc. and changed its name to Drone Guarder, Inc. in March 2017. The company was founded in 2012 and is based in London, the United Kingdom. Drone Guarder, Inc. is a subsidiary of Gimwork Project LP.",London,44 41 5835 9463,1546214400,United Kingdom,http://www.droneguarder.com,86400,86-90 Paul Street,Security & Protection Services
t-2,DRNG,-1274923.0,173750000,,,-482485,,-482485,227713,-164,-227887,-227887,,-217251,,,,0,0,227887,164,-254598,,-482485,-482485,84123.0,130123.0,1487102.0,-1190800.0,443067.0,296302.0,133400.0,-1454323.0,53425.0,1487102.0,212179.0,,0.0,-6000.0,330000.0,268400.0,-146971.0,33900.0,-228500.0,-61600.0,384049.0,10.0,-1274923.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.016,-0.012,0.0057319445,-0.0032819444,-0.57257086,0.0022387323,0.00021126773,0.09436936,928773,-0.20416667,15,America/New_York,EDT,-14400000,4,-18.333334,0.0022 - 0.0028,0.003,0.0,0.0,0,0,finmb_237533756,REGULAR,DRONE GUARDER INC,us_market,0,PNK,False,False,0.00245,1630504964,-0.00055,0.0022,0.0028,0.0022,32586814,Other OTC,"Drone Guarder, Inc.",USD,198336991,133392712,0.0022500001,11.250001,2.0E-4 - 0.0129,-0.01045,-0.8100775,0.0002,0.0129,4.46,,,0.0129,0.0002,0.0057,0.0022,198.34M,133.39M,173.75M,,116.25M,0.00%,10.00%,,,,,,,,,,,0.00%,,,20:1,"Sep 08, 2014","Jan 30, 2018","Oct 30, 2018",0.00%,0.00%,-183.56%,,,,,,-972.87k,-2.1M,-0.0160,,31.51k,0,914.04k,,0.19,-0.01,-838.44k,889.77k,Value,EC2A 4NE,Industrials,2,"Drone Guarder, Inc., an early stage security and surveillance company, focuses on commercializing a drone enhanced home security system as a turnkey solution in the United States, Canada, Europe, South Africa, and the Asia-Pacific region. The company's DroneGuarder app-based solution includes a drone, infrared camera, and Android mobile app component that takes off from a wireless charging pad once an alarm has been triggered, records video for a few seconds, processes it, and sends an alert if a threat is found, which the DroneGuarder app sends in the form of a text, image, or short recorded video if supported by the GSM network. It intends to sell its solution directly to the clients, including homes, business, or security resellers. The company was formerly known as Vopia, Inc. and changed its name to Drone Guarder, Inc. in March 2017. The company was founded in 2012 and is based in London, the United Kingdom. Drone Guarder, Inc. is a subsidiary of Gimwork Project LP.",London,44 41 5835 9463,1546214400,United Kingdom,http://www.droneguarder.com,86400,86-90 Paul Street,Security & Protection Services
t-3,DRNG,-786438.0,173750000,,,-583530,,-583530,452206,0,-452258,-452258,,-112184,,,,0,0,452258,0,-131272,,-583530,-583530,78123.0,130123.0,805973.0,-708315.0,85560.0,97658.0,133400.0,-971838.0,19525.0,805973.0,19525.0,10.0,0.0,8527.0,100.0,100.0,37133.0,-98262.0,-106889.0,-61600.0,337710.0,52.0,-786448.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.016,-0.012,0.0057319445,-0.0032819444,-0.57257086,0.0022387323,0.00021126773,0.09436936,928773,-0.20416667,15,America/New_York,EDT,-14400000,4,-18.333334,0.0022 - 0.0028,0.003,0.0,0.0,0,0,finmb_237533756,REGULAR,DRONE GUARDER INC,us_market,0,PNK,False,False,0.00245,1630504964,-0.00055,0.0022,0.0028,0.0022,32586814,Other OTC,"Drone Guarder, Inc.",USD,198336991,133392712,0.0022500001,11.250001,2.0E-4 - 0.0129,-0.01045,-0.8100775,0.0002,0.0129,4.46,,,0.0129,0.0002,0.0057,0.0022,198.34M,133.39M,173.75M,,116.25M,0.00%,10.00%,,,,,,,,,,,0.00%,,,20:1,"Sep 08, 2014","Jan 30, 2018","Oct 30, 2018",0.00%,0.00%,-183.56%,,,,,,-972.87k,-2.1M,-0.0160,,31.51k,0,914.04k,,0.19,-0.01,-838.44k,889.77k,Value,EC2A 4NE,Industrials,2,"Drone Guarder, Inc., an early stage security and surveillance company, focuses on commercializing a drone enhanced home security system as a turnkey solution in the United States, Canada, Europe, South Africa, and the Asia-Pacific region. The company's DroneGuarder app-based solution includes a drone, infrared camera, and Android mobile app component that takes off from a wireless charging pad once an alarm has been triggered, records video for a few seconds, processes it, and sends an alert if a threat is found, which the DroneGuarder app sends in the form of a text, image, or short recorded video if supported by the GSM network. It intends to sell its solution directly to the clients, including homes, business, or security resellers. The company was formerly known as Vopia, Inc. and changed its name to Drone Guarder, Inc. in March 2017. The company was founded in 2012 and is based in London, the United Kingdom. Drone Guarder, Inc. is a subsidiary of Gimwork Project LP.",London,44 41 5835 9463,1546214400,United Kingdom,http://www.droneguarder.com,86400,86-90 Paul Street,Security & Protection Services
