Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,inventory,accountsPayable,otherAssets,longTermDebt,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,issuanceOfStock,otherCashflowsFromInvestingActivities,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,gmtOffSetMilliseconds,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,priceHint,shortName,longName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchange,market,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,exchangeDataDelayedBy,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Dec 10, 2007) 4","Short Ratio (Dec 10, 2007) 4","Short % of Float (Dec 10, 2007) 4","Short % of Shares Outstanding (Dec 10, 2007) 4","Shares Short (prior month Nov 08, 2007) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,maxAge,address1,industry
t0,GPTX,1658000.0,0,,,-559000,,-561000,1228000,743000,-485000,-485000,,-74000,,,,2000,3809000,4294000,3066000,-74000,,-561000,-561000,55000.0,14679000.0,4124000.0,1713000.0,102000.0,5857000.0,78000.0,-11588000.0,-1456000.0,648000.0,4124000.0,440000.0,43000.0,541000.0,5261000.0,1103000.0,3409000.0,2596000.0,,,491000.0,-9000.0,-8000.0,-8000.0,-133000.0,-211000.0,-194000.0,125000.0,-172000.0,-80000.0,73000.0,-9000.0,,,,1137000.0,en-US,US,EQUITY,False,Delayed Quote,USD,199.99997,0.003 - 0.007,0.002,0.0,0.0,0,0,finmb_346416,Other OTC,USD,25312,56093,0.0041,2.1578946,0.0019 - 0.038,-0.031999998,-0.8421052,0.0019,0.038,-0.585,-14400000,0.229,0.005887778,0.00011222204,0.019060168,0.008951409,-0.0029514087,4,GLOBAL PMT TECHNOLOGIES INC,Global Payment Technologies Inc.,0.006,1630520189,0.0039999997,0.007,0.007,0.003,133450,PREPRE,PNK,us_market,-0.32971445,119142,0.026200874,15,America/New_York,EDT,False,False,0,1.84,,,0.038,0.0019,0.0059,0.009,25.31k,56.09k,,,,,,432,0.02,0.01%,0.01%,,,0.22%,,,,0.00%,,,2:1,"Sep 04, 1997","Sep 29, 2007","Jun 29, 2008",-36.16%,-35.31%,-32.41%,-118.48%,10.97M,1.62,22.80%,1.39M,-3.83M,-3.97M,-0.5850,,648k,0.08,440k,25.39,1.28,0.23,-917k,1.52M,Value,11788,Industrials,79,"Global Payment Technologies Inc. designs and manufactures currency validators and paper currency stackers. Its equipment is used to process currency in gaming machines and vending machines that dispense products, services, coins, and other currencies. Its customers include gaming equipment and vending machine manufacturers in the United States and internationally. Global Payment Technologies Inc. was formerly known as Coin Bill Validator Inc. and changed its name to Global Payment Technologies Inc. in November 1994. The company was incorporated in 1988 and is based in Hauppauge, New York.",Hauppauge,631-231-1177,NY,United States,86400,425 B Oser Avanue,Business Equipment & Supplies
t-1,GPTX,2100000.0,0,,,-1058000,,-1060000,1582000,584000,-998000,-998000,,-60000,,,,2000,2921000,3919000,2337000,-60000,,-1060000,-1060000,67000.0,14570000.0,3834000.0,2167000.0,106000.0,6001000.0,78000.0,-11028000.0,-1453000.0,859000.0,3790000.0,448000.0,46000.0,642000.0,5211000.0,1035000.0,3278000.0,2102000.0,81000.0,44000.0,384000.0,-9000.0,824000.0,1014000.0,-54000.0,131000.0,-883000.0,82000.0,-15000.0,-368000.0,104000.0,-9000.0,190000.0,,,1421000.0,en-US,US,EQUITY,False,Delayed Quote,USD,199.99997,0.003 - 0.007,0.002,0.0,0.0,0,0,finmb_346416,Other OTC,USD,25312,56093,0.0041,2.1578946,0.0019 - 0.038,-0.031999998,-0.8421052,0.0019,0.038,-0.585,-14400000,0.229,0.005887778,0.00011222204,0.019060168,0.008951409,-0.0029514087,4,GLOBAL PMT TECHNOLOGIES INC,Global Payment Technologies Inc.,0.006,1630520189,0.0039999997,0.007,0.007,0.003,133450,PREPRE,PNK,us_market,-0.32971445,119142,0.026200874,15,America/New_York,EDT,False,False,0,1.84,,,0.038,0.0019,0.0059,0.009,25.31k,56.09k,,,,,,432,0.02,0.01%,0.01%,,,0.22%,,,,0.00%,,,2:1,"Sep 04, 1997","Sep 29, 2007","Jun 29, 2008",-36.16%,-35.31%,-32.41%,-118.48%,10.97M,1.62,22.80%,1.39M,-3.83M,-3.97M,-0.5850,,648k,0.08,440k,25.39,1.28,0.23,-917k,1.52M,Value,11788,Industrials,79,"Global Payment Technologies Inc. designs and manufactures currency validators and paper currency stackers. Its equipment is used to process currency in gaming machines and vending machines that dispense products, services, coins, and other currencies. Its customers include gaming equipment and vending machine manufacturers in the United States and internationally. Global Payment Technologies Inc. was formerly known as Coin Bill Validator Inc. and changed its name to Global Payment Technologies Inc. in November 1994. The company was incorporated in 1988 and is based in Hauppauge, New York.",Hauppauge,631-231-1177,NY,United States,86400,425 B Oser Avanue,Business Equipment & Supplies
t-2,GPTX,2506000.0,0,,,-938000,,-944000,1453000,517000,-936000,-936000,,-2000,,,,6000,2511000,3447000,1994000,-2000,,-944000,-944000,78000.0,13931000.0,3062000.0,2584000.0,111000.0,5646000.0,68000.0,-9968000.0,-1447000.0,728000.0,3062000.0,24000.0,52000.0,714000.0,4854000.0,675000.0,3305000.0,1719000.0,,,-282000.0,-1000.0,-369000.0,-369000.0,387000.0,-151000.0,219000.0,119000.0,442000.0,371000.0,63000.0,-1000.0,190000.0,,,1792000.0,en-US,US,EQUITY,False,Delayed Quote,USD,199.99997,0.003 - 0.007,0.002,0.0,0.0,0,0,finmb_346416,Other OTC,USD,25312,56093,0.0041,2.1578946,0.0019 - 0.038,-0.031999998,-0.8421052,0.0019,0.038,-0.585,-14400000,0.229,0.005887778,0.00011222204,0.019060168,0.008951409,-0.0029514087,4,GLOBAL PMT TECHNOLOGIES INC,Global Payment Technologies Inc.,0.006,1630520189,0.0039999997,0.007,0.007,0.003,133450,PREPRE,PNK,us_market,-0.32971445,119142,0.026200874,15,America/New_York,EDT,False,False,0,1.84,,,0.038,0.0019,0.0059,0.009,25.31k,56.09k,,,,,,432,0.02,0.01%,0.01%,,,0.22%,,,,0.00%,,,2:1,"Sep 04, 1997","Sep 29, 2007","Jun 29, 2008",-36.16%,-35.31%,-32.41%,-118.48%,10.97M,1.62,22.80%,1.39M,-3.83M,-3.97M,-0.5850,,648k,0.08,440k,25.39,1.28,0.23,-917k,1.52M,Value,11788,Industrials,79,"Global Payment Technologies Inc. designs and manufactures currency validators and paper currency stackers. Its equipment is used to process currency in gaming machines and vending machines that dispense products, services, coins, and other currencies. Its customers include gaming equipment and vending machine manufacturers in the United States and internationally. Global Payment Technologies Inc. was formerly known as Coin Bill Validator Inc. and changed its name to Global Payment Technologies Inc. in November 1994. The company was incorporated in 1988 and is based in Hauppauge, New York.",Hauppauge,631-231-1177,NY,United States,86400,425 B Oser Avanue,Business Equipment & Supplies
t-3,GPTX,3381000.0,0,,,-1454000,,-1404000,1223000,-233000,-1456000,-1456000,,-2000,,,,-50000,1733000,3189000,1966000,2000,,-1404000,-1404000,89000.0,13912000.0,3332000.0,3470000.0,292000.0,6802000.0,68000.0,-9024000.0,-1486000.0,879000.0,3332000.0,40000.0,13000.0,822000.0,5855000.0,1030000.0,3768000.0,2003000.0,36000.0,,421000.0,224000.0,-905000.0,-930000.0,-357000.0,-235000.0,471000.0,-276000.0,223000.0,1291000.0,-67000.0,-56000.0,190000.0,280000.0,-25000.0,2523000.0,en-US,US,EQUITY,False,Delayed Quote,USD,199.99997,0.003 - 0.007,0.002,0.0,0.0,0,0,finmb_346416,Other OTC,USD,25312,56093,0.0041,2.1578946,0.0019 - 0.038,-0.031999998,-0.8421052,0.0019,0.038,-0.585,-14400000,0.229,0.005887778,0.00011222204,0.019060168,0.008951409,-0.0029514087,4,GLOBAL PMT TECHNOLOGIES INC,Global Payment Technologies Inc.,0.006,1630520189,0.0039999997,0.007,0.007,0.003,133450,PREPRE,PNK,us_market,-0.32971445,119142,0.026200874,15,America/New_York,EDT,False,False,0,1.84,,,0.038,0.0019,0.0059,0.009,25.31k,56.09k,,,,,,432,0.02,0.01%,0.01%,,,0.22%,,,,0.00%,,,2:1,"Sep 04, 1997","Sep 29, 2007","Jun 29, 2008",-36.16%,-35.31%,-32.41%,-118.48%,10.97M,1.62,22.80%,1.39M,-3.83M,-3.97M,-0.5850,,648k,0.08,440k,25.39,1.28,0.23,-917k,1.52M,Value,11788,Industrials,79,"Global Payment Technologies Inc. designs and manufactures currency validators and paper currency stackers. Its equipment is used to process currency in gaming machines and vending machines that dispense products, services, coins, and other currencies. Its customers include gaming equipment and vending machine manufacturers in the United States and internationally. Global Payment Technologies Inc. was formerly known as Coin Bill Validator Inc. and changed its name to Global Payment Technologies Inc. in November 1994. The company was incorporated in 1988 and is based in Hauppauge, New York.",Hauppauge,631-231-1177,NY,United States,86400,425 B Oser Avanue,Business Equipment & Supplies
