Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,changeToAccountReceivables,changeToNetincome,capitalExpenditures,effectOfExchangeRate,otherCashflowsFromInvestingActivities,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,currency,exchange,marketCap,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,market,exchangeDataDelayedBy,shortName,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,GMVMF,5328650,61499500,,,-553329,,-553329,442088,0,-442088,-442088,,,,,,0,0,442088,0,-111241,,-553329,-553329,4889648,48373,5328650,5377023,24900746,-24483051,21307,54045,236763,48373,21307,4888650,434328,86841,48373,-178307.0,-76747.0,667000.0,-24391.0,667000.0,133760.0,-456493.0,-19166.0,318700.0,-76747.0,,,,385955,en-US,US,EQUITY,False,Delayed Quote,0.249,1630506424,0.010399997,0.249,0.249,0.249,1004,USD,PNK,14827900,-14400000,False,False,PREPRE,4,4.3587584,0.249 - 0.249,us_market,0,GMV MINERALS INC,0.2386,0.0,0.0,0,0,finmb_36110814,Other OTC,GMV Minerals Inc.,CAD,29445,17071,0.094,0.6064516,0.155 - 0.364,-0.114999995,-0.31593406,0.155,0.364,-0.019,0.091,0.26620287,-0.017202869,-0.064623155,0.24846521,0.0005347878,0.0021523647,2.7362638,15,America/New_York,EDT,1.92,,,0.364,0.155,0.2662,0.2485,29.45k,17.07k,61.5M,,56.06M,13.96%,0.00%,,,,,,,,,,,0.00%,,,1:10,"Jun 29, 2014","Jun 29, 2020","Dec 30, 2020",0.00%,0.00%,-11.55%,-23.85%,,,,,,-1.18M,-0.0190,,236.76k,0,,,8.98,0.09,-863.53k,-884.1k,Value,V6E 3V7,Basic Materials,"GMV Minerals Inc., an exploration stage company, engages in the sourcing and exploration of mineral properties in Arizona, the United States. The company primarily explores for gold deposits. It holds a 100% interest in the Mexican Hat Gold Project consisting of 40 unpatented lode mining claims covering an area of approximately 4,800 acres located in Cochise County, Arizona. The company was formerly known as Goldmember Minerals Inc. and changed its name to GMV Minerals Inc. in March 2008. GMV Minerals Inc. was incorporated in 2006 and is headquartered in Vancouver, Canada.",Vancouver,604-899-0106,BC,1609372800,Canada,http://www.gmvminerals.com,86400,1090 West Georgia Street,Gold,Suite 280
t-1,GMVMF,5228101,61499500,,,-153426,,-153426,101149,0,-101149,-101149,,,,,,0,0,101149,0,-52277,,-153426,-153426,4570948,226680,5228101,5454781,24233746,-23929722,353129,54045,103003,226680,353129,5143725,257011,67675,226680,64532.0,-286677.0,17000.0,64478.0,17000.0,-285168.0,-15491.0,8925.0,318700.0,-286677.0,,,,30331,en-US,US,EQUITY,False,Delayed Quote,0.249,1630506424,0.010399997,0.249,0.249,0.249,1004,USD,PNK,14827900,-14400000,False,False,PREPRE,4,4.3587584,0.249 - 0.249,us_market,0,GMV MINERALS INC,0.2386,0.0,0.0,0,0,finmb_36110814,Other OTC,GMV Minerals Inc.,CAD,29445,17071,0.094,0.6064516,0.155 - 0.364,-0.114999995,-0.31593406,0.155,0.364,-0.019,0.091,0.26620287,-0.017202869,-0.064623155,0.24846521,0.0005347878,0.0021523647,2.7362638,15,America/New_York,EDT,1.92,,,0.364,0.155,0.2662,0.2485,29.45k,17.07k,61.5M,,56.06M,13.96%,0.00%,,,,,,,,,,,0.00%,,,1:10,"Jun 29, 2014","Jun 29, 2020","Dec 30, 2020",0.00%,0.00%,-11.55%,-23.85%,,,,,,-1.18M,-0.0190,,236.76k,0,,,8.98,0.09,-863.53k,-884.1k,Value,V6E 3V7,Basic Materials,"GMV Minerals Inc., an exploration stage company, engages in the sourcing and exploration of mineral properties in Arizona, the United States. The company primarily explores for gold deposits. It holds a 100% interest in the Mexican Hat Gold Project consisting of 40 unpatented lode mining claims covering an area of approximately 4,800 acres located in Cochise County, Arizona. The company was formerly known as Goldmember Minerals Inc. and changed its name to GMV Minerals Inc. in March 2008. GMV Minerals Inc. was incorporated in 2006 and is headquartered in Vancouver, Canada.",Vancouver,604-899-0106,BC,1609372800,Canada,http://www.gmvminerals.com,86400,1090 West Georgia Street,Gold,Suite 280
t-2,GMVMF,5362089,61499500,,,-352024,,-352024,269031,0,-269031,-269031,,,,,,0,0,269031,0,-82993,,-352024,-352024,4570948,162148,5362089,5524237,24216746,-23776296,350691,54045,388171,162148,350691,4854610,615582,76515,162148,11926.0,-238917.0,944800.0,-178058.0,948300.0,346029.0,-371160.0,-14316.0,161312.0,-234788.0,11306.0,-4129.0,-3500.0,453434,en-US,US,EQUITY,False,Delayed Quote,0.249,1630506424,0.010399997,0.249,0.249,0.249,1004,USD,PNK,14827900,-14400000,False,False,PREPRE,4,4.3587584,0.249 - 0.249,us_market,0,GMV MINERALS INC,0.2386,0.0,0.0,0,0,finmb_36110814,Other OTC,GMV Minerals Inc.,CAD,29445,17071,0.094,0.6064516,0.155 - 0.364,-0.114999995,-0.31593406,0.155,0.364,-0.019,0.091,0.26620287,-0.017202869,-0.064623155,0.24846521,0.0005347878,0.0021523647,2.7362638,15,America/New_York,EDT,1.92,,,0.364,0.155,0.2662,0.2485,29.45k,17.07k,61.5M,,56.06M,13.96%,0.00%,,,,,,,,,,,0.00%,,,1:10,"Jun 29, 2014","Jun 29, 2020","Dec 30, 2020",0.00%,0.00%,-11.55%,-23.85%,,,,,,-1.18M,-0.0190,,236.76k,0,,,8.98,0.09,-863.53k,-884.1k,Value,V6E 3V7,Basic Materials,"GMV Minerals Inc., an exploration stage company, engages in the sourcing and exploration of mineral properties in Arizona, the United States. The company primarily explores for gold deposits. It holds a 100% interest in the Mexican Hat Gold Project consisting of 40 unpatented lode mining claims covering an area of approximately 4,800 acres located in Cochise County, Arizona. The company was formerly known as Goldmember Minerals Inc. and changed its name to GMV Minerals Inc. in March 2008. GMV Minerals Inc. was incorporated in 2006 and is headquartered in Vancouver, Canada.",Vancouver,604-899-0106,BC,1609372800,Canada,http://www.gmvminerals.com,86400,1090 West Georgia Street,Gold,Suite 280
t-3,GMVMF,4446473,61499500,,,-122817,,-122817,113761,0,-113761,-113761,,,,,,0,0,113761,0,-9056,,-122817,-122817,4426532,150222,4446473,4596695,23274332,-23424272,169881,47932,42142,150222,169881,4451584,97179,42879,138769,83811.0,-25902.0,944800.0,24917.0,948300.0,-56875.0,-20385.0,-6298.0,2.0,-25902.0,-10588.0,-4129.0,-3500.0,-53043,en-US,US,EQUITY,False,Delayed Quote,0.249,1630506424,0.010399997,0.249,0.249,0.249,1004,USD,PNK,14827900,-14400000,False,False,PREPRE,4,4.3587584,0.249 - 0.249,us_market,0,GMV MINERALS INC,0.2386,0.0,0.0,0,0,finmb_36110814,Other OTC,GMV Minerals Inc.,CAD,29445,17071,0.094,0.6064516,0.155 - 0.364,-0.114999995,-0.31593406,0.155,0.364,-0.019,0.091,0.26620287,-0.017202869,-0.064623155,0.24846521,0.0005347878,0.0021523647,2.7362638,15,America/New_York,EDT,1.92,,,0.364,0.155,0.2662,0.2485,29.45k,17.07k,61.5M,,56.06M,13.96%,0.00%,,,,,,,,,,,0.00%,,,1:10,"Jun 29, 2014","Jun 29, 2020","Dec 30, 2020",0.00%,0.00%,-11.55%,-23.85%,,,,,,-1.18M,-0.0190,,236.76k,0,,,8.98,0.09,-863.53k,-884.1k,Value,V6E 3V7,Basic Materials,"GMV Minerals Inc., an exploration stage company, engages in the sourcing and exploration of mineral properties in Arizona, the United States. The company primarily explores for gold deposits. It holds a 100% interest in the Mexican Hat Gold Project consisting of 40 unpatented lode mining claims covering an area of approximately 4,800 acres located in Cochise County, Arizona. The company was formerly known as Goldmember Minerals Inc. and changed its name to GMV Minerals Inc. in March 2008. GMV Minerals Inc. was incorporated in 2006 and is headquartered in Vancouver, Canada.",Vancouver,604-899-0106,BC,1609372800,Canada,http://www.gmvminerals.com,86400,1090 West Georgia Street,Gold,Suite 280
