Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,netReceivables,accountsPayable,shortLongTermDebt,inventory,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingPE,epsTrailingTwelveMonths,gmtOffSetMilliseconds,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,priceHint,shortName,longName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchange,market,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,exchangeDataDelayedBy,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,maxAge,address1,industry,address2
t0,DFEL,741805.0,36888000,,,4282676,,3825492,204224,-97914,-1043981,-1043981,,-384320,,,,457184,221411,1265392,319325,5326657,,3825492,3825492,25292207.0,15964551.0,741805.0,1273966.0,16714356.0,36888.0,325317.0,-24587268.0,-22.0,9360261.0,3482.0,15964551.0,-22.0,6730958.0,623137.0,48189.0,246149.0,20302.0,,,-52408,11041608,-9255221,-9255221,-1406673,-63762,-151870,-1698279,295757,5476741,-214980,38715,-4670068,-15341414.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.041 - 0.041,0.041,0.0,0.0,0,0,finmb_98132973,Other OTC,USD,5797,8794,0.036000002,7.200001,0.005 - 0.2501,-0.20909998,-0.83606553,0.005,0.2501,0.82,0.05,-14400000,0.02,0.086388886,-0.045388885,-0.5254019,0.09768627,-0.056686267,4,CHINA TMK BATTERY SYS INC,China TMK Battery Systems Inc.,0.041,1630438571,0.0,0.041,0.041,0.041,7898,REGULAR,PNK,us_market,-0.580289,1512408,2.0500002,15,America/New_York,EDT,False,False,0,-1.08,,,0.2501,0.005,0.0864,0.0977,5.8k,8.79k,36.89M,,,,,,,,,,,,,,,0.00%,,,8:1,"Feb 07, 2010","Dec 30, 2014","Dec 30, 2014",178.89%,-475.30%,-11.68%,,1.11M,0.03,-86.70%,-164.49k,-3.81M,1.99M,0.0500,,51.67k,0,11.98M,1597.51,0.04,0.02,-3.63M,33.33k,Value,518109,Industrials,30,"China TMK Battery Systems Inc. provides nickel-metal hydride cell rechargeable batteries in the People's Republic of China and internationally. It offers batteries for use in vacuum cleaners and wireless home appliances, power tools, medical devices, electric bicycles, and battery-operated toys, as well as portable consumer electronics products, such as digital cameras and portable gaming systems, cordless phones, and solar light products. The company sells its products to brand owners and pack manufacturers. China TMK Battery Systems Inc. was founded in 1999 and is based in Shenzhen, the People's Republic of China.",Shenzhen,86 755 2810 9420,1419984000,China,86400,Zhongcheng Industrial Park,Electrical Equipment & Parts,Shanglingpai New Village Dalang Street Longhua New District
t-1,DFEL,741805.0,36888000,,,4282676,,3825492,204224,-97914,-1043981,-1043981,,-384320,,,,457184,221411,1265392,319325,5326657,,3825492,3825492,25292207.0,15964551.0,741805.0,1273966.0,16714356.0,36888.0,325317.0,-24587268.0,-22.0,9360261.0,3482.0,15964551.0,-22.0,6730958.0,623137.0,48189.0,246149.0,20302.0,,,-52408,11041608,-9255221,-9255221,-1406673,-63762,-151870,-1698279,295757,5476741,-214980,38715,-4670068,-15341414.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.041 - 0.041,0.041,0.0,0.0,0,0,finmb_98132973,Other OTC,USD,5797,8794,0.036000002,7.200001,0.005 - 0.2501,-0.20909998,-0.83606553,0.005,0.2501,0.82,0.05,-14400000,0.02,0.086388886,-0.045388885,-0.5254019,0.09768627,-0.056686267,4,CHINA TMK BATTERY SYS INC,China TMK Battery Systems Inc.,0.041,1630438571,0.0,0.041,0.041,0.041,7898,REGULAR,PNK,us_market,-0.580289,1512408,2.0500002,15,America/New_York,EDT,False,False,0,-1.08,,,0.2501,0.005,0.0864,0.0977,5.8k,8.79k,36.89M,,,,,,,,,,,,,,,0.00%,,,8:1,"Feb 07, 2010","Dec 30, 2014","Dec 30, 2014",178.89%,-475.30%,-11.68%,,1.11M,0.03,-86.70%,-164.49k,-3.81M,1.99M,0.0500,,51.67k,0,11.98M,1597.51,0.04,0.02,-3.63M,33.33k,Value,518109,Industrials,30,"China TMK Battery Systems Inc. provides nickel-metal hydride cell rechargeable batteries in the People's Republic of China and internationally. It offers batteries for use in vacuum cleaners and wireless home appliances, power tools, medical devices, electric bicycles, and battery-operated toys, as well as portable consumer electronics products, such as digital cameras and portable gaming systems, cordless phones, and solar light products. The company sells its products to brand owners and pack manufacturers. China TMK Battery Systems Inc. was founded in 1999 and is based in Shenzhen, the People's Republic of China.",Shenzhen,86 755 2810 9420,1419984000,China,86400,Zhongcheng Industrial Park,Electrical Equipment & Parts,Shanglingpai New Village Dalang Street Longhua New District
t-2,DFEL,-6894633.0,36888000,,,-3299329,,-3299329,-492217,-6993,-1008129,-1008129,,-1439056,,,,0,265809,1273938,272802,-2291200,,-3299329,-3299329,25292207.0,36592274.0,-6894633.0,655349.0,29705641.0,36888.0,577739.0,-32808811.0,585083.0,,131005.0,36592274.0,585083.0,27450033.0,2255608.0,31447.0,1022262.0,127542.0,18477314.0,493155.0,-2139649,11041608,-2289,-2289,46041,32073,151057,-116695,448291,5476741,2928295,126064,1314672,-34336666.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.041 - 0.041,0.041,0.0,0.0,0,0,finmb_98132973,Other OTC,USD,5797,8794,0.036000002,7.200001,0.005 - 0.2501,-0.20909998,-0.83606553,0.005,0.2501,0.82,0.05,-14400000,0.02,0.086388886,-0.045388885,-0.5254019,0.09768627,-0.056686267,4,CHINA TMK BATTERY SYS INC,China TMK Battery Systems Inc.,0.041,1630438571,0.0,0.041,0.041,0.041,7898,REGULAR,PNK,us_market,-0.580289,1512408,2.0500002,15,America/New_York,EDT,False,False,0,-1.08,,,0.2501,0.005,0.0864,0.0977,5.8k,8.79k,36.89M,,,,,,,,,,,,,,,0.00%,,,8:1,"Feb 07, 2010","Dec 30, 2014","Dec 30, 2014",178.89%,-475.30%,-11.68%,,1.11M,0.03,-86.70%,-164.49k,-3.81M,1.99M,0.0500,,51.67k,0,11.98M,1597.51,0.04,0.02,-3.63M,33.33k,Value,518109,Industrials,30,"China TMK Battery Systems Inc. provides nickel-metal hydride cell rechargeable batteries in the People's Republic of China and internationally. It offers batteries for use in vacuum cleaners and wireless home appliances, power tools, medical devices, electric bicycles, and battery-operated toys, as well as portable consumer electronics products, such as digital cameras and portable gaming systems, cordless phones, and solar light products. The company sells its products to brand owners and pack manufacturers. China TMK Battery Systems Inc. was founded in 1999 and is based in Shenzhen, the People's Republic of China.",Shenzhen,86 755 2810 9420,1419984000,China,86400,Zhongcheng Industrial Park,Electrical Equipment & Parts,Shanglingpai New Village Dalang Street Longhua New District
t-3,DFEL,-1825241.0,36888000,,,-2829068,,-2829068,158881,15667,-1603516,-1603516,,-1210647,,,,0,335600,1939116,319933,-1225552,,-2829068,-2829068,,,-1825241.0,,,,,,,,,,,,,,,,,,-2139649,11041608,-2289,-2289,46041,32073,151057,-116695,448291,5476741,2928295,126064,1314672,,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.041 - 0.041,0.041,0.0,0.0,0,0,finmb_98132973,Other OTC,USD,5797,8794,0.036000002,7.200001,0.005 - 0.2501,-0.20909998,-0.83606553,0.005,0.2501,0.82,0.05,-14400000,0.02,0.086388886,-0.045388885,-0.5254019,0.09768627,-0.056686267,4,CHINA TMK BATTERY SYS INC,China TMK Battery Systems Inc.,0.041,1630438571,0.0,0.041,0.041,0.041,7898,REGULAR,PNK,us_market,-0.580289,1512408,2.0500002,15,America/New_York,EDT,False,False,0,-1.08,,,0.2501,0.005,0.0864,0.0977,5.8k,8.79k,36.89M,,,,,,,,,,,,,,,0.00%,,,8:1,"Feb 07, 2010","Dec 30, 2014","Dec 30, 2014",178.89%,-475.30%,-11.68%,,1.11M,0.03,-86.70%,-164.49k,-3.81M,1.99M,0.0500,,51.67k,0,11.98M,1597.51,0.04,0.02,-3.63M,33.33k,Value,518109,Industrials,30,"China TMK Battery Systems Inc. provides nickel-metal hydride cell rechargeable batteries in the People's Republic of China and internationally. It offers batteries for use in vacuum cleaners and wireless home appliances, power tools, medical devices, electric bicycles, and battery-operated toys, as well as portable consumer electronics products, such as digital cameras and portable gaming systems, cordless phones, and solar light products. The company sells its products to brand owners and pack manufacturers. China TMK Battery Systems Inc. was founded in 1999 and is based in Shenzhen, the People's Republic of China.",Shenzhen,86 755 2810 9420,1419984000,China,86400,Zhongcheng Industrial Park,Electrical Equipment & Parts,Shanglingpai New Village Dalang Street Longhua New District
