Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,currency,priceHint,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,exchange,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,market,marketState,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry
t0,EMPO,1901941.0,62788900,146112,,-479509,,-479509,665511,331410,-480213,-480213,,-815,,,,0,812175,1292388,480765,704,,-479509,-479509,543162.0,7105316.0,893948.0,2445103.0,125712.0,3339051.0,62789.0,503506.0,-4723002.0,7365.0,329280.0,691653.0,47705.0,294673.0,2493851.0,654086.0,202295.0,776563.0,418236.0,92699,-22161,350000,350000,-156631,-94692,-422531,12833,129982,-35155,4850,-21722,1802198.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.002 - 0.002,0.002,0.0,0.0,0,0,finmb_137486407,Other OTC,"Empowered Products, Inc.",USD,3772,0,0.0005000001,0.33333337,0.0015 - 0.1119,-0.109900005,-0.98212695,0.0015,0.1119,-0.02,USD,4,0.039,0.006436111,-0.004436111,-0.68925333,0.009501197,-0.007501197,-0.7895002,181121,0.051282052,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.002,1629316185,0.0,0.006,0.002,0.002,60000,EMPOWERED PRODUCT INC,us_market,REGULAR,-1.7,,,0.1119,0.0015,0.0064,0.0095,3.77k,,62.79M,,,,,,,,,,,,,,,0.00%,,,44:1,"May 18, 2011","Dec 30, 2014","Dec 30, 2014",-22.73%,-22.69%,-18.43%,-36.52%,4.47M,0.07,-12.00%,2.39M,-948.28k,-1.02M,-0.0200,,329.28k,0,350k,14.31,3.61,0.04,-29.18k,395.57k,Value,89118,Consumer Defensive,19,"Empowered Products, Inc., together with its subsidiaries, manufactures, sells, and distributes personal care products principally in the United States, Europe, and Asia. It provides various products, including topical gels, lotions, and oils, which are designed to enhance a person's mental focus and to improve the bond of interpersonal relationships. The company sells 12 formulated skin lubricants under PINK for women and GUN OIL for men trademarks. It offers various products for men, such as GUN OIL Silicone, a silicone-based interactive lubricant; GUN OIL H2O, a water-based interactive lubricant; GUN OIL Force Recon, a combination water and silicone interactive lubricant; GUN OIL Gel, a gelatinous lubricant for men's personal toys; GUN OIL Stroke 29, a self-applied men's personal lubricant; GUN OIL Loaded, a silicone infused cream hybrid interactive lubricant; GUN OIL Jack Jelly, a self-applied men's personal lubricant in gelatinous form; and GUN OIL Shine, a personal toy cleaner. The company also provides products for women comprising PINK Silicone, an interactive lubricant with silicone vitamin E and aloe vera; PINK Water, a water-based interactive lubricant with vitamin E and aloe vera; Hot PINK, an exothermic massage lubricant; PINK Frolic, a women's personal toy lubricant; PINK Unity, a gelatinous hybrid lubricant with silicone and water; PINK Indulgence Cr̬me, a hybrid cream interactive lubricant; and PINK Sparkle, a personal toy cleaner. Empowered Products, Inc. sells its products directly to retailers, as well as to consumers through its online Wellness Stores. The company is headquartered in Las Vegas, Nevada.",Las Vegas,800-929-0407,NV,1419984000,United States,http://www.empoweredproducts.com,86400,3367 West Oquendo Road,702-216-1324,Household & Personal Products
t-1,EMPO,2325115.0,62788900,146112,,-284566,,-284566,850123,566187,-283936,-283936,,-669,,,,0,1075824,1359760,509637,-630,,-284566,-284566,545498.0,7051317.0,487965.0,2870613.0,125712.0,3358578.0,62789.0,502000.0,-4243493.0,52158.0,423972.0,487965.0,,156458.0,2604464.0,655646.0,,857397.0,362253.0,-380416,-15767,350000,350000,110055,-191591,-175824,18128,130183,170042,60750,-11875,2116499.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.002 - 0.002,0.002,0.0,0.0,0,0,finmb_137486407,Other OTC,"Empowered Products, Inc.",USD,3772,0,0.0005000001,0.33333337,0.0015 - 0.1119,-0.109900005,-0.98212695,0.0015,0.1119,-0.02,USD,4,0.039,0.006436111,-0.004436111,-0.68925333,0.009501197,-0.007501197,-0.7895002,181121,0.051282052,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.002,1629316185,0.0,0.006,0.002,0.002,60000,EMPOWERED PRODUCT INC,us_market,REGULAR,-1.7,,,0.1119,0.0015,0.0064,0.0095,3.77k,,62.79M,,,,,,,,,,,,,,,0.00%,,,44:1,"May 18, 2011","Dec 30, 2014","Dec 30, 2014",-22.73%,-22.69%,-18.43%,-36.52%,4.47M,0.07,-12.00%,2.39M,-948.28k,-1.02M,-0.0200,,329.28k,0,350k,14.31,3.61,0.04,-29.18k,395.57k,Value,89118,Consumer Defensive,19,"Empowered Products, Inc., together with its subsidiaries, manufactures, sells, and distributes personal care products principally in the United States, Europe, and Asia. It provides various products, including topical gels, lotions, and oils, which are designed to enhance a person's mental focus and to improve the bond of interpersonal relationships. The company sells 12 formulated skin lubricants under PINK for women and GUN OIL for men trademarks. It offers various products for men, such as GUN OIL Silicone, a silicone-based interactive lubricant; GUN OIL H2O, a water-based interactive lubricant; GUN OIL Force Recon, a combination water and silicone interactive lubricant; GUN OIL Gel, a gelatinous lubricant for men's personal toys; GUN OIL Stroke 29, a self-applied men's personal lubricant; GUN OIL Loaded, a silicone infused cream hybrid interactive lubricant; GUN OIL Jack Jelly, a self-applied men's personal lubricant in gelatinous form; and GUN OIL Shine, a personal toy cleaner. The company also provides products for women comprising PINK Silicone, an interactive lubricant with silicone vitamin E and aloe vera; PINK Water, a water-based interactive lubricant with vitamin E and aloe vera; Hot PINK, an exothermic massage lubricant; PINK Frolic, a women's personal toy lubricant; PINK Unity, a gelatinous hybrid lubricant with silicone and water; PINK Indulgence Cr̬me, a hybrid cream interactive lubricant; and PINK Sparkle, a personal toy cleaner. Empowered Products, Inc. sells its products directly to retailers, as well as to consumers through its online Wellness Stores. The company is headquartered in Las Vegas, Nevada.",Las Vegas,800-929-0407,NV,1419984000,United States,http://www.empoweredproducts.com,86400,3367 West Oquendo Road,702-216-1324,Household & Personal Products
t-2,EMPO,2550048.0,62788900,146112,,-158173,,-158173,775723,618367,-157356,-157356,,-824,,,,0,1236874,1394230,618507,-817,,-158173,-158173,544381.0,6990567.0,868381.0,3094429.0,125712.0,3962810.0,62789.0,502000.0,-3958927.0,51405.0,615563.0,868381.0,,159936.0,3207088.0,825688.0,,987580.0,742669.0,374252,-3826,350000,350000,-42123,379850,383676,17025,191574,-58547,60751,-11875,2338707.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.002 - 0.002,0.002,0.0,0.0,0,0,finmb_137486407,Other OTC,"Empowered Products, Inc.",USD,3772,0,0.0005000001,0.33333337,0.0015 - 0.1119,-0.109900005,-0.98212695,0.0015,0.1119,-0.02,USD,4,0.039,0.006436111,-0.004436111,-0.68925333,0.009501197,-0.007501197,-0.7895002,181121,0.051282052,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.002,1629316185,0.0,0.006,0.002,0.002,60000,EMPOWERED PRODUCT INC,us_market,REGULAR,-1.7,,,0.1119,0.0015,0.0064,0.0095,3.77k,,62.79M,,,,,,,,,,,,,,,0.00%,,,44:1,"May 18, 2011","Dec 30, 2014","Dec 30, 2014",-22.73%,-22.69%,-18.43%,-36.52%,4.47M,0.07,-12.00%,2.39M,-948.28k,-1.02M,-0.0200,,329.28k,0,350k,14.31,3.61,0.04,-29.18k,395.57k,Value,89118,Consumer Defensive,19,"Empowered Products, Inc., together with its subsidiaries, manufactures, sells, and distributes personal care products principally in the United States, Europe, and Asia. It provides various products, including topical gels, lotions, and oils, which are designed to enhance a person's mental focus and to improve the bond of interpersonal relationships. The company sells 12 formulated skin lubricants under PINK for women and GUN OIL for men trademarks. It offers various products for men, such as GUN OIL Silicone, a silicone-based interactive lubricant; GUN OIL H2O, a water-based interactive lubricant; GUN OIL Force Recon, a combination water and silicone interactive lubricant; GUN OIL Gel, a gelatinous lubricant for men's personal toys; GUN OIL Stroke 29, a self-applied men's personal lubricant; GUN OIL Loaded, a silicone infused cream hybrid interactive lubricant; GUN OIL Jack Jelly, a self-applied men's personal lubricant in gelatinous form; and GUN OIL Shine, a personal toy cleaner. The company also provides products for women comprising PINK Silicone, an interactive lubricant with silicone vitamin E and aloe vera; PINK Water, a water-based interactive lubricant with vitamin E and aloe vera; Hot PINK, an exothermic massage lubricant; PINK Frolic, a women's personal toy lubricant; PINK Unity, a gelatinous hybrid lubricant with silicone and water; PINK Indulgence Cr̬me, a hybrid cream interactive lubricant; and PINK Sparkle, a personal toy cleaner. Empowered Products, Inc. sells its products directly to retailers, as well as to consumers through its online Wellness Stores. The company is headquartered in Las Vegas, Nevada.",Las Vegas,800-929-0407,NV,1419984000,United States,http://www.empoweredproducts.com,86400,3367 West Oquendo Road,702-216-1324,Household & Personal Products
t-3,EMPO,2649604.0,62788900,146112,,-92000,,-92000,965037,874082,-90955,-90955,,-1047,,,,0,1342612,1433567,468530,-1045,,-92000,-92000,543330.0,6929816.0,457413.0,3192934.0,125712.0,3650347.0,62789.0,502000.0,-3799671.0,52918.0,235713.0,457413.0,,174186.0,2879913.0,730425.0,,1179154.0,331701.0,138284,-7178,-100000,-100000,106731,78317,185495,17275,-85688,-81130,182023,-5580,2422500.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.002 - 0.002,0.002,0.0,0.0,0,0,finmb_137486407,Other OTC,"Empowered Products, Inc.",USD,3772,0,0.0005000001,0.33333337,0.0015 - 0.1119,-0.109900005,-0.98212695,0.0015,0.1119,-0.02,USD,4,0.039,0.006436111,-0.004436111,-0.68925333,0.009501197,-0.007501197,-0.7895002,181121,0.051282052,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.002,1629316185,0.0,0.006,0.002,0.002,60000,EMPOWERED PRODUCT INC,us_market,REGULAR,-1.7,,,0.1119,0.0015,0.0064,0.0095,3.77k,,62.79M,,,,,,,,,,,,,,,0.00%,,,44:1,"May 18, 2011","Dec 30, 2014","Dec 30, 2014",-22.73%,-22.69%,-18.43%,-36.52%,4.47M,0.07,-12.00%,2.39M,-948.28k,-1.02M,-0.0200,,329.28k,0,350k,14.31,3.61,0.04,-29.18k,395.57k,Value,89118,Consumer Defensive,19,"Empowered Products, Inc., together with its subsidiaries, manufactures, sells, and distributes personal care products principally in the United States, Europe, and Asia. It provides various products, including topical gels, lotions, and oils, which are designed to enhance a person's mental focus and to improve the bond of interpersonal relationships. The company sells 12 formulated skin lubricants under PINK for women and GUN OIL for men trademarks. It offers various products for men, such as GUN OIL Silicone, a silicone-based interactive lubricant; GUN OIL H2O, a water-based interactive lubricant; GUN OIL Force Recon, a combination water and silicone interactive lubricant; GUN OIL Gel, a gelatinous lubricant for men's personal toys; GUN OIL Stroke 29, a self-applied men's personal lubricant; GUN OIL Loaded, a silicone infused cream hybrid interactive lubricant; GUN OIL Jack Jelly, a self-applied men's personal lubricant in gelatinous form; and GUN OIL Shine, a personal toy cleaner. The company also provides products for women comprising PINK Silicone, an interactive lubricant with silicone vitamin E and aloe vera; PINK Water, a water-based interactive lubricant with vitamin E and aloe vera; Hot PINK, an exothermic massage lubricant; PINK Frolic, a women's personal toy lubricant; PINK Unity, a gelatinous hybrid lubricant with silicone and water; PINK Indulgence Cr̬me, a hybrid cream interactive lubricant; and PINK Sparkle, a personal toy cleaner. Empowered Products, Inc. sells its products directly to retailers, as well as to consumers through its online Wellness Stores. The company is headquartered in Las Vegas, Nevada.",Las Vegas,800-929-0407,NV,1419984000,United States,http://www.empoweredproducts.com,86400,3367 West Oquendo Road,702-216-1324,Household & Personal Products
