Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,goodWill,otherAssets,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,longTermDebt,otherLiab,netReceivables,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,changeToNetincome,issuanceOfStock,changeToAccountReceivables,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,currency,market,shortName,exchange,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,exchangeDataDelayedBy,epsTrailingTwelveMonths,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,IBRC,-967481.0,20248500224,,,-110003,,-110003,47250,0,-47250,-47250,,-11110,,,,0,0,47250,0,-62753,,-110003,-110003,746215.0,-438731.0,2713.0,701084.0,2612254.0,-3050985.0,528750.0,408.0,116.0,76071.0,8450.0,116.0,163360.0,670144.0,,,0.0,56240.0,56240.0,3870.0,107.0,-56133.0,50000.0,,,,-75955.0,en-US,US,EQUITY,False,Delayed Quote,0.0001,1630523247,0.0,0.0001,0.0002,0.0001,425000,-0.331,0.0001416667,-4.1666695e-05,-0.2941178,0.000415035,-0.000315035,-0.75905645,2024850,-0.0003021148,15,America/New_York,EDT,False,False,USD,us_market,I BRANDS CORP,PNK,PRE,4,0.0,1.0E-4 - 2.0E-4,0.0001,0.0,0.0,0,0,finmb_1016066,Other OTC,iBrands Corp.,USD,4000942,1538950,0.0,0.0,1.0E-4 - 0.0028,-0.0026999998,-0.9642857,0.0001,0.0028,0,-0.213,-14400000,5.79,,,0.0028,0.0001,0.0001,0.0004,4M,1.54M,20.25B,,,,,,,,,,,,,,,,,,1:1500,"Jul 01, 2013","Dec 30, 2011","Jun 29, 2012",-223.74%,-117.48%,-12.70%,-332.55%,126.41k,0.09,,12.64k,,-282.84k,-0.2130,,116,0,675.49k,,0.00,-0.33,-266.47k,-20.88k,Value,75215,Financial Services,"iBrands Corporation, a diversified holding company, acquires and operates various market brands having unique market positions within sectors. The company was formerly known as MedSpas of America, Inc. and changed its name to iBrands Corporation in March 2009. iBrands Corporation was founded in 1994 and is based in Dallas, Texas.",Dallas,844-842-8872,TX,United States,http://ibrandscorporation.com,86400,1409 South Lamar Street,Asset Management,Suite 326
t-1,IBRC,-864718.0,20248500224,,,-43540,,-43540,31000,0,-31000,-31000,,-11490,,,,0,0,31000,0,-12540,,-43540,-43540,693345.0,-335968.0,2713.0,750977.0,2605014.0,-2940982.0,528750.0,408.0,9.0,72201.0,8450.0,50009.0,163360.0,621144.0,,,0.0,32055.0,39490.0,4055.0,5.0,-39485.0,50000.0,7435.0,,,-22192.0,en-US,US,EQUITY,False,Delayed Quote,0.0001,1630523247,0.0,0.0001,0.0002,0.0001,425000,-0.331,0.0001416667,-4.1666695e-05,-0.2941178,0.000415035,-0.000315035,-0.75905645,2024850,-0.0003021148,15,America/New_York,EDT,False,False,USD,us_market,I BRANDS CORP,PNK,PRE,4,0.0,1.0E-4 - 2.0E-4,0.0001,0.0,0.0,0,0,finmb_1016066,Other OTC,iBrands Corp.,USD,4000942,1538950,0.0,0.0,1.0E-4 - 0.0028,-0.0026999998,-0.9642857,0.0001,0.0028,0,-0.213,-14400000,5.79,,,0.0028,0.0001,0.0001,0.0004,4M,1.54M,20.25B,,,,,,,,,,,,,,,,,,1:1500,"Jul 01, 2013","Dec 30, 2011","Jun 29, 2012",-223.74%,-117.48%,-12.70%,-332.55%,126.41k,0.09,,12.64k,,-282.84k,-0.2130,,116,0,675.49k,,0.00,-0.33,-266.47k,-20.88k,Value,75215,Financial Services,"iBrands Corporation, a diversified holding company, acquires and operates various market brands having unique market positions within sectors. The company was formerly known as MedSpas of America, Inc. and changed its name to iBrands Corporation in March 2009. iBrands Corporation was founded in 1994 and is based in Dallas, Texas.",Dallas,844-842-8872,TX,United States,http://ibrandscorporation.com,86400,1409 South Lamar Street,Asset Management,Suite 326
t-2,IBRC,-828612.0,20248500224,,,-96041,,-96041,42641,12642,-40016,-40016,,-55978,,,,0,126413,166429,113771,-56025,,-96041,-96041,657235.0,-299863.0,,750972.0,2597579.0,-2897442.0,528749.0,409.0,4.0,68146.0,8450.0,50004.0,163360.0,589088.0,1.0,,0.0,30060.0,190514.0,55072.0,4107.0,-186409.0,-5592.0,6500.0,-139848.0,153954.0,-18142.0,en-US,US,EQUITY,False,Delayed Quote,0.0001,1630523247,0.0,0.0001,0.0002,0.0001,425000,-0.331,0.0001416667,-4.1666695e-05,-0.2941178,0.000415035,-0.000315035,-0.75905645,2024850,-0.0003021148,15,America/New_York,EDT,False,False,USD,us_market,I BRANDS CORP,PNK,PRE,4,0.0,1.0E-4 - 2.0E-4,0.0001,0.0,0.0,0,0,finmb_1016066,Other OTC,iBrands Corp.,USD,4000942,1538950,0.0,0.0,1.0E-4 - 0.0028,-0.0026999998,-0.9642857,0.0001,0.0028,0,-0.213,-14400000,5.79,,,0.0028,0.0001,0.0001,0.0004,4M,1.54M,20.25B,,,,,,,,,,,,,,,,,,1:1500,"Jul 01, 2013","Dec 30, 2011","Jun 29, 2012",-223.74%,-117.48%,-12.70%,-332.55%,126.41k,0.09,,12.64k,,-282.84k,-0.2130,,116,0,675.49k,,0.00,-0.33,-266.47k,-20.88k,Value,75215,Financial Services,"iBrands Corporation, a diversified holding company, acquires and operates various market brands having unique market positions within sectors. The company was formerly known as MedSpas of America, Inc. and changed its name to iBrands Corporation in March 2009. iBrands Corporation was founded in 1994 and is based in Dallas, Texas.",Dallas,844-842-8872,TX,United States,http://ibrandscorporation.com,86400,1409 South Lamar Street,Asset Management,Suite 326
t-3,IBRC,-732571.0,20248500224,,,-33253,,-33253,30250,0,-30250,-30250,,-2758,,,,0,0,30250,0,-3003,,-33253,-33253,571196.0,-203822.0,2713.0,760974.0,2597579.0,-2801401.0,528749.0,408.0,-10.0,12167.0,8450.0,60007.0,163360.0,559028.0,1.0,10017.0,0.0,26550.0,-16968.0,-1142.0,-1409.0,15560.0,-5592.0,7800.0,49955.0,-51318.0,47840.0,en-US,US,EQUITY,False,Delayed Quote,0.0001,1630523247,0.0,0.0001,0.0002,0.0001,425000,-0.331,0.0001416667,-4.1666695e-05,-0.2941178,0.000415035,-0.000315035,-0.75905645,2024850,-0.0003021148,15,America/New_York,EDT,False,False,USD,us_market,I BRANDS CORP,PNK,PRE,4,0.0,1.0E-4 - 2.0E-4,0.0001,0.0,0.0,0,0,finmb_1016066,Other OTC,iBrands Corp.,USD,4000942,1538950,0.0,0.0,1.0E-4 - 0.0028,-0.0026999998,-0.9642857,0.0001,0.0028,0,-0.213,-14400000,5.79,,,0.0028,0.0001,0.0001,0.0004,4M,1.54M,20.25B,,,,,,,,,,,,,,,,,,1:1500,"Jul 01, 2013","Dec 30, 2011","Jun 29, 2012",-223.74%,-117.48%,-12.70%,-332.55%,126.41k,0.09,,12.64k,,-282.84k,-0.2130,,116,0,675.49k,,0.00,-0.33,-266.47k,-20.88k,Value,75215,Financial Services,"iBrands Corporation, a diversified holding company, acquires and operates various market brands having unique market positions within sectors. The company was formerly known as MedSpas of America, Inc. and changed its name to iBrands Corporation in March 2009. iBrands Corporation was founded in 1994 and is based in Dallas, Texas.",Dallas,844-842-8872,TX,United States,http://ibrandscorporation.com,86400,1409 South Lamar Street,Asset Management,Suite 326
