Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,totalCurrentAssets,accountsPayable,longTermDebt,netReceivables,changeToLiabilities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,changeToNetincome,netBorrowings,totalCashFromFinancingActivities,totalCashflowsFromInvestingActivities,issuanceOfStock,otherCashflowsFromInvestingActivities,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,shortName,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,exchangeDataDelayedBy,priceHint,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,maxAge,address1,industry
t0,EVBC,-280346.0,42583900,,,-77362,,-77362,44917,0,-44917,-44917,,-27142,,,,0,0,44917,0,-32445,,-77362,-77362,1.0,1000875.0,283490.0,-280345.0,3145.0,384.0,-1291124.0,9520.0,3144.0,283490.0,9520.0,3144.0,127126.0,,,50581.0,1937.0,3164.0,91.0,3073.0,2712.0,,,,,,,-280346.0,en-US,US,EQUITY,False,Delayed Quote,USD,EVOLUTION BLOCKCHAIN GROUP INC,-0.9587166,16800,-0.00054794515,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,0.0004,1630007816,0.0,0.0004,0.0004,0.0004,100,PNK,us_market,0.0,4.0E-4 - 4.0E-4,0.0004,finmb_266518425,Other OTC,Evolution Blockchain Group Inc.,USD,419,21,0.00029999999,3.0,1.0E-4 - 0.44,-0.4396,-0.9990909,0.0001,0.44,1519776000,-3.052,-0.73,0.0002787879,0.0001212121,0.4347825,0.00968913,-0.00928913,631.93,,,0.44,0.0001,0.0003,0.0097,419,21,42.58M,,382.38k,42.99%,0.00%,,,,,,,,,,,,"Feb 27, 2018",,,,"Apr 29, 2017","Jan 30, 2018",0.00%,0.00%,-36.26%,-664.28%,,,,,,-1.11M,-3.0520,,3.14k,0.01,121.68k,,0.01,-0.73,-57.53k,732.64k,Value,89123,,1,"Evolution Blockchain Group Inc. designs, develops, and manufactures engineered fabric and performance technologies. Its fabrics are used in a range of applications in various clothing and textile categories, including sports apparel, medical, sleepwear, linens, undergarments, military, designer wear, protective, industrial, and first responders. The company was formerly known as Garmatex Holdings Ltd. and changed its name to Evolution Blockchain Group Inc. in February 2018. Evolution Blockchain Group Inc. is based in Las Vegas, Nevada.",Las Vegas,360-305-1368,NV,United States,86400,1853 King Beach Avenue,
t-1,EVBC,-202984.0,42583900,,,-103693,,-103693,72223,0,-72223,-72223,,-30143,,,,0,0,72223,0,-31470,,-103693,-103693,1.0,962855.0,202984.0,-202983.0,1.0,38404.0,-1213762.0,9520.0,,162284.0,9520.0,,106590.0,40700.0,,73851.0,5511.0,-71.0,-70.0,7113.0,3238.0,-7114.0,-7114.0,,,,,,en-US,US,EQUITY,False,Delayed Quote,USD,EVOLUTION BLOCKCHAIN GROUP INC,-0.9587166,16800,-0.00054794515,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,0.0004,1630007816,0.0,0.0004,0.0004,0.0004,100,PNK,us_market,0.0,4.0E-4 - 4.0E-4,0.0004,finmb_266518425,Other OTC,Evolution Blockchain Group Inc.,USD,419,21,0.00029999999,3.0,1.0E-4 - 0.44,-0.4396,-0.9990909,0.0001,0.44,1519776000,-3.052,-0.73,0.0002787879,0.0001212121,0.4347825,0.00968913,-0.00928913,631.93,,,0.44,0.0001,0.0003,0.0097,419,21,42.58M,,382.38k,42.99%,0.00%,,,,,,,,,,,,"Feb 27, 2018",,,,"Apr 29, 2017","Jan 30, 2018",0.00%,0.00%,-36.26%,-664.28%,,,,,,-1.11M,-3.0520,,3.14k,0.01,121.68k,,0.01,-0.73,-57.53k,732.64k,Value,89123,,1,"Evolution Blockchain Group Inc. designs, develops, and manufactures engineered fabric and performance technologies. Its fabrics are used in a range of applications in various clothing and textile categories, including sports apparel, medical, sleepwear, linens, undergarments, military, designer wear, protective, industrial, and first responders. The company was formerly known as Garmatex Holdings Ltd. and changed its name to Evolution Blockchain Group Inc. in February 2018. Evolution Blockchain Group Inc. is based in Las Vegas, Nevada.",Las Vegas,360-305-1368,NV,United States,86400,1853 King Beach Avenue,
t-2,EVBC,-132769.0,42583900,,,-82938,,-82938,37062,0,-37062,-37062,,-27108,,,,0,0,37062,0,-45876,,-82938,-82938,1.0,925151.0,134502.0,-132768.0,1734.0,35690.0,-1093609.0,,51.0,93802.0,,1733.0,53574.0,40700.0,,20556.0,1898.0,-27829.0,-287.0,-31000.0,4279.0,3458.0,3458.0,,,,,-92069.0,en-US,US,EQUITY,False,Delayed Quote,USD,EVOLUTION BLOCKCHAIN GROUP INC,-0.9587166,16800,-0.00054794515,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,0.0004,1630007816,0.0,0.0004,0.0004,0.0004,100,PNK,us_market,0.0,4.0E-4 - 4.0E-4,0.0004,finmb_266518425,Other OTC,Evolution Blockchain Group Inc.,USD,419,21,0.00029999999,3.0,1.0E-4 - 0.44,-0.4396,-0.9990909,0.0001,0.44,1519776000,-3.052,-0.73,0.0002787879,0.0001212121,0.4347825,0.00968913,-0.00928913,631.93,,,0.44,0.0001,0.0003,0.0097,419,21,42.58M,,382.38k,42.99%,0.00%,,,,,,,,,,,,"Feb 27, 2018",,,,"Apr 29, 2017","Jan 30, 2018",0.00%,0.00%,-36.26%,-664.28%,,,,,,-1.11M,-3.0520,,3.14k,0.01,121.68k,,0.01,-0.73,-57.53k,732.64k,Value,89123,,1,"Evolution Blockchain Group Inc. designs, develops, and manufactures engineered fabric and performance technologies. Its fabrics are used in a range of applications in various clothing and textile categories, including sports apparel, medical, sleepwear, linens, undergarments, military, designer wear, protective, industrial, and first responders. The company was formerly known as Garmatex Holdings Ltd. and changed its name to Evolution Blockchain Group Inc. in February 2018. Evolution Blockchain Group Inc. is based in Las Vegas, Nevada.",Las Vegas,360-305-1368,NV,United States,86400,1853 King Beach Avenue,
t-3,EVBC,-49831.0,42583900,,,-846214,,-846214,39938,0,-39938,-39938,,-1143,,,,0,0,39938,0,-806276,,-846214,-846214,1.0,906459.0,81640.0,-49830.0,31810.0,35628.0,-1010671.0,18754.0,27880.0,40940.0,18754.0,31809.0,34155.0,40700.0,85.0,21837.0,15354.0,26042.0,-3752.0,-36712.0,771763.0,103661.0,149991.0,-83485.0,43754.0,-83485.0,2576.0,-9131.0,en-US,US,EQUITY,False,Delayed Quote,USD,EVOLUTION BLOCKCHAIN GROUP INC,-0.9587166,16800,-0.00054794515,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,0.0004,1630007816,0.0,0.0004,0.0004,0.0004,100,PNK,us_market,0.0,4.0E-4 - 4.0E-4,0.0004,finmb_266518425,Other OTC,Evolution Blockchain Group Inc.,USD,419,21,0.00029999999,3.0,1.0E-4 - 0.44,-0.4396,-0.9990909,0.0001,0.44,1519776000,-3.052,-0.73,0.0002787879,0.0001212121,0.4347825,0.00968913,-0.00928913,631.93,,,0.44,0.0001,0.0003,0.0097,419,21,42.58M,,382.38k,42.99%,0.00%,,,,,,,,,,,,"Feb 27, 2018",,,,"Apr 29, 2017","Jan 30, 2018",0.00%,0.00%,-36.26%,-664.28%,,,,,,-1.11M,-3.0520,,3.14k,0.01,121.68k,,0.01,-0.73,-57.53k,732.64k,Value,89123,,1,"Evolution Blockchain Group Inc. designs, develops, and manufactures engineered fabric and performance technologies. Its fabrics are used in a range of applications in various clothing and textile categories, including sports apparel, medical, sleepwear, linens, undergarments, military, designer wear, protective, industrial, and first responders. The company was formerly known as Garmatex Holdings Ltd. and changed its name to Evolution Blockchain Group Inc. in February 2018. Evolution Blockchain Group Inc. is based in Las Vegas, Nevada.",Las Vegas,360-305-1368,NV,United States,86400,1853 King Beach Avenue,
