Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,inventory,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,priceHint,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,shortName,marketState,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,forwardPE,epsTrailingTwelveMonths,epsForward,bookValue,fiftyDayAverage,fiftyDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry
t0,YSN.DE,89554347.0,6469500,363048,,17621230,380447,12014845,7910921,25944491,17640239,17640239,-8544,-32136,,,,5599630,86087397,68447157,60142907,-19009,,12021601,12014845,8205797.0,21922005.0,137012412.0,102385175.0,31257443.0,239778037.0,6500000.0,4877213.0,76211556.0,39334155.0,4625031.0,-2248386.0,14547313.0,101648590.0,82436478.0,2379381.0,-2144647.0,24679834.0,187720062.0,53295535.0,27898724.0,25588247.0,-10121,0,-580352,-955308,-6043987,-7290185,29347165,4055,35967449,1097049,1853671,-5046212,24900282,-42468,4267864,-2436293,105283584.0,en-US,US,EQUITY,False,Delayed Quote,EUR,2,GER,456.5,1630581859,4.5,449.5,459.0,444.0,2352,0,SECUNET SECURITY AG O.N.,REGULAR,de_market,0.99557525,444.0 - 459.0,452.0,455.5,456.5,218,100,finmb_4493238,XETRA,secunet Security Networks Aktiengesellschaft,EUR,4111,2697,235.5,1.0656109,221.0 - 516.0,-59.5,-0.11531008,221.0,516.0,1635924600,1635924600,1635924600,2.54,84.116455,0.005619469,-0.028871018,362.27466,94.22534,0.26009366,135.45995,5.427,3.37,15.826,470.07144,-13.571442,2953326848,28.844938,15,Europe/Berlin,CEST,7200000,False,False,1.0,,,516.0,221.0,470.07,362.27,4.11k,2.7k,6.47M,,1.33M,79.06%,18.47%,,,,,,2.54,0.68%,2.54,0.56%,,28.73%,,"May 13, 2021",,,"Dec 31, 2020","Dec 31, 2020",12.29%,18.04%,15.10%,38.71%,285.59M,44.14,36.80%,80.82M,54.29M,35.11M,5.43,67.40%,101.65M,15.71,18.52M,18.02,2.28,15.83,56.38M,34.21M,Value,45138,Technology,653,"secunet Security Networks Aktiengesellschaft operates as a cybersecurity company in Germany and internationally. The company offers secunet biomiddle, a middleware for biometric systems and electronic ID (eID) documents; secunet bocoa, an intuitive border control application for stationary and mobile use; secunet compass, an information security management system; secunet CryptoServices; secunet easygate, an automated border control system; and secunet easykiosk, an automated system that collects, processes, and forwards relevant personal data. It also provides secunet easytower for biometric acquisition at stationary border control; secunet edge, an edge computing solution; eID public key infrastructure for automotive applications; secunet GlobalTester, an open-source-based test tool for smart cards and document readers; secunet Golden Reader Tool for secure read-outs of eID documents and their authentication; hardware security modules; secunet konnektor for healthcare telematics; protect4use for secure authentication to protect digital identity; secunet safe surfer to run external and unknown content in a surfing environment isolated from the internal network; and secunet Session Border Controller that filters audio and video protocols. In addition, the company offers SINA Workstation for clients with a crypto file system and IPsec-secured communication; SINA Terminal , a VPN client without a hard drive for stationary or mobile use for communication; SINA Tablet S enables users in business and authorities for ultra-mobile and secure use outside of the office; SINA Communicator H, a multi-crypto phone; SINA Management for configuration of the network's individual SINA components; SINA gateways and ethernet encryptors; SINA Workflow for the policy-compliant collaboration on classified documents; secunet snort for protection against network attacks; and secunet wall, a firewall solution. The company was founded in 1997 and is headquartered in Essen, Germany.",Essen,49 201 5454 0,1609372800,Germany,http://www.secunet.com,86400,KurfUerstenstrasse 58,49 201 5454 1000,Information Technology Services
t-1,YSN.DE,89554347.0,6469500,363048,,17621230,380447,12014845,7910921,25944491,17640239,17640239,-8544,-32136,,,,5599630,86087397,68447157,60142907,-19009,,12021601,12014845,8205797.0,21922005.0,137012412.0,102385175.0,31257443.0,239778037.0,6500000.0,4877213.0,76211556.0,39334155.0,4625031.0,-2248386.0,14547313.0,101648590.0,82436478.0,2379381.0,-2144647.0,24679834.0,187720062.0,53295535.0,27898724.0,25588247.0,-10121,0,-580352,-955308,-6043987,-7290185,29347165,4055,35967449,1097049,1853671,-5046212,24900282,-42468,4267864,-2436293,105283584.0,en-US,US,EQUITY,False,Delayed Quote,EUR,2,GER,456.5,1630581859,4.5,449.5,459.0,444.0,2352,0,SECUNET SECURITY AG O.N.,REGULAR,de_market,0.99557525,444.0 - 459.0,452.0,455.5,456.5,218,100,finmb_4493238,XETRA,secunet Security Networks Aktiengesellschaft,EUR,4111,2697,235.5,1.0656109,221.0 - 516.0,-59.5,-0.11531008,221.0,516.0,1635924600,1635924600,1635924600,2.54,84.116455,0.005619469,-0.028871018,362.27466,94.22534,0.26009366,135.45995,5.427,3.37,15.826,470.07144,-13.571442,2953326848,28.844938,15,Europe/Berlin,CEST,7200000,False,False,1.0,,,516.0,221.0,470.07,362.27,4.11k,2.7k,6.47M,,1.33M,79.06%,18.47%,,,,,,2.54,0.68%,2.54,0.56%,,28.73%,,"May 13, 2021",,,"Dec 31, 2020","Dec 31, 2020",12.29%,18.04%,15.10%,38.71%,285.59M,44.14,36.80%,80.82M,54.29M,35.11M,5.43,67.40%,101.65M,15.71,18.52M,18.02,2.28,15.83,56.38M,34.21M,Value,45138,Technology,653,"secunet Security Networks Aktiengesellschaft operates as a cybersecurity company in Germany and internationally. The company offers secunet biomiddle, a middleware for biometric systems and electronic ID (eID) documents; secunet bocoa, an intuitive border control application for stationary and mobile use; secunet compass, an information security management system; secunet CryptoServices; secunet easygate, an automated border control system; and secunet easykiosk, an automated system that collects, processes, and forwards relevant personal data. It also provides secunet easytower for biometric acquisition at stationary border control; secunet edge, an edge computing solution; eID public key infrastructure for automotive applications; secunet GlobalTester, an open-source-based test tool for smart cards and document readers; secunet Golden Reader Tool for secure read-outs of eID documents and their authentication; hardware security modules; secunet konnektor for healthcare telematics; protect4use for secure authentication to protect digital identity; secunet safe surfer to run external and unknown content in a surfing environment isolated from the internal network; and secunet Session Border Controller that filters audio and video protocols. In addition, the company offers SINA Workstation for clients with a crypto file system and IPsec-secured communication; SINA Terminal , a VPN client without a hard drive for stationary or mobile use for communication; SINA Tablet S enables users in business and authorities for ultra-mobile and secure use outside of the office; SINA Communicator H, a multi-crypto phone; SINA Management for configuration of the network's individual SINA components; SINA gateways and ethernet encryptors; SINA Workflow for the policy-compliant collaboration on classified documents; secunet snort for protection against network attacks; and secunet wall, a firewall solution. The company was founded in 1997 and is headquartered in Essen, Germany.",Essen,49 201 5454 0,1609372800,Germany,http://www.secunet.com,86400,KurfUerstenstrasse 58,49 201 5454 1000,Information Technology Services
t-2,YSN.DE,75435814.0,6469500,1094517,,16212773,366937,10960267,7245756,24597322,16257005,16257005,44,-45710,,,,5339808,80767688,64510683,56170366,-44232,,10872965,10960267,8333503.0,21922005.0,143662347.0,88394348.0,30934999.0,232423633.0,6500000.0,5071286.0,62274289.0,34544138.0,4625031.0,-2301946.0,14528019.0,42954259.0,92243262.0,2226096.0,-2198207.0,24833904.0,180103176.0,86149922.0,45927709.0,58912778.0,10121,0,-2157074,-776478,-832316,17075605,-10769241,4055,-7779852,1954262,1853671,-5046212,-31761929,-55838,-588794,-2167195,87859914.0,en-US,US,EQUITY,False,Delayed Quote,EUR,2,GER,456.5,1630581859,4.5,449.5,459.0,444.0,2352,0,SECUNET SECURITY AG O.N.,REGULAR,de_market,0.99557525,444.0 - 459.0,452.0,455.5,456.5,218,100,finmb_4493238,XETRA,secunet Security Networks Aktiengesellschaft,EUR,4111,2697,235.5,1.0656109,221.0 - 516.0,-59.5,-0.11531008,221.0,516.0,1635924600,1635924600,1635924600,2.54,84.116455,0.005619469,-0.028871018,362.27466,94.22534,0.26009366,135.45995,5.427,3.37,15.826,470.07144,-13.571442,2953326848,28.844938,15,Europe/Berlin,CEST,7200000,False,False,1.0,,,516.0,221.0,470.07,362.27,4.11k,2.7k,6.47M,,1.33M,79.06%,18.47%,,,,,,2.54,0.68%,2.54,0.56%,,28.73%,,"May 13, 2021",,,"Dec 31, 2020","Dec 31, 2020",12.29%,18.04%,15.10%,38.71%,285.59M,44.14,36.80%,80.82M,54.29M,35.11M,5.43,67.40%,101.65M,15.71,18.52M,18.02,2.28,15.83,56.38M,34.21M,Value,45138,Technology,653,"secunet Security Networks Aktiengesellschaft operates as a cybersecurity company in Germany and internationally. The company offers secunet biomiddle, a middleware for biometric systems and electronic ID (eID) documents; secunet bocoa, an intuitive border control application for stationary and mobile use; secunet compass, an information security management system; secunet CryptoServices; secunet easygate, an automated border control system; and secunet easykiosk, an automated system that collects, processes, and forwards relevant personal data. It also provides secunet easytower for biometric acquisition at stationary border control; secunet edge, an edge computing solution; eID public key infrastructure for automotive applications; secunet GlobalTester, an open-source-based test tool for smart cards and document readers; secunet Golden Reader Tool for secure read-outs of eID documents and their authentication; hardware security modules; secunet konnektor for healthcare telematics; protect4use for secure authentication to protect digital identity; secunet safe surfer to run external and unknown content in a surfing environment isolated from the internal network; and secunet Session Border Controller that filters audio and video protocols. In addition, the company offers SINA Workstation for clients with a crypto file system and IPsec-secured communication; SINA Terminal , a VPN client without a hard drive for stationary or mobile use for communication; SINA Tablet S enables users in business and authorities for ultra-mobile and secure use outside of the office; SINA Communicator H, a multi-crypto phone; SINA Management for configuration of the network's individual SINA components; SINA gateways and ethernet encryptors; SINA Workflow for the policy-compliant collaboration on classified documents; secunet snort for protection against network attacks; and secunet wall, a firewall solution. The company was founded in 1997 and is headquartered in Essen, Germany.",Essen,49 201 5454 0,1609372800,Germany,http://www.secunet.com,86400,KurfUerstenstrasse 58,49 201 5454 1000,Information Technology Services
t-3,YSN.DE,65520413.0,6469500,600843,,8043712,366937,5541005,5740116,14463989,8123009,8123009,22,-80036,,,,2573317,56708008,48585000,42244019,-79297,,5470395,5541005,,,,77453927.0,,,,,,,,,,,,,,,,,,,10121,0,-2157074,-776478,-832316,17075605,-10769241,4055,-7779852,1954262,1853671,-5046212,-31761929,-55838,-588794,-2167195,,en-US,US,EQUITY,False,Delayed Quote,EUR,2,GER,456.5,1630581859,4.5,449.5,459.0,444.0,2352,0,SECUNET SECURITY AG O.N.,REGULAR,de_market,0.99557525,444.0 - 459.0,452.0,455.5,456.5,218,100,finmb_4493238,XETRA,secunet Security Networks Aktiengesellschaft,EUR,4111,2697,235.5,1.0656109,221.0 - 516.0,-59.5,-0.11531008,221.0,516.0,1635924600,1635924600,1635924600,2.54,84.116455,0.005619469,-0.028871018,362.27466,94.22534,0.26009366,135.45995,5.427,3.37,15.826,470.07144,-13.571442,2953326848,28.844938,15,Europe/Berlin,CEST,7200000,False,False,1.0,,,516.0,221.0,470.07,362.27,4.11k,2.7k,6.47M,,1.33M,79.06%,18.47%,,,,,,2.54,0.68%,2.54,0.56%,,28.73%,,"May 13, 2021",,,"Dec 31, 2020","Dec 31, 2020",12.29%,18.04%,15.10%,38.71%,285.59M,44.14,36.80%,80.82M,54.29M,35.11M,5.43,67.40%,101.65M,15.71,18.52M,18.02,2.28,15.83,56.38M,34.21M,Value,45138,Technology,653,"secunet Security Networks Aktiengesellschaft operates as a cybersecurity company in Germany and internationally. The company offers secunet biomiddle, a middleware for biometric systems and electronic ID (eID) documents; secunet bocoa, an intuitive border control application for stationary and mobile use; secunet compass, an information security management system; secunet CryptoServices; secunet easygate, an automated border control system; and secunet easykiosk, an automated system that collects, processes, and forwards relevant personal data. It also provides secunet easytower for biometric acquisition at stationary border control; secunet edge, an edge computing solution; eID public key infrastructure for automotive applications; secunet GlobalTester, an open-source-based test tool for smart cards and document readers; secunet Golden Reader Tool for secure read-outs of eID documents and their authentication; hardware security modules; secunet konnektor for healthcare telematics; protect4use for secure authentication to protect digital identity; secunet safe surfer to run external and unknown content in a surfing environment isolated from the internal network; and secunet Session Border Controller that filters audio and video protocols. In addition, the company offers SINA Workstation for clients with a crypto file system and IPsec-secured communication; SINA Terminal , a VPN client without a hard drive for stationary or mobile use for communication; SINA Tablet S enables users in business and authorities for ultra-mobile and secure use outside of the office; SINA Communicator H, a multi-crypto phone; SINA Management for configuration of the network's individual SINA components; SINA gateways and ethernet encryptors; SINA Workflow for the policy-compliant collaboration on classified documents; secunet snort for protection against network attacks; and secunet wall, a firewall solution. The company was founded in 1997 and is headquartered in Essen, Germany.",Essen,49 201 5454 0,1609372800,Germany,http://www.secunet.com,86400,KurfUerstenstrasse 58,49 201 5454 1000,Information Technology Services
