Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceHint,regularMarketChangePercent,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,currency,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,shortName,exchangeDataDelayedBy,market,marketState,epsTrailingTwelveMonths,twoHundredDayAverageChangePercent,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,maxAge,address1,industry,address2
t0,IRBL,-224114,0,,,-208422,,-208422,184599,171377,-13222,-13222,,-253242,,,,0,475505,488727,304128,-195200,,-208422,-208422,4699056,5073861,-224114,107658,551787,4999747,38000,-4539944,-421226,3437145,83819,4823759,3122652,-421226,494439,1068163,479056,250102,437083,275461,-196840.0,16841.0,33304.0,84148.0,-57345.0,-10480.0,6389.0,-117858.0,11564.0,165520.0,82205.0,50844.0,401.0,14949.0,,-3755596,en-US,US,EQUITY,False,Delayed Quote,1245602,0.00045,2.25,2.0E-4 - 0.0033,-0.00265,-0.8030303,0.0002,0.0033,-0.001,0.0006236111,2.6388909e-05,0.04231629,0.0014902113,-0.00084021135,233277,4,0.0,-0.65,15,America/New_York,EDT,-14400000,6.5E-4 - 6.5E-4,0.00065,0.0,0.0,0,0,finmb_8636472,Other OTC,InRob Tech Ltd.,USD,787550,USD,False,False,0.00065,1630422456,0.0,0.0008,0.00065,0.00065,113950,PNK,INROB TECH LTD,0,us_market,PRE,-0.009,-0.56382024,2.97,,,0.0033,0.0002,0.0006,0.0015,787.55k,1.25M,,,,,,,,,,,,,,,,0.00%,,,10:1,"Aug 31, 2005","Dec 30, 2007","Sep 29, 2008",-72.55%,-33.07%,-7.84%,,2.06M,0.01,7.90%,413.04k,-529.22k,-1.5M,-0.0090,,83.82k,0,3.9M,,0.22,-0.00,-3.84M,-1.47M,Value,89119,Technology,17,"InRob Tech Ltd. provides engineering products and services for the maintenance of equipment, and the integration and production of wireless control solutions for unmanned ground vehicle robots (UVR) for military and law enforcement UVR applications and control solutions. The company's UVR solutions comprise remote control systems, complete robot systems, and customized solutions. It also targets the civilian applications market, which includes solar powered equipment, as well as nuclear plant maintenance, inspection, and decommissioning; the demolition industry; and firefighting and rescue services. The company is based in Las Vegas, Nevada.",Las Vegas,702-795-3601,NV,1199059200,United States,86400,1515 Tropicana Avenue,Scientific & Technical Instruments,Suite 140
t-1,IRBL,-155852,0,,,-146476,,-146476,136485,152540,16055,16055,,-188331,,,,0,486620,470565,334080,-162531,,-146476,-146476,4578715,5324746,-155852,194629,788305,5318894,24570,-4331522,-427615,3526307,94299,5047985,3190719,-427615,523245,1269342,561261,276761,602603,244538,193930.0,-163636.0,176024.0,178864.0,3088.0,17079.0,-18539.0,20390.0,45538.0,-86404.0,-78045.0,2840.0,1703.0,-178180.0,,-3778643,en-US,US,EQUITY,False,Delayed Quote,1245602,0.00045,2.25,2.0E-4 - 0.0033,-0.00265,-0.8030303,0.0002,0.0033,-0.001,0.0006236111,2.6388909e-05,0.04231629,0.0014902113,-0.00084021135,233277,4,0.0,-0.65,15,America/New_York,EDT,-14400000,6.5E-4 - 6.5E-4,0.00065,0.0,0.0,0,0,finmb_8636472,Other OTC,InRob Tech Ltd.,USD,787550,USD,False,False,0.00065,1630422456,0.0,0.0008,0.00065,0.00065,113950,PNK,INROB TECH LTD,0,us_market,PRE,-0.009,-0.56382024,2.97,,,0.0033,0.0002,0.0006,0.0015,787.55k,1.25M,,,,,,,,,,,,,,,,0.00%,,,10:1,"Aug 31, 2005","Dec 30, 2007","Sep 29, 2008",-72.55%,-33.07%,-7.84%,,2.06M,0.01,7.90%,413.04k,-529.22k,-1.5M,-0.0090,,83.82k,0,3.9M,,0.22,-0.00,-3.84M,-1.47M,Value,89119,Technology,17,"InRob Tech Ltd. provides engineering products and services for the maintenance of equipment, and the integration and production of wireless control solutions for unmanned ground vehicle robots (UVR) for military and law enforcement UVR applications and control solutions. The company's UVR solutions comprise remote control systems, complete robot systems, and customized solutions. It also targets the civilian applications market, which includes solar powered equipment, as well as nuclear plant maintenance, inspection, and decommissioning; the demolition industry; and firefighting and rescue services. The company is based in Las Vegas, Nevada.",Las Vegas,702-795-3601,NV,1199059200,United States,86400,1515 Tropicana Avenue,Scientific & Technical Instruments,Suite 140
t-2,IRBL,-696976,0,,,-683301,,-683301,660895,221127,-439768,-439768,,-253188,,,,0,526743,966511,305616,-243533,,-683301,-683301,3887502,5660845,-696976,281599,731847,5113869,9644,-4185030,-409092,3616036,77220,5445783,3782176,-409092,406850,1090983,483216,215062,516199,232216,207534.0,-26671.0,49146.0,13992.0,-1990873.0,-2409755.0,11399.0,-2408475.0,56142.0,-8455.0,-66159.0,-35154.0,7481.0,-72270.0,,-4354800,en-US,US,EQUITY,False,Delayed Quote,1245602,0.00045,2.25,2.0E-4 - 0.0033,-0.00265,-0.8030303,0.0002,0.0033,-0.001,0.0006236111,2.6388909e-05,0.04231629,0.0014902113,-0.00084021135,233277,4,0.0,-0.65,15,America/New_York,EDT,-14400000,6.5E-4 - 6.5E-4,0.00065,0.0,0.0,0,0,finmb_8636472,Other OTC,InRob Tech Ltd.,USD,787550,USD,False,False,0.00065,1630422456,0.0,0.0008,0.00065,0.00065,113950,PNK,INROB TECH LTD,0,us_market,PRE,-0.009,-0.56382024,2.97,,,0.0033,0.0002,0.0006,0.0015,787.55k,1.25M,,,,,,,,,,,,,,,,0.00%,,,10:1,"Aug 31, 2005","Dec 30, 2007","Sep 29, 2008",-72.55%,-33.07%,-7.84%,,2.06M,0.01,7.90%,413.04k,-529.22k,-1.5M,-0.0090,,83.82k,0,3.9M,,0.22,-0.00,-3.84M,-1.47M,Value,89119,Technology,17,"InRob Tech Ltd. provides engineering products and services for the maintenance of equipment, and the integration and production of wireless control solutions for unmanned ground vehicle robots (UVR) for military and law enforcement UVR applications and control solutions. The company's UVR solutions comprise remote control systems, complete robot systems, and customized solutions. It also targets the civilian applications market, which includes solar powered equipment, as well as nuclear plant maintenance, inspection, and decommissioning; the demolition industry; and firefighting and rescue services. The company is based in Las Vegas, Nevada.",Las Vegas,702-795-3601,NV,1199059200,United States,86400,1515 Tropicana Avenue,Scientific & Technical Instruments,Suite 140
t-3,IRBL,-903330,0,,,-457074,,-457074,546884,302320,-244564,-244564,,-273108,,,,0,572036,816600,269716,-212510,,-457074,-457074,3010977,6300238,-903330,368572,750437,5546908,7913,-3501745,-420475,1671756,2486975,5366446,3762320,-420475,443802,3431350,417057,933792,507744,228272,-55355.0,-184927.0,177913.0,133464.0,-973052.0,-1370458.0,17139.0,-1336134.0,39037.0,-82003.0,85642.0,-71896.0,55.0,-185791.0,27447.0,-1935096,en-US,US,EQUITY,False,Delayed Quote,1245602,0.00045,2.25,2.0E-4 - 0.0033,-0.00265,-0.8030303,0.0002,0.0033,-0.001,0.0006236111,2.6388909e-05,0.04231629,0.0014902113,-0.00084021135,233277,4,0.0,-0.65,15,America/New_York,EDT,-14400000,6.5E-4 - 6.5E-4,0.00065,0.0,0.0,0,0,finmb_8636472,Other OTC,InRob Tech Ltd.,USD,787550,USD,False,False,0.00065,1630422456,0.0,0.0008,0.00065,0.00065,113950,PNK,INROB TECH LTD,0,us_market,PRE,-0.009,-0.56382024,2.97,,,0.0033,0.0002,0.0006,0.0015,787.55k,1.25M,,,,,,,,,,,,,,,,0.00%,,,10:1,"Aug 31, 2005","Dec 30, 2007","Sep 29, 2008",-72.55%,-33.07%,-7.84%,,2.06M,0.01,7.90%,413.04k,-529.22k,-1.5M,-0.0090,,83.82k,0,3.9M,,0.22,-0.00,-3.84M,-1.47M,Value,89119,Technology,17,"InRob Tech Ltd. provides engineering products and services for the maintenance of equipment, and the integration and production of wireless control solutions for unmanned ground vehicle robots (UVR) for military and law enforcement UVR applications and control solutions. The company's UVR solutions comprise remote control systems, complete robot systems, and customized solutions. It also targets the civilian applications market, which includes solar powered equipment, as well as nuclear plant maintenance, inspection, and decommissioning; the demolition industry; and firefighting and rescue services. The company is based in Las Vegas, Nevada.",Las Vegas,702-795-3601,NV,1199059200,United States,86400,1515 Tropicana Avenue,Scientific & Technical Instruments,Suite 140
