Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,accountsPayable,cash,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToNetincome,totalCashflowsFromInvestingActivities,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,marketState,shortName,market,exchangeDataDelayedBy,exchange,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,GTEH,-2205755.0,1124970,,,-19469,,-19469,63769,0,-63769,-63769,,-31629,,,,0,0,63769,0,44299,,-19469,-19469,5723777.0,2225645.0,-2205755.0,1068339.0,19890.0,4218.0,2653.0,-7935250.0,1500.0,2225645.0,1500.0,17237.0,2653.0,26920.0,,-1893.0,47336.0,47336.0,47142.0,-2.0,-47338.0,739.0,-75928.0,,,-2222992.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.0,-0.005,0.0007388889,6.111106e-05,0.08270669,0.0022358042,-0.0014358042,-0.6421869,899,-0.16,15,America/New_York,EDT,-14400000,4,0.0,6.5E-4 - 8.0E-4,0.0008,0.0,0.0,0,0,finmb_252127421,PREPRE,GENTECH HOLDINGS INC,us_market,0,PNK,False,False,0.0008,1630526396,0.0,0.0008,0.0008,0.00065,118249078,Other OTC,"GenTech Holdings, Inc.",USD,477397021,263727957,0.00059999997,3.0,2.0E-4 - 0.0189,-0.018099999,-0.95767194,0.0002,0.0189,1542758400,0.17,,,0.0189,0.0002,0.0007,0.0022,477.4M,263.73M,1.12M,,385.56M,0.00%,0.01%,,,,,,,,,,,0.00%,"Nov 20, 2018",,1:7000,"Nov 20, 2018","Oct 30, 2018","Apr 29, 2019",0.00%,0.00%,,,,,,,-246.44k,-67.85k,-0.0000,,,,745.39k,,0.00,-0.00,-19.79k,,Value,10128,Consumer Cyclical,1,"GenTech Holdings, Inc. operates a chain of hemp centric coffee shop retail spaces under the Healthy Leaf brand name. The company offers CBD-infused chocolates, skin creams, artisan teas, artisan coffee, wellness snack bars, and pet treats through its retail spaces. It also provides holistic education and classes. The company is based in New York, New York.",New York,347-464-7532,NY,1483142400,United States,http://www.gentechholdings.com,86400,1732 1st Avenue,Restaurants,Manhattan
t-1,GTEH,-2205755.0,1124970,,,-19469,,-19469,63769,0,-63769,-63769,,-31629,,,,0,0,63769,0,44299,,-19469,-19469,5723777.0,2225645.0,-2205755.0,1068339.0,19890.0,4218.0,2653.0,-7935250.0,1500.0,2225645.0,1500.0,17237.0,2653.0,26920.0,,-1893.0,47336.0,47336.0,47142.0,-2.0,-47338.0,739.0,-75928.0,,,-2222992.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.0,-0.005,0.0007388889,6.111106e-05,0.08270669,0.0022358042,-0.0014358042,-0.6421869,899,-0.16,15,America/New_York,EDT,-14400000,4,0.0,6.5E-4 - 8.0E-4,0.0008,0.0,0.0,0,0,finmb_252127421,PREPRE,GENTECH HOLDINGS INC,us_market,0,PNK,False,False,0.0008,1630526396,0.0,0.0008,0.0008,0.00065,118249078,Other OTC,"GenTech Holdings, Inc.",USD,477397021,263727957,0.00059999997,3.0,2.0E-4 - 0.0189,-0.018099999,-0.95767194,0.0002,0.0189,1542758400,0.17,,,0.0189,0.0002,0.0007,0.0022,477.4M,263.73M,1.12M,,385.56M,0.00%,0.01%,,,,,,,,,,,0.00%,"Nov 20, 2018",,1:7000,"Nov 20, 2018","Oct 30, 2018","Apr 29, 2019",0.00%,0.00%,,,,,,,-246.44k,-67.85k,-0.0000,,,,745.39k,,0.00,-0.00,-19.79k,,Value,10128,Consumer Cyclical,1,"GenTech Holdings, Inc. operates a chain of hemp centric coffee shop retail spaces under the Healthy Leaf brand name. The company offers CBD-infused chocolates, skin creams, artisan teas, artisan coffee, wellness snack bars, and pet treats through its retail spaces. It also provides holistic education and classes. The company is based in New York, New York.",New York,347-464-7532,NY,1483142400,United States,http://www.gentechholdings.com,86400,1732 1st Avenue,Restaurants,Manhattan
t-2,GTEH,-2205917.0,1124970,,,-14457,,-14457,60931,0,-60931,-60931,,-28291,,,,0,0,60931,0,46474,,-14457,-14457,5613245.0,2227432.0,-2205917.0,1068339.0,21515.0,75650.0,2796.0,-7896312.0,1500.0,2227432.0,1500.0,18715.0,2800.0,47002.0,4.0,5414.0,-28424.0,-28424.0,68987.0,-1326.0,37441.0,738.0,-75928.0,-10343.0,-10343.0,-2224632.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.0,-0.005,0.0007388889,6.111106e-05,0.08270669,0.0022358042,-0.0014358042,-0.6421869,899,-0.16,15,America/New_York,EDT,-14400000,4,0.0,6.5E-4 - 8.0E-4,0.0008,0.0,0.0,0,0,finmb_252127421,PREPRE,GENTECH HOLDINGS INC,us_market,0,PNK,False,False,0.0008,1630526396,0.0,0.0008,0.0008,0.00065,118249078,Other OTC,"GenTech Holdings, Inc.",USD,477397021,263727957,0.00059999997,3.0,2.0E-4 - 0.0189,-0.018099999,-0.95767194,0.0002,0.0189,1542758400,0.17,,,0.0189,0.0002,0.0007,0.0022,477.4M,263.73M,1.12M,,385.56M,0.00%,0.01%,,,,,,,,,,,0.00%,"Nov 20, 2018",,1:7000,"Nov 20, 2018","Oct 30, 2018","Apr 29, 2019",0.00%,0.00%,,,,,,,-246.44k,-67.85k,-0.0000,,,,745.39k,,0.00,-0.00,-19.79k,,Value,10128,Consumer Cyclical,1,"GenTech Holdings, Inc. operates a chain of hemp centric coffee shop retail spaces under the Healthy Leaf brand name. The company offers CBD-infused chocolates, skin creams, artisan teas, artisan coffee, wellness snack bars, and pet treats through its retail spaces. It also provides holistic education and classes. The company is based in New York, New York.",New York,347-464-7532,NY,1483142400,United States,http://www.gentechholdings.com,86400,1732 1st Avenue,Restaurants,Manhattan
t-3,GTEH,-2205917.0,1124970,,,-14457,,-14457,60931,0,-60931,-60931,,-28291,,,,0,0,60931,0,46474,,-14457,-14457,5613245.0,2227432.0,-2205917.0,1068339.0,21515.0,75650.0,2796.0,-7896312.0,1500.0,2227432.0,1500.0,18715.0,2800.0,47002.0,4.0,5414.0,-28424.0,-28424.0,68987.0,-1326.0,37441.0,738.0,-75928.0,-10343.0,-10343.0,-2224632.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.0,-0.005,0.0007388889,6.111106e-05,0.08270669,0.0022358042,-0.0014358042,-0.6421869,899,-0.16,15,America/New_York,EDT,-14400000,4,0.0,6.5E-4 - 8.0E-4,0.0008,0.0,0.0,0,0,finmb_252127421,PREPRE,GENTECH HOLDINGS INC,us_market,0,PNK,False,False,0.0008,1630526396,0.0,0.0008,0.0008,0.00065,118249078,Other OTC,"GenTech Holdings, Inc.",USD,477397021,263727957,0.00059999997,3.0,2.0E-4 - 0.0189,-0.018099999,-0.95767194,0.0002,0.0189,1542758400,0.17,,,0.0189,0.0002,0.0007,0.0022,477.4M,263.73M,1.12M,,385.56M,0.00%,0.01%,,,,,,,,,,,0.00%,"Nov 20, 2018",,1:7000,"Nov 20, 2018","Oct 30, 2018","Apr 29, 2019",0.00%,0.00%,,,,,,,-246.44k,-67.85k,-0.0000,,,,745.39k,,0.00,-0.00,-19.79k,,Value,10128,Consumer Cyclical,1,"GenTech Holdings, Inc. operates a chain of hemp centric coffee shop retail spaces under the Healthy Leaf brand name. The company offers CBD-infused chocolates, skin creams, artisan teas, artisan coffee, wellness snack bars, and pet treats through its retail spaces. It also provides holistic education and classes. The company is based in New York, New York.",New York,347-464-7532,NY,1483142400,United States,http://www.gentechholdings.com,86400,1732 1st Avenue,Restaurants,Manhattan
