Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,shortName,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,exchangeDataDelayedBy,priceHint,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry
t0,ECPN,-351628.0,437760000,,,-2563562,,-2563562,269879,-2080,-2314445,-2314445,,-102352,,,,0,-3637,2310808,-1557,-249117,,-2563562,-2563562,216463060.0,1565692.0,-351628.0,606330.0,1214064.0,430434.0,-217245122.0,102301.0,80416.0,1552887.0,8520.0,829711.0,282052.0,12805.0,165040.0,228922.0,-58835,-28981,79615,327138,110908,247523,23591,-274566,1628770,-2,118309,397972,-28979,-1270835.0,en-US,US,EQUITY,False,Delayed Quote,USD,EL CAPITAN PRECIOUS METALS INC,-0.42627156,2418624,-5.2,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,0.0052,1630505003,0.0007000002,0.00491,0.0052,0.00491,66900,PNK,us_market,15.555561,0.00491 - 0.0052,0.0045,0.0,0.0,0,0,finmb_3734598,Other OTC,"El Capitan Precious Metals, Inc.",USD,739050,1282178,0.0024,0.8571429,0.0028 - 0.02,-0.014799999,-0.73999995,0.0028,0.02,-0.013,-0.001,0.0059577776,-0.0007577776,-0.12719132,0.009063521,-0.0038635214,1.59,,,0.02,0.0028,0.006,0.0091,739.05k,1.28M,437.76M,,412.83M,0.00%,0.04%,,,,,,,,,,,0.00%,,,3:1,"Aug 01, 2004","Sep 29, 2017","Sep 29, 2017",0.00%,0.00%,-114.39%,"-1,222.91%",,,,,-2.37M,-5.22M,-0.0130,,80.42k,0,527.02k,,0.18,-0.00,-1.06M,175.08k,Value,86305,Basic Materials,2,"El Capitan Precious Metals, Inc., an exploration stage company, engages in the mining of precious metals and other minerals. The company principally explores for gold, silver, and platinum group metals. Its primary asset is the El Capitan Property comprising 354 Bureau of Land Management lode claims and four patented claims located in Lincoln County, New Mexico. The company was founded in 2002 and is based in Prescott, Arizona.",Prescott,480-440-1449,AZ,United States,http://www.elcapitanpmi.com,86400,5871 Honeysuckle Road,Other Precious Metals & Mining
t-1,ECPN,1581381.0,437760000,,,-525476,,-525476,109700,2080,-536759,-536759,,-56810,,,,0,3637,540396,1557,11283,,-525476,-525476,215849503.0,1369844.0,1581381.0,271510.0,2951225.0,413438.0,-214681560.0,102299.0,56825.0,1354839.0,8398.0,2429877.0,419049.0,15005.0,255040.0,287757.0,2714,-837,-13191,260140,112862,273331,32627,-226676,23592,-2,1210,111114,-835,-935790.0,en-US,US,EQUITY,False,Delayed Quote,USD,EL CAPITAN PRECIOUS METALS INC,-0.42627156,2418624,-5.2,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,0.0052,1630505003,0.0007000002,0.00491,0.0052,0.00491,66900,PNK,us_market,15.555561,0.00491 - 0.0052,0.0045,0.0,0.0,0,0,finmb_3734598,Other OTC,"El Capitan Precious Metals, Inc.",USD,739050,1282178,0.0024,0.8571429,0.0028 - 0.02,-0.014799999,-0.73999995,0.0028,0.02,-0.013,-0.001,0.0059577776,-0.0007577776,-0.12719132,0.009063521,-0.0038635214,1.59,,,0.02,0.0028,0.006,0.0091,739.05k,1.28M,437.76M,,412.83M,0.00%,0.04%,,,,,,,,,,,0.00%,,,3:1,"Aug 01, 2004","Sep 29, 2017","Sep 29, 2017",0.00%,0.00%,-114.39%,"-1,222.91%",,,,,-2.37M,-5.22M,-0.0130,,80.42k,0,527.02k,,0.18,-0.00,-1.06M,175.08k,Value,86305,Basic Materials,2,"El Capitan Precious Metals, Inc., an exploration stage company, engages in the mining of precious metals and other minerals. The company principally explores for gold, silver, and platinum group metals. Its primary asset is the El Capitan Property comprising 354 Bureau of Land Management lode claims and four patented claims located in Lincoln County, New Mexico. The company was founded in 2002 and is based in Prescott, Arizona.",Prescott,480-440-1449,AZ,United States,http://www.elcapitanpmi.com,86400,5871 Honeysuckle Road,Other Precious Metals & Mining
t-2,ECPN,1693126.0,437760000,,,-1345849,,-1345849,156112,0,-563075,-563075,,-21188,,,,0,0,563075,0,-782774,,-1345849,-1345849,215445464.0,1318174.0,1693126.0,311652.0,3011300.0,403746.0,-214156084.0,102297.0,24198.0,1301071.0,8295.0,2452634.0,456369.0,17103.0,256250.0,296714.0,92741,-22255,80616,140050,10948,59434,-39862,-157657,21352,-5351,1210,1055070,-16904,-844702.0,en-US,US,EQUITY,False,Delayed Quote,USD,EL CAPITAN PRECIOUS METALS INC,-0.42627156,2418624,-5.2,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,0.0052,1630505003,0.0007000002,0.00491,0.0052,0.00491,66900,PNK,us_market,15.555561,0.00491 - 0.0052,0.0045,0.0,0.0,0,0,finmb_3734598,Other OTC,"El Capitan Precious Metals, Inc.",USD,739050,1282178,0.0024,0.8571429,0.0028 - 0.02,-0.014799999,-0.73999995,0.0028,0.02,-0.013,-0.001,0.0059577776,-0.0007577776,-0.12719132,0.009063521,-0.0038635214,1.59,,,0.02,0.0028,0.006,0.0091,739.05k,1.28M,437.76M,,412.83M,0.00%,0.04%,,,,,,,,,,,0.00%,,,3:1,"Aug 01, 2004","Sep 29, 2017","Sep 29, 2017",0.00%,0.00%,-114.39%,"-1,222.91%",,,,,-2.37M,-5.22M,-0.0130,,80.42k,0,527.02k,,0.18,-0.00,-1.06M,175.08k,Value,86305,Basic Materials,2,"El Capitan Precious Metals, Inc., an exploration stage company, engages in the mining of precious metals and other minerals. The company principally explores for gold, silver, and platinum group metals. Its primary asset is the El Capitan Property comprising 354 Bureau of Land Management lode claims and four patented claims located in Lincoln County, New Mexico. The company was founded in 2002 and is based in Prescott, Arizona.",Prescott,480-440-1449,AZ,United States,http://www.elcapitanpmi.com,86400,5871 Honeysuckle Road,Other Precious Metals & Mining
t-3,ECPN,1422292.0,437760000,,,-783627,,-783627,121524,0,-646790,-646790,,-14740,,,,0,0,646790,0,-136837,,-783627,-783627,213848553.0,1592546.0,1422292.0,,3014838.0,383974.0,-212810235.0,96946.0,64060.0,1592546.0,,2431011.0,486881.0,,256250.0,192302.0,-31777,-2,-160965,163758,40106,324723,-232559,-396315,19995,-2,1210,357726,-16904,-1105665.0,en-US,US,EQUITY,False,Delayed Quote,USD,EL CAPITAN PRECIOUS METALS INC,-0.42627156,2418624,-5.2,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,0.0052,1630505003,0.0007000002,0.00491,0.0052,0.00491,66900,PNK,us_market,15.555561,0.00491 - 0.0052,0.0045,0.0,0.0,0,0,finmb_3734598,Other OTC,"El Capitan Precious Metals, Inc.",USD,739050,1282178,0.0024,0.8571429,0.0028 - 0.02,-0.014799999,-0.73999995,0.0028,0.02,-0.013,-0.001,0.0059577776,-0.0007577776,-0.12719132,0.009063521,-0.0038635214,1.59,,,0.02,0.0028,0.006,0.0091,739.05k,1.28M,437.76M,,412.83M,0.00%,0.04%,,,,,,,,,,,0.00%,,,3:1,"Aug 01, 2004","Sep 29, 2017","Sep 29, 2017",0.00%,0.00%,-114.39%,"-1,222.91%",,,,,-2.37M,-5.22M,-0.0130,,80.42k,0,527.02k,,0.18,-0.00,-1.06M,175.08k,Value,86305,Basic Materials,2,"El Capitan Precious Metals, Inc., an exploration stage company, engages in the mining of precious metals and other minerals. The company principally explores for gold, silver, and platinum group metals. Its primary asset is the El Capitan Property comprising 354 Bureau of Land Management lode claims and four patented claims located in Lincoln County, New Mexico. The company was founded in 2002 and is based in Prescott, Arizona.",Prescott,480-440-1449,AZ,United States,http://www.elcapitanpmi.com,86400,5871 Honeysuckle Road,Other Precious Metals & Mining
