Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,longTermDebt,changeToLiabilities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,totalCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,shortName,esgPopulated,tradeable,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchangeDataDelayedBy,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,longName,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,maxAge,address1,fax,industry,address2
t0,IGPG,-3434507.0,123562000,,,-570232,,-570232,485061,497403,-98691,-98691,-7914,-305958,,,,0,581433,680124,84030,-471541,,-570232,-570232,12771185.0,4372412.0,-3434507.0,1911943.0,937905.0,97754.0,-16303446.0,25662.0,300086.0,267275.0,4346750.0,1093373.0,45444.0,592375.0,259415.0,344420.0,,-860092.0,-23896.0,-1327.0,-1327.0,111033.0,-6065.0,1142224.0,,-3754375.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,IGNIS PETROLEUM GROUP INC,False,False,PNK,0.0001,1630513882,0.0,0.0001,0.0001,0.0001,5000,PRE,0,4,0.0,1.0E-4 - 1.0E-4,0.0001,0.0,0.0,0,0,finmb_23052463,"Ignis Petroleum Group, Inc.",Other OTC,USD,76924,533892,9e-05,9.0,1.0E-5 - 0.01,-0.0099,-0.99,1e-05,0.01,-0.023,-0.035,0.00018484848,-8.4848485e-05,-0.4590164,0.00012,-2e-05,-0.16666667,12300,-0.0028571428,15,America/New_York,EDT,-14400000,98.89,,,0.01,0.0,0.0002,0.0001,76.92k,533.89k,123.56M,,,0.00%,0.04%,,,,,,,,,,,,,,,,"Jun 29, 2008","Jun 29, 2008",-62.09%,-26.26%,-27.38%,,2.1M,0.04,38.60%,1.78M,-249.45k,-1.3M,-0.0230,,267.27k,0,1.09M,,0.14,-0.04,-108.66k,346k,Value,75201,,2,"Ignis Petroleum Group, Inc. engages in the exploration, development, and production of crude oil and natural gas properties in the United States. It has interests in various oil and gas prospects in the United States onshore Gulf Coast region, primarily located in Texas and Louisiana. The company was formerly known as Sheer Ventures, Inc. and changed its name to Ignis Petroleum Group, Inc. in July 2005. Ignis Petroleum Group, Inc. was founded in 2004 and is based in Dallas, Texas.",Dallas,214-459-8188,TX,1230681600,United States,86400,100 Cresent Court,214-459-3101,,7th Floor
t-1,IGPG,-2903756.0,123562000,,,-208056,,-208056,439058,487678,-11597,-11597,3783,-217987,,,,0,593449,605046,105771,-196459,,-208056,-208056,12763304.0,3959109.0,-2903756.0,1777353.0,1055353.0,57842.0,-15724902.0,,392253.0,268602.0,2959109.0,34374.0,157648.0,505452.0,193350.0,270790.0,1000000.0,161964.0,-24271.0,227043.0,227043.0,60217.0,162662.0,-28253.0,,-2453657.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,IGNIS PETROLEUM GROUP INC,False,False,PNK,0.0001,1630513882,0.0,0.0001,0.0001,0.0001,5000,PRE,0,4,0.0,1.0E-4 - 1.0E-4,0.0001,0.0,0.0,0,0,finmb_23052463,"Ignis Petroleum Group, Inc.",Other OTC,USD,76924,533892,9e-05,9.0,1.0E-5 - 0.01,-0.0099,-0.99,1e-05,0.01,-0.023,-0.035,0.00018484848,-8.4848485e-05,-0.4590164,0.00012,-2e-05,-0.16666667,12300,-0.0028571428,15,America/New_York,EDT,-14400000,98.89,,,0.01,0.0,0.0002,0.0001,76.92k,533.89k,123.56M,,,0.00%,0.04%,,,,,,,,,,,,,,,,"Jun 29, 2008","Jun 29, 2008",-62.09%,-26.26%,-27.38%,,2.1M,0.04,38.60%,1.78M,-249.45k,-1.3M,-0.0230,,267.27k,0,1.09M,,0.14,-0.04,-108.66k,346k,Value,75201,,2,"Ignis Petroleum Group, Inc. engages in the exploration, development, and production of crude oil and natural gas properties in the United States. It has interests in various oil and gas prospects in the United States onshore Gulf Coast region, primarily located in Texas and Louisiana. The company was formerly known as Sheer Ventures, Inc. and changed its name to Ignis Petroleum Group, Inc. in July 2005. Ignis Petroleum Group, Inc. was founded in 2004 and is based in Dallas, Texas.",Dallas,214-459-8188,TX,1230681600,United States,86400,100 Cresent Court,214-459-3101,,7th Floor
t-2,IGPG,-2695701.0,123562000,,,-33730,,-33730,369327,498988,72666,72666,3783,-197102,,,,0,580872,508206,81884,-106396,,-33730,-33730,12763304.0,3802575.0,-2695701.0,1773110.0,1106874.0,57842.0,-15516847.0,21988.0,484204.0,41559.0,2780587.0,8601.0,205870.0,416800.0,356012.0,230755.0,1000000.0,-112911.0,33852.0,-206490.0,-206490.0,56996.0,-144523.0,-90708.0,,-2363787.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,IGNIS PETROLEUM GROUP INC,False,False,PNK,0.0001,1630513882,0.0,0.0001,0.0001,0.0001,5000,PRE,0,4,0.0,1.0E-4 - 1.0E-4,0.0001,0.0,0.0,0,0,finmb_23052463,"Ignis Petroleum Group, Inc.",Other OTC,USD,76924,533892,9e-05,9.0,1.0E-5 - 0.01,-0.0099,-0.99,1e-05,0.01,-0.023,-0.035,0.00018484848,-8.4848485e-05,-0.4590164,0.00012,-2e-05,-0.16666667,12300,-0.0028571428,15,America/New_York,EDT,-14400000,98.89,,,0.01,0.0,0.0002,0.0001,76.92k,533.89k,123.56M,,,0.00%,0.04%,,,,,,,,,,,,,,,,"Jun 29, 2008","Jun 29, 2008",-62.09%,-26.26%,-27.38%,,2.1M,0.04,38.60%,1.78M,-249.45k,-1.3M,-0.0230,,267.27k,0,1.09M,,0.14,-0.04,-108.66k,346k,Value,75201,,2,"Ignis Petroleum Group, Inc. engages in the exploration, development, and production of crude oil and natural gas properties in the United States. It has interests in various oil and gas prospects in the United States onshore Gulf Coast region, primarily located in Texas and Louisiana. The company was formerly known as Sheer Ventures, Inc. and changed its name to Ignis Petroleum Group, Inc. in July 2005. Ignis Petroleum Group, Inc. was founded in 2004 and is based in Dallas, Texas.",Dallas,214-459-8188,TX,1230681600,United States,86400,100 Cresent Court,214-459-3101,,7th Floor
t-3,IGPG,-2700003.0,123562000,,,-488109,,-488109,727043,295270,-504678,-504678,3783,-173632,,,,0,340564,845242,45294,16569,,-488109,-488109,12732764.0,4036364.0,-2700003.0,1863818.0,1336361.0,57082.0,-15489849.0,18205.0,577413.0,248049.0,3018159.0,1869.0,253867.0,505081.0,211489.0,494018.0,1000000.0,334299.0,20062.0,-67886.0,-127886.0,72905.0,-49178.0,-90717.0,60000.0,-2513078.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,IGNIS PETROLEUM GROUP INC,False,False,PNK,0.0001,1630513882,0.0,0.0001,0.0001,0.0001,5000,PRE,0,4,0.0,1.0E-4 - 1.0E-4,0.0001,0.0,0.0,0,0,finmb_23052463,"Ignis Petroleum Group, Inc.",Other OTC,USD,76924,533892,9e-05,9.0,1.0E-5 - 0.01,-0.0099,-0.99,1e-05,0.01,-0.023,-0.035,0.00018484848,-8.4848485e-05,-0.4590164,0.00012,-2e-05,-0.16666667,12300,-0.0028571428,15,America/New_York,EDT,-14400000,98.89,,,0.01,0.0,0.0002,0.0001,76.92k,533.89k,123.56M,,,0.00%,0.04%,,,,,,,,,,,,,,,,"Jun 29, 2008","Jun 29, 2008",-62.09%,-26.26%,-27.38%,,2.1M,0.04,38.60%,1.78M,-249.45k,-1.3M,-0.0230,,267.27k,0,1.09M,,0.14,-0.04,-108.66k,346k,Value,75201,,2,"Ignis Petroleum Group, Inc. engages in the exploration, development, and production of crude oil and natural gas properties in the United States. It has interests in various oil and gas prospects in the United States onshore Gulf Coast region, primarily located in Texas and Louisiana. The company was formerly known as Sheer Ventures, Inc. and changed its name to Ignis Petroleum Group, Inc. in July 2005. Ignis Petroleum Group, Inc. was founded in 2004 and is based in Dallas, Texas.",Dallas,214-459-8188,TX,1230681600,United States,86400,100 Cresent Court,214-459-3101,,7th Floor
