Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,longTermDebt,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,capitalExpenditures,netBorrowings,otherCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,marketState,epsTrailingTwelveMonths,epsForward,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,exchange,priceHint,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (May 27, 2021) 4","Short Ratio (May 27, 2021) 4","Short % of Float (May 27, 2021) 4","Short % of Shares Outstanding (May 27, 2021) 4","Shares Short (prior month Apr 29, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,IPDN,248069.0,13465000,,,-822592,,-770689,2017568,1223698,-823477,-823477,,,,,,-66977,1484852,2308329,261154,885,-15074,-755615,-770689,376708.0,94659832.0,5073519.0,964228.0,2502177.0,6037747.0,134650.0,49730.0,-93793524.0,121335.0,339451.0,-36730.0,1025375.0,2342343.0,4495851.0,387.0,484766.0,3811447.0,1066101.0,431778.0,,-82738.0,-6128.0,1000000.0,-130803.0,1000000.0,224774.0,-35364.0,-733734.0,42698.0,-60619.0,258662.0,-2658.0,,,-684404.0,en-US,US,EQUITY,True,Delayed Quote,4.7244143,1.26 - 1.37,1.27,0.0,0.0,8,10,finmb_134666880,NasdaqCM,"Professional Diversity Network, Inc.",USD,799229,140614,0.57000005,0.75000006,0.76 - 5.56,-4.23,-0.76079136,0.76,5.56,1474934400,1621254600,1621254600,1621254600,-14400000,False,False,USD,PRE,-0.294,-0.14,0.072,1.3762857,-0.04628563,-0.03363083,1.9207246,-0.5907246,-0.307553,17908450,-9.5,18.472223,15,America/New_York,EDT,"Professional Diversity Network,",1.33,1630526402,0.060000062,1.28,1.37,1.26,165774,0,NCM,4,us_market,1.54,,,5.56,0.76,1.3763,1.9207,799.23k,140.61k,13.46M,,6.3M,53.29%,2.00%,85.11k,0.24,1.12%,0.63%,174.13k,,,,,,0.00%,"Sep 26, 2016",,1:8,"Sep 26, 2016","Dec 30, 2020","Mar 30, 2021",-73.20%,-55.30%,-26.74%,-194.89%,4.96M,0.40,51.20%,3.67M,-2.61M,-3.49M,-0.2940,,2.34M,0.17,518.22k,53.74,0.85,0.07,-3.71M,-877.95k,Value,60603-5713,Industrials,36,"Professional Diversity Network, Inc. operates online professional networking communities with career resources in the United States. It operates in two segments, Professional Diversity Network (PDN Network) and National Association of Professional Women (NAPW Network). The company offers recruitment services, such as single and multiple job postings, recruitment media, talent recruitment communities, corporate memberships, hiring campaign marketing and advertising, e-newsletter marketing, and research and outreach services to various cultural groups and employers. It also provides consumer advertising and consumer marketing solutions through advertising and job postings on its Websites. In addition, the company operates a women-only professional networking organization. Professional Diversity Network, Inc. was incorporated in 2003 and is headquartered in Chicago, Illinois.",Chicago,312 614 0950,IL,1609372800,United States,http://www.ipdnusa.com,86400,55 East Monroe Street,Staffing & Employment Services,Suite 2120
t-1,IPDN,2604336.0,13465000,,,-45439,,-78920,1172029,979274,-224518,-224518,,-961.0,,,,-3182,1217087,1441605,237813,179079,-36663,-42257,-78920,402045.0,95985080.0,5327511.0,3345832.0,2276405.0,8673343.0,128198.0,43110.0,-93022835.0,186039.0,339451.0,255389.0,3912367.0,2117569.0,4677474.0,292506.0,498059.0,3521421.0,1005482.0,728379.0,,105721.0,12166.0,-1.0,-121133.0,1000000.0,-567882.0,121554.0,-701601.0,53806.0,-23120.0,-639296.0,-2868.0,-1.0,15034.0,-1156053.0,en-US,US,EQUITY,True,Delayed Quote,4.7244143,1.26 - 1.37,1.27,0.0,0.0,8,10,finmb_134666880,NasdaqCM,"Professional Diversity Network, Inc.",USD,799229,140614,0.57000005,0.75000006,0.76 - 5.56,-4.23,-0.76079136,0.76,5.56,1474934400,1621254600,1621254600,1621254600,-14400000,False,False,USD,PRE,-0.294,-0.14,0.072,1.3762857,-0.04628563,-0.03363083,1.9207246,-0.5907246,-0.307553,17908450,-9.5,18.472223,15,America/New_York,EDT,"Professional Diversity Network,",1.33,1630526402,0.060000062,1.28,1.37,1.26,165774,0,NCM,4,us_market,1.54,,,5.56,0.76,1.3763,1.9207,799.23k,140.61k,13.46M,,6.3M,53.29%,2.00%,85.11k,0.24,1.12%,0.63%,174.13k,,,,,,0.00%,"Sep 26, 2016",,1:8,"Sep 26, 2016","Dec 30, 2020","Mar 30, 2021",-73.20%,-55.30%,-26.74%,-194.89%,4.96M,0.40,51.20%,3.67M,-2.61M,-3.49M,-0.2940,,2.34M,0.17,518.22k,53.74,0.85,0.07,-3.71M,-877.95k,Value,60603-5713,Industrials,36,"Professional Diversity Network, Inc. operates online professional networking communities with career resources in the United States. It operates in two segments, Professional Diversity Network (PDN Network) and National Association of Professional Women (NAPW Network). The company offers recruitment services, such as single and multiple job postings, recruitment media, talent recruitment communities, corporate memberships, hiring campaign marketing and advertising, e-newsletter marketing, and research and outreach services to various cultural groups and employers. It also provides consumer advertising and consumer marketing solutions through advertising and job postings on its Websites. In addition, the company operates a women-only professional networking organization. Professional Diversity Network, Inc. was incorporated in 2003 and is headquartered in Chicago, Illinois.",Chicago,312 614 0950,IL,1609372800,United States,http://www.ipdnusa.com,86400,55 East Monroe Street,Staffing & Employment Services,Suite 2120
t-2,IPDN,2423618.0,13465000,,,-925835,,-941687,1215840,1099548,-154582,-154582,,-961.0,,,,-13612,1305522,1460104,205974,-771253,-29464,-912223,-941687,433097.0,95873689.0,5866252.0,3196166.0,1826533.0,9062418.0,128198.0,29217.0,-92943915.0,189221.0,339451.0,138194.0,3812908.0,2685451.0,4716801.0,175311.0,511703.0,3965259.0,982362.0,1044873.0,488308.0,-420815.0,-70181.0,2776827.0,104553.0,2776827.0,1826576.0,85712.0,-965782.0,50080.0,-529250.0,769337.0,-3841.0,-1.0,-66341.0,-751542.0,en-US,US,EQUITY,True,Delayed Quote,4.7244143,1.26 - 1.37,1.27,0.0,0.0,8,10,finmb_134666880,NasdaqCM,"Professional Diversity Network, Inc.",USD,799229,140614,0.57000005,0.75000006,0.76 - 5.56,-4.23,-0.76079136,0.76,5.56,1474934400,1621254600,1621254600,1621254600,-14400000,False,False,USD,PRE,-0.294,-0.14,0.072,1.3762857,-0.04628563,-0.03363083,1.9207246,-0.5907246,-0.307553,17908450,-9.5,18.472223,15,America/New_York,EDT,"Professional Diversity Network,",1.33,1630526402,0.060000062,1.28,1.37,1.26,165774,0,NCM,4,us_market,1.54,,,5.56,0.76,1.3763,1.9207,799.23k,140.61k,13.46M,,6.3M,53.29%,2.00%,85.11k,0.24,1.12%,0.63%,174.13k,,,,,,0.00%,"Sep 26, 2016",,1:8,"Sep 26, 2016","Dec 30, 2020","Mar 30, 2021",-73.20%,-55.30%,-26.74%,-194.89%,4.96M,0.40,51.20%,3.67M,-2.61M,-3.49M,-0.2940,,2.34M,0.17,518.22k,53.74,0.85,0.07,-3.71M,-877.95k,Value,60603-5713,Industrials,36,"Professional Diversity Network, Inc. operates online professional networking communities with career resources in the United States. It operates in two segments, Professional Diversity Network (PDN Network) and National Association of Professional Women (NAPW Network). The company offers recruitment services, such as single and multiple job postings, recruitment media, talent recruitment communities, corporate memberships, hiring campaign marketing and advertising, e-newsletter marketing, and research and outreach services to various cultural groups and employers. It also provides consumer advertising and consumer marketing solutions through advertising and job postings on its Websites. In addition, the company operates a women-only professional networking organization. Professional Diversity Network, Inc. was incorporated in 2003 and is headquartered in Chicago, Illinois.",Chicago,312 614 0950,IL,1609372800,United States,http://www.ipdnusa.com,86400,55 East Monroe Street,Staffing & Employment Services,Suite 2120
t-3,IPDN,338762.0,13465000,,,-1793563,,-1838872,2275175,781910,-1541113,-1541113,,-961.0,,,,-12512,951830,2492943,169920,-252450,-57821,-1781051,-1838872,468458.0,93000285.0,5005093.0,1146671.0,1644401.0,6151764.0,113384.0,20816.0,-92002228.0,202833.0,339451.0,35230.0,3622540.0,858875.0,4313952.0,72347.0,22872.0,1698443.0,453112.0,856976.0,488308.0,-354777.0,-2691.0,651078.0,294987.0,2776827.0,-696328.0,-34327.0,-1310388.0,84276.0,-165758.0,666361.0,-2861.0,651078.0,171.0,-2615509.0,en-US,US,EQUITY,True,Delayed Quote,4.7244143,1.26 - 1.37,1.27,0.0,0.0,8,10,finmb_134666880,NasdaqCM,"Professional Diversity Network, Inc.",USD,799229,140614,0.57000005,0.75000006,0.76 - 5.56,-4.23,-0.76079136,0.76,5.56,1474934400,1621254600,1621254600,1621254600,-14400000,False,False,USD,PRE,-0.294,-0.14,0.072,1.3762857,-0.04628563,-0.03363083,1.9207246,-0.5907246,-0.307553,17908450,-9.5,18.472223,15,America/New_York,EDT,"Professional Diversity Network,",1.33,1630526402,0.060000062,1.28,1.37,1.26,165774,0,NCM,4,us_market,1.54,,,5.56,0.76,1.3763,1.9207,799.23k,140.61k,13.46M,,6.3M,53.29%,2.00%,85.11k,0.24,1.12%,0.63%,174.13k,,,,,,0.00%,"Sep 26, 2016",,1:8,"Sep 26, 2016","Dec 30, 2020","Mar 30, 2021",-73.20%,-55.30%,-26.74%,-194.89%,4.96M,0.40,51.20%,3.67M,-2.61M,-3.49M,-0.2940,,2.34M,0.17,518.22k,53.74,0.85,0.07,-3.71M,-877.95k,Value,60603-5713,Industrials,36,"Professional Diversity Network, Inc. operates online professional networking communities with career resources in the United States. It operates in two segments, Professional Diversity Network (PDN Network) and National Association of Professional Women (NAPW Network). The company offers recruitment services, such as single and multiple job postings, recruitment media, talent recruitment communities, corporate memberships, hiring campaign marketing and advertising, e-newsletter marketing, and research and outreach services to various cultural groups and employers. It also provides consumer advertising and consumer marketing solutions through advertising and job postings on its Websites. In addition, the company operates a women-only professional networking organization. Professional Diversity Network, Inc. was incorporated in 2003 and is headquartered in Chicago, Illinois.",Chicago,312 614 0950,IL,1609372800,United States,http://www.ipdnusa.com,86400,55 East Monroe Street,Staffing & Employment Services,Suite 2120
