Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,accountsPayable,otherCurrentLiab,otherLiab,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,investments,totalCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,marketState,currency,exchange,shortName,market,priceHint,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,exchangeDataDelayedBy,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,ELIXF,4758509.0,633507968,,,-6414889,,-6414889,538749,1103173,-1125274,-1125274,,-3417136,,,,0,1103173,2228447,0,-5289615,,-6414889,-6414889,13520910.0,16055624.0,4758509.0,20814133.0,49571514.0,-62667365.0,4333450.0,362453.0,2102748.0,16055624.0,4333450.0,5547.0,2325299.0,18120834.0,222551.0,2962507.0,,,539531.0,2955000.0,3349631.0,-547731.0,400000.0,2003756.0,4494.0,-1350369.0,-1472.0,-122464.0,-5369.0,5196656.0,,,-13730325.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,USD,PNK,ELIXXER LTD,us_market,4,Other OTC,Elixxer Ltd.,CAD,11407,15833,0.0078,1.8139534,0.0043 - 0.03,-0.0179,-0.59666663,0.0043,0.03,0,0.008842222,0.0032577775,0.36843425,0.013305816,-0.0012058159,-0.09062322,10490070,15,America/New_York,EDT,-14400000,False,False,0.0,0.0121 - 0.0121,0.0121,finmb_314372538,0.0121,1630434873,0.0,0.0106,0.0121,0.0121,90000,,,,0.03,0.0043,0.0088,0.0133,11.41k,15.83k,633.51M,,931.68M,32.62%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",0.00%,-395.01%,-12.17%,-109.08%,1.1M,0.00,-16.30%,1.1M,-4.36M,-9.78M,,,2.1M,0,13.09M,275.15,0.14,,-3.01M,-3.44M,Value,H4Z 1E9,Healthcare,"Elixxer Ltd. operates as a cannabis investment firm in Canada, Australia, Italy, Jamaica, and Switzerland. It focuses on invests in medical and specialty cannabis derived products in the pharmaceutical sector. The company was formerly known as LGC Capital Ltd. and changed its name to Elixxer Ltd. in August 2019. Elixxer Ltd. is based in Montreal, Canada.",Montreal,514 788 1499,QC,1514678400,Canada,http://www.elixxer.com,86400,800 Square-Victoria,Drug Manufacturers—Specialty & Generic,Suite 3700
t-1,ELIXF,10297466.0,633507968,,,249027,,249027,717936,0,-851701,-851701,,-407740,,,,0,0,851701,0,1100728,,249027,249027,13422398.0,12285542.0,10297466.0,22583008.0,48975095.0,-56252476.0,4152449.0,359697.0,98992.0,12285542.0,4152449.0,6041.0,2165089.0,20052181.0,2066097.0,3157978.0,85828.0,,0.0,2955000.0,3349631.0,-421835.0,400000.0,43932.0,8400.0,-1025298.0,495.0,-122464.0,-5369.0,-852985.0,1060830.0,1060830.0,-10120453.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,USD,PNK,ELIXXER LTD,us_market,4,Other OTC,Elixxer Ltd.,CAD,11407,15833,0.0078,1.8139534,0.0043 - 0.03,-0.0179,-0.59666663,0.0043,0.03,0,0.008842222,0.0032577775,0.36843425,0.013305816,-0.0012058159,-0.09062322,10490070,15,America/New_York,EDT,-14400000,False,False,0.0,0.0121 - 0.0121,0.0121,finmb_314372538,0.0121,1630434873,0.0,0.0106,0.0121,0.0121,90000,,,,0.03,0.0043,0.0088,0.0133,11.41k,15.83k,633.51M,,931.68M,32.62%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",0.00%,-395.01%,-12.17%,-109.08%,1.1M,0.00,-16.30%,1.1M,-4.36M,-9.78M,,,2.1M,0,13.09M,275.15,0.14,,-3.01M,-3.44M,Value,H4Z 1E9,Healthcare,"Elixxer Ltd. operates as a cannabis investment firm in Canada, Australia, Italy, Jamaica, and Switzerland. It focuses on invests in medical and specialty cannabis derived products in the pharmaceutical sector. The company was formerly known as LGC Capital Ltd. and changed its name to Elixxer Ltd. in August 2019. Elixxer Ltd. is based in Montreal, Canada.",Montreal,514 788 1499,QC,1514678400,Canada,http://www.elixxer.com,86400,800 Square-Victoria,Drug Manufacturers—Specialty & Generic,Suite 3700
t-2,ELIXF,10017231.0,633507968,,,-905232,,-905232,710629,0,-872519,-872519,,-419263,,,,0,0,872519,0,-32713,,-905232,-905232,13405162.0,12354099.0,10017231.0,22371330.0,48981371.0,-56501503.0,4132201.0,356988.0,55060.0,12354098.0,4132201.0,6536.0,1808250.0,20199556.0,1753190.0,3297697.0,231113.0,1.0,0.0,-219195.0,-219195.0,765117.0,400000.0,15133.0,-164.0,234492.0,488.0,-122464.0,-5369.0,374119.0,1060830.0,1060830.0,-10545848.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,USD,PNK,ELIXXER LTD,us_market,4,Other OTC,Elixxer Ltd.,CAD,11407,15833,0.0078,1.8139534,0.0043 - 0.03,-0.0179,-0.59666663,0.0043,0.03,0,0.008842222,0.0032577775,0.36843425,0.013305816,-0.0012058159,-0.09062322,10490070,15,America/New_York,EDT,-14400000,False,False,0.0,0.0121 - 0.0121,0.0121,finmb_314372538,0.0121,1630434873,0.0,0.0106,0.0121,0.0121,90000,,,,0.03,0.0043,0.0088,0.0133,11.41k,15.83k,633.51M,,931.68M,32.62%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",0.00%,-395.01%,-12.17%,-109.08%,1.1M,0.00,-16.30%,1.1M,-4.36M,-9.78M,,,2.1M,0,13.09M,275.15,0.14,,-3.01M,-3.44M,Value,H4Z 1E9,Healthcare,"Elixxer Ltd. operates as a cannabis investment firm in Canada, Australia, Italy, Jamaica, and Switzerland. It focuses on invests in medical and specialty cannabis derived products in the pharmaceutical sector. The company was formerly known as LGC Capital Ltd. and changed its name to Elixxer Ltd. in August 2019. Elixxer Ltd. is based in Montreal, Canada.",Montreal,514 788 1499,QC,1514678400,Canada,http://www.elixxer.com,86400,800 Square-Victoria,Drug Manufacturers—Specialty & Generic,Suite 3700
t-3,ELIXF,11199646.0,633507968,,,-2712367,,-2712367,1323907,0,-1508115,-1508115,,-328359,,,,0,0,1508115,0,-1204252,,-2712367,-2712367,13616766.0,11189899.0,11199646.0,22389545.0,49003270.0,-55596271.0,4175881.0,304711.0,39927.0,11189899.0,4175881.0,7025.0,1547503.0,20530306.0,1507576.0,2727992.0,317763.0,,0.0,-219195.0,-219195.0,204448.0,400000.0,-884575.0,-12730.0,-871845.0,489.0,-122464.0,-5369.0,1635585.0,1060830.0,1060830.0,-9642396.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,USD,PNK,ELIXXER LTD,us_market,4,Other OTC,Elixxer Ltd.,CAD,11407,15833,0.0078,1.8139534,0.0043 - 0.03,-0.0179,-0.59666663,0.0043,0.03,0,0.008842222,0.0032577775,0.36843425,0.013305816,-0.0012058159,-0.09062322,10490070,15,America/New_York,EDT,-14400000,False,False,0.0,0.0121 - 0.0121,0.0121,finmb_314372538,0.0121,1630434873,0.0,0.0106,0.0121,0.0121,90000,,,,0.03,0.0043,0.0088,0.0133,11.41k,15.83k,633.51M,,931.68M,32.62%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",0.00%,-395.01%,-12.17%,-109.08%,1.1M,0.00,-16.30%,1.1M,-4.36M,-9.78M,,,2.1M,0,13.09M,275.15,0.14,,-3.01M,-3.44M,Value,H4Z 1E9,Healthcare,"Elixxer Ltd. operates as a cannabis investment firm in Canada, Australia, Italy, Jamaica, and Switzerland. It focuses on invests in medical and specialty cannabis derived products in the pharmaceutical sector. The company was formerly known as LGC Capital Ltd. and changed its name to Elixxer Ltd. in August 2019. Elixxer Ltd. is based in Montreal, Canada.",Montreal,514 788 1499,QC,1514678400,Canada,http://www.elixxer.com,86400,800 Square-Victoria,Drug Manufacturers—Specialty & Generic,Suite 3700
