Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,shortLongTermDebt,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,repurchaseOfStock,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,currency,trailingAnnualDividendRate,trailingAnnualDividendYield,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,marketState,shortName,market,exchangeDataDelayedBy,exchange,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,shareHolderRightsRisk,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry,address2
t0,JAPSY,802220000000.0,873884992,,,-83884000000,32967000000,-57919000000,,2325000000,-76845000000,-76845000000,79170000000,-1254000000,,,,-25705000000,133032000000,209877000000,130707000000,-7039000000,,-58179000000,-57919000000,89033000000.0,273557000000.0,1179976000000.0,891253000000.0,308379000000.0,2104196000000.0,273200000000.0,51373000000.0,295030000000.0,208806000000.0,49466000000.0,251823000000.0,357019000000.0,472207000000.0,251821000000.0,49874000000.0,1063487000000.0,524141000000.0,175712000000.0,18885000000.0,72567000000.0,498963000000.0,24297000000.0,89497000000.0,,-5058000000.0,-47365000000.0,47555000000.0,41535000000.0,-2300000000.0,-51316000000.0,398000000.0,-45885000000.0,43354000000.0,-2071000000.0,-3000000.0,-465000000.0,2886000000.0,-6017000000.0,-417000000.0,-46581000000.0,,,51934000000.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.0,-3.456,1084.031,10.3700285,0.40997124,0.039534245,10.968087,-0.18808746,-0.017148612,9533540352,0.009944364,15,America/New_York,EDT,-14400000,2,1.7941413,10.48 - 10.96,10.59,0.0,0.0,0,0,finmb_27127924,PRE,JAPAN AIRLINES CO LTD,us_market,0,PNK,False,False,10.78,1630525523,0.18999958,10.48,10.96,10.48,55979,Other OTC,"Japan Airlines Co., Ltd.",JPY,40864,51257,2.9699998,0.38028166,7.81 - 12.78,-2.0,-0.15649453,7.81,12.78,0.9,,,12.78,7.81,10.37,10.97,40.86k,51.26k,873.88M,,803.17M,0.00%,0.22%,,,,,,,,0.00,0.00%,,0.00%,,"Sep 25, 2019",,,"Mar 30, 2021","Jun 29, 2021",-46.65%,-64.78%,-10.52%,-26.52%,537.87B,672.73,74.10%,-60.96B,-159.07B,-250.91B,-3.46,,375.9B,430.09,573.29B,62.03,1.11,1084.03,-135.19B,-110.89B,Value,140-8637,Industrials,36060,4,1,"Japan Airlines Co., Ltd., together with its subsidiaries, provides scheduled and non-scheduled air transport services in Japan and internationally. The company offers domestic and international passenger and cargo air transport services. It is also involved in the aerial work and other related, and credit card businesses, as well as sale of package tours. As of March 31, 2020, it operated a fleet of 241 aircraft. The company was formerly known as Japan Airlines International Co., Ltd. and changed its name to Japan Airlines Co., Ltd. in April 2011. Japan Airlines Co., Ltd. was founded in 1951 and is headquartered in Tokyo, Japan.",Tokyo,81 3 5460 3121,4,1625097600,6,Japan,http://www.jal.com/en,86400,6,Nomura Real Estate Building,Airlines,2-4-11 Higashi-Shinagawa Shinagawa-ku
t-1,JAPSY,857797000000.0,873884992,,,-104539000000,34075000000,-73971000000,,-12481000000,-110241000000,-110241000000,97760000000,-1254000000,,,,-30469000000,124677000000,234918000000,137158000000,5702000000,,-74070000000,-73971000000,89662000000.0,273557000000.0,1125745000000.0,947459000000.0,310087000000.0,2107279000000.0,273200000000.0,44908000000.0,352965000000.0,203327000000.0,47737000000.0,225889000000.0,408335000000.0,476893000000.0,225886000000.0,48145000000.0,1045413000000.0,567816000000.0,178499000000.0,14133000000.0,76760000000.0,400322000000.0,23680000000.0,97185000000.0,38908000000.0,-2104000000.0,-17969000000.0,17392000000.0,9630000000.0,13995000000.0,-46633000000.0,1333000000.0,-39626000000.0,52262000000.0,-969000000.0,-2000000.0,3028000000.0,-4954000000.0,-7672000000.0,2686000000.0,-16540000000.0,-88000000.0,,90923000000.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.0,-3.456,1084.031,10.3700285,0.40997124,0.039534245,10.968087,-0.18808746,-0.017148612,9533540352,0.009944364,15,America/New_York,EDT,-14400000,2,1.7941413,10.48 - 10.96,10.59,0.0,0.0,0,0,finmb_27127924,PRE,JAPAN AIRLINES CO LTD,us_market,0,PNK,False,False,10.78,1630525523,0.18999958,10.48,10.96,10.48,55979,Other OTC,"Japan Airlines Co., Ltd.",JPY,40864,51257,2.9699998,0.38028166,7.81 - 12.78,-2.0,-0.15649453,7.81,12.78,0.9,,,12.78,7.81,10.37,10.97,40.86k,51.26k,873.88M,,803.17M,0.00%,0.22%,,,,,,,,0.00,0.00%,,0.00%,,"Sep 25, 2019",,,"Mar 30, 2021","Jun 29, 2021",-46.65%,-64.78%,-10.52%,-26.52%,537.87B,672.73,74.10%,-60.96B,-159.07B,-250.91B,-3.46,,375.9B,430.09,573.29B,62.03,1.11,1084.03,-135.19B,-110.89B,Value,140-8637,Industrials,36060,4,1,"Japan Airlines Co., Ltd., together with its subsidiaries, provides scheduled and non-scheduled air transport services in Japan and internationally. The company offers domestic and international passenger and cargo air transport services. It is also involved in the aerial work and other related, and credit card businesses, as well as sale of package tours. As of March 31, 2020, it operated a fleet of 241 aircraft. The company was formerly known as Japan Airlines International Co., Ltd. and changed its name to Japan Airlines Co., Ltd. in April 2011. Japan Airlines Co., Ltd. was founded in 1951 and is headquartered in Tokyo, Japan.",Tokyo,81 3 5460 3121,4,1625097600,6,Japan,http://www.jal.com/en,86400,6,Nomura Real Estate Building,Airlines,2-4-11 Higashi-Shinagawa Shinagawa-ku
t-2,JAPSY,924835000000.0,873884992,,,-71286000000,34224000000,-51495000000,,21212000000,-70171000000,-70171000000,91383000000,-1442000000,,,,-20219000000,161756000000,231927000000,140544000000,-1115000000,,-51067000000,-51495000000,92350000000.0,273557000000.0,1085072000000.0,1017185000000.0,297672000000.0,2136481000000.0,273200000000.0,50929000000.0,432419000000.0,195078000000.0,38009000000.0,197271000000.0,454968000000.0,456981000000.0,197268000000.0,38417000000.0,1055570000000.0,610208000000.0,181082000000.0,7053000000.0,70970000000.0,433013000000.0,26288000000.0,97740000000.0,,9167000000.0,-33789000000.0,-4045000000.0,172097000000.0,-7207000000.0,108283000000.0,-87000000.0,-29940000000.0,49388000000.0,1125000000.0,-7000000.0,169000000.0,-9111000000.0,-6596000000.0,-1059000000.0,-34678000000.0,-88000000.0,182745000000.0,153227000000.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.0,-3.456,1084.031,10.3700285,0.40997124,0.039534245,10.968087,-0.18808746,-0.017148612,9533540352,0.009944364,15,America/New_York,EDT,-14400000,2,1.7941413,10.48 - 10.96,10.59,0.0,0.0,0,0,finmb_27127924,PRE,JAPAN AIRLINES CO LTD,us_market,0,PNK,False,False,10.78,1630525523,0.18999958,10.48,10.96,10.48,55979,Other OTC,"Japan Airlines Co., Ltd.",JPY,40864,51257,2.9699998,0.38028166,7.81 - 12.78,-2.0,-0.15649453,7.81,12.78,0.9,,,12.78,7.81,10.37,10.97,40.86k,51.26k,873.88M,,803.17M,0.00%,0.22%,,,,,,,,0.00,0.00%,,0.00%,,"Sep 25, 2019",,,"Mar 30, 2021","Jun 29, 2021",-46.65%,-64.78%,-10.52%,-26.52%,537.87B,672.73,74.10%,-60.96B,-159.07B,-250.91B,-3.46,,375.9B,430.09,573.29B,62.03,1.11,1084.03,-135.19B,-110.89B,Value,140-8637,Industrials,36060,4,1,"Japan Airlines Co., Ltd., together with its subsidiaries, provides scheduled and non-scheduled air transport services in Japan and internationally. The company offers domestic and international passenger and cargo air transport services. It is also involved in the aerial work and other related, and credit card businesses, as well as sale of package tours. As of March 31, 2020, it operated a fleet of 241 aircraft. The company was formerly known as Japan Airlines International Co., Ltd. and changed its name to Japan Airlines Co., Ltd. in April 2011. Japan Airlines Co., Ltd. was founded in 1951 and is headquartered in Tokyo, Japan.",Tokyo,81 3 5460 3121,4,1625097600,6,Japan,http://www.jal.com/en,86400,6,Nomura Real Estate Building,Airlines,2-4-11 Higashi-Shinagawa Shinagawa-ku
t-3,JAPSY,776275000000.0,873884992,,,-93918000000,33814000000,-67519000000,,-17250000000,-91150000000,-91150000000,73900000000,-1153000000,,,,-26309000000,118399000000,209549000000,135649000000,-2768000000,,-67609000000,-67519000000,94073000000.0,182437000000.0,1090199000000.0,870348000000.0,299498000000.0,1994361000000.0,181352000000.0,44063000000.0,483883000000.0,203501000000.0,22676000000.0,182168000000.0,346685000000.0,436448000000.0,182165000000.0,23084000000.0,1064443000000.0,485904000000.0,167773000000.0,4288000000.0,63249000000.0,450250000000.0,27619000000.0,86050000000.0,,10336000000.0,-14132000000.0,-7300000000.0,-13558000000.0,3370000000.0,-47630000000.0,-197000000.0,-19742000000.0,44335000000.0,-1978000000.0,-10000000.0,2379000000.0,-3179000000.0,-6248000000.0,16936000000.0,-12679000000.0,-88000000.0,182745000000.0,49456000000.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.0,-3.456,1084.031,10.3700285,0.40997124,0.039534245,10.968087,-0.18808746,-0.017148612,9533540352,0.009944364,15,America/New_York,EDT,-14400000,2,1.7941413,10.48 - 10.96,10.59,0.0,0.0,0,0,finmb_27127924,PRE,JAPAN AIRLINES CO LTD,us_market,0,PNK,False,False,10.78,1630525523,0.18999958,10.48,10.96,10.48,55979,Other OTC,"Japan Airlines Co., Ltd.",JPY,40864,51257,2.9699998,0.38028166,7.81 - 12.78,-2.0,-0.15649453,7.81,12.78,0.9,,,12.78,7.81,10.37,10.97,40.86k,51.26k,873.88M,,803.17M,0.00%,0.22%,,,,,,,,0.00,0.00%,,0.00%,,"Sep 25, 2019",,,"Mar 30, 2021","Jun 29, 2021",-46.65%,-64.78%,-10.52%,-26.52%,537.87B,672.73,74.10%,-60.96B,-159.07B,-250.91B,-3.46,,375.9B,430.09,573.29B,62.03,1.11,1084.03,-135.19B,-110.89B,Value,140-8637,Industrials,36060,4,1,"Japan Airlines Co., Ltd., together with its subsidiaries, provides scheduled and non-scheduled air transport services in Japan and internationally. The company offers domestic and international passenger and cargo air transport services. It is also involved in the aerial work and other related, and credit card businesses, as well as sale of package tours. As of March 31, 2020, it operated a fleet of 241 aircraft. The company was formerly known as Japan Airlines International Co., Ltd. and changed its name to Japan Airlines Co., Ltd. in April 2011. Japan Airlines Co., Ltd. was founded in 1951 and is headquartered in Tokyo, Japan.",Tokyo,81 3 5460 3121,4,1625097600,6,Japan,http://www.jal.com/en,86400,6,Nomura Real Estate Building,Airlines,2-4-11 Higashi-Shinagawa Shinagawa-ku
