Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,otherLiab,goodWill,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,repurchaseOfStock,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,marketState,currency,exchange,shortName,market,priceHint,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,epsForward,epsCurrentYear,exchangeDataDelayedBy,priceEpsCurrentYear,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (May 27, 2021) 4","Short Ratio (May 27, 2021) 4","Short % of Float (May 27, 2021) 4","Short % of Shares Outstanding (May 27, 2021) 4","Shares Short (prior month Apr 29, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,compensationRisk,auditRisk,longBusinessSummary,city,phone,state,shareHolderRightsRisk,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry
t0,FWONK,-1289000000.0,203572992,,,-11000000,5000000,42000000,47000000,121000000,-41000000,-41000000,,-32000000,,,,-52000000,485000000,526000000,364000000,30000000,,41000000,42000000,3883000000.0,4636000000.0,6550000000.0,333000000.0,11191000000.0,6550000000.0,459000000.0,394000000.0,3956000000.0,757000000.0,1684000000.0,692000000.0,209000000.0,124000000.0,2264000000.0,207000000.0,121000000.0,3550000000.0,150000000.0,-14000000,-158000000,-20000000,-4000000,-14000000,245000000,98000000,-1000000,4000000,128000000,115000000,-2000000,-9000000,-116000000,-4000000,1572000000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,POST,USD,NMS,Liberty Media Corporation - Ser,us_market,2,NasdaqGS,Formula One Group,USD,755993,588483,17.55,0.52015406,33.74 - 51.6,-0.30999756,-0.006007705,33.74,51.6,1604583000,1604583000,1604583000,-2.571,0.08,-0.15,0,-341.93332,28.255,48.02139,3.268612,0.06806575,46.2379,5.052101,0.109263204,11708686336,641.125,1.815254,15,America/New_York,EDT,-14400000,False,False,0.019493705,1630526683,51.3,0.0099983215,1.483973,50.28 - 51.6,50.54,49.75,52.42,9,9,finmb_331718339,51.29,1630526402,0.75,50.58,51.6,50.28,1568897,1.29,,,51.6,33.74,48.02,46.24,755.99k,588.48k,203.57M,,205.91M,2.86%,99.13%,7.81M,10.1,3.94%,3.37%,7.99M,,,,,,0.00%,,,1365941:1000000,"Apr 17, 2016","Dec 30, 2020","Dec 30, 2020",-52.05%,-38.78%,-2.44%,-10.07%,1.14B,4.94,-7.30%,171M,-3M,-596M,-2.57,,1.68B,7.26,3.76B,57.35,3.27,28.25,-139M,-289.75M,Value,80112,Communication Services,10,8,"Formula One Group engages in the motorsports business. It holds commercial rights for the world championship, approximately a nine-month long motor race-based competition in which teams compete for the constructors' championship and drivers compete for the drivers' championship. The company was founded in 1950 and is based in Englewood, Colorado. Formula One Group is a subsidiary of Liberty Media Corporation.",Englewood,720 875 5400,CO,10,1622505600,9,United States,http://www.libertymedia.com/companies/formula-one-group.html,86400,10,12300 Liberty Boulevard,Broadcasting
t-1,FWONK,-1445000000.0,203572992,,,-100000000,6000000,-95000000,43000000,46000000,-115000000,-115000000,,-31000000,,,,-8000000,597000000,712000000,551000000,15000000,,-92000000,-95000000,3990000000.0,4724000000.0,6501000000.0,435000000.0,11231000000.0,6501000000.0,588000000.0,390000000.0,3956000000.0,664000000.0,1586000000.0,619000000.0,,124000000.0,2322000000.0,175000000.0,148000000.0,3715000000.0,184000000.0,-2000000,-317000000,-6000000,-2000000,-16000000,168000000,-181000000,-1000000,9000000,-168000000,118000000,-1000000,-14000000,-42000000,-3000000,1703000000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,POST,USD,NMS,Liberty Media Corporation - Ser,us_market,2,NasdaqGS,Formula One Group,USD,755993,588483,17.55,0.52015406,33.74 - 51.6,-0.30999756,-0.006007705,33.74,51.6,1604583000,1604583000,1604583000,-2.571,0.08,-0.15,0,-341.93332,28.255,48.02139,3.268612,0.06806575,46.2379,5.052101,0.109263204,11708686336,641.125,1.815254,15,America/New_York,EDT,-14400000,False,False,0.019493705,1630526683,51.3,0.0099983215,1.483973,50.28 - 51.6,50.54,49.75,52.42,9,9,finmb_331718339,51.29,1630526402,0.75,50.58,51.6,50.28,1568897,1.29,,,51.6,33.74,48.02,46.24,755.99k,588.48k,203.57M,,205.91M,2.86%,99.13%,7.81M,10.1,3.94%,3.37%,7.99M,,,,,,0.00%,,,1365941:1000000,"Apr 17, 2016","Dec 30, 2020","Dec 30, 2020",-52.05%,-38.78%,-2.44%,-10.07%,1.14B,4.94,-7.30%,171M,-3M,-596M,-2.57,,1.68B,7.26,3.76B,57.35,3.27,28.25,-139M,-289.75M,Value,80112,Communication Services,10,8,"Formula One Group engages in the motorsports business. It holds commercial rights for the world championship, approximately a nine-month long motor race-based competition in which teams compete for the constructors' championship and drivers compete for the drivers' championship. The company was founded in 1950 and is based in Englewood, Colorado. Formula One Group is a subsidiary of Liberty Media Corporation.",Englewood,720 875 5400,CO,10,1622505600,9,United States,http://www.libertymedia.com/companies/formula-one-group.html,86400,10,12300 Liberty Boulevard,Broadcasting
t-2,FWONK,-1446000000.0,203572992,,,-227000000,3000000,-200000000,40000000,8000000,-136000000,-136000000,,-37000000,,,,-27000000,24000000,160000000,16000000,-91000000,,-200000000,-200000000,4103000000.0,4967000000.0,6613000000.0,741000000.0,11583000000.0,6613000000.0,663000000.0,383000000.0,3956000000.0,653000000.0,1767000000.0,912000000.0,,127000000.0,2577000000.0,167000000.0,147000000.0,3672000000.0,171000000.0,3000000,137000000,-9000000,319000000,919000000,-325000000,673000000,-1000000,-2000000,-235000000,104000000,-1000000,600000000,49000000,-12000000,1665000000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,POST,USD,NMS,Liberty Media Corporation - Ser,us_market,2,NasdaqGS,Formula One Group,USD,755993,588483,17.55,0.52015406,33.74 - 51.6,-0.30999756,-0.006007705,33.74,51.6,1604583000,1604583000,1604583000,-2.571,0.08,-0.15,0,-341.93332,28.255,48.02139,3.268612,0.06806575,46.2379,5.052101,0.109263204,11708686336,641.125,1.815254,15,America/New_York,EDT,-14400000,False,False,0.019493705,1630526683,51.3,0.0099983215,1.483973,50.28 - 51.6,50.54,49.75,52.42,9,9,finmb_331718339,51.29,1630526402,0.75,50.58,51.6,50.28,1568897,1.29,,,51.6,33.74,48.02,46.24,755.99k,588.48k,203.57M,,205.91M,2.86%,99.13%,7.81M,10.1,3.94%,3.37%,7.99M,,,,,,0.00%,,,1365941:1000000,"Apr 17, 2016","Dec 30, 2020","Dec 30, 2020",-52.05%,-38.78%,-2.44%,-10.07%,1.14B,4.94,-7.30%,171M,-3M,-596M,-2.57,,1.68B,7.26,3.76B,57.35,3.27,28.25,-139M,-289.75M,Value,80112,Communication Services,10,8,"Formula One Group engages in the motorsports business. It holds commercial rights for the world championship, approximately a nine-month long motor race-based competition in which teams compete for the constructors' championship and drivers compete for the drivers' championship. The company was founded in 1950 and is based in Englewood, Colorado. Formula One Group is a subsidiary of Liberty Media Corporation.",Englewood,720 875 5400,CO,10,1622505600,9,United States,http://www.libertymedia.com/companies/formula-one-group.html,86400,10,12300 Liberty Boulevard,Broadcasting
t-3,FWONK,-3163000000.0,203572992,,,-368000000,3000000,-343000000,44000000,-4000000,-152000000,-152000000,,-46000000,,,,-25000000,39000000,191000000,43000000,-216000000,,-343000000,-343000000,4202000000.0,6364000000.0,4995000000.0,607000000.0,11362000000.0,4995000000.0,223000000.0,229000000.0,3956000000.0,804000000.0,1094000000.0,1232000000.0,475000000.0,111000000.0,1383000000.0,906000000.0,66000000.0,4903000000.0,150000000.0,114000000,330000000,110000000,344000000,269000000,-125000000,507000000,-71000000,-8000000,136000000,104000000,-2000000,-4000000,170000000,-2000000,151000000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,POST,USD,NMS,Liberty Media Corporation - Ser,us_market,2,NasdaqGS,Formula One Group,USD,755993,588483,17.55,0.52015406,33.74 - 51.6,-0.30999756,-0.006007705,33.74,51.6,1604583000,1604583000,1604583000,-2.571,0.08,-0.15,0,-341.93332,28.255,48.02139,3.268612,0.06806575,46.2379,5.052101,0.109263204,11708686336,641.125,1.815254,15,America/New_York,EDT,-14400000,False,False,0.019493705,1630526683,51.3,0.0099983215,1.483973,50.28 - 51.6,50.54,49.75,52.42,9,9,finmb_331718339,51.29,1630526402,0.75,50.58,51.6,50.28,1568897,1.29,,,51.6,33.74,48.02,46.24,755.99k,588.48k,203.57M,,205.91M,2.86%,99.13%,7.81M,10.1,3.94%,3.37%,7.99M,,,,,,0.00%,,,1365941:1000000,"Apr 17, 2016","Dec 30, 2020","Dec 30, 2020",-52.05%,-38.78%,-2.44%,-10.07%,1.14B,4.94,-7.30%,171M,-3M,-596M,-2.57,,1.68B,7.26,3.76B,57.35,3.27,28.25,-139M,-289.75M,Value,80112,Communication Services,10,8,"Formula One Group engages in the motorsports business. It holds commercial rights for the world championship, approximately a nine-month long motor race-based competition in which teams compete for the constructors' championship and drivers compete for the drivers' championship. The company was founded in 1950 and is based in Englewood, Colorado. Formula One Group is a subsidiary of Liberty Media Corporation.",Englewood,720 875 5400,CO,10,1622505600,9,United States,http://www.libertymedia.com/companies/formula-one-group.html,86400,10,12300 Liberty Boulevard,Broadcasting
