Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,netReceivables,inventory,accountsPayable,treasuryStock,otherStockholderEquity,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,investments,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,shortName,esgPopulated,tradeable,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchangeDataDelayedBy,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,longName,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Aug 12, 2021) 4","Short Ratio (Aug 12, 2021) 4","Short % of Float (Aug 12, 2021) 4","Short % of Shares Outstanding (Aug 12, 2021) 4","Shares Short (prior month Jul 14, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry
t0,ELSE,12890000.0,3395520,283000,,271000,,214000,822000,1376000,271000,271000,,,,,,57000,2462000,2191000,1086000,0,,214000,214000,98000.0,2039000.0,1030000.0,12988000.0,58000.0,14018000.0,339000.0,176000.0,10610000.0,274000.0,1540000.0,1021000.0,274000.0,952000.0,12694000.0,8041000.0,1412000.0,1525000.0,334000.0,,,144000.0,-14000.0,-2000.0,-2000.0,164000.0,495000.0,511000.0,91000.0,43000.0,-203000.0,-19000.0,-14000.0,,11673000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,us_market,"Electro-Sensors, Inc.",False,False,NCM,5.2916,1630508605,0.19160032,5.1899,5.34,5.08,60644,REGULAR,0,2,3.7568693,5.08 - 5.34,5.1,5.27,5.32,9,11,finmb_268757,"Electro-Sensors, Inc.",NasdaqCM,USD,90400,171100,1.9416003,0.5795822,3.35 - 8.8,-3.5084,-0.39868182,3.35,8.8,1369353600,1620936000,1620936000,1620936000,-0.011,3.762,4.92,0.37160015,0.07552849,4.878478,0.41312218,0.08468259,17967734,1.4065922,15,America/New_York,EDT,-14400000,0.56,,,8.8,3.35,4.92,4.88,90.4k,171.1k,3.4M,,2.23M,34.38%,8.91%,49.15k,0.61,2.21%,1.45%,53.73k,,,,,,0.00%,"May 23, 2013","May 07, 2013",3:2,"Feb 26, 2001","Dec 30, 2020","Jun 29, 2021",2.02%,2.32%,0.84%,1.25%,7.97M,2.35,17.70%,3.93M,545k,161k,-0.01,"1,088.90%",9.58M,2.82,15k,0.12,12.43,3.76,557k,565.38k,Value,55343-9108,Technology,37,"Electro-Sensors, Inc. engages in the manufacture and sale of industrial production monitoring and process control systems. The company manufactures and sells various monitoring systems that measure machine production and operation rates, as well as systems, which regulate the speed of related machines in production processes. Its speed monitoring systems include a line of products that measure production counts or rates, such as parts, gallons, or board feet; and alarm systems, tachometers, and other devices that translate impulses from the sensors into alarm signals, computer inputs, or digital displays. The company's temperature application products consist of bearing, gear box, and motor temperature monitoring sensors. It also offers production monitoring devices that include a belt alignment and slide gate position monitors; vibration monitoring products; and tilt switches. In addition, the company provides hazard monitoring systems, such as Electro-Sentry, which integrates its sensors for monitoring temperature, belt alignment, and shaft speed with programmable control logic and LED display interface; HazardPRO, a wireless hazard technology monitoring system; and HazardPRO site system manager software. It serves customers in various industries, including grain/feed/milling, bulk material, manufacturing, food product, ethanol, power generation, and other processing industries. The company sells its products through internal sales team, manufacturer's representatives, and distributors in the United States, Canada, Mexico, Brazil, Chile, Germany, Panama, Peru, the United Kingdom, Ukraine, Egypt, Saudi Arabia, South Africa, Tunisia, India, Australia, China, Taiwan, Korea, Vietnam, Malaysia, the Philippines, and Singapore. Electro-Sensors, Inc. was incorporated in 1968 and is headquartered in Minnetonka, Minnesota.",Minnetonka,952 930 0100,MN,1609372800,United States,http://www.electro-sensors.com,86400,6111 Blue Circle Drive,952 930 0130,Scientific & Technical Instruments
t-1,ELSE,12610000.0,3395520,203000,,-2000,,-2000,791000,990000,-4000,-4000,,,,,,0,1901000,1905000,911000,2000,,-2000,-2000,163000.0,2037000.0,696000.0,12773000.0,,13469000.0,339000.0,206000.0,10396000.0,253000.0,1045000.0,685000.0,253000.0,964000.0,12089000.0,8042000.0,1228000.0,1568000.0,190000.0,1000.0,1000.0,-7000.0,1000.0,-1000.0,-1000.0,123000.0,-45000.0,-45000.0,90000.0,4000.0,-252000.0,-8000.0,-14000.0,1000.0,11404000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,us_market,"Electro-Sensors, Inc.",False,False,NCM,5.2916,1630508605,0.19160032,5.1899,5.34,5.08,60644,REGULAR,0,2,3.7568693,5.08 - 5.34,5.1,5.27,5.32,9,11,finmb_268757,"Electro-Sensors, Inc.",NasdaqCM,USD,90400,171100,1.9416003,0.5795822,3.35 - 8.8,-3.5084,-0.39868182,3.35,8.8,1369353600,1620936000,1620936000,1620936000,-0.011,3.762,4.92,0.37160015,0.07552849,4.878478,0.41312218,0.08468259,17967734,1.4065922,15,America/New_York,EDT,-14400000,0.56,,,8.8,3.35,4.92,4.88,90.4k,171.1k,3.4M,,2.23M,34.38%,8.91%,49.15k,0.61,2.21%,1.45%,53.73k,,,,,,0.00%,"May 23, 2013","May 07, 2013",3:2,"Feb 26, 2001","Dec 30, 2020","Jun 29, 2021",2.02%,2.32%,0.84%,1.25%,7.97M,2.35,17.70%,3.93M,545k,161k,-0.01,"1,088.90%",9.58M,2.82,15k,0.12,12.43,3.76,557k,565.38k,Value,55343-9108,Technology,37,"Electro-Sensors, Inc. engages in the manufacture and sale of industrial production monitoring and process control systems. The company manufactures and sells various monitoring systems that measure machine production and operation rates, as well as systems, which regulate the speed of related machines in production processes. Its speed monitoring systems include a line of products that measure production counts or rates, such as parts, gallons, or board feet; and alarm systems, tachometers, and other devices that translate impulses from the sensors into alarm signals, computer inputs, or digital displays. The company's temperature application products consist of bearing, gear box, and motor temperature monitoring sensors. It also offers production monitoring devices that include a belt alignment and slide gate position monitors; vibration monitoring products; and tilt switches. In addition, the company provides hazard monitoring systems, such as Electro-Sentry, which integrates its sensors for monitoring temperature, belt alignment, and shaft speed with programmable control logic and LED display interface; HazardPRO, a wireless hazard technology monitoring system; and HazardPRO site system manager software. It serves customers in various industries, including grain/feed/milling, bulk material, manufacturing, food product, ethanol, power generation, and other processing industries. The company sells its products through internal sales team, manufacturer's representatives, and distributors in the United States, Canada, Mexico, Brazil, Chile, Germany, Panama, Peru, the United Kingdom, Ukraine, Egypt, Saudi Arabia, South Africa, Tunisia, India, Australia, China, Taiwan, Korea, Vietnam, Malaysia, the Philippines, and Singapore. Electro-Sensors, Inc. was incorporated in 1968 and is headquartered in Minnetonka, Minnesota.",Minnetonka,952 930 0100,MN,1609372800,United States,http://www.electro-sensors.com,86400,6111 Blue Circle Drive,952 930 0130,Scientific & Technical Instruments
t-2,ELSE,12546000.0,3395520,214000,,-27000,,-5000,655000,841000,-28000,-28000,,,,,,-22000,1707000,1735000,866000,1000,,-5000,-5000,228000.0,2036000.0,545000.0,12774000.0,,13319000.0,339000.0,170000.0,10398000.0,246000.0,1090000.0,533000.0,246000.0,989000.0,11856000.0,8041000.0,983000.0,1572000.0,197000.0,1000.0,1000.0,16000.0,-5999000.0,-2000.0,-2000.0,-217000.0,-5972000.0,29000.0,88000.0,87000.0,82000.0,-19000.0,-1000.0,-5998000.0,11323000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,us_market,"Electro-Sensors, Inc.",False,False,NCM,5.2916,1630508605,0.19160032,5.1899,5.34,5.08,60644,REGULAR,0,2,3.7568693,5.08 - 5.34,5.1,5.27,5.32,9,11,finmb_268757,"Electro-Sensors, Inc.",NasdaqCM,USD,90400,171100,1.9416003,0.5795822,3.35 - 8.8,-3.5084,-0.39868182,3.35,8.8,1369353600,1620936000,1620936000,1620936000,-0.011,3.762,4.92,0.37160015,0.07552849,4.878478,0.41312218,0.08468259,17967734,1.4065922,15,America/New_York,EDT,-14400000,0.56,,,8.8,3.35,4.92,4.88,90.4k,171.1k,3.4M,,2.23M,34.38%,8.91%,49.15k,0.61,2.21%,1.45%,53.73k,,,,,,0.00%,"May 23, 2013","May 07, 2013",3:2,"Feb 26, 2001","Dec 30, 2020","Jun 29, 2021",2.02%,2.32%,0.84%,1.25%,7.97M,2.35,17.70%,3.93M,545k,161k,-0.01,"1,088.90%",9.58M,2.82,15k,0.12,12.43,3.76,557k,565.38k,Value,55343-9108,Technology,37,"Electro-Sensors, Inc. engages in the manufacture and sale of industrial production monitoring and process control systems. The company manufactures and sells various monitoring systems that measure machine production and operation rates, as well as systems, which regulate the speed of related machines in production processes. Its speed monitoring systems include a line of products that measure production counts or rates, such as parts, gallons, or board feet; and alarm systems, tachometers, and other devices that translate impulses from the sensors into alarm signals, computer inputs, or digital displays. The company's temperature application products consist of bearing, gear box, and motor temperature monitoring sensors. It also offers production monitoring devices that include a belt alignment and slide gate position monitors; vibration monitoring products; and tilt switches. In addition, the company provides hazard monitoring systems, such as Electro-Sentry, which integrates its sensors for monitoring temperature, belt alignment, and shaft speed with programmable control logic and LED display interface; HazardPRO, a wireless hazard technology monitoring system; and HazardPRO site system manager software. It serves customers in various industries, including grain/feed/milling, bulk material, manufacturing, food product, ethanol, power generation, and other processing industries. The company sells its products through internal sales team, manufacturer's representatives, and distributors in the United States, Canada, Mexico, Brazil, Chile, Germany, Panama, Peru, the United Kingdom, Ukraine, Egypt, Saudi Arabia, South Africa, Tunisia, India, Australia, China, Taiwan, Korea, Vietnam, Malaysia, the Philippines, and Singapore. Electro-Sensors, Inc. was incorporated in 1968 and is headquartered in Minnetonka, Minnesota.",Minnetonka,952 930 0100,MN,1609372800,United States,http://www.electro-sensors.com,86400,6111 Blue Circle Drive,952 930 0130,Scientific & Technical Instruments
t-3,ELSE,12483000.0,3395520,209000,,-54000,,-46000,837000,992000,-54000,-54000,,-2000.0,,,,-8000,1899000,1953000,907000,0,,-46000,-46000,294000.0,2035000.0,774000.0,12777000.0,,13551000.0,339000.0,196000.0,10403000.0,227000.0,7062000.0,760000.0,227000.0,1010000.0,12020000.0,2041000.0,1062000.0,1659000.0,181000.0,,,37000.0,4739000.0,-1000.0,-1000.0,-92000.0,4800000.0,62000.0,91000.0,76000.0,15000.0,-7000.0,-12000.0,4751000.0,11260000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,us_market,"Electro-Sensors, Inc.",False,False,NCM,5.2916,1630508605,0.19160032,5.1899,5.34,5.08,60644,REGULAR,0,2,3.7568693,5.08 - 5.34,5.1,5.27,5.32,9,11,finmb_268757,"Electro-Sensors, Inc.",NasdaqCM,USD,90400,171100,1.9416003,0.5795822,3.35 - 8.8,-3.5084,-0.39868182,3.35,8.8,1369353600,1620936000,1620936000,1620936000,-0.011,3.762,4.92,0.37160015,0.07552849,4.878478,0.41312218,0.08468259,17967734,1.4065922,15,America/New_York,EDT,-14400000,0.56,,,8.8,3.35,4.92,4.88,90.4k,171.1k,3.4M,,2.23M,34.38%,8.91%,49.15k,0.61,2.21%,1.45%,53.73k,,,,,,0.00%,"May 23, 2013","May 07, 2013",3:2,"Feb 26, 2001","Dec 30, 2020","Jun 29, 2021",2.02%,2.32%,0.84%,1.25%,7.97M,2.35,17.70%,3.93M,545k,161k,-0.01,"1,088.90%",9.58M,2.82,15k,0.12,12.43,3.76,557k,565.38k,Value,55343-9108,Technology,37,"Electro-Sensors, Inc. engages in the manufacture and sale of industrial production monitoring and process control systems. The company manufactures and sells various monitoring systems that measure machine production and operation rates, as well as systems, which regulate the speed of related machines in production processes. Its speed monitoring systems include a line of products that measure production counts or rates, such as parts, gallons, or board feet; and alarm systems, tachometers, and other devices that translate impulses from the sensors into alarm signals, computer inputs, or digital displays. The company's temperature application products consist of bearing, gear box, and motor temperature monitoring sensors. It also offers production monitoring devices that include a belt alignment and slide gate position monitors; vibration monitoring products; and tilt switches. In addition, the company provides hazard monitoring systems, such as Electro-Sentry, which integrates its sensors for monitoring temperature, belt alignment, and shaft speed with programmable control logic and LED display interface; HazardPRO, a wireless hazard technology monitoring system; and HazardPRO site system manager software. It serves customers in various industries, including grain/feed/milling, bulk material, manufacturing, food product, ethanol, power generation, and other processing industries. The company sells its products through internal sales team, manufacturer's representatives, and distributors in the United States, Canada, Mexico, Brazil, Chile, Germany, Panama, Peru, the United Kingdom, Ukraine, Egypt, Saudi Arabia, South Africa, Tunisia, India, Australia, China, Taiwan, Korea, Vietnam, Malaysia, the Philippines, and Singapore. Electro-Sensors, Inc. was incorporated in 1968 and is headquartered in Minnetonka, Minnesota.",Minnetonka,952 930 0100,MN,1609372800,United States,http://www.electro-sensors.com,86400,6111 Blue Circle Drive,952 930 0130,Scientific & Technical Instruments
