Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,treasuryStock,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,longTermDebt,accountsPayable,otherStockholderEquity,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeInCash,totalCashFromOperatingActivities,changeToNetincome,changeToOperatingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,marketState,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,exchange,priceHint,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,ESSE,-24407373.0,256342000,,,-519265,131446,-641139,366463,0,-366463,-366463,,-152802,,,,0,0,366463,0,-152802,,-519265,-641139,56484847.0,24387780.0,-24407373.0,8686824.0,143103.0,226907.0,-80919127.0,1.0,-200000.0,130185.0,23196749.0,5932357.0,12918.0,130185.0,1191030.0,1112405.0,,178202.0,445000.0,445000.0,103937.0,-341063.0,121874.0,,-23066564.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.0012 - 0.0012,0.0012,0.035,0.065,999,50,finmb_379741,Other OTC,"Earth Search Sciences, Inc.",USD,213982,1361533,0.00020000001,0.2,0.001 - 0.011,-0.0098,-0.89090914,0.001,0.011,-14400000,False,False,USD,REGULAR,-0.003,-0.108,0.0011666667,3.3333316e-05,0.028571412,0.0028550725,-0.0016550724,-0.5796954,307610,-0.011111111,15,America/New_York,EDT,EARTH SEARCH SCIENCES INC,0.0012,1630348969,0.0,0.0012,0.0012,0.0012,500067,0,PNK,4,us_market,1.15,,,0.011,0.001,0.0012,0.0029,213.98k,1.36M,256.34M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,1:400,"Jan 12, 2005","Mar 30, 2015","Sep 29, 2015",0.00%,0.00%,-685.95%,,,,,,,-783.25k,-0.0030,,130.19k,0,7.12M,,0.01,-0.11,-931.91k,-1.27M,Value,59922,Energy,1,"Earth Search Sciences, Inc., through its subsidiary, General Synfuels International, Inc., focuses on the development of technology for the extraction of oil and gas from oil shale. The company is headquartered in Lakeside, Montana.",Lakeside,406-250-7750,MT,1451520000,United States,http://www.earthsearch.com,86400,306 Stoner Loop Road,Oil & Gas E&P,Suite 6
t-1,ESSE,-23766233.0,256342000,,,546839,9572,539866,256816,0,-256816,-256816,,-144914,,,,0,0,256816,0,803655,,546839,539866,56484847.0,23764577.0,-23766233.0,8686824.0,39166.0,226907.0,-80277988.0,,-199999.0,39166.0,23018547.0,5932357.0,,39166.0,746030.0,1112405.0,1.0,-776069.0,235000.0,235000.0,23183.0,-211817.0,2624.0,21762.0,-22979381.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.0012 - 0.0012,0.0012,0.035,0.065,999,50,finmb_379741,Other OTC,"Earth Search Sciences, Inc.",USD,213982,1361533,0.00020000001,0.2,0.001 - 0.011,-0.0098,-0.89090914,0.001,0.011,-14400000,False,False,USD,REGULAR,-0.003,-0.108,0.0011666667,3.3333316e-05,0.028571412,0.0028550725,-0.0016550724,-0.5796954,307610,-0.011111111,15,America/New_York,EDT,EARTH SEARCH SCIENCES INC,0.0012,1630348969,0.0,0.0012,0.0012,0.0012,500067,0,PNK,4,us_market,1.15,,,0.011,0.001,0.0012,0.0029,213.98k,1.36M,256.34M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,1:400,"Jan 12, 2005","Mar 30, 2015","Sep 29, 2015",0.00%,0.00%,-685.95%,,,,,,,-783.25k,-0.0030,,130.19k,0,7.12M,,0.01,-0.11,-931.91k,-1.27M,Value,59922,Energy,1,"Earth Search Sciences, Inc., through its subsidiary, General Synfuels International, Inc., focuses on the development of technology for the extraction of oil and gas from oil shale. The company is headquartered in Lakeside, Montana.",Lakeside,406-250-7750,MT,1451520000,United States,http://www.earthsearch.com,86400,306 Stoner Loop Road,Oil & Gas E&P,Suite 6
t-2,ESSE,-24301750.0,256342000,,,-335424,2599,-333956,196679,0,-196679,-196679,,-138744,,,,0,0,196679,0,-138745,,-335424,-333956,56484847.0,24283884.0,-24301750.0,8686824.0,15983.0,226907.0,-80813505.0,,-199999.0,15983.0,23683884.0,5843357.0,,15983.0,600000.0,1235135.0,1.0,129935.0,150000.0,150000.0,-41680.0,-191680.0,-1468.0,13809.0,-23667901.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.0012 - 0.0012,0.0012,0.035,0.065,999,50,finmb_379741,Other OTC,"Earth Search Sciences, Inc.",USD,213982,1361533,0.00020000001,0.2,0.001 - 0.011,-0.0098,-0.89090914,0.001,0.011,-14400000,False,False,USD,REGULAR,-0.003,-0.108,0.0011666667,3.3333316e-05,0.028571412,0.0028550725,-0.0016550724,-0.5796954,307610,-0.011111111,15,America/New_York,EDT,EARTH SEARCH SCIENCES INC,0.0012,1630348969,0.0,0.0012,0.0012,0.0012,500067,0,PNK,4,us_market,1.15,,,0.011,0.001,0.0012,0.0029,213.98k,1.36M,256.34M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,1:400,"Jan 12, 2005","Mar 30, 2015","Sep 29, 2015",0.00%,0.00%,-685.95%,,,,,,,-783.25k,-0.0030,,130.19k,0,7.12M,,0.01,-0.11,-931.91k,-1.27M,Value,59922,Energy,1,"Earth Search Sciences, Inc., through its subsidiary, General Synfuels International, Inc., focuses on the development of technology for the extraction of oil and gas from oil shale. The company is headquartered in Lakeside, Montana.",Lakeside,406-250-7750,MT,1451520000,United States,http://www.earthsearch.com,86400,306 Stoner Loop Road,Oil & Gas E&P,Suite 6
t-3,ESSE,-23967795.0,256342000,,,-349855,4067,-348021,212352,0,-212352,-212352,,-137503,,,,0,0,212352,0,-137503,,-349855,-348021,56484847.0,23990140.0,-23967795.0,8686824.0,57662.0,226907.0,-80479549.0,,-200000.0,57662.0,23725140.0,5218387.0,,57662.0,265000.0,1235104.0,,140741.0,200000.0,200000.0,12648.0,-187352.0,-1834.0,21762.0,-23667478.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.0012 - 0.0012,0.0012,0.035,0.065,999,50,finmb_379741,Other OTC,"Earth Search Sciences, Inc.",USD,213982,1361533,0.00020000001,0.2,0.001 - 0.011,-0.0098,-0.89090914,0.001,0.011,-14400000,False,False,USD,REGULAR,-0.003,-0.108,0.0011666667,3.3333316e-05,0.028571412,0.0028550725,-0.0016550724,-0.5796954,307610,-0.011111111,15,America/New_York,EDT,EARTH SEARCH SCIENCES INC,0.0012,1630348969,0.0,0.0012,0.0012,0.0012,500067,0,PNK,4,us_market,1.15,,,0.011,0.001,0.0012,0.0029,213.98k,1.36M,256.34M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,1:400,"Jan 12, 2005","Mar 30, 2015","Sep 29, 2015",0.00%,0.00%,-685.95%,,,,,,,-783.25k,-0.0030,,130.19k,0,7.12M,,0.01,-0.11,-931.91k,-1.27M,Value,59922,Energy,1,"Earth Search Sciences, Inc., through its subsidiary, General Synfuels International, Inc., focuses on the development of technology for the extraction of oil and gas from oil shale. The company is headquartered in Lakeside, Montana.",Lakeside,406-250-7750,MT,1451520000,United States,http://www.earthsearch.com,86400,306 Stoner Loop Road,Oil & Gas E&P,Suite 6
