Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,priceHint,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,shortName,marketState,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,forwardPE,epsTrailingTwelveMonths,epsForward,bookValue,fiftyDayAverage,fiftyDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry
t0,S4A.DE,44170522.0,4570520,,,-274340,1427397,-1177765,4047162,6495042,-9848141,-9848141,11091966,-414952,,,,631968,14285818,24133959,7790776,9573801,,-906308,-1177765,1983000.0,35090284.0,47025522.0,1562436.0,7004524.0,83543205.0,4570523.0,3202859.0,32564048.0,5552452.0,872000.0,9890951.0,4974938.0,4401912.0,24062634.0,2750778.0,1780269.0,9890951.0,9103955.0,58059043.0,8550269.0,20920438.0,3099367.0,29533834.0,4870956.0,3202270,-835063,1019607,790621,-575570,715168,127372,632238,1006055,33535,-2136911,-228986,116158,-464130,33996409.0,en-US,US,EQUITY,False,Delayed Quote,EUR,2,GER,13.5,1630569685,0.0,13.55,13.55,13.5,1791,0,SMT SCHARF AG,REGULAR,de_market,0.0,13.5 - 13.55,13.5,13.5,13.6,85,300,finmb_33406628,XETRA,SMT Scharf AG,EUR,4048,1738,6.767816,1.0052928,6.732184 - 13.8,-0.3000002,-0.021739144,6.732184,13.8,1617188340,1617188340,1617188340,0.07962983,9.992386,3.5076141,0.35102868,19.285715,-1.79,0.7,10.289,12.504286,0.9957142,61702020,1.3120809,15,Europe/Berlin,CEST,7200000,False,False,0.88,,,13.8,6.73,12.5,9.99,4.05k,1.74k,4.57M,,4.53M,0.98%,66.23%,,,,,,,,,,,0.00%,,"May 08, 2014",,,"Dec 31, 2020","Dec 31, 2020",-15.96%,-20.00%,-7.13%,-14.77%,51.19M,11.20,-46.50%,22.31M,-7.66M,-8.17M,-1.79,,4.4M,0.96,16.58M,34.21,2.41,10.29,2.79M,1.96M,Value,59075,Industrials,410,"SMT Scharf AG plans, produces, sells, installs, and maintains machinery and equipment for the transportation of personnel, equipment, and material for underground mining and tunnel construction. The company operates through Coal Mining, Mineral Mining, Tunnel, and Other Industries segments. It offers diesel-powered monorail locomotives, electrical monorail transport systems, chairlift systems, segment cranes, construction site cranes, explosive device placement device, drilling and splitting device, aerial work platform, walking beam, lifting beam, lifting bar, miniclimber, and rope drive. Its products are primarily used in hard coal, gold, platinum, copper, nickel, hard rock, and salt mining activities. The company has operations in Germany, Russia and other CIS states, Poland, China, Africa, the United States, and internationally. SMT Scharf AG was founded in 1941 and is based in Hamm, Germany.",Hamm,49 2381 960 212,1577750400,Germany,http://www.smtscharf.com,86400,ROemerstrasse 104,49 2381 960 311,Railroads
t-1,S4A.DE,43958000.0,4570520,,,-5397000,1101000,-5652000,4264000,4296000,78000,78000,-4087000,-153000,,,,260000,13272000,13194000,8976000,-5475000,,-5657000,-5652000,4319000.0,31411000.0,48277000.0,,6206000.0,80789000.0,4571000.0,3154000.0,33749000.0,5448000.0,,9957000.0,3444000.0,4789000.0,21263000.0,2717000.0,1904000.0,9957000.0,8213000.0,57199000.0,7614000.0,21279000.0,3437000.0,27977000.0,3005000.0,592000,-479000,-857000,-991000,316000,-422000,-119000,1167000,743000,30000,1861000,-134000,3307000,-23000,35936000.0,en-US,US,EQUITY,False,Delayed Quote,EUR,2,GER,13.5,1630569685,0.0,13.55,13.55,13.5,1791,0,SMT SCHARF AG,REGULAR,de_market,0.0,13.5 - 13.55,13.5,13.5,13.6,85,300,finmb_33406628,XETRA,SMT Scharf AG,EUR,4048,1738,6.767816,1.0052928,6.732184 - 13.8,-0.3000002,-0.021739144,6.732184,13.8,1617188340,1617188340,1617188340,0.07962983,9.992386,3.5076141,0.35102868,19.285715,-1.79,0.7,10.289,12.504286,0.9957142,61702020,1.3120809,15,Europe/Berlin,CEST,7200000,False,False,0.88,,,13.8,6.73,12.5,9.99,4.05k,1.74k,4.57M,,4.53M,0.98%,66.23%,,,,,,,,,,,0.00%,,"May 08, 2014",,,"Dec 31, 2020","Dec 31, 2020",-15.96%,-20.00%,-7.13%,-14.77%,51.19M,11.20,-46.50%,22.31M,-7.66M,-8.17M,-1.79,,4.4M,0.96,16.58M,34.21,2.41,10.29,2.79M,1.96M,Value,59075,Industrials,410,"SMT Scharf AG plans, produces, sells, installs, and maintains machinery and equipment for the transportation of personnel, equipment, and material for underground mining and tunnel construction. The company operates through Coal Mining, Mineral Mining, Tunnel, and Other Industries segments. It offers diesel-powered monorail locomotives, electrical monorail transport systems, chairlift systems, segment cranes, construction site cranes, explosive device placement device, drilling and splitting device, aerial work platform, walking beam, lifting beam, lifting bar, miniclimber, and rope drive. Its products are primarily used in hard coal, gold, platinum, copper, nickel, hard rock, and salt mining activities. The company has operations in Germany, Russia and other CIS states, Poland, China, Africa, the United States, and internationally. SMT Scharf AG was founded in 1941 and is based in Hamm, Germany.",Hamm,49 2381 960 212,1577750400,Germany,http://www.smtscharf.com,86400,ROemerstrasse 104,49 2381 960 311,Railroads
t-2,S4A.DE,48847000.0,4570520,,,344000,1106000,36000,4377000,6393000,-679000,-679000,1946000,-197000,,,,394000,12980000,13659000,6587000,1023000,,-50000,36000,6457000.0,30734000.0,55304000.0,,5184000.0,87144000.0,4571000.0,3393000.0,39402000.0,5679000.0,,11331000.0,3633000.0,4797000.0,20243000.0,2751000.0,2015000.0,11331000.0,9265000.0,60248000.0,7541000.0,22394000.0,3774000.0,29664000.0,3227000.0,40000,-1019000,-512000,-776000,-1117000,1392000,153000,3034000,749000,85000,3090000,-264000,236000,-750000,40005000.0,en-US,US,EQUITY,False,Delayed Quote,EUR,2,GER,13.5,1630569685,0.0,13.55,13.55,13.5,1791,0,SMT SCHARF AG,REGULAR,de_market,0.0,13.5 - 13.55,13.5,13.5,13.6,85,300,finmb_33406628,XETRA,SMT Scharf AG,EUR,4048,1738,6.767816,1.0052928,6.732184 - 13.8,-0.3000002,-0.021739144,6.732184,13.8,1617188340,1617188340,1617188340,0.07962983,9.992386,3.5076141,0.35102868,19.285715,-1.79,0.7,10.289,12.504286,0.9957142,61702020,1.3120809,15,Europe/Berlin,CEST,7200000,False,False,0.88,,,13.8,6.73,12.5,9.99,4.05k,1.74k,4.57M,,4.53M,0.98%,66.23%,,,,,,,,,,,0.00%,,"May 08, 2014",,,"Dec 31, 2020","Dec 31, 2020",-15.96%,-20.00%,-7.13%,-14.77%,51.19M,11.20,-46.50%,22.31M,-7.66M,-8.17M,-1.79,,4.4M,0.96,16.58M,34.21,2.41,10.29,2.79M,1.96M,Value,59075,Industrials,410,"SMT Scharf AG plans, produces, sells, installs, and maintains machinery and equipment for the transportation of personnel, equipment, and material for underground mining and tunnel construction. The company operates through Coal Mining, Mineral Mining, Tunnel, and Other Industries segments. It offers diesel-powered monorail locomotives, electrical monorail transport systems, chairlift systems, segment cranes, construction site cranes, explosive device placement device, drilling and splitting device, aerial work platform, walking beam, lifting beam, lifting bar, miniclimber, and rope drive. Its products are primarily used in hard coal, gold, platinum, copper, nickel, hard rock, and salt mining activities. The company has operations in Germany, Russia and other CIS states, Poland, China, Africa, the United States, and internationally. SMT Scharf AG was founded in 1941 and is based in Hamm, Germany.",Hamm,49 2381 960 212,1577750400,Germany,http://www.smtscharf.com,86400,ROemerstrasse 104,49 2381 960 311,Railroads
t-3,S4A.DE,48274000.0,4570520,,,-1402000,1308000,-1374000,4804000,5130000,-3086000,-3086000,2674000,-131000,,,,39000,10650000,13736000,5520000,1684000,,-1441000,-1374000,6098000.0,36042000.0,54372000.0,,5967000.0,91722000.0,4571000.0,5199000.0,39365000.0,5086000.0,,10436000.0,3791000.0,7467000.0,25776000.0,2653000.0,2088000.0,10436000.0,8948000.0,65387000.0,7498000.0,23697000.0,4145000.0,29024000.0,3852000.0,-4122000,-482000,-663000,-993000,-132000,-3915000,-397000,-2043000,738000,102000,3711000,-330000,-864000,-236000,39611000.0,en-US,US,EQUITY,False,Delayed Quote,EUR,2,GER,13.5,1630569685,0.0,13.55,13.55,13.5,1791,0,SMT SCHARF AG,REGULAR,de_market,0.0,13.5 - 13.55,13.5,13.5,13.6,85,300,finmb_33406628,XETRA,SMT Scharf AG,EUR,4048,1738,6.767816,1.0052928,6.732184 - 13.8,-0.3000002,-0.021739144,6.732184,13.8,1617188340,1617188340,1617188340,0.07962983,9.992386,3.5076141,0.35102868,19.285715,-1.79,0.7,10.289,12.504286,0.9957142,61702020,1.3120809,15,Europe/Berlin,CEST,7200000,False,False,0.88,,,13.8,6.73,12.5,9.99,4.05k,1.74k,4.57M,,4.53M,0.98%,66.23%,,,,,,,,,,,0.00%,,"May 08, 2014",,,"Dec 31, 2020","Dec 31, 2020",-15.96%,-20.00%,-7.13%,-14.77%,51.19M,11.20,-46.50%,22.31M,-7.66M,-8.17M,-1.79,,4.4M,0.96,16.58M,34.21,2.41,10.29,2.79M,1.96M,Value,59075,Industrials,410,"SMT Scharf AG plans, produces, sells, installs, and maintains machinery and equipment for the transportation of personnel, equipment, and material for underground mining and tunnel construction. The company operates through Coal Mining, Mineral Mining, Tunnel, and Other Industries segments. It offers diesel-powered monorail locomotives, electrical monorail transport systems, chairlift systems, segment cranes, construction site cranes, explosive device placement device, drilling and splitting device, aerial work platform, walking beam, lifting beam, lifting bar, miniclimber, and rope drive. Its products are primarily used in hard coal, gold, platinum, copper, nickel, hard rock, and salt mining activities. The company has operations in Germany, Russia and other CIS states, Poland, China, Africa, the United States, and internationally. SMT Scharf AG was founded in 1941 and is based in Hamm, Germany.",Hamm,49 2381 960 212,1577750400,Germany,http://www.smtscharf.com,86400,ROemerstrasse 104,49 2381 960 311,Railroads
