Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,otherCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,currency,esgPopulated,tradeable,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,shortName,exchange,trailingPE,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,DHHXF,-1598074000,723038016,,,-79870000,-6832000,-79549000,30428000,16038000,-66674000,-66674000,52284000,-14242000,,,,0,256956000,323630000,240918000,-13196000,,-79870000,-79549000,2089120000,4715181000,-1598074000,4089712000,3110275000,6704342000,148263000,-10466286000,2794000,74750000,266369000,19167000,4663818000,312120000,86269000,246217000,2597689000,83849000,48569000,2346410000,244375000,15590000.0,-468000.0,25104000.0,16595000.0,-13758000.0,927000.0,-22945000.0,-39072000.0,5332000.0,-17226000.0,-25173000.0,-9436000.0,75712000.0,-468000.0,,-2066129000,en-US,US,EQUITY,False,Delayed Quote,0.0,0.001 - 0.001,0.001,finmb_121632,Other OTC,"Desarrolladora Homex, S.A.B. de C.V.",MXN,2904,4121,0.00090000004,9.000001,1.0E-4 - 0.0042,-0.0031999997,-0.7619047,0.0001,0.0042,USD,False,False,us_market,0.001,1630425081,0.0,0.001,0.001,0.001,1438,REGULAR,DESARROLLADORA HOMEX SAB DE CV,PNK,0.005376344,0.186,0,-18.652,0.00023030303,0.000769697,3.3421054,0.0010281482,-2.8148177e-05,-0.027377548,4931770,-5.3613556e-05,15,America/New_York,EDT,-14400000,4,0.92,,,0.0042,0.0001,0.0002,0.001,2.9k,4.12k,723.04M,,33.3M,0.00%,5.47%,,,,,,,,,,,,,,,,"Dec 30, 2020","Mar 30, 2021",35.54%,38.81%,7.09%,,918.92M,10.73,-19.20%,109.28M,376.77M,326.55M,0.1860,,19.17M,0.22,374.07M,,0.56,-18.65,-470.43M,-151.8M,Value,80020,,1239,"Desarrolladora Homex, S.A.B. de C.V. operates as an integrated home development company in Mexico. It is involved in the development, construction, and sale of affordable, middle-income, and residential housing. The company was founded in 1989 and is based in CuliacÃ¡n, Mexico.",CuliacÃ¡n,52 66 7758 5800,SI,Mexico,http://www.homex.com.mx,86400,Boulevard Rotarismo No. 1140,,Piso 1 Desarrollo Urbano Tres RIos
t-1,DHHXF,-1519452000,723038016,,,-55180000,-6511000,-49576000,27995000,-8028000,-58717000,-58717000,22694000,-8434000,,,,-3446000,299879000,358596000,307907000,3537000,,-51734000,-49576000,2089120000,4599033000,-1519452000,788738000,3073070000,6703415000,109892000,-10301649000,2698000,-10338000,270880000,42112000,4563571000,310460000,1181000,251081000,2551109000,57951000,32764000,2341154000,223648000,183288000.0,-3880000.0,5632000.0,-3328000.0,-110839000.0,927000.0,22795000.0,30003000.0,7810000.0,-49934000.0,21874000.0,-8960000.0,-32942000.0,-3179000.0,-856000.0,-2012462000,en-US,US,EQUITY,False,Delayed Quote,0.0,0.001 - 0.001,0.001,finmb_121632,Other OTC,"Desarrolladora Homex, S.A.B. de C.V.",MXN,2904,4121,0.00090000004,9.000001,1.0E-4 - 0.0042,-0.0031999997,-0.7619047,0.0001,0.0042,USD,False,False,us_market,0.001,1630425081,0.0,0.001,0.001,0.001,1438,REGULAR,DESARROLLADORA HOMEX SAB DE CV,PNK,0.005376344,0.186,0,-18.652,0.00023030303,0.000769697,3.3421054,0.0010281482,-2.8148177e-05,-0.027377548,4931770,-5.3613556e-05,15,America/New_York,EDT,-14400000,4,0.92,,,0.0042,0.0001,0.0002,0.001,2.9k,4.12k,723.04M,,33.3M,0.00%,5.47%,,,,,,,,,,,,,,,,"Dec 30, 2020","Mar 30, 2021",35.54%,38.81%,7.09%,,918.92M,10.73,-19.20%,109.28M,376.77M,326.55M,0.1860,,19.17M,0.22,374.07M,,0.56,-18.65,-470.43M,-151.8M,Value,80020,,1239,"Desarrolladora Homex, S.A.B. de C.V. operates as an integrated home development company in Mexico. It is involved in the development, construction, and sale of affordable, middle-income, and residential housing. The company was founded in 1989 and is based in CuliacÃ¡n, Mexico.",CuliacÃ¡n,52 66 7758 5800,SI,Mexico,http://www.homex.com.mx,86400,Boulevard Rotarismo No. 1140,,Piso 1 Desarrollo Urbano Tres RIos
t-2,DHHXF,-1469677000,723038016,,,-51519000,-4353000,-52611000,48977000,43814000,-38357000,-38357000,33194000,-13616000,,,,1816000,212621000,250978000,168807000,-13162000,,-53335000,-52611000,2089120000,4575782000,-1469677000,4005581000,3101752000,6703415000,119816000,-10337161000,5943000,74949000,264625000,19317000,4550506000,305648000,86468000,260786000,2576341000,106191000,19333000,2331017000,225230000,38206000.0,-2870000.0,3412000.0,-9945000.0,63793000.0,927000.0,-14335000.0,-1520000.0,4214000.0,-9083000.0,-22706000.0,-13357000.0,-23333000.0,-3269000.0,399000.0,-1974165000,en-US,US,EQUITY,False,Delayed Quote,0.0,0.001 - 0.001,0.001,finmb_121632,Other OTC,"Desarrolladora Homex, S.A.B. de C.V.",MXN,2904,4121,0.00090000004,9.000001,1.0E-4 - 0.0042,-0.0031999997,-0.7619047,0.0001,0.0042,USD,False,False,us_market,0.001,1630425081,0.0,0.001,0.001,0.001,1438,REGULAR,DESARROLLADORA HOMEX SAB DE CV,PNK,0.005376344,0.186,0,-18.652,0.00023030303,0.000769697,3.3421054,0.0010281482,-2.8148177e-05,-0.027377548,4931770,-5.3613556e-05,15,America/New_York,EDT,-14400000,4,0.92,,,0.0042,0.0001,0.0002,0.001,2.9k,4.12k,723.04M,,33.3M,0.00%,5.47%,,,,,,,,,,,,,,,,"Dec 30, 2020","Mar 30, 2021",35.54%,38.81%,7.09%,,918.92M,10.73,-19.20%,109.28M,376.77M,326.55M,0.1860,,19.17M,0.22,374.07M,,0.56,-18.65,-470.43M,-151.8M,Value,80020,,1239,"Desarrolladora Homex, S.A.B. de C.V. operates as an integrated home development company in Mexico. It is involved in the development, construction, and sale of affordable, middle-income, and residential housing. The company was founded in 1989 and is based in CuliacÃ¡n, Mexico.",CuliacÃ¡n,52 66 7758 5800,SI,Mexico,http://www.homex.com.mx,86400,Boulevard Rotarismo No. 1140,,Piso 1 Desarrollo Urbano Tres RIos
t-3,DHHXF,-1417066000,723038016,,,508479000,-3629000,508287000,61678000,18469000,520356000,520356000,-563565000,-14131000,,,,-341000,149461000,-370895000,130992000,-11877000,,508820000,508287000,2089120000,4495636000,-1417066000,3929350000,3074941000,6703415000,106001000,-10284550000,3938000,74949000,261014000,33652000,4210582000,53021000,86468000,261731000,2552196000,90608000,281116000,2321935000,224841000,-32009000.0,-687000.0,502872000.0,466854000.0,26909000.0,927000.0,6600000.0,-459567000.0,6182000.0,-500607000.0,84439000.0,-36018000.0,-552768000.0,-869000.0,182000.0,-1658386000,en-US,US,EQUITY,False,Delayed Quote,0.0,0.001 - 0.001,0.001,finmb_121632,Other OTC,"Desarrolladora Homex, S.A.B. de C.V.",MXN,2904,4121,0.00090000004,9.000001,1.0E-4 - 0.0042,-0.0031999997,-0.7619047,0.0001,0.0042,USD,False,False,us_market,0.001,1630425081,0.0,0.001,0.001,0.001,1438,REGULAR,DESARROLLADORA HOMEX SAB DE CV,PNK,0.005376344,0.186,0,-18.652,0.00023030303,0.000769697,3.3421054,0.0010281482,-2.8148177e-05,-0.027377548,4931770,-5.3613556e-05,15,America/New_York,EDT,-14400000,4,0.92,,,0.0042,0.0001,0.0002,0.001,2.9k,4.12k,723.04M,,33.3M,0.00%,5.47%,,,,,,,,,,,,,,,,"Dec 30, 2020","Mar 30, 2021",35.54%,38.81%,7.09%,,918.92M,10.73,-19.20%,109.28M,376.77M,326.55M,0.1860,,19.17M,0.22,374.07M,,0.56,-18.65,-470.43M,-151.8M,Value,80020,,1239,"Desarrolladora Homex, S.A.B. de C.V. operates as an integrated home development company in Mexico. It is involved in the development, construction, and sale of affordable, middle-income, and residential housing. The company was founded in 1989 and is based in CuliacÃ¡n, Mexico.",CuliacÃ¡n,52 66 7758 5800,SI,Mexico,http://www.homex.com.mx,86400,Boulevard Rotarismo No. 1140,,Piso 1 Desarrollo Urbano Tres RIos
