Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,shortTermInvestments,changeToLiabilities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingPE,preMarketChange,preMarketChangePercent,preMarketTime,preMarketPrice,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,gmtOffSetMilliseconds,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,priceHint,shortName,longName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchange,market,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,exchangeDataDelayedBy,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Jun 14, 2021) 4","Short Ratio (Jun 14, 2021) 4","Short % of Float (Jun 14, 2021) 4","Short % of Shares Outstanding (Jun 14, 2021) 4","Shares Short (prior month May 13, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,industry,address2
t0,JFIN,-363367000.0,54025000,28121000,,115843000,-541000,93213000,129038000,278956000,113787000,113787000,,-905000,,,,22169000,343055000,229268000,64099000,2056000,,93674000,93213000,823952000.0,1005982000.0,-363367000.0,300732000.0,642074000.0,2000000.0,-1173635000.0,566532000.0,-13684000.0,39497000.0,123291000.0,427971000.0,39497000.0,-13684000.0,27910000.0,486983000.0,87684000.0,300083000.0,,0,59012000.0,en-US,US,EQUITY,True,Delayed Quote,USD,-1.9780252,4.41 - 4.63,4.55,0.0,0.0,9,10,finmb_595614439,NasdaqGM,CNY,443710,2684971,1.99,0.805668,2.47 - 14.95,-10.49,-0.70167226,2.47,14.95,1617971400,1638192600,1638538200,6.1687417,-0.05000019,-1.1210805,1630572527,4.41,0.723,1.19,6.28,0.7101911,-14400000,-8.545,4.159714,0.30028582,0.07218905,5.5842752,-1.1242752,4,Jiayin Group Inc.,Jiayin Group Inc.,4.46,1630526403,-0.09000015,4.63,4.63,4.41,118196,PRE,NGM,us_market,-0.20132875,240951504,3.747899,-0.5219427,15,America/New_York,EDT,False,False,0,1.16,,,14.95,2.47,4.1597,5.5843,443.71k,2.68M,54.02M,,19.02M,0.00%,0.67%,39.18k,0.12,,0.07%,142.05k,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",22.98%,27.43%,35.28%,,1.33B,24.61,9.40%,1.06B,389.3M,305.62M,0.7230,130.30%,123.29M,2.28,11.48M,,1.14,-8.55,,,Value,200122,Communication Services,894,"Jiayin Group Inc. operates as an online individual finance platform that connects individual investors and individual borrowers in China. It operates a secure and open platform that facilitates transparent, secure, and fast connections between investors and borrowers. The company was founded in 2011 and is based in Shanghai, the People's Republic of China.",Shanghai,86 21 6082 8732,China,http://www.jiayinfintech.cn,86400,Building No. 1,Internet Content & Information,"26th Floor Youyou Century Plaza 428 South Yanggao Road, Pudong New Area"
t-1,JFIN,-461623000.0,54025000,41876000,,129892000,-2142000,85623000,160343000,275477000,52951000,52951000,,-11000,,,,48741000,340335000,287384000,64858000,76941000,,81151000,85623000,818042000.0,989137000.0,-461623000.0,283537000.0,525372000.0,2000000.0,-1266848000.0,566532000.0,-12817000.0,40935000.0,117320000.0,420732000.0,40935000.0,-12817000.0,26375000.0,370511000.0,87551000.0,189902000.0,,0,-50221000.0,en-US,US,EQUITY,True,Delayed Quote,USD,-1.9780252,4.41 - 4.63,4.55,0.0,0.0,9,10,finmb_595614439,NasdaqGM,CNY,443710,2684971,1.99,0.805668,2.47 - 14.95,-10.49,-0.70167226,2.47,14.95,1617971400,1638192600,1638538200,6.1687417,-0.05000019,-1.1210805,1630572527,4.41,0.723,1.19,6.28,0.7101911,-14400000,-8.545,4.159714,0.30028582,0.07218905,5.5842752,-1.1242752,4,Jiayin Group Inc.,Jiayin Group Inc.,4.46,1630526403,-0.09000015,4.63,4.63,4.41,118196,PRE,NGM,us_market,-0.20132875,240951504,3.747899,-0.5219427,15,America/New_York,EDT,False,False,0,1.16,,,14.95,2.47,4.1597,5.5843,443.71k,2.68M,54.02M,,19.02M,0.00%,0.67%,39.18k,0.12,,0.07%,142.05k,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",22.98%,27.43%,35.28%,,1.33B,24.61,9.40%,1.06B,389.3M,305.62M,0.7230,130.30%,123.29M,2.28,11.48M,,1.14,-8.55,,,Value,200122,Communication Services,894,"Jiayin Group Inc. operates as an online individual finance platform that connects individual investors and individual borrowers in China. It operates a secure and open platform that facilitates transparent, secure, and fast connections between investors and borrowers. The company was founded in 2011 and is based in Shanghai, the People's Republic of China.",Shanghai,86 21 6082 8732,China,http://www.jiayinfintech.cn,86400,Building No. 1,Internet Content & Information,"26th Floor Youyou Century Plaza 428 South Yanggao Road, Pudong New Area"
t-2,JFIN,-557254000.0,54025000,39200000,,120479000,2385000,86142000,136773000,341832000,150014000,150014000,,-11000,,,,32128000,401310000,251296000,59478000,-29535000,,88351000,86142000,799602000.0,1087307000.0,-557254000.0,260823000.0,532438000.0,2000000.0,-1352471000.0,693754000.0,-4385000.0,68292000.0,94826000.0,382452000.0,68292000.0,-4385000.0,37640000.0,326866000.0,99640000.0,139796000.0,33698000.0,0,-55586000.0,en-US,US,EQUITY,True,Delayed Quote,USD,-1.9780252,4.41 - 4.63,4.55,0.0,0.0,9,10,finmb_595614439,NasdaqGM,CNY,443710,2684971,1.99,0.805668,2.47 - 14.95,-10.49,-0.70167226,2.47,14.95,1617971400,1638192600,1638538200,6.1687417,-0.05000019,-1.1210805,1630572527,4.41,0.723,1.19,6.28,0.7101911,-14400000,-8.545,4.159714,0.30028582,0.07218905,5.5842752,-1.1242752,4,Jiayin Group Inc.,Jiayin Group Inc.,4.46,1630526403,-0.09000015,4.63,4.63,4.41,118196,PRE,NGM,us_market,-0.20132875,240951504,3.747899,-0.5219427,15,America/New_York,EDT,False,False,0,1.16,,,14.95,2.47,4.1597,5.5843,443.71k,2.68M,54.02M,,19.02M,0.00%,0.67%,39.18k,0.12,,0.07%,142.05k,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",22.98%,27.43%,35.28%,,1.33B,24.61,9.40%,1.06B,389.3M,305.62M,0.7230,130.30%,123.29M,2.28,11.48M,,1.14,-8.55,,,Value,200122,Communication Services,894,"Jiayin Group Inc. operates as an online individual finance platform that connects individual investors and individual borrowers in China. It operates a secure and open platform that facilitates transparent, secure, and fast connections between investors and borrowers. The company was founded in 2011 and is based in Shanghai, the People's Republic of China.",Shanghai,86 21 6082 8732,China,http://www.jiayinfintech.cn,86400,Building No. 1,Internet Content & Information,"26th Floor Youyou Century Plaza 428 South Yanggao Road, Pudong New Area"
t-3,JFIN,-640275000.0,54025000,34108000,,55119000,234000,40642000,101208000,194063000,48026000,48026000,,-11000,,,,14006000,244989000,196963000,50926000,7093000,,41113000,40642000,794332000.0,1210835000.0,-640275000.0,229890000.0,570794000.0,2000000.0,-1438613000.0,797249000.0,4006000.0,68292000.0,69864000.0,400289000.0,68292000.0,4006000.0,44241000.0,451055000.0,7206000.0,227412000.0,70651000.0,0,50766000.0,en-US,US,EQUITY,True,Delayed Quote,USD,-1.9780252,4.41 - 4.63,4.55,0.0,0.0,9,10,finmb_595614439,NasdaqGM,CNY,443710,2684971,1.99,0.805668,2.47 - 14.95,-10.49,-0.70167226,2.47,14.95,1617971400,1638192600,1638538200,6.1687417,-0.05000019,-1.1210805,1630572527,4.41,0.723,1.19,6.28,0.7101911,-14400000,-8.545,4.159714,0.30028582,0.07218905,5.5842752,-1.1242752,4,Jiayin Group Inc.,Jiayin Group Inc.,4.46,1630526403,-0.09000015,4.63,4.63,4.41,118196,PRE,NGM,us_market,-0.20132875,240951504,3.747899,-0.5219427,15,America/New_York,EDT,False,False,0,1.16,,,14.95,2.47,4.1597,5.5843,443.71k,2.68M,54.02M,,19.02M,0.00%,0.67%,39.18k,0.12,,0.07%,142.05k,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",22.98%,27.43%,35.28%,,1.33B,24.61,9.40%,1.06B,389.3M,305.62M,0.7230,130.30%,123.29M,2.28,11.48M,,1.14,-8.55,,,Value,200122,Communication Services,894,"Jiayin Group Inc. operates as an online individual finance platform that connects individual investors and individual borrowers in China. It operates a secure and open platform that facilitates transparent, secure, and fast connections between investors and borrowers. The company was founded in 2011 and is based in Shanghai, the People's Republic of China.",Shanghai,86 21 6082 8732,China,http://www.jiayinfintech.cn,86400,Building No. 1,Internet Content & Information,"26th Floor Youyou Century Plaza 428 South Yanggao Road, Pudong New Area"
