Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,otherLiab,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,capitalExpenditures,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceHint,regularMarketChangePercent,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,currency,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,shortName,exchangeDataDelayedBy,market,marketState,twoHundredDayAverageChangePercent,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,IHGP,-8744285.0,19937,79873,,-1720739,,-1720739,1588702,610482,-1122528,-1122528,,,,,,0,1099644,2222172,489162,-598211,,-1720739,-1720739,569087.0,1497930.0,7616347.0,-6306212.0,1343231.0,3511145.0,5855.0,-7816097.0,1868986.0,6100.0,55926.0,201937.0,3861439.0,6100.0,128824.0,888322.0,577681.0,3754908.0,1389622.0,,790420.0,-21899.0,632056.0,632056.0,-26262.0,28637.0,6579.0,-588099.0,64435.0,112782.0,191265.0,-21899.0,,-2973117.0,en-US,US,EQUITY,False,Delayed Quote,303801,0.05,11.904762,0.0042 - 0.14,-0.0858,-0.61285716,0.0042,0.14,0.038834445,0.015365556,0.3956682,0.041138183,0.013061818,1077,4,-9.51586,15,America/New_York,EDT,-14400000,0.0542 - 0.0542,0.0599,0.0,0.0,0,0,finmb_5720938,Other OTC,"Interact Holdings Group, Inc.",USD,300963,USD,False,False,0.0542,1630503009,-0.0056999996,0.0542,0.0542,0.0542,5300,PNK,INTERACT HOLDINGS GROUP INC,0,us_market,PRE,0.3175108,-3.99,,,0.14,0.0042,0.0388,0.0411,300.96k,303.8k,19.94k,,,,,,,,,,,,,,,,,,1:500,"Sep 13, 2010","Dec 30, 2007","Dec 30, 2007",-72.73%,-46.94%,-36.74%,,4.47M,,6.40%,2.2M,-1.92M,-3.25M,,,201.94k,,4.88M,,0.23,,-1.63M,783.36k,Value,92108,Industrials,"Interact Holdings Group, Inc. provides infrastructure management and technology services. The company intends to restructure its business through the acquisition of additional business opportunities. Interact Holdings Group, Inc. was founded in 1998 and is based in San Diego, California.",San Diego,619-342-7443,CA,1199059200,United States,http://www.interactholdings.com,86400,8880 Rio San Diego Drive,919-883-4177,Electrical Equipment & Parts,8th Floor
t-1,IHGP,-7191044.0,19937,115498,,108551,,108551,51573,535581,330117,330117,,-79990.0,,,,0,1112078,781961,576497,-221566,,108551,108551,595352.0,1360374.0,6165602.0,-4726706.0,536338.0,3639906.0,1778.0,-6095358.0,1868986.0,6500.0,29006.0,173300.0,2102828.0,6500.0,145095.0,1001467.0,690463.0,726205.0,599202.0,3336569.0,-411764.0,52845.0,604022.0,691046.0,-103124.0,-142830.0,-250.0,-886471.0,-14115.0,-106898.0,-294121.0,52845.0,87024.0,-1101361.0,en-US,US,EQUITY,False,Delayed Quote,303801,0.05,11.904762,0.0042 - 0.14,-0.0858,-0.61285716,0.0042,0.14,0.038834445,0.015365556,0.3956682,0.041138183,0.013061818,1077,4,-9.51586,15,America/New_York,EDT,-14400000,0.0542 - 0.0542,0.0599,0.0,0.0,0,0,finmb_5720938,Other OTC,"Interact Holdings Group, Inc.",USD,300963,USD,False,False,0.0542,1630503009,-0.0056999996,0.0542,0.0542,0.0542,5300,PNK,INTERACT HOLDINGS GROUP INC,0,us_market,PRE,0.3175108,-3.99,,,0.14,0.0042,0.0388,0.0411,300.96k,303.8k,19.94k,,,,,,,,,,,,,,,,,,1:500,"Sep 13, 2010","Dec 30, 2007","Dec 30, 2007",-72.73%,-46.94%,-36.74%,,4.47M,,6.40%,2.2M,-1.92M,-3.25M,,,201.94k,,4.88M,,0.23,,-1.63M,783.36k,Value,92108,Industrials,"Interact Holdings Group, Inc. provides infrastructure management and technology services. The company intends to restructure its business through the acquisition of additional business opportunities. Interact Holdings Group, Inc. was founded in 1998 and is based in San Diego, California.",San Diego,619-342-7443,CA,1199059200,United States,http://www.interactholdings.com,86400,8880 Rio San Diego Drive,919-883-4177,Electrical Equipment & Parts,8th Floor
t-2,IHGP,-6711045.0,19937,107072,,-1013379,,-1013379,1363856,604667,-900186,-900186,,-118281.0,,,,0,1208642,2108828,603975,-113193,,-1013379,-1013379,621617.0,1609059.0,5744845.0,-4220442.0,486339.0,3725413.0,521.0,-5861661.0,1868986.0,31639.0,55972.0,316130.0,2234802.0,31639.0,157538.0,1021300.0,583565.0,697906.0,540300.0,2812137.0,242009.0,-25268.0,-76903.0,-163927.0,12238.0,4766.0,-970.0,194931.0,86444.0,35807.0,799062.0,-25268.0,-87024.0,-1213502.0,en-US,US,EQUITY,False,Delayed Quote,303801,0.05,11.904762,0.0042 - 0.14,-0.0858,-0.61285716,0.0042,0.14,0.038834445,0.015365556,0.3956682,0.041138183,0.013061818,1077,4,-9.51586,15,America/New_York,EDT,-14400000,0.0542 - 0.0542,0.0599,0.0,0.0,0,0,finmb_5720938,Other OTC,"Interact Holdings Group, Inc.",USD,300963,USD,False,False,0.0542,1630503009,-0.0056999996,0.0542,0.0542,0.0542,5300,PNK,INTERACT HOLDINGS GROUP INC,0,us_market,PRE,0.3175108,-3.99,,,0.14,0.0042,0.0388,0.0411,300.96k,303.8k,19.94k,,,,,,,,,,,,,,,,,,1:500,"Sep 13, 2010","Dec 30, 2007","Dec 30, 2007",-72.73%,-46.94%,-36.74%,,4.47M,,6.40%,2.2M,-1.92M,-3.25M,,,201.94k,,4.88M,,0.23,,-1.63M,783.36k,Value,92108,Industrials,"Interact Holdings Group, Inc. provides infrastructure management and technology services. The company intends to restructure its business through the acquisition of additional business opportunities. Interact Holdings Group, Inc. was founded in 1998 and is based in San Diego, California.",San Diego,619-342-7443,CA,1199059200,United States,http://www.interactholdings.com,86400,8880 Rio San Diego Drive,919-883-4177,Electrical Equipment & Parts,8th Floor
t-3,IHGP,-4192003.0,19937,111088,,-628154,,-628154,705343,447723,-407330,-407330,,-98083.0,,,,0,1053135,1460465,605412,-220824,,-628154,-628154,,997763.0,5820777.0,-4192003.0,523985.0,3829784.0,23.0,-5190530.0,,741.0,2572745.0,311364.0,2481356.0,741.0,192460.0,1064579.0,619372.0,2729914.0,768957.0,609507.0,99596.0,-37416.0,473154.0,473154.0,12300.0,88698.0,741.0,-347781.0,38611.0,-93675.0,191291.0,-37416.0,-87024.0,-1416777.0,en-US,US,EQUITY,False,Delayed Quote,303801,0.05,11.904762,0.0042 - 0.14,-0.0858,-0.61285716,0.0042,0.14,0.038834445,0.015365556,0.3956682,0.041138183,0.013061818,1077,4,-9.51586,15,America/New_York,EDT,-14400000,0.0542 - 0.0542,0.0599,0.0,0.0,0,0,finmb_5720938,Other OTC,"Interact Holdings Group, Inc.",USD,300963,USD,False,False,0.0542,1630503009,-0.0056999996,0.0542,0.0542,0.0542,5300,PNK,INTERACT HOLDINGS GROUP INC,0,us_market,PRE,0.3175108,-3.99,,,0.14,0.0042,0.0388,0.0411,300.96k,303.8k,19.94k,,,,,,,,,,,,,,,,,,1:500,"Sep 13, 2010","Dec 30, 2007","Dec 30, 2007",-72.73%,-46.94%,-36.74%,,4.47M,,6.40%,2.2M,-1.92M,-3.25M,,,201.94k,,4.88M,,0.23,,-1.63M,783.36k,Value,92108,Industrials,"Interact Holdings Group, Inc. provides infrastructure management and technology services. The company intends to restructure its business through the acquisition of additional business opportunities. Interact Holdings Group, Inc. was founded in 1998 and is based in San Diego, California.",San Diego,619-342-7443,CA,1199059200,United States,http://www.interactholdings.com,86400,8880 Rio San Diego Drive,919-883-4177,Electrical Equipment & Parts,8th Floor
