Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,totalCashFromFinancingActivities,issuanceOfStock,investments,netBorrowings,otherCashflowsFromInvestingActivities,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,quoteSourceName,triggerable,currency,exchange,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,shortName,firstTradeDateMilliseconds,priceHint,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingPE,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,tradeable,displayName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Aug 12, 2021) 4","Short Ratio (Aug 12, 2021) 4","Short % of Float (Aug 12, 2021) 4","Short % of Shares Outstanding (Aug 12, 2021) 4","Shares Short (prior month Jul 14, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry
t0,DGLY,45123219,51513700,460999,,-5382487,,-5382487,3416685,1260800,-2616884,-2616884,,-1365,,,,0,2493671,5110555,1232871,-2765603,,-5382487,-5382487,1583576,122487573,36392340,46706795,31326761,83099135,51577,-73675129,2504715,-2157226,1770887,58276178,32787911,72502,6747027,72997645,2683931,427498,9615759,674380,552110.0,-6407133.0,-896156.0,-9350062.0,-2942929.0,90037.0,-659373.0,243005.0,3117166.0,-5375718.0,,,,,,,40209734,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,NCM,"Digital Ally, Inc.",finmb_12457662,America/New_York,EDT,-14400000,us_market,False,REGULAR,"Digital Ally, Inc.",1179322200000,4,0.0,0.0,1630504525,1.39,1.4078,1.39 - 1.4078,1.39,37132,1.39,1.4,1.41,14,22,NasdaqCM,USD,1.39,1575300,784342,0.13,0.1031746,1.26 - 3.98,-2.5900002,-0.6507538,1.26,3.98,1629289800,1636551000,1636983000,3.1519272,0.441,-0.31,0.29,4.7931037,0.907,1.4869444,-0.09694445,-0.06519709,1.744855,-0.35485506,-0.20337223,71604040,-4.483871,1.5325248,15,0,False,Digital Ally,0.60,-37.67%,26.30%,3.9800,1.2600,1.4869,1.7449,1.58M,784.34k,51.51M,,48.64M,5.58%,8.60%,6.85M,7.98,14.09%,13.30%,6.9M,,,,,,0.00%,,,,,"Dec 30, 2020","Jun 29, 2021",145.31%,-79.71%,-10.49%,55.10%,11.39M,0.30,44.00%,4.06M,-8.81M,16.55M,0.4410,,58.28M,1.13,1.3M,2.77,2.23,0.91,-15.37M,10.71M,Value,66219,Industrials,86,"Digital Ally, Inc. produces and sells digital video imaging, storage, and disinfectant and related safety products for use in law enforcement, security, and commercial applications in the United States and internationally. The company offers in-car digital video mirror systems for law enforcement; in-car digital video event recorder systems for commercial fleets; a suite of data management web-based tools to assist fleet managers in the organization, archival, and management of videos and telematics information; miniature body-worn digital video systems for law enforcement and private security; and VuLink, an in-car device that enables an in-car digital audio/video system and a body worn digital audio/video camera system to automatically and simultaneously start recording. It also provides VuVault.net, a law enforcement cloud storage solution; FleetVU Manager, a web-based software for commercial fleet tracking and monitoring; ThermoVu, a non-contact temperature-screening instrument that measures temperature through the wrist and controls entry to facilities when temperature measurements exceed pre-determined parameters; and shield disinfectants and cleansers, as well as other personal protective equipment and supplies, such as masks and gloves to health care workers and other consumers. The company sells its products through direct sales and third-party distributors. Digital Ally, Inc. is headquartered in Lenexa, Kansas.",Lenexa,913 814 7774,KS,1609372800,United States,http://www.digitalallyinc.com,86400,15612 College Boulevard,Security & Protection Services
t-1,DGLY,51366873,51513700,448965,,21721858,,21721858,3228610,811882,-2865693,-2865693,,-1427,,,,0,2535829,5401522,1723947,24587551,,21721858,21721858,392196,122157360,32822664,51759069,28561478,84581733,51577,-68292642,2030224,-2157226,1342173,67626240,29940691,12234,1459761,81387603,3040781,147766,8889916,666067,-336338.0,-99274.0,-308123.0,63264482.0,-3206844.0,55422.0,-1115549.0,574072.0,-23798186.0,-77011.0,66570600.0,66570600.0,,,,,51446912,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,NCM,"Digital Ally, Inc.",finmb_12457662,America/New_York,EDT,-14400000,us_market,False,REGULAR,"Digital Ally, Inc.",1179322200000,4,0.0,0.0,1630504525,1.39,1.4078,1.39 - 1.4078,1.39,37132,1.39,1.4,1.41,14,22,NasdaqCM,USD,1.39,1575300,784342,0.13,0.1031746,1.26 - 3.98,-2.5900002,-0.6507538,1.26,3.98,1629289800,1636551000,1636983000,3.1519272,0.441,-0.31,0.29,4.7931037,0.907,1.4869444,-0.09694445,-0.06519709,1.744855,-0.35485506,-0.20337223,71604040,-4.483871,1.5325248,15,0,False,Digital Ally,0.60,-37.67%,26.30%,3.9800,1.2600,1.4869,1.7449,1.58M,784.34k,51.51M,,48.64M,5.58%,8.60%,6.85M,7.98,14.09%,13.30%,6.9M,,,,,,0.00%,,,,,"Dec 30, 2020","Jun 29, 2021",145.31%,-79.71%,-10.49%,55.10%,11.39M,0.30,44.00%,4.06M,-8.81M,16.55M,0.4410,,58.28M,1.13,1.3M,2.77,2.23,0.91,-15.37M,10.71M,Value,66219,Industrials,86,"Digital Ally, Inc. produces and sells digital video imaging, storage, and disinfectant and related safety products for use in law enforcement, security, and commercial applications in the United States and internationally. The company offers in-car digital video mirror systems for law enforcement; in-car digital video event recorder systems for commercial fleets; a suite of data management web-based tools to assist fleet managers in the organization, archival, and management of videos and telematics information; miniature body-worn digital video systems for law enforcement and private security; and VuLink, an in-car device that enables an in-car digital audio/video system and a body worn digital audio/video camera system to automatically and simultaneously start recording. It also provides VuVault.net, a law enforcement cloud storage solution; FleetVU Manager, a web-based software for commercial fleet tracking and monitoring; ThermoVu, a non-contact temperature-screening instrument that measures temperature through the wrist and controls entry to facilities when temperature measurements exceed pre-determined parameters; and shield disinfectants and cleansers, as well as other personal protective equipment and supplies, such as masks and gloves to health care workers and other consumers. The company sells its products through direct sales and third-party distributors. Digital Ally, Inc. is headquartered in Lenexa, Kansas.",Lenexa,913 814 7774,KS,1609372800,United States,http://www.digitalallyinc.com,86400,15612 College Boulevard,Security & Protection Services
t-2,DGLY,13963942,51513700,592272,,-321319,,-321319,2339061,1182158,-1749175,-1749175,,-4243,,,,0,2768292,4517467,1586134,1427856,,-321319,-321319,392564,106501396,6441021,14356506,1962541,20797527,26835,-90014500,1848869,-2157225,1154882,4361758,3720607,11727,1419975,17830106,3235381,148273,8202274,1144675,216207.0,-609463.0,35378.0,-3768573.0,-3159110.0,60766.0,-2230228.0,94474.0,-985482.0,-22411.0,66570600.0,66570600.0,250000.0,1250000.0,-800000.0,-1250000.0,14109499,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,NCM,"Digital Ally, Inc.",finmb_12457662,America/New_York,EDT,-14400000,us_market,False,REGULAR,"Digital Ally, Inc.",1179322200000,4,0.0,0.0,1630504525,1.39,1.4078,1.39 - 1.4078,1.39,37132,1.39,1.4,1.41,14,22,NasdaqCM,USD,1.39,1575300,784342,0.13,0.1031746,1.26 - 3.98,-2.5900002,-0.6507538,1.26,3.98,1629289800,1636551000,1636983000,3.1519272,0.441,-0.31,0.29,4.7931037,0.907,1.4869444,-0.09694445,-0.06519709,1.744855,-0.35485506,-0.20337223,71604040,-4.483871,1.5325248,15,0,False,Digital Ally,0.60,-37.67%,26.30%,3.9800,1.2600,1.4869,1.7449,1.58M,784.34k,51.51M,,48.64M,5.58%,8.60%,6.85M,7.98,14.09%,13.30%,6.9M,,,,,,0.00%,,,,,"Dec 30, 2020","Jun 29, 2021",145.31%,-79.71%,-10.49%,55.10%,11.39M,0.30,44.00%,4.06M,-8.81M,16.55M,0.4410,,58.28M,1.13,1.3M,2.77,2.23,0.91,-15.37M,10.71M,Value,66219,Industrials,86,"Digital Ally, Inc. produces and sells digital video imaging, storage, and disinfectant and related safety products for use in law enforcement, security, and commercial applications in the United States and internationally. The company offers in-car digital video mirror systems for law enforcement; in-car digital video event recorder systems for commercial fleets; a suite of data management web-based tools to assist fleet managers in the organization, archival, and management of videos and telematics information; miniature body-worn digital video systems for law enforcement and private security; and VuLink, an in-car device that enables an in-car digital audio/video system and a body worn digital audio/video camera system to automatically and simultaneously start recording. It also provides VuVault.net, a law enforcement cloud storage solution; FleetVU Manager, a web-based software for commercial fleet tracking and monitoring; ThermoVu, a non-contact temperature-screening instrument that measures temperature through the wrist and controls entry to facilities when temperature measurements exceed pre-determined parameters; and shield disinfectants and cleansers, as well as other personal protective equipment and supplies, such as masks and gloves to health care workers and other consumers. The company sells its products through direct sales and third-party distributors. Digital Ally, Inc. is headquartered in Lenexa, Kansas.",Lenexa,913 814 7774,KS,1609372800,United States,http://www.digitalallyinc.com,86400,15612 College Boulevard,Security & Protection Services
t-3,DGLY,14022974,51513700,405083,,527442,,527442,2661522,1222648,-1843957,-1843957,,-4940,,,,0,3588640,5432597,2365992,2371399,,527442,527442,379351,106225896,7448333,14402325,2028181,21850658,26836,-89693181,1663481,-2157226,893180,8130331,4253442,791521,1473436,19104691,2684788,777379,5993627,1058739,-447545.0,-726617.0,-2442059.0,-8035219.0,-6058602.0,55247.0,-1256494.0,-719051.0,-1820792.0,-503438.0,-1250000.0,66570600.0,-250000.0,-1250000.0,-800000.0,-1250000.0,14851249,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,NCM,"Digital Ally, Inc.",finmb_12457662,America/New_York,EDT,-14400000,us_market,False,REGULAR,"Digital Ally, Inc.",1179322200000,4,0.0,0.0,1630504525,1.39,1.4078,1.39 - 1.4078,1.39,37132,1.39,1.4,1.41,14,22,NasdaqCM,USD,1.39,1575300,784342,0.13,0.1031746,1.26 - 3.98,-2.5900002,-0.6507538,1.26,3.98,1629289800,1636551000,1636983000,3.1519272,0.441,-0.31,0.29,4.7931037,0.907,1.4869444,-0.09694445,-0.06519709,1.744855,-0.35485506,-0.20337223,71604040,-4.483871,1.5325248,15,0,False,Digital Ally,0.60,-37.67%,26.30%,3.9800,1.2600,1.4869,1.7449,1.58M,784.34k,51.51M,,48.64M,5.58%,8.60%,6.85M,7.98,14.09%,13.30%,6.9M,,,,,,0.00%,,,,,"Dec 30, 2020","Jun 29, 2021",145.31%,-79.71%,-10.49%,55.10%,11.39M,0.30,44.00%,4.06M,-8.81M,16.55M,0.4410,,58.28M,1.13,1.3M,2.77,2.23,0.91,-15.37M,10.71M,Value,66219,Industrials,86,"Digital Ally, Inc. produces and sells digital video imaging, storage, and disinfectant and related safety products for use in law enforcement, security, and commercial applications in the United States and internationally. The company offers in-car digital video mirror systems for law enforcement; in-car digital video event recorder systems for commercial fleets; a suite of data management web-based tools to assist fleet managers in the organization, archival, and management of videos and telematics information; miniature body-worn digital video systems for law enforcement and private security; and VuLink, an in-car device that enables an in-car digital audio/video system and a body worn digital audio/video camera system to automatically and simultaneously start recording. It also provides VuVault.net, a law enforcement cloud storage solution; FleetVU Manager, a web-based software for commercial fleet tracking and monitoring; ThermoVu, a non-contact temperature-screening instrument that measures temperature through the wrist and controls entry to facilities when temperature measurements exceed pre-determined parameters; and shield disinfectants and cleansers, as well as other personal protective equipment and supplies, such as masks and gloves to health care workers and other consumers. The company sells its products through direct sales and third-party distributors. Digital Ally, Inc. is headquartered in Lenexa, Kansas.",Lenexa,913 814 7774,KS,1609372800,United States,http://www.digitalallyinc.com,86400,15612 College Boulevard,Security & Protection Services
