Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,otherLiab,inventory,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,otherCashflowsFromInvestingActivities,otherCashflowsFromFinancingActivities,changeToNetincome,effectOfExchangeRate,depreciation,changeToInventory,changeToAccountReceivables,capitalExpenditures,netBorrowings,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,currency,market,shortName,exchange,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,exchangeDataDelayedBy,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,FVVSF,-762689.0,216135008,,,-142349,,-142349,104690,0,-105375,-105375,685,-32430,,,,0,0,105375,0,-36974,,-142349,-142349,1522620.0,-762689.0,759931.0,18923609.0,-22343979.0,2657681.0,427266.0,802452.0,2657681.0,287528.0,472403.0,35059.0,720168.0,622313.0,,,87249.0,2912.0,-24237.0,-8262.0,-53878.0,-32553.0,2912.0,-24237.0,30809.0,,,,,,,,-330049.0,en-US,US,EQUITY,False,Delayed Quote,0.0316,1628620308,0.0,0.0316,0.0316,0.0316,20000,0.03626111,-0.004661113,-0.12854302,0.04105014,-0.009450141,-0.23020972,7039531,15,America/New_York,EDT,False,False,USD,us_market,ARANJIN RESOURCES LTD,PNK,POST,4,0.0,0.0316 - 0.0316,0.0316,finmb_383900696,Other OTC,Aranjin Resources Ltd.,CAD,6513,0,0.0189,1.488189,0.0127 - 0.0537,-0.022100002,-0.41154566,0.0127,0.0537,0,-14400000,3.07,,,0.0537,0.0127,0.0363,0.0411,6.51k,,216.14M,,157.5M,27.84%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-67.89%,,,,,,-2.24M,-1.29M,,,427.27k,0,720.17k,,0.59,,-451.49k,-603.51k,Value,14241,Basic Materials,"Aranjin Resources Ltd., together with its subsidiaries, engages in the exploration and development of mineral properties in Mongolia. The company explores for copper deposits. Its flagship asset is the Bayan Undur project located in Bayankhongor province, Mongolia. The company was formerly known as Five Star Diamonds Limited and changed its name to Aranjin Resources Ltd. in June 2020. Aranjin Resources Ltd. was incorporated in 2012 and is headquartered in Ulaanbaatar, Mongolia.",Ulaanbaatar,976 9999 0754,1577750400,Mongolia,http://aranjinresources.com,86400,Shangri-La office,Copper,Suite 1201 Olympic street 19A Sukhbaatar District 1
t-1,FVVSF,-618720.0,216135008,,,-317839,,-317839,137813,0,-422938,-422938,59867,-32775,,,,0,0,422938,0,105099,,-317839,-317839,1427179.0,-618720.0,808459.0,18923609.0,-22201630.0,2659301.0,481144.0,715204.0,2659301.0,290440.0,518019.0,33041.0,711975.0,550815.0,,,99540.0,-3887.0,-89021.0,-36870.0,-209638.0,-116002.0,2912.0,-89021.0,99269.0,-728.0,22573.0,-25081.0,42406.0,-3887.0,,,-197185.0,en-US,US,EQUITY,False,Delayed Quote,0.0316,1628620308,0.0,0.0316,0.0316,0.0316,20000,0.03626111,-0.004661113,-0.12854302,0.04105014,-0.009450141,-0.23020972,7039531,15,America/New_York,EDT,False,False,USD,us_market,ARANJIN RESOURCES LTD,PNK,POST,4,0.0,0.0316 - 0.0316,0.0316,finmb_383900696,Other OTC,Aranjin Resources Ltd.,CAD,6513,0,0.0189,1.488189,0.0127 - 0.0537,-0.022100002,-0.41154566,0.0127,0.0537,0,-14400000,3.07,,,0.0537,0.0127,0.0363,0.0411,6.51k,,216.14M,,157.5M,27.84%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-67.89%,,,,,,-2.24M,-1.29M,,,427.27k,0,720.17k,,0.59,,-451.49k,-603.51k,Value,14241,Basic Materials,"Aranjin Resources Ltd., together with its subsidiaries, engages in the exploration and development of mineral properties in Mongolia. The company explores for copper deposits. Its flagship asset is the Bayan Undur project located in Bayankhongor province, Mongolia. The company was formerly known as Five Star Diamonds Limited and changed its name to Aranjin Resources Ltd. in June 2020. Aranjin Resources Ltd. was incorporated in 2012 and is headquartered in Ulaanbaatar, Mongolia.",Ulaanbaatar,976 9999 0754,1577750400,Mongolia,http://aranjinresources.com,86400,Shangri-La office,Copper,Suite 1201 Olympic street 19A Sukhbaatar District 1
t-2,FVVSF,-1004289.0,216135008,,,-374046,,-374046,123539,0,-146977,-146977,-55411,-32349,,,,0,0,146977,0,-227069,,-374046,-374046,1737487.0,-1004289.0,733198.0,18426861.0,-21883791.0,2452641.0,690783.0,1033578.0,2452641.0,,733198.0,29029.0,703908.0,868342.0,1.0,,-94816.0,-3887.0,433590.0,-36870.0,382485.0,-51722.0,2912.0,13492.0,299961.0,617.0,22573.0,19322.0,97855.0,-3887.0,-146877.0,566975.0,-300380.0,en-US,US,EQUITY,False,Delayed Quote,0.0316,1628620308,0.0,0.0316,0.0316,0.0316,20000,0.03626111,-0.004661113,-0.12854302,0.04105014,-0.009450141,-0.23020972,7039531,15,America/New_York,EDT,False,False,USD,us_market,ARANJIN RESOURCES LTD,PNK,POST,4,0.0,0.0316 - 0.0316,0.0316,finmb_383900696,Other OTC,Aranjin Resources Ltd.,CAD,6513,0,0.0189,1.488189,0.0127 - 0.0537,-0.022100002,-0.41154566,0.0127,0.0537,0,-14400000,3.07,,,0.0537,0.0127,0.0363,0.0411,6.51k,,216.14M,,157.5M,27.84%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-67.89%,,,,,,-2.24M,-1.29M,,,427.27k,0,720.17k,,0.59,,-451.49k,-603.51k,Value,14241,Basic Materials,"Aranjin Resources Ltd., together with its subsidiaries, engages in the exploration and development of mineral properties in Mongolia. The company explores for copper deposits. Its flagship asset is the Bayan Undur project located in Bayankhongor province, Mongolia. The company was formerly known as Five Star Diamonds Limited and changed its name to Aranjin Resources Ltd. in June 2020. Aranjin Resources Ltd. was incorporated in 2012 and is headquartered in Ulaanbaatar, Mongolia.",Ulaanbaatar,976 9999 0754,1577750400,Mongolia,http://aranjinresources.com,86400,Shangri-La office,Copper,Suite 1201 Olympic street 19A Sukhbaatar District 1
t-3,FVVSF,-1260907.0,216135008,,,-439916,,-439916,107143,0,-107143,-107143,-55411,-30922,,,,0,0,107143,0,-332773,,-439916,-439916,1978795.0,-1260907.0,717888.0,18019430.0,-21509747.0,2229410.0,308296.0,1291391.0,2229410.0,250000.0,467888.0,140270.0,687404.0,918403.0,,19322.0,26685.0,-3887.0,555528.0,-36870.0,304430.0,-251209.0,2912.0,-9100.0,317896.0,111.0,22573.0,1817.0,-139738.0,-3887.0,131603.0,433025.0,-823503.0,en-US,US,EQUITY,False,Delayed Quote,0.0316,1628620308,0.0,0.0316,0.0316,0.0316,20000,0.03626111,-0.004661113,-0.12854302,0.04105014,-0.009450141,-0.23020972,7039531,15,America/New_York,EDT,False,False,USD,us_market,ARANJIN RESOURCES LTD,PNK,POST,4,0.0,0.0316 - 0.0316,0.0316,finmb_383900696,Other OTC,Aranjin Resources Ltd.,CAD,6513,0,0.0189,1.488189,0.0127 - 0.0537,-0.022100002,-0.41154566,0.0127,0.0537,0,-14400000,3.07,,,0.0537,0.0127,0.0363,0.0411,6.51k,,216.14M,,157.5M,27.84%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-67.89%,,,,,,-2.24M,-1.29M,,,427.27k,0,720.17k,,0.59,,-451.49k,-603.51k,Value,14241,Basic Materials,"Aranjin Resources Ltd., together with its subsidiaries, engages in the exploration and development of mineral properties in Mongolia. The company explores for copper deposits. Its flagship asset is the Bayan Undur project located in Bayankhongor province, Mongolia. The company was formerly known as Five Star Diamonds Limited and changed its name to Aranjin Resources Ltd. in June 2020. Aranjin Resources Ltd. was incorporated in 2012 and is headquartered in Ulaanbaatar, Mongolia.",Ulaanbaatar,976 9999 0754,1577750400,Mongolia,http://aranjinresources.com,86400,Shangri-La office,Copper,Suite 1201 Olympic street 19A Sukhbaatar District 1
