Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,accountsPayable,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToNetincome,totalCashflowsFromInvestingActivities,issuanceOfStock,capitalExpenditures,WC,language,region,quoteType,quoteSourceName,triggerable,currency,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeDataDelayedBy,tradeable,marketState,priceHint,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,firstTradeDateMilliseconds,shortName,exchange,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,displayName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,maxAge,address1,industry,address2
t0,GFGU,-9875662.0,484595008,858502,,-8668792,,-8668792,2106655,-6104986,-9111625,-9111625,,-301383,,,,0,22486,9134111,6127472,442833,,-8668792,-8668792,56613116.0,10125300.0,-9875662.0,2319848.0,249638.0,474595.0,17516.0,-70769623.0,139583.0,3806250.0,762.0,9985717.0,3806250.0,195320.0,54318.0,2359452.0,492231.0,-132446.0,-132446.0,-9609252.0,-15128.0,117318.0,41482.0,17694982.0,,,,-9931399.0,en-US,US,EQUITY,Delayed Quote,False,USD,-0.021,0.0010569444,-0.0002569444,-0.24310115,0.001570909,-0.0007709091,-0.49074075,387676,-0.038095236,15,0,False,PREPRE,4,0.0,0.0,1630504291,0.0008,0.001,8.0E-4 - 0.001,0.0008,390000,0.0008,0.0,0.0,0,0,Other OTC,USD,0.001,229971,650846,0.0004,1.0,4.0E-4 - 0.004,-0.0032000002,-0.8,0.0004,0.004,-0.222,1252416600000,GETFUGU INC,PNK,"GetFugu, Inc.",finmb_35040938,America/New_York,EDT,-14400000,us_market,False,GetFugu,-1.69,-46.67%,30.90%,0.0040,0.0004,0.0011,0.0016,229.97k,650.85k,484.6M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2009","Jun 29, 2010",0.00%,"-257,979.98%","-26,900.23%",,22.49k,0.00,,-9.2M,,-57.43M,-0.2220,,762,0,1.27M,,0.00,-0.02,-5M,16.31M,Value,90069,Industrials,33,"GetFugu, Inc. develops mobile search tools and mobile e-commerce platform. The company's application tools allow consumers to retrieve content and eliminate the need to type Website addresses or search terms into the mobile devices' Internet browser. It offers agnostic mobile search platform. The company was formerly known as Madero, Inc. and changed its name to GetFugu, Inc. in March 2009. GetFugu, Inc. was founded in 2007 and is based in West Hollywood, California.",West Hollywood,424-354-4800,CA,1262217600,United States,86400,8560 West Sunset Boulevard,Specialty Business Services,7th Floor
t-1,GFGU,-9409336.0,484595008,139712,,-9248010,,-9248010,5292217,-3098207,-8571620,-8571620,,-63479,,,,0,0,8571620,3098207,-676390,,-9248010,-9248010,50951567.0,9726557.0,-9409336.0,2552332.0,317221.0,439928.0,17516.0,-62100831.0,,1300000.0,15890.0,9726557.0,1300000.0,236803.0,80418.0,2166804.0,736836.0,561589.0,561589.0,11262341.0,15390.0,-546199.0,41484.0,-3338850.0,,,,-9646139.0,en-US,US,EQUITY,Delayed Quote,False,USD,-0.021,0.0010569444,-0.0002569444,-0.24310115,0.001570909,-0.0007709091,-0.49074075,387676,-0.038095236,15,0,False,PREPRE,4,0.0,0.0,1630504291,0.0008,0.001,8.0E-4 - 0.001,0.0008,390000,0.0008,0.0,0.0,0,0,Other OTC,USD,0.001,229971,650846,0.0004,1.0,4.0E-4 - 0.004,-0.0032000002,-0.8,0.0004,0.004,-0.222,1252416600000,GETFUGU INC,PNK,"GetFugu, Inc.",finmb_35040938,America/New_York,EDT,-14400000,us_market,False,GetFugu,-1.69,-46.67%,30.90%,0.0040,0.0004,0.0011,0.0016,229.97k,650.85k,484.6M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2009","Jun 29, 2010",0.00%,"-257,979.98%","-26,900.23%",,22.49k,0.00,,-9.2M,,-57.43M,-0.2220,,762,0,1.27M,,0.00,-0.02,-5M,16.31M,Value,90069,Industrials,33,"GetFugu, Inc. develops mobile search tools and mobile e-commerce platform. The company's application tools allow consumers to retrieve content and eliminate the need to type Website addresses or search terms into the mobile devices' Internet browser. It offers agnostic mobile search platform. The company was formerly known as Madero, Inc. and changed its name to GetFugu, Inc. in March 2009. GetFugu, Inc. was founded in 2007 and is based in West Hollywood, California.",West Hollywood,424-354-4800,CA,1262217600,United States,86400,8560 West Sunset Boulevard,Specialty Business Services,7th Floor
t-2,GFGU,-6604779.0,484595008,2938265,,-17532500,,-17532500,6273343,-9196124,-18424944,-18424944,,-63479,,,,0,0,18424944,9196124,892444,,-17532500,-17532500,33947518.0,6975335.0,-6604779.0,2229635.0,370556.0,191524.0,30000.0,-52852821.0,,12109000.0,500.0,6975335.0,12109000.0,278287.0,92269.0,1429968.0,818887.0,300500.0,1300500.0,1568851.0,-681107.0,-1925234.0,17212.0,13202316.0,-56373.0,1000000.0,-56373.0,-6883066.0,en-US,US,EQUITY,Delayed Quote,False,USD,-0.021,0.0010569444,-0.0002569444,-0.24310115,0.001570909,-0.0007709091,-0.49074075,387676,-0.038095236,15,0,False,PREPRE,4,0.0,0.0,1630504291,0.0008,0.001,8.0E-4 - 0.001,0.0008,390000,0.0008,0.0,0.0,0,0,Other OTC,USD,0.001,229971,650846,0.0004,1.0,4.0E-4 - 0.004,-0.0032000002,-0.8,0.0004,0.004,-0.222,1252416600000,GETFUGU INC,PNK,"GetFugu, Inc.",finmb_35040938,America/New_York,EDT,-14400000,us_market,False,GetFugu,-1.69,-46.67%,30.90%,0.0040,0.0004,0.0011,0.0016,229.97k,650.85k,484.6M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2009","Jun 29, 2010",0.00%,"-257,979.98%","-26,900.23%",,22.49k,0.00,,-9.2M,,-57.43M,-0.2220,,762,0,1.27M,,0.00,-0.02,-5M,16.31M,Value,90069,Industrials,33,"GetFugu, Inc. develops mobile search tools and mobile e-commerce platform. The company's application tools allow consumers to retrieve content and eliminate the need to type Website addresses or search terms into the mobile devices' Internet browser. It offers agnostic mobile search platform. The company was formerly known as Madero, Inc. and changed its name to GetFugu, Inc. in March 2009. GetFugu, Inc. was founded in 2007 and is based in West Hollywood, California.",West Hollywood,424-354-4800,CA,1262217600,United States,86400,8560 West Sunset Boulevard,Specialty Business Services,7th Floor
t-3,GFGU,-6435713.0,484595008,807054,,-21977398,,-21977398,21094462,0,-21901516,-21901516,,-16001,,,,0,0,21901516,0,-75882,,-21977398,-21977398,22061963.0,7426935.0,-6435713.0,2405753.0,991222.0,162645.0,,-35320321.0,,6660000.0,681607.0,7426935.0,6660000.0,239126.0,752096.0,611081.0,81340.0,723216.0,3563216.0,417884.0,681607.0,-2642483.0,17212.0,18835690.0,-239126.0,2840000.0,-239126.0,-6674839.0,en-US,US,EQUITY,Delayed Quote,False,USD,-0.021,0.0010569444,-0.0002569444,-0.24310115,0.001570909,-0.0007709091,-0.49074075,387676,-0.038095236,15,0,False,PREPRE,4,0.0,0.0,1630504291,0.0008,0.001,8.0E-4 - 0.001,0.0008,390000,0.0008,0.0,0.0,0,0,Other OTC,USD,0.001,229971,650846,0.0004,1.0,4.0E-4 - 0.004,-0.0032000002,-0.8,0.0004,0.004,-0.222,1252416600000,GETFUGU INC,PNK,"GetFugu, Inc.",finmb_35040938,America/New_York,EDT,-14400000,us_market,False,GetFugu,-1.69,-46.67%,30.90%,0.0040,0.0004,0.0011,0.0016,229.97k,650.85k,484.6M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2009","Jun 29, 2010",0.00%,"-257,979.98%","-26,900.23%",,22.49k,0.00,,-9.2M,,-57.43M,-0.2220,,762,0,1.27M,,0.00,-0.02,-5M,16.31M,Value,90069,Industrials,33,"GetFugu, Inc. develops mobile search tools and mobile e-commerce platform. The company's application tools allow consumers to retrieve content and eliminate the need to type Website addresses or search terms into the mobile devices' Internet browser. It offers agnostic mobile search platform. The company was formerly known as Madero, Inc. and changed its name to GetFugu, Inc. in March 2009. GetFugu, Inc. was founded in 2007 and is based in West Hollywood, California.",West Hollywood,424-354-4800,CA,1262217600,United States,86400,8560 West Sunset Boulevard,Specialty Business Services,7th Floor
