Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,repurchaseOfStock,WC,language,region,quoteType,quoteSourceName,triggerable,currency,marketState,shortName,exchange,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,firstTradeDateMilliseconds,priceHint,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,tradeable,displayName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Aug 12, 2021) 4","Short Ratio (Aug 12, 2021) 4","Short % of Float (Aug 12, 2021) 4","Short % of Shares Outstanding (Aug 12, 2021) 4","Shares Short (prior month Jul 14, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,state,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry
t0,FLO,170235000,211754000,,,72944000,,56358000,391009000,513247000,90619000,90619000,,-6556000,,,,16586000,1017309000,926690000,504062000,-17675000,,56358000,56358000,709651000,669051000,1900796000,1425130000,2432000,50705000,3325926000,199000,12849000,973065000,198079000,545244000,-217185000,181130000,292270000,509767000,6690000,1046724000,839972000,3205000,308072000,889878000,194505000,266688000,28492000.0,-37854000.0,-183000.0,-45881000.0,7460000.0,41700000.0,125435000.0,31619000.0,3086000.0,-44539000.0,1069000.0,-8710000.0,-1159000.0,9147000.0,-30992000.0,,330205000,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,POST,"Flowers Foods, Inc.",NYQ,"Flowers Foods, Inc.",finmb_972115,America/New_York,EDT,-14400000,us_market,False,322151400000,2,0.0,1630528553,24.2,0.0,0.0700016,0.29010198,1630526402,24.2,24.31,24.04 - 24.31,24.04,717235,24.13,24.18,24.19,8,8,NYSE,USD,24.21,1205113,1059285,2.540001,0.11726689,21.66 - 25.48,-1.2799988,-0.05023543,21.66,25.48,1631836800,1628784307,1635937140,1636372800,0.81,22.616821,0.033568174,1.07,1.2,1.19,20.336134,6.73,23.813334,0.38666725,0.016237427,23.870146,0.32985497,0.013818724,5124446720,20.166666,3.5958397,15,0,2.9 - Hold,False,Flowers Foods,0.25,-1.55%,26.30%,25.48,21.66,23.81,23.87,1.21M,1.06M,211.75M,,197.94M,7.33%,70.15%,10.76M,9.51,5.75%,5.08%,10.83M,0.84,3.49%,0.81,3.36%,3.44,75.70%,"Sep 16, 2021","Sep 01, 2021",,,"Jan 01, 2021","Jul 16, 2021",5.27%,8.35%,6.72%,16.53%,4.33B,20.45,-0.80%,2.19B,481.7M,228.18M,1.07,-2.70%,292.27M,1.38,1.26B,88.36,1.65,6.73,402.1M,217.04M,Value,31757,Consumer Defensive,9200,1,5,"Flowers Foods, Inc. produces and markets packaged bakery products in the United States. It offers fresh breads, buns, rolls, snack cakes, and tortillas, as well as frozen breads and rolls under the Nature's Own, Dave's Killer Bread, Wonder, Canyon Bakehouse, Mrs. Freshley's, and Tastykake brand names. The company distributes its products through a direct-store-delivery distribution and a warehouse delivery system, as well as operates 46 bakeries comprising 44 owned and 2 leased. Its customers include mass merchandisers, supermarkets and other retailers, convenience stores, national and regional restaurants, quick-serve chains, retail in-store bakeries, foodservice distributors, food wholesalers, institutions, dollar stores, and vending companies. The company was formerly known as Flowers Industries and changed its name to Flowers Foods, Inc. in 2001. Flowers Foods, Inc. was founded in 1919 and is headquartered in Thomasville, Georgia.",Thomasville,229 226 9110,GA,1,1609372800,1625097600,3,United States,http://www.flowersfoods.com,86400,1,1919 Flowers Circle,Packaged Foods
t-1,FLO,161997000,211754000,,,94886000,,71655000,496890000,658592000,120316000,120316000,,-11681000,,,,23231000,1302168000,1181852000,643576000,-25430000,,71655000,71655000,706130000,664981000,1858645000,1413371000,2844000,49221000,3272016000,199000,19670000,961246000,198989000,545244000,-213055000,181668000,250570000,461206000,11525000,1047667000,788131000,3176000,298259000,889577000,196155000,241073000,11322000.0,-19117000.0,-88701000.0,-135784000.0,-39284000.0,-56906000.0,97995000.0,41386000.0,6002000.0,-42503000.0,-3297000.0,1761000.0,-3522000.0,14452000.0,-27278000.0,-1058000.0,326925000,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,POST,"Flowers Foods, Inc.",NYQ,"Flowers Foods, Inc.",finmb_972115,America/New_York,EDT,-14400000,us_market,False,322151400000,2,0.0,1630528553,24.2,0.0,0.0700016,0.29010198,1630526402,24.2,24.31,24.04 - 24.31,24.04,717235,24.13,24.18,24.19,8,8,NYSE,USD,24.21,1205113,1059285,2.540001,0.11726689,21.66 - 25.48,-1.2799988,-0.05023543,21.66,25.48,1631836800,1628784307,1635937140,1636372800,0.81,22.616821,0.033568174,1.07,1.2,1.19,20.336134,6.73,23.813334,0.38666725,0.016237427,23.870146,0.32985497,0.013818724,5124446720,20.166666,3.5958397,15,0,2.9 - Hold,False,Flowers Foods,0.25,-1.55%,26.30%,25.48,21.66,23.81,23.87,1.21M,1.06M,211.75M,,197.94M,7.33%,70.15%,10.76M,9.51,5.75%,5.08%,10.83M,0.84,3.49%,0.81,3.36%,3.44,75.70%,"Sep 16, 2021","Sep 01, 2021",,,"Jan 01, 2021","Jul 16, 2021",5.27%,8.35%,6.72%,16.53%,4.33B,20.45,-0.80%,2.19B,481.7M,228.18M,1.07,-2.70%,292.27M,1.38,1.26B,88.36,1.65,6.73,402.1M,217.04M,Value,31757,Consumer Defensive,9200,1,5,"Flowers Foods, Inc. produces and markets packaged bakery products in the United States. It offers fresh breads, buns, rolls, snack cakes, and tortillas, as well as frozen breads and rolls under the Nature's Own, Dave's Killer Bread, Wonder, Canyon Bakehouse, Mrs. Freshley's, and Tastykake brand names. The company distributes its products through a direct-store-delivery distribution and a warehouse delivery system, as well as operates 46 bakeries comprising 44 owned and 2 leased. Its customers include mass merchandisers, supermarkets and other retailers, convenience stores, national and regional restaurants, quick-serve chains, retail in-store bakeries, foodservice distributors, food wholesalers, institutions, dollar stores, and vending companies. The company was formerly known as Flowers Industries and changed its name to Flowers Foods, Inc. in 2001. Flowers Foods, Inc. was founded in 1919 and is headquartered in Thomasville, Georgia.",Thomasville,229 226 9110,GA,1,1609372800,1625097600,3,United States,http://www.flowersfoods.com,86400,1,1919 Flowers Circle,Packaged Foods
t-2,FLO,112832000,211754000,,,74630000,,55824000,400611000,501459000,69469000,69469000,,-9444000,,,,18806000,1023036000,953567000,521577000,5161000,,55824000,55824000,714918000,659682000,1950029000,1372994000,2895000,53404000,3323023000,199000,19127000,932094000,191967000,545244000,-218981000,187892000,307476000,504105000,6424000,1033524000,838203000,3242000,302212000,960103000,193337000,225918000,-30283000.0,-21405000.0,-44656000.0,-86978000.0,11461000.0,-18355000.0,90028000.0,22079000.0,4586000.0,-42322000.0,1453000.0,12477000.0,-3522000.0,7717000.0,-29659000.0,-1058000.0,334098000,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,POST,"Flowers Foods, Inc.",NYQ,"Flowers Foods, Inc.",finmb_972115,America/New_York,EDT,-14400000,us_market,False,322151400000,2,0.0,1630528553,24.2,0.0,0.0700016,0.29010198,1630526402,24.2,24.31,24.04 - 24.31,24.04,717235,24.13,24.18,24.19,8,8,NYSE,USD,24.21,1205113,1059285,2.540001,0.11726689,21.66 - 25.48,-1.2799988,-0.05023543,21.66,25.48,1631836800,1628784307,1635937140,1636372800,0.81,22.616821,0.033568174,1.07,1.2,1.19,20.336134,6.73,23.813334,0.38666725,0.016237427,23.870146,0.32985497,0.013818724,5124446720,20.166666,3.5958397,15,0,2.9 - Hold,False,Flowers Foods,0.25,-1.55%,26.30%,25.48,21.66,23.81,23.87,1.21M,1.06M,211.75M,,197.94M,7.33%,70.15%,10.76M,9.51,5.75%,5.08%,10.83M,0.84,3.49%,0.81,3.36%,3.44,75.70%,"Sep 16, 2021","Sep 01, 2021",,,"Jan 01, 2021","Jul 16, 2021",5.27%,8.35%,6.72%,16.53%,4.33B,20.45,-0.80%,2.19B,481.7M,228.18M,1.07,-2.70%,292.27M,1.38,1.26B,88.36,1.65,6.73,402.1M,217.04M,Value,31757,Consumer Defensive,9200,1,5,"Flowers Foods, Inc. produces and markets packaged bakery products in the United States. It offers fresh breads, buns, rolls, snack cakes, and tortillas, as well as frozen breads and rolls under the Nature's Own, Dave's Killer Bread, Wonder, Canyon Bakehouse, Mrs. Freshley's, and Tastykake brand names. The company distributes its products through a direct-store-delivery distribution and a warehouse delivery system, as well as operates 46 bakeries comprising 44 owned and 2 leased. Its customers include mass merchandisers, supermarkets and other retailers, convenience stores, national and regional restaurants, quick-serve chains, retail in-store bakeries, foodservice distributors, food wholesalers, institutions, dollar stores, and vending companies. The company was formerly known as Flowers Industries and changed its name to Flowers Foods, Inc. in 2001. Flowers Foods, Inc. was founded in 1919 and is headquartered in Thomasville, Georgia.",Thomasville,229 226 9110,GA,1,1609372800,1625097600,3,United States,http://www.flowersfoods.com,86400,1,1919 Flowers Circle,Packaged Foods
t-3,FLO,83248000,211754000,,,57460000,,44347000,378588000,491991000,81241000,81241000,,-8706000,,,,13113000,989650000,908409000,497659000,-23781000,,44347000,44347000,722994000,656503000,2033982000,1351486000,2849000,44353000,3385468000,199000,9608000,918592000,192672000,545244000,-223808000,199566000,325831000,516283000,1604000,1047850000,866643000,3171000,314984000,1009839000,196980000,257531000,5896000.0,-16808000.0,-3039000.0,-45565000.0,-4032000.0,26269000.0,88642000.0,32162000.0,4620000.0,-42320000.0,-4321000.0,12305000.0,-206000.0,2285000.0,-21676000.0,-1058000.0,350360000,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,POST,"Flowers Foods, Inc.",NYQ,"Flowers Foods, Inc.",finmb_972115,America/New_York,EDT,-14400000,us_market,False,322151400000,2,0.0,1630528553,24.2,0.0,0.0700016,0.29010198,1630526402,24.2,24.31,24.04 - 24.31,24.04,717235,24.13,24.18,24.19,8,8,NYSE,USD,24.21,1205113,1059285,2.540001,0.11726689,21.66 - 25.48,-1.2799988,-0.05023543,21.66,25.48,1631836800,1628784307,1635937140,1636372800,0.81,22.616821,0.033568174,1.07,1.2,1.19,20.336134,6.73,23.813334,0.38666725,0.016237427,23.870146,0.32985497,0.013818724,5124446720,20.166666,3.5958397,15,0,2.9 - Hold,False,Flowers Foods,0.25,-1.55%,26.30%,25.48,21.66,23.81,23.87,1.21M,1.06M,211.75M,,197.94M,7.33%,70.15%,10.76M,9.51,5.75%,5.08%,10.83M,0.84,3.49%,0.81,3.36%,3.44,75.70%,"Sep 16, 2021","Sep 01, 2021",,,"Jan 01, 2021","Jul 16, 2021",5.27%,8.35%,6.72%,16.53%,4.33B,20.45,-0.80%,2.19B,481.7M,228.18M,1.07,-2.70%,292.27M,1.38,1.26B,88.36,1.65,6.73,402.1M,217.04M,Value,31757,Consumer Defensive,9200,1,5,"Flowers Foods, Inc. produces and markets packaged bakery products in the United States. It offers fresh breads, buns, rolls, snack cakes, and tortillas, as well as frozen breads and rolls under the Nature's Own, Dave's Killer Bread, Wonder, Canyon Bakehouse, Mrs. Freshley's, and Tastykake brand names. The company distributes its products through a direct-store-delivery distribution and a warehouse delivery system, as well as operates 46 bakeries comprising 44 owned and 2 leased. Its customers include mass merchandisers, supermarkets and other retailers, convenience stores, national and regional restaurants, quick-serve chains, retail in-store bakeries, foodservice distributors, food wholesalers, institutions, dollar stores, and vending companies. The company was formerly known as Flowers Industries and changed its name to Flowers Foods, Inc. in 2001. Flowers Foods, Inc. was founded in 1919 and is headquartered in Thomasville, Georgia.",Thomasville,229 226 9110,GA,1,1609372800,1625097600,3,United States,http://www.flowersfoods.com,86400,1,1919 Flowers Circle,Packaged Foods
