Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,shortLongTermDebt,totalCurrentAssets,netReceivables,accountsPayable,intangibleAssets,otherLiab,otherAssets,propertyPlantEquipment,longTermInvestments,otherCurrentAssets,inventory,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,changeToInventory,totalCashflowsFromInvestingActivities,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,marketState,currency,exchange,shortName,market,priceHint,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,maxAge,address1,industry
t0,DKAM,-16404271.0,2782980096,,,-2043137,,-2043137,1679868,342455,-1337413,-1337413,,-705724,,,,0,1204671,2542084,862216,-705724,,-2043137,-2043137,43648951.0,7580219.0,-16404271.0,1417390.0,159589.0,29485.0,-60082707.0,22119.0,7580219.0,192000.0,159589.0,103112.0,2244461.0,,,,,,,,561569.0,72238.0,72238.0,85395.0,16043.0,-56195.0,-16965.0,472592.0,884350.0,,,,-7420630.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,USD,PNK,DRINKS AMERICAS HLDGS LTD,us_market,4,Other OTC,"Drinks Americas Holdings, Ltd.",USD,25342588,19839919,0.00029000003,29.000004,1.0E-5 - 0.0022,-0.0019,-0.8636364,1e-05,0.0022,-0.525,0,-0.74,0.0004483333,-0.00014833329,-0.33085495,0.0006980986,-0.0003980986,-0.5702613,104361,-0.00040540542,15,America/New_York,EDT,-14400000,False,False,50.00001,2.0E-4 - 3.0E-4,0.0002,0.0,0.0,0,0,finmb_21826835,0.0003,1630503943,0.00010000002,0.0002,0.0003,0.0002,1500000,1.2,,,0.0022,0.0,0.0004,0.0007,25.34M,19.84M,2.78B,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,1:250,"Dec 26, 2011","Apr 29, 2013","Jan 30, 2013",0.00%,-89.93%,-53.84%,,3.48M,0.14,7.80%,766.34k,-3.11M,-13.14M,-0.5250,,22.12k,0,3.68M,,0.03,-0.74,-662k,-2.12M,Value,90063,Consumer Defensive,2,"Drinks Americas Holdings, Ltd. produces, imports, distributes, and markets premium wine and spirits, and alcoholic beverages to beverage wholesalers in the United States and internationally. The company offers premium authentic Mexican beer products under the brand names of Day of the Dead Beer, Mexicali, Rio Bravo, Red Pig, and Chili Beer. The company also markets and distributes non-alcoholic beverages. It offers its products through various retailers and restaurant chains. Drinks Americas Holdings, Ltd. was founded in 1986 and is based in Los Angeles, California.",Los Angeles,323-266-8500,CA,1356912000,United States,86400,4101 Whiteside,Beverages—Wineries & Distilleries
t-1,DKAM,-14829766.0,2782980096,,,-9014888,,-9015320,4161401,407304,-3754097,-3754097,,-338048,,,,0,1931456,5685553,1524152,-5260791,,-9014888,-9015320,43185411.0,15411429.0,-14829766.0,,581780.0,24826.0,-58040003.0,6076.0,15411429.0,192000.0,581780.0,575704.0,3312892.0,,,,,,,,1157070.0,492444.0,492444.0,1493821.0,-362109.0,-854553.0,11685.0,-39412.0,5537604.0,,,,-14829649.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,USD,PNK,DRINKS AMERICAS HLDGS LTD,us_market,4,Other OTC,"Drinks Americas Holdings, Ltd.",USD,25342588,19839919,0.00029000003,29.000004,1.0E-5 - 0.0022,-0.0019,-0.8636364,1e-05,0.0022,-0.525,0,-0.74,0.0004483333,-0.00014833329,-0.33085495,0.0006980986,-0.0003980986,-0.5702613,104361,-0.00040540542,15,America/New_York,EDT,-14400000,False,False,50.00001,2.0E-4 - 3.0E-4,0.0002,0.0,0.0,0,0,finmb_21826835,0.0003,1630503943,0.00010000002,0.0002,0.0003,0.0002,1500000,1.2,,,0.0022,0.0,0.0004,0.0007,25.34M,19.84M,2.78B,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,1:250,"Dec 26, 2011","Apr 29, 2013","Jan 30, 2013",0.00%,-89.93%,-53.84%,,3.48M,0.14,7.80%,766.34k,-3.11M,-13.14M,-0.5250,,22.12k,0,3.68M,,0.03,-0.74,-662k,-2.12M,Value,90063,Consumer Defensive,2,"Drinks Americas Holdings, Ltd. produces, imports, distributes, and markets premium wine and spirits, and alcoholic beverages to beverage wholesalers in the United States and internationally. The company offers premium authentic Mexican beer products under the brand names of Day of the Dead Beer, Mexicali, Rio Bravo, Red Pig, and Chili Beer. The company also markets and distributes non-alcoholic beverages. It offers its products through various retailers and restaurant chains. Drinks Americas Holdings, Ltd. was founded in 1986 and is based in Los Angeles, California.",Los Angeles,323-266-8500,CA,1356912000,United States,86400,4101 Whiteside,Beverages—Wineries & Distilleries
t-2,DKAM,-3488293.0,2782980096,,,-438364,-432.0,-438364,701334,293157,-408177,-408177,,-29699,,,,0,1289938,1698115,996781,-30187,,-438364,-438364,50693762.0,4551860.0,1690359.0,,6241798.0,21279.0,-49024682.0,368185.0,4546306.0,192000.0,896603.0,528418.0,2303125.0,5178652.0,5554.0,52942.0,11256.0,102345.0,,,-586844.0,110710.0,110710.0,-105019.0,72782.0,-37928.0,18798.0,203273.0,28827.0,841401.0,,,-3649703.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,USD,PNK,DRINKS AMERICAS HLDGS LTD,us_market,4,Other OTC,"Drinks Americas Holdings, Ltd.",USD,25342588,19839919,0.00029000003,29.000004,1.0E-5 - 0.0022,-0.0019,-0.8636364,1e-05,0.0022,-0.525,0,-0.74,0.0004483333,-0.00014833329,-0.33085495,0.0006980986,-0.0003980986,-0.5702613,104361,-0.00040540542,15,America/New_York,EDT,-14400000,False,False,50.00001,2.0E-4 - 3.0E-4,0.0002,0.0,0.0,0,0,finmb_21826835,0.0003,1630503943,0.00010000002,0.0002,0.0003,0.0002,1500000,1.2,,,0.0022,0.0,0.0004,0.0007,25.34M,19.84M,2.78B,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,1:250,"Dec 26, 2011","Apr 29, 2013","Jan 30, 2013",0.00%,-89.93%,-53.84%,,3.48M,0.14,7.80%,766.34k,-3.11M,-13.14M,-0.5250,,22.12k,0,3.68M,,0.03,-0.74,-662k,-2.12M,Value,90063,Consumer Defensive,2,"Drinks Americas Holdings, Ltd. produces, imports, distributes, and markets premium wine and spirits, and alcoholic beverages to beverage wholesalers in the United States and internationally. The company offers premium authentic Mexican beer products under the brand names of Day of the Dead Beer, Mexicali, Rio Bravo, Red Pig, and Chili Beer. The company also markets and distributes non-alcoholic beverages. It offers its products through various retailers and restaurant chains. Drinks Americas Holdings, Ltd. was founded in 1986 and is based in Los Angeles, California.",Los Angeles,323-266-8500,CA,1356912000,United States,86400,4101 Whiteside,Beverages—Wineries & Distilleries
t-3,DKAM,-3085585.0,2782980096,,,-235609,-432.0,-235609,973809,702654,-271155,-271155,,-50954,,,,0,1859627,2130782,1156973,35546,,-235609,-235609,50672809.0,5194587.0,2107770.0,,7301936.0,21279.0,-48586318.0,295403.0,5191852.0,192000.0,1937943.0,739565.0,2889969.0,5193355.0,2735.0,54775.0,13518.0,102345.0,46659.0,841401.0,836217.0,-30384.0,-58020.0,-2896.0,64694.0,136131.0,186120.0,-277413.0,-23821.0,-346467.0,-13417.0,-13417.0,-3253909.0,en-US,US,EQUITY,False,Delayed Quote,REGULAR,USD,PNK,DRINKS AMERICAS HLDGS LTD,us_market,4,Other OTC,"Drinks Americas Holdings, Ltd.",USD,25342588,19839919,0.00029000003,29.000004,1.0E-5 - 0.0022,-0.0019,-0.8636364,1e-05,0.0022,-0.525,0,-0.74,0.0004483333,-0.00014833329,-0.33085495,0.0006980986,-0.0003980986,-0.5702613,104361,-0.00040540542,15,America/New_York,EDT,-14400000,False,False,50.00001,2.0E-4 - 3.0E-4,0.0002,0.0,0.0,0,0,finmb_21826835,0.0003,1630503943,0.00010000002,0.0002,0.0003,0.0002,1500000,1.2,,,0.0022,0.0,0.0004,0.0007,25.34M,19.84M,2.78B,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,1:250,"Dec 26, 2011","Apr 29, 2013","Jan 30, 2013",0.00%,-89.93%,-53.84%,,3.48M,0.14,7.80%,766.34k,-3.11M,-13.14M,-0.5250,,22.12k,0,3.68M,,0.03,-0.74,-662k,-2.12M,Value,90063,Consumer Defensive,2,"Drinks Americas Holdings, Ltd. produces, imports, distributes, and markets premium wine and spirits, and alcoholic beverages to beverage wholesalers in the United States and internationally. The company offers premium authentic Mexican beer products under the brand names of Day of the Dead Beer, Mexicali, Rio Bravo, Red Pig, and Chili Beer. The company also markets and distributes non-alcoholic beverages. It offers its products through various retailers and restaurant chains. Drinks Americas Holdings, Ltd. was founded in 1986 and is based in Los Angeles, California.",Los Angeles,323-266-8500,CA,1356912000,United States,86400,4101 Whiteside,Beverages—Wineries & Distilleries
