Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,deferredLongTermLiab,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceHint,regularMarketChangePercent,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,currency,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,shortName,exchangeDataDelayedBy,market,marketState,epsTrailingTwelveMonths,twoHundredDayAverageChangePercent,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,state,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry,address2
t0,DPZUF,-461389000.0,86523400,,,72417000,,47724000,61257000,185057000,70053500,70053500,20927000,-4790000,,,,22333000,547555500,477502000,362498500,2363500,,50084000,47724000,393254000.0,2026590000.0,407151000.0,70870000.0,2433741000.0,259500000.0,33800000.0,277919000.0,271178000.0,475286000.0,-130268000.0,347524000.0,177342000.0,543948000.0,155000.0,16098000.0,-130268000.0,636909000.0,493786000.0,86982000.0,10010000.0,232405000.0,546108000.0,40229000.0,346149000.0,,241500,18701000,-18960000,-80183500,-92556000,1658500,10461500,-34168000,-3805500,81153500,32819500,15735500,-22749000,-6646000,-16959500,-85000,-1344500,-22453000,-50162000.0,en-US,US,EQUITY,False,Delayed Quote,0,36.4,0.6730769,54.08 - 93.91,-3.4300003,-0.036524333,54.08,93.91,1.41,63.05227,0.015583553,4.706,88.67333,1.8066711,0.020374458,81.778076,8.701927,8154085376,2,0.0,19.22652,15,America/New_York,EDT,-14400000,90.48 - 90.48,90.48,0.0,0.0,0,0,finmb_22275640,Other OTC,Domino's Pizza Enterprises Limited,AUD,51,USD,False,False,90.48,1628710553,0.0,90.48,90.48,90.48,4,PNK,DOMINOS PIZZA ENTERPRISES LIMIT,0,us_market,REGULAR,1.435,0.10640905,0.33,,,93.91,54.08,88.67,81.78,51,,86.52M,,58.11M,39.28%,34.71%,,,,,,1.37,1.57%,1.41,1.56%,,27.63%,,"Feb 22, 2021",,,"Jun 27, 2020","Dec 26, 2020",7.86%,11.69%,6.54%,42.57%,2.09B,24.26,20.90%,639.76M,297.45M,164.71M,1.43,37.90%,187.35M,2.16,1.34B,328.72,0.91,4.71,340.34M,211.68M,Value,4007,Consumer Cyclical,65000,2,5,"Domino's Pizza Enterprises Limited operates retail food outlets. The company holds franchise rights for the Domino's brand and network in Australia, New Zealand, Belgium, France, the Netherlands, Japan, Germany, Luxembourg, and Denmark. It operates a network of approximately 2,668 stores. Domino's Pizza Enterprises Limited was founded in 1983 and is based in Brisbane, Australia.",Brisbane,61 7 3633 3333,QLD,7,1609372800,1622505600,8,Australia,http://www.dominos.com.au,86400,7,KSD1,Restaurants,Level 1 485 Kingsford Smith Drive Hamilton
t-1,DPZUF,-461389000.0,86523400,,,72417000,,47724000,61257000,185057000,70053500,70053500,20927000,-4790000,,,,22333000,547555500,477502000,362498500,2363500,,50084000,47724000,393254000.0,2026590000.0,407151000.0,70870000.0,2433741000.0,259500000.0,33800000.0,277919000.0,271178000.0,475286000.0,-130268000.0,347524000.0,177342000.0,543948000.0,155000.0,16098000.0,-130268000.0,636909000.0,493786000.0,86982000.0,10010000.0,232405000.0,546108000.0,40229000.0,346149000.0,,241500,18701000,-18960000,-80183500,-92556000,1658500,10461500,-34168000,-3805500,81153500,32819500,15735500,-22749000,-6646000,-16959500,-85000,-1344500,-22453000,-50162000.0,en-US,US,EQUITY,False,Delayed Quote,0,36.4,0.6730769,54.08 - 93.91,-3.4300003,-0.036524333,54.08,93.91,1.41,63.05227,0.015583553,4.706,88.67333,1.8066711,0.020374458,81.778076,8.701927,8154085376,2,0.0,19.22652,15,America/New_York,EDT,-14400000,90.48 - 90.48,90.48,0.0,0.0,0,0,finmb_22275640,Other OTC,Domino's Pizza Enterprises Limited,AUD,51,USD,False,False,90.48,1628710553,0.0,90.48,90.48,90.48,4,PNK,DOMINOS PIZZA ENTERPRISES LIMIT,0,us_market,REGULAR,1.435,0.10640905,0.33,,,93.91,54.08,88.67,81.78,51,,86.52M,,58.11M,39.28%,34.71%,,,,,,1.37,1.57%,1.41,1.56%,,27.63%,,"Feb 22, 2021",,,"Jun 27, 2020","Dec 26, 2020",7.86%,11.69%,6.54%,42.57%,2.09B,24.26,20.90%,639.76M,297.45M,164.71M,1.43,37.90%,187.35M,2.16,1.34B,328.72,0.91,4.71,340.34M,211.68M,Value,4007,Consumer Cyclical,65000,2,5,"Domino's Pizza Enterprises Limited operates retail food outlets. The company holds franchise rights for the Domino's brand and network in Australia, New Zealand, Belgium, France, the Netherlands, Japan, Germany, Luxembourg, and Denmark. It operates a network of approximately 2,668 stores. Domino's Pizza Enterprises Limited was founded in 1983 and is based in Brisbane, Australia.",Brisbane,61 7 3633 3333,QLD,7,1609372800,1622505600,8,Australia,http://www.dominos.com.au,86400,7,KSD1,Restaurants,Level 1 485 Kingsford Smith Drive Hamilton
t-2,DPZUF,-396725000.0,86523400,,,50411000,,34632000,54152000,165728000,52416500,52416500,26935000,-4777000,,,,14444000,499754000,447337500,334026000,-2005500,,35967000,34632000,297549000.0,2077732000.0,393373000.0,144613000.0,2471105000.0,235420000.0,15827000.0,227969000.0,220944000.0,492549000.0,-70016000.0,504577000.0,245678000.0,535659000.0,6005000.0,50667000.0,-70016000.0,651830000.0,522399000.0,2201000.0,,210143000.0,658080000.0,30857000.0,223202000.0,89156000.0,37500,25233500,-24114500,22420000,-7055000,-5895000,10461500,59404500,1559500,89014500,22120000,11677000,-28760500,2025500,254500,-714500,-3371000,-24317000,-13260000.0,en-US,US,EQUITY,False,Delayed Quote,0,36.4,0.6730769,54.08 - 93.91,-3.4300003,-0.036524333,54.08,93.91,1.41,63.05227,0.015583553,4.706,88.67333,1.8066711,0.020374458,81.778076,8.701927,8154085376,2,0.0,19.22652,15,America/New_York,EDT,-14400000,90.48 - 90.48,90.48,0.0,0.0,0,0,finmb_22275640,Other OTC,Domino's Pizza Enterprises Limited,AUD,51,USD,False,False,90.48,1628710553,0.0,90.48,90.48,90.48,4,PNK,DOMINOS PIZZA ENTERPRISES LIMIT,0,us_market,REGULAR,1.435,0.10640905,0.33,,,93.91,54.08,88.67,81.78,51,,86.52M,,58.11M,39.28%,34.71%,,,,,,1.37,1.57%,1.41,1.56%,,27.63%,,"Feb 22, 2021",,,"Jun 27, 2020","Dec 26, 2020",7.86%,11.69%,6.54%,42.57%,2.09B,24.26,20.90%,639.76M,297.45M,164.71M,1.43,37.90%,187.35M,2.16,1.34B,328.72,0.91,4.71,340.34M,211.68M,Value,4007,Consumer Cyclical,65000,2,5,"Domino's Pizza Enterprises Limited operates retail food outlets. The company holds franchise rights for the Domino's brand and network in Australia, New Zealand, Belgium, France, the Netherlands, Japan, Germany, Luxembourg, and Denmark. It operates a network of approximately 2,668 stores. Domino's Pizza Enterprises Limited was founded in 1983 and is based in Brisbane, Australia.",Brisbane,61 7 3633 3333,QLD,7,1609372800,1622505600,8,Australia,http://www.dominos.com.au,86400,7,KSD1,Restaurants,Level 1 485 Kingsford Smith Drive Hamilton
t-3,DPZUF,-396725000.0,86523400,,,50411000,,34632000,54152000,165728000,52416500,52416500,26935000,-4777000,,,,14444000,499754000,447337500,334026000,-2005500,,35967000,34632000,297549000.0,2077732000.0,393373000.0,144613000.0,2471105000.0,235420000.0,15827000.0,227969000.0,220944000.0,492549000.0,-70016000.0,504577000.0,245678000.0,535659000.0,6005000.0,50667000.0,-70016000.0,651830000.0,522399000.0,2201000.0,,210143000.0,658080000.0,30857000.0,223202000.0,89156000.0,37500,25233500,-24114500,22420000,-7055000,-5895000,10461500,59404500,1559500,89014500,22120000,11677000,-28760500,2025500,254500,-714500,-3371000,-24317000,-13260000.0,en-US,US,EQUITY,False,Delayed Quote,0,36.4,0.6730769,54.08 - 93.91,-3.4300003,-0.036524333,54.08,93.91,1.41,63.05227,0.015583553,4.706,88.67333,1.8066711,0.020374458,81.778076,8.701927,8154085376,2,0.0,19.22652,15,America/New_York,EDT,-14400000,90.48 - 90.48,90.48,0.0,0.0,0,0,finmb_22275640,Other OTC,Domino's Pizza Enterprises Limited,AUD,51,USD,False,False,90.48,1628710553,0.0,90.48,90.48,90.48,4,PNK,DOMINOS PIZZA ENTERPRISES LIMIT,0,us_market,REGULAR,1.435,0.10640905,0.33,,,93.91,54.08,88.67,81.78,51,,86.52M,,58.11M,39.28%,34.71%,,,,,,1.37,1.57%,1.41,1.56%,,27.63%,,"Feb 22, 2021",,,"Jun 27, 2020","Dec 26, 2020",7.86%,11.69%,6.54%,42.57%,2.09B,24.26,20.90%,639.76M,297.45M,164.71M,1.43,37.90%,187.35M,2.16,1.34B,328.72,0.91,4.71,340.34M,211.68M,Value,4007,Consumer Cyclical,65000,2,5,"Domino's Pizza Enterprises Limited operates retail food outlets. The company holds franchise rights for the Domino's brand and network in Australia, New Zealand, Belgium, France, the Netherlands, Japan, Germany, Luxembourg, and Denmark. It operates a network of approximately 2,668 stores. Domino's Pizza Enterprises Limited was founded in 1983 and is based in Brisbane, Australia.",Brisbane,61 7 3633 3333,QLD,7,1609372800,1622505600,8,Australia,http://www.dominos.com.au,86400,7,KSD1,Restaurants,Level 1 485 Kingsford Smith Drive Hamilton
