Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,shortLongTermDebt,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,epsForward,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,marketState,shortName,market,exchangeDataDelayedBy,exchange,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry
t0,WIG1.DE,-9317000.0,30945800,,,-2900000,,-3580500,219000,-1293000,-2695500,-2695500,374500,-278500,,,,680500,5121000,7816500,6414000,-204500,,-3580500,-3580500,3701000.0,23428000.0,-5526000.0,3010000.0,17902000.0,30946000.0,645000.0,-53034000.0,1944000.0,90000.0,16562000.0,847000.0,1898000.0,17380000.0,16562000.0,7522000.0,5733000.0,9000.0,2381000.0,2559000.0,809000.0,7274000.0,,0,-1136500,1934000,3103000,-39500,1271500,-384500,-2351000,697000,-38000,-102500,498000,-68000,-11647000.0,en-US,US,EQUITY,False,Delayed Quote,EUR,1619693940,1619693940,1619693940,-0.428,0.11,-0.179,0.67422855,0.12577146,0.18654129,0.6197183,0.1802817,0.2909091,24756640,7.2727275,-4.4692736,15,Europe/Berlin,CEST,7200000,4,1.7811702,0.8 - 0.8,0.786,0.77,0.8,900,1000,finmb_8167777,REGULAR,SPORTTOTAL AG  INH. O.N.,de_market,0,GER,False,False,0.8,1630569808,0.013999999,0.8,0.8,0.8,300,XETRA,Sporttotal AG,EUR,7260,14834,0.296,0.5873016,0.504 - 0.838,-0.037999988,-0.045346048,0.504,0.838,0.69,,,0.838,0.504,0.6742,0.6197,7.26k,14.83k,30.95M,,19.96M,21.15%,44.03%,,,,,,,,,,,0.00%,,,1:6,"May 27, 2010","Dec 31, 2020","Dec 31, 2020",-57.01%,-50.57%,-35.78%,,23.23M,0.75,-23.30%,-6.59M,-9.38M,-13.24M,-0.4280,,1.9M,0.06,10.73M,,0.33,-0.18,-10.15M,-8.72M,Value,50829,Communication Services,127,"Sporttotal AG produces, broadcasts, and markets sports and adventure events worldwide. It also offers technical equipment of racetracks, as well as sports and meeting places. The company was formerly known as _wige MEDIA AG and changed its name to Sporttotal AG in September 2017. Sporttotal AG was founded in 1978 and is based in Cologne, Germany.",Cologne,49 221 7 88 77 0,1577750400,Germany,http://www.sporttotal.com,86400,Am Coloneum 2,49 221 7 88 77 199,Entertainment
t-1,WIG1.DE,-9317000.0,30945800,,,-2900000,,-3580500,219000,-1293000,-2695500,-2695500,374500,-278500,,,,680500,5121000,7816500,6414000,-204500,,-3580500,-3580500,3701000.0,23428000.0,-5526000.0,3010000.0,17902000.0,30946000.0,645000.0,-53034000.0,1944000.0,90000.0,16562000.0,847000.0,1898000.0,17380000.0,16562000.0,7522000.0,5733000.0,9000.0,2381000.0,2559000.0,809000.0,7274000.0,,0,-1136500,1934000,3103000,-39500,1271500,-384500,-2351000,697000,-38000,-102500,498000,-68000,-11647000.0,en-US,US,EQUITY,False,Delayed Quote,EUR,1619693940,1619693940,1619693940,-0.428,0.11,-0.179,0.67422855,0.12577146,0.18654129,0.6197183,0.1802817,0.2909091,24756640,7.2727275,-4.4692736,15,Europe/Berlin,CEST,7200000,4,1.7811702,0.8 - 0.8,0.786,0.77,0.8,900,1000,finmb_8167777,REGULAR,SPORTTOTAL AG  INH. O.N.,de_market,0,GER,False,False,0.8,1630569808,0.013999999,0.8,0.8,0.8,300,XETRA,Sporttotal AG,EUR,7260,14834,0.296,0.5873016,0.504 - 0.838,-0.037999988,-0.045346048,0.504,0.838,0.69,,,0.838,0.504,0.6742,0.6197,7.26k,14.83k,30.95M,,19.96M,21.15%,44.03%,,,,,,,,,,,0.00%,,,1:6,"May 27, 2010","Dec 31, 2020","Dec 31, 2020",-57.01%,-50.57%,-35.78%,,23.23M,0.75,-23.30%,-6.59M,-9.38M,-13.24M,-0.4280,,1.9M,0.06,10.73M,,0.33,-0.18,-10.15M,-8.72M,Value,50829,Communication Services,127,"Sporttotal AG produces, broadcasts, and markets sports and adventure events worldwide. It also offers technical equipment of racetracks, as well as sports and meeting places. The company was formerly known as _wige MEDIA AG and changed its name to Sporttotal AG in September 2017. Sporttotal AG was founded in 1978 and is based in Cologne, Germany.",Cologne,49 221 7 88 77 0,1577750400,Germany,http://www.sporttotal.com,86400,Am Coloneum 2,49 221 7 88 77 199,Entertainment
t-2,WIG1.DE,-4288000.0,30945800,,,-3322000,,-3041500,219000,-2004000,-3178500,-3178500,396000,-142500,,,,-280500,6495500,9674000,8499500,-143500,,-3041500,-3041500,3184000.0,19491000.0,-1104000.0,5112000.0,18387000.0,28747000.0,942000.0,-45852000.0,480000.0,,16001000.0,512000.0,2675000.0,17354000.0,16001000.0,8719000.0,5963000.0,9000.0,867000.0,,1479000.0,6646000.0,5596000.0,0,-278500,435000,1810000,-1925000,1375000,-1191000,-2722500,713500,1729500,-102500,-264000,-56000,-11391000.0,en-US,US,EQUITY,False,Delayed Quote,EUR,1619693940,1619693940,1619693940,-0.428,0.11,-0.179,0.67422855,0.12577146,0.18654129,0.6197183,0.1802817,0.2909091,24756640,7.2727275,-4.4692736,15,Europe/Berlin,CEST,7200000,4,1.7811702,0.8 - 0.8,0.786,0.77,0.8,900,1000,finmb_8167777,REGULAR,SPORTTOTAL AG  INH. O.N.,de_market,0,GER,False,False,0.8,1630569808,0.013999999,0.8,0.8,0.8,300,XETRA,Sporttotal AG,EUR,7260,14834,0.296,0.5873016,0.504 - 0.838,-0.037999988,-0.045346048,0.504,0.838,0.69,,,0.838,0.504,0.6742,0.6197,7.26k,14.83k,30.95M,,19.96M,21.15%,44.03%,,,,,,,,,,,0.00%,,,1:6,"May 27, 2010","Dec 31, 2020","Dec 31, 2020",-57.01%,-50.57%,-35.78%,,23.23M,0.75,-23.30%,-6.59M,-9.38M,-13.24M,-0.4280,,1.9M,0.06,10.73M,,0.33,-0.18,-10.15M,-8.72M,Value,50829,Communication Services,127,"Sporttotal AG produces, broadcasts, and markets sports and adventure events worldwide. It also offers technical equipment of racetracks, as well as sports and meeting places. The company was formerly known as _wige MEDIA AG and changed its name to Sporttotal AG in September 2017. Sporttotal AG was founded in 1978 and is based in Cologne, Germany.",Cologne,49 221 7 88 77 0,1577750400,Germany,http://www.sporttotal.com,86400,Am Coloneum 2,49 221 7 88 77 199,Entertainment
t-3,WIG1.DE,-4288000.0,30945800,,,-3322000,,-3041500,219000,-2004000,-3178500,-3178500,396000,-142500,,,,-280500,6495500,9674000,8499500,-143500,,-3041500,-3041500,3184000.0,19491000.0,-1104000.0,5112000.0,18387000.0,28747000.0,942000.0,-45852000.0,480000.0,,16001000.0,512000.0,2675000.0,17354000.0,16001000.0,8719000.0,5963000.0,9000.0,867000.0,,1479000.0,6646000.0,5596000.0,0,-278500,435000,1810000,-1925000,1375000,-1191000,-2722500,713500,1729500,-102500,-264000,-56000,-11391000.0,en-US,US,EQUITY,False,Delayed Quote,EUR,1619693940,1619693940,1619693940,-0.428,0.11,-0.179,0.67422855,0.12577146,0.18654129,0.6197183,0.1802817,0.2909091,24756640,7.2727275,-4.4692736,15,Europe/Berlin,CEST,7200000,4,1.7811702,0.8 - 0.8,0.786,0.77,0.8,900,1000,finmb_8167777,REGULAR,SPORTTOTAL AG  INH. O.N.,de_market,0,GER,False,False,0.8,1630569808,0.013999999,0.8,0.8,0.8,300,XETRA,Sporttotal AG,EUR,7260,14834,0.296,0.5873016,0.504 - 0.838,-0.037999988,-0.045346048,0.504,0.838,0.69,,,0.838,0.504,0.6742,0.6197,7.26k,14.83k,30.95M,,19.96M,21.15%,44.03%,,,,,,,,,,,0.00%,,,1:6,"May 27, 2010","Dec 31, 2020","Dec 31, 2020",-57.01%,-50.57%,-35.78%,,23.23M,0.75,-23.30%,-6.59M,-9.38M,-13.24M,-0.4280,,1.9M,0.06,10.73M,,0.33,-0.18,-10.15M,-8.72M,Value,50829,Communication Services,127,"Sporttotal AG produces, broadcasts, and markets sports and adventure events worldwide. It also offers technical equipment of racetracks, as well as sports and meeting places. The company was formerly known as _wige MEDIA AG and changed its name to Sporttotal AG in September 2017. Sporttotal AG was founded in 1978 and is based in Cologne, Germany.",Cologne,49 221 7 88 77 0,1577750400,Germany,http://www.sporttotal.com,86400,Am Coloneum 2,49 221 7 88 77 199,Entertainment
