Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,longTermDebt,accountsPayable,cash,totalCurrentAssets,changeToNetincome,changeToLiabilities,totalCashFromOperatingActivities,changeInCash,netBorrowings,totalCashFromFinancingActivities,depreciation,WC,language,region,quoteType,triggerable,quoteSourceName,marketState,currency,exchange,shortName,market,priceHint,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingPE,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,maxAge,address1,fax,industry,address2
t0,HYBE,-865654.0,0,,,-31916,,-31916,13500,0,-13500,-13500,,-32319,,,,0,0,13500,0,-18416,,-31916,-31916,2555897.0,869490.0,-865654.0,165214.0,3836.0,1937711.0,-5359262.0,849617.0,483394.0,3836.0,19873.0,201009.0,,,37248.0,-43491.0,-5840.0,-5840.0,,,,,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,HYBRID ENERGY HOLDINGS INC,us_market,4,Other OTC,"Hybrid Energy Holdings, Inc.",USD,4726443,2428418,0.000100000034,0.2500001,4.0E-4 - 0.004,-0.0035,-0.875,0.0004,0.004,0.020000001,0.025,0,-0.043,0.0005927778,-9.277777e-05,-0.15651357,0.0008157746,-0.00031577458,-0.3870856,299883,-0.011627907,15,America/New_York,EDT,-14400000,False,False,25.00001,4.9E-4 - 5.0E-4,0.0004,0.0,0.0,0,0,finmb_290783,0.0005,1630521843,0.000100000034,0.0005,0.0005,0.00049,1000000,783.47,,,0.004,0.0004,0.0006,0.0008,4.73M,2.43M,,,,,,,,,,,,4.48%,,,,0.00%,,,1:1,"Jul 27, 2010","Feb 27, 2007","Nov 29, 2007","23,090.19%","-6,674.57%",-161.60%,,1.98k,0.00,,45.89k,-136.64k,192.42k,0.0250,,,,503.27k,,,-0.04,-37.61k,,Value,89502,Energy,"Hybrid Energy Holdings, Inc., through its subsidiaries, acquires and operates fuel production and other energy companies. It acquires companies with traditional and proven fuel production, photovoltaic (PV) and solar thermal technologies. Hybrid Energy Holdings, Inc. was formerly known as Comprehensive Healthcare Solutions, Inc. and changed its name to Hybrid Energy Holdings, Inc. in September 2009. Hybrid Energy Holdings, Inc. was incorporated in 1966 and is based in Reno, Nevada. Hybrid Energy Holdings, Inc. is in reorganization.",Reno,775-636-7602,NV,United States,86400,5190 Neil Road,775-996-7330,Oil & Gas E&P,Suite 430
t-1,HYBE,-1070720.0,0,,,-24131,,-24131,5715,0,-5715,-5715,,-32319,,,,0,0,5715,0,-18416,,-24131,-24131,2440962.0,1080396.0,-1070720.0,179117.0,9676.0,1757711.0,-5269393.0,1060523.0,451075.0,3836.0,19873.0,238096.0,5840.0,5840.0,-9906.0,-21959.0,-31128.0,5172.0,36300.0,36300.0,701.0,-1054683.0,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,HYBRID ENERGY HOLDINGS INC,us_market,4,Other OTC,"Hybrid Energy Holdings, Inc.",USD,4726443,2428418,0.000100000034,0.2500001,4.0E-4 - 0.004,-0.0035,-0.875,0.0004,0.004,0.020000001,0.025,0,-0.043,0.0005927778,-9.277777e-05,-0.15651357,0.0008157746,-0.00031577458,-0.3870856,299883,-0.011627907,15,America/New_York,EDT,-14400000,False,False,25.00001,4.9E-4 - 5.0E-4,0.0004,0.0,0.0,0,0,finmb_290783,0.0005,1630521843,0.000100000034,0.0005,0.0005,0.00049,1000000,783.47,,,0.004,0.0004,0.0006,0.0008,4.73M,2.43M,,,,,,,,,,,,4.48%,,,,0.00%,,,1:1,"Jul 27, 2010","Feb 27, 2007","Nov 29, 2007","23,090.19%","-6,674.57%",-161.60%,,1.98k,0.00,,45.89k,-136.64k,192.42k,0.0250,,,,503.27k,,,-0.04,-37.61k,,Value,89502,Energy,"Hybrid Energy Holdings, Inc., through its subsidiaries, acquires and operates fuel production and other energy companies. It acquires companies with traditional and proven fuel production, photovoltaic (PV) and solar thermal technologies. Hybrid Energy Holdings, Inc. was formerly known as Comprehensive Healthcare Solutions, Inc. and changed its name to Hybrid Energy Holdings, Inc. in September 2009. Hybrid Energy Holdings, Inc. was incorporated in 1966 and is based in Reno, Nevada. Hybrid Energy Holdings, Inc. is in reorganization.",Reno,775-636-7602,NV,United States,86400,5190 Neil Road,775-996-7330,Oil & Gas E&P,Suite 430
t-2,HYBE,-1046503.0,0,,,-66666,,-66666,48250,0,-48250,-48250,,-32319,,,,0,0,48250,0,-18416,,-66666,-66666,2137127.0,1051708.0,-1046503.0,192932.0,5205.0,1757711.0,-4941341.0,1031835.0,426910.0,4537.0,19873.0,256058.0,668.0,668.0,2097.0,27643.0,-12060.0,-3537.0,8523.0,8523.0,701.0,-1031167.0,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,HYBRID ENERGY HOLDINGS INC,us_market,4,Other OTC,"Hybrid Energy Holdings, Inc.",USD,4726443,2428418,0.000100000034,0.2500001,4.0E-4 - 0.004,-0.0035,-0.875,0.0004,0.004,0.020000001,0.025,0,-0.043,0.0005927778,-9.277777e-05,-0.15651357,0.0008157746,-0.00031577458,-0.3870856,299883,-0.011627907,15,America/New_York,EDT,-14400000,False,False,25.00001,4.9E-4 - 5.0E-4,0.0004,0.0,0.0,0,0,finmb_290783,0.0005,1630521843,0.000100000034,0.0005,0.0005,0.00049,1000000,783.47,,,0.004,0.0004,0.0006,0.0008,4.73M,2.43M,,,,,,,,,,,,4.48%,,,,0.00%,,,1:1,"Jul 27, 2010","Feb 27, 2007","Nov 29, 2007","23,090.19%","-6,674.57%",-161.60%,,1.98k,0.00,,45.89k,-136.64k,192.42k,0.0250,,,,503.27k,,,-0.04,-37.61k,,Value,89502,Energy,"Hybrid Energy Holdings, Inc., through its subsidiaries, acquires and operates fuel production and other energy companies. It acquires companies with traditional and proven fuel production, photovoltaic (PV) and solar thermal technologies. Hybrid Energy Holdings, Inc. was formerly known as Comprehensive Healthcare Solutions, Inc. and changed its name to Hybrid Energy Holdings, Inc. in September 2009. Hybrid Energy Holdings, Inc. was incorporated in 1966 and is based in Reno, Nevada. Hybrid Energy Holdings, Inc. is in reorganization.",Reno,775-636-7602,NV,United States,86400,5190 Neil Road,775-996-7330,Oil & Gas E&P,Suite 430
t-3,HYBE,-999837.0,0,,,-66666,,0,48250,0,0,-48250,,-32319,,,,0,0,0,0,0,,-66666,-66666,2167127.0,1009280.0,-999837.0,206835.0,9443.0,1707711.0,-4874675.0,989407.0,402745.0,5238.0,19873.0,232415.0,4205.0,4205.0,2097.0,0.0,-12060.0,-3537.0,8523.0,8523.0,701.0,-985202.0,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,HYBRID ENERGY HOLDINGS INC,us_market,4,Other OTC,"Hybrid Energy Holdings, Inc.",USD,4726443,2428418,0.000100000034,0.2500001,4.0E-4 - 0.004,-0.0035,-0.875,0.0004,0.004,0.020000001,0.025,0,-0.043,0.0005927778,-9.277777e-05,-0.15651357,0.0008157746,-0.00031577458,-0.3870856,299883,-0.011627907,15,America/New_York,EDT,-14400000,False,False,25.00001,4.9E-4 - 5.0E-4,0.0004,0.0,0.0,0,0,finmb_290783,0.0005,1630521843,0.000100000034,0.0005,0.0005,0.00049,1000000,783.47,,,0.004,0.0004,0.0006,0.0008,4.73M,2.43M,,,,,,,,,,,,4.48%,,,,0.00%,,,1:1,"Jul 27, 2010","Feb 27, 2007","Nov 29, 2007","23,090.19%","-6,674.57%",-161.60%,,1.98k,0.00,,45.89k,-136.64k,192.42k,0.0250,,,,503.27k,,,-0.04,-37.61k,,Value,89502,Energy,"Hybrid Energy Holdings, Inc., through its subsidiaries, acquires and operates fuel production and other energy companies. It acquires companies with traditional and proven fuel production, photovoltaic (PV) and solar thermal technologies. Hybrid Energy Holdings, Inc. was formerly known as Comprehensive Healthcare Solutions, Inc. and changed its name to Hybrid Energy Holdings, Inc. in September 2009. Hybrid Energy Holdings, Inc. was incorporated in 1966 and is based in Reno, Nevada. Hybrid Energy Holdings, Inc. is in reorganization.",Reno,775-636-7602,NV,United States,86400,5190 Neil Road,775-996-7330,Oil & Gas E&P,Suite 430
