Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,dividendsPaid,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,exchange,marketState,twoHundredDayAverageChangePercent,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingAnnualDividendRate,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,priceHint,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry
t0,DRXGF,909400000,406700000,,,,,0,,0,0,,,,,,,0,0,0,0,0,,,,181800000,430000000,2853500000,1339400000,582000000,4192900000,47500000,580400000,153400000,456600000,248200000,708500000,178600000,289800000,1308000000,65300000,758900000,1970100000,1612700000,1500000,441800000,1065700000,208200000,112900000,0.0,,,,,,,,,,,,,,304700000,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,5.55,1628084571,0.0,5.55,5.55,5.55,200,DRAX GROUP PLC,PNK,REGULAR,0.666262,0,False,False,0.0,5.55 - 5.55,5.55,finmb_11323462,Other OTC,Drax Group plc,GBP,111,0,3.7500002,2.0833335,1.8 - 5.55,0.0,0.0,1.8,5.55,0.171,0.03081081,-0.55,13.51,2,3.374,4.01,1.54,0.38403988,3.3308089,2.2191913,2312513024,0.4108068,1.6449319,15,America/New_York,EDT,-14400000,1.32,,,5.55,1.8,4.01,3.33,111,,406.7M,,394.18M,0.37%,76.19%,,,,,,,,0.17,3.08%,,,,,,,"Dec 30, 2020","Dec 30, 2020",-3.72%,3.96%,2.37%,-12.74%,4.24B,10.70,,630.4M,338.1M,-194.6M,-0.55,,289.8M,0.73,1.1B,81.82,1.23,3.37,306.2M,34.3M,Value,YO8 8PH,,2771,1,4,"Drax Group plc, together with its subsidiaries, engages in the generation and supply of electricity in the United Kingdom. The company operates through three segments: Generation, Customers, and, Pellet Production. It produces low carbon and renewable electricity; and provides system support services to the electricity grid. The company owns and operates Drax Power Station that produces electricity from biomass and coal with an installed capacity of 3,906 megawatts (MW) located in Selby, North Yorkshire; Cruachan Power Station, a pumped hydro storage station, with an installed capacity of 440 MW located in Argyll and Bute, western Scotland; and Lanark and Galloway hydro-electric power stations with an installed capacity of 126 MW located in southwest Scotland. It also owns and operates combined cycle gas turbine power stations, including Damhead Creek power station with an installed capacity of 805 MW; Rye House power station with an installed capacity of 715 MW; Shoreham power station with an installed capacity of 420 MW; and Blackburn power station with an installed capacity of 60 MW located in England. In addition, the company owns and operates Daldowie fuel plant that processes sludge from a wastewater treatment plant and converts it into dry and low-odour fuel pellets. Further, it manufactures and sells compressed wood pellets for use in electricity production; supplies and manages electricity and gas for large industrial and commercial sector customers, as well as small businesses; and provides debt recovery services. Drax Group plc was incorporated in 2005 and is based in Selby, the United Kingdom.",Selby,44 17 5761 8381,1,1609372800,1625097600,3,United Kingdom,http://www.drax.com,86400,2,Drax Power Station,
t-1,DRXGF,909400000,406700000,,,,,0,,0,0,,,,,,,0,0,0,0,0,,,,181800000,430000000,2853500000,1339400000,582000000,4192900000,47500000,580400000,153400000,456600000,248200000,708500000,178600000,289800000,1308000000,65300000,758900000,1970100000,1612700000,1500000,441800000,1065700000,208200000,112900000,0.0,,,,,,,,,,,,,,304700000,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,5.55,1628084571,0.0,5.55,5.55,5.55,200,DRAX GROUP PLC,PNK,REGULAR,0.666262,0,False,False,0.0,5.55 - 5.55,5.55,finmb_11323462,Other OTC,Drax Group plc,GBP,111,0,3.7500002,2.0833335,1.8 - 5.55,0.0,0.0,1.8,5.55,0.171,0.03081081,-0.55,13.51,2,3.374,4.01,1.54,0.38403988,3.3308089,2.2191913,2312513024,0.4108068,1.6449319,15,America/New_York,EDT,-14400000,1.32,,,5.55,1.8,4.01,3.33,111,,406.7M,,394.18M,0.37%,76.19%,,,,,,,,0.17,3.08%,,,,,,,"Dec 30, 2020","Dec 30, 2020",-3.72%,3.96%,2.37%,-12.74%,4.24B,10.70,,630.4M,338.1M,-194.6M,-0.55,,289.8M,0.73,1.1B,81.82,1.23,3.37,306.2M,34.3M,Value,YO8 8PH,,2771,1,4,"Drax Group plc, together with its subsidiaries, engages in the generation and supply of electricity in the United Kingdom. The company operates through three segments: Generation, Customers, and, Pellet Production. It produces low carbon and renewable electricity; and provides system support services to the electricity grid. The company owns and operates Drax Power Station that produces electricity from biomass and coal with an installed capacity of 3,906 megawatts (MW) located in Selby, North Yorkshire; Cruachan Power Station, a pumped hydro storage station, with an installed capacity of 440 MW located in Argyll and Bute, western Scotland; and Lanark and Galloway hydro-electric power stations with an installed capacity of 126 MW located in southwest Scotland. It also owns and operates combined cycle gas turbine power stations, including Damhead Creek power station with an installed capacity of 805 MW; Rye House power station with an installed capacity of 715 MW; Shoreham power station with an installed capacity of 420 MW; and Blackburn power station with an installed capacity of 60 MW located in England. In addition, the company owns and operates Daldowie fuel plant that processes sludge from a wastewater treatment plant and converts it into dry and low-odour fuel pellets. Further, it manufactures and sells compressed wood pellets for use in electricity production; supplies and manages electricity and gas for large industrial and commercial sector customers, as well as small businesses; and provides debt recovery services. Drax Group plc was incorporated in 2005 and is based in Selby, the United Kingdom.",Selby,44 17 5761 8381,1,1609372800,1625097600,3,United Kingdom,http://www.drax.com,86400,2,Drax Power Station,
t-2,DRXGF,1353500000,406700000,,,-30350000.0,,-27850000,98050000.0,254750000,95750000,95750000.0,,-14850000.0,,,,-2500000,1109550000,1013800000,854800000,-126100000,,-27850000.0,-27850000.0,191100000,429600000,2940600000,1792800000,150000000,4733400000,47400000,597700000,284900000,417000000,248200000,1030900000,383300000,481500000,1224200000,41700000,1081300000,2155000000,1754300000,1500000,473700000,1273900000,201400000,1067100000,2000000.0,-27550000.0,-2000000.0,-20850000.0,-110100000.0,38700000.0,3150000.0,83950000.0,47850000.0,-18850000.0,46100000.0,67550000.0,56850000.0,-27800000.0,530100000,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,5.55,1628084571,0.0,5.55,5.55,5.55,200,DRAX GROUP PLC,PNK,REGULAR,0.666262,0,False,False,0.0,5.55 - 5.55,5.55,finmb_11323462,Other OTC,Drax Group plc,GBP,111,0,3.7500002,2.0833335,1.8 - 5.55,0.0,0.0,1.8,5.55,0.171,0.03081081,-0.55,13.51,2,3.374,4.01,1.54,0.38403988,3.3308089,2.2191913,2312513024,0.4108068,1.6449319,15,America/New_York,EDT,-14400000,1.32,,,5.55,1.8,4.01,3.33,111,,406.7M,,394.18M,0.37%,76.19%,,,,,,,,0.17,3.08%,,,,,,,"Dec 30, 2020","Dec 30, 2020",-3.72%,3.96%,2.37%,-12.74%,4.24B,10.70,,630.4M,338.1M,-194.6M,-0.55,,289.8M,0.73,1.1B,81.82,1.23,3.37,306.2M,34.3M,Value,YO8 8PH,,2771,1,4,"Drax Group plc, together with its subsidiaries, engages in the generation and supply of electricity in the United Kingdom. The company operates through three segments: Generation, Customers, and, Pellet Production. It produces low carbon and renewable electricity; and provides system support services to the electricity grid. The company owns and operates Drax Power Station that produces electricity from biomass and coal with an installed capacity of 3,906 megawatts (MW) located in Selby, North Yorkshire; Cruachan Power Station, a pumped hydro storage station, with an installed capacity of 440 MW located in Argyll and Bute, western Scotland; and Lanark and Galloway hydro-electric power stations with an installed capacity of 126 MW located in southwest Scotland. It also owns and operates combined cycle gas turbine power stations, including Damhead Creek power station with an installed capacity of 805 MW; Rye House power station with an installed capacity of 715 MW; Shoreham power station with an installed capacity of 420 MW; and Blackburn power station with an installed capacity of 60 MW located in England. In addition, the company owns and operates Daldowie fuel plant that processes sludge from a wastewater treatment plant and converts it into dry and low-odour fuel pellets. Further, it manufactures and sells compressed wood pellets for use in electricity production; supplies and manages electricity and gas for large industrial and commercial sector customers, as well as small businesses; and provides debt recovery services. Drax Group plc was incorporated in 2005 and is based in Selby, the United Kingdom.",Selby,44 17 5761 8381,1,1609372800,1625097600,3,United Kingdom,http://www.drax.com,86400,2,Drax Power Station,
t-3,DRXGF,1353500000,406700000,,,-30350000.0,,-27850000,98050000.0,254750000,95750000,95750000.0,,-14850000.0,,,,-2500000,1109550000,1013800000,854800000,-126100000,,-27850000.0,-27850000.0,191100000,429600000,2940600000,1792800000,150000000,4733400000,47400000,597700000,284900000,417000000,248200000,1030900000,383300000,481500000,1224200000,41700000,1081300000,2155000000,1754300000,1500000,473700000,1273900000,201400000,1067100000,2000000.0,-27550000.0,-2000000.0,-20850000.0,-110100000.0,38700000.0,3150000.0,83950000.0,47850000.0,-18850000.0,46100000.0,67550000.0,56850000.0,-27800000.0,530100000,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,5.55,1628084571,0.0,5.55,5.55,5.55,200,DRAX GROUP PLC,PNK,REGULAR,0.666262,0,False,False,0.0,5.55 - 5.55,5.55,finmb_11323462,Other OTC,Drax Group plc,GBP,111,0,3.7500002,2.0833335,1.8 - 5.55,0.0,0.0,1.8,5.55,0.171,0.03081081,-0.55,13.51,2,3.374,4.01,1.54,0.38403988,3.3308089,2.2191913,2312513024,0.4108068,1.6449319,15,America/New_York,EDT,-14400000,1.32,,,5.55,1.8,4.01,3.33,111,,406.7M,,394.18M,0.37%,76.19%,,,,,,,,0.17,3.08%,,,,,,,"Dec 30, 2020","Dec 30, 2020",-3.72%,3.96%,2.37%,-12.74%,4.24B,10.70,,630.4M,338.1M,-194.6M,-0.55,,289.8M,0.73,1.1B,81.82,1.23,3.37,306.2M,34.3M,Value,YO8 8PH,,2771,1,4,"Drax Group plc, together with its subsidiaries, engages in the generation and supply of electricity in the United Kingdom. The company operates through three segments: Generation, Customers, and, Pellet Production. It produces low carbon and renewable electricity; and provides system support services to the electricity grid. The company owns and operates Drax Power Station that produces electricity from biomass and coal with an installed capacity of 3,906 megawatts (MW) located in Selby, North Yorkshire; Cruachan Power Station, a pumped hydro storage station, with an installed capacity of 440 MW located in Argyll and Bute, western Scotland; and Lanark and Galloway hydro-electric power stations with an installed capacity of 126 MW located in southwest Scotland. It also owns and operates combined cycle gas turbine power stations, including Damhead Creek power station with an installed capacity of 805 MW; Rye House power station with an installed capacity of 715 MW; Shoreham power station with an installed capacity of 420 MW; and Blackburn power station with an installed capacity of 60 MW located in England. In addition, the company owns and operates Daldowie fuel plant that processes sludge from a wastewater treatment plant and converts it into dry and low-odour fuel pellets. Further, it manufactures and sells compressed wood pellets for use in electricity production; supplies and manages electricity and gas for large industrial and commercial sector customers, as well as small businesses; and provides debt recovery services. Drax Group plc was incorporated in 2005 and is based in Selby, the United Kingdom.",Selby,44 17 5761 8381,1,1609372800,1625097600,3,United Kingdom,http://www.drax.com,86400,2,Drax Power Station,
