Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,repurchaseOfStock,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,shortName,esgPopulated,tradeable,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchangeDataDelayedBy,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,longName,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry
t0,GRAMF,113560045.0,96897696,,,16678885,,19780177,25981594,7200555,-26732132,-26732132,,-1623227,,,,-3101292,39917388,66649520,32716833,43411017,,19780177,19780177,403756658.0,9962442.0,308118321.0,960915023.0,109915488.0,1269033344.0,952900779.0,19823895.0,-26274406.0,98971586.0,443598320.0,24326208.0,3614644.0,281025634.0,157958050.0,24326208.0,64148428.0,353323749.0,591545.0,6500000.0,4591133.0,34230096.0,12089477.0,-29884611,580214892,-30602544,-243286230,-4001564,51635000,281025634,-264318686,-55903028,7951093,582622025,-5579641,-645202,-43523280,-532208,195365699.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,TPCO HOLDING CORP,False,False,PNK,3.5455,1630526392,0.03550005,3.51,3.59,3.484,330854,PREPRE,0,4,1.0113974,3.484 - 3.59,3.51,finmb_623072410,TPCO Holding Corp.,Other OTC,USD,159087,184185,0.061500072,0.017652145,3.484 - 13.962,-10.4165,-0.7460607,3.484,13.962,1621281600,1621281600,1621281600,-0.39,-9.091026,4.136343,-0.59084296,-0.14284188,6.5561013,-3.0106013,-0.45920604,347374976,15,America/New_York,EDT,-14400000,,,,13.962,3.484,4.1363,6.5561,159.09k,184.19k,96.9M,,68.92M,9.78%,10.38%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-43.69%,-72.44%,,,39.92M,0.41,,,,-17.44M,,,287.53M,2.97,57.82M,6.02,2.24,,-55.5M,,Value,95125,Healthcare,"TPCO Holding Corp., cultivates, extracts, manufactures, distributes, retails, and delivers cannabis in California. The company offers approximately 17 owned and licensed brands offering 250 stock keeping units across 20 form-factors, such as jarred and bagged whole flower, pre-rolls, infused pre-rolls, bulk extracts, vaporizer cartridges, ready-to-use vapes, concentrates, gummies, chocolate, beverages, capsules, tinctures, lozenges, topicals, bath bombs, and body care products. It also offers its products under the Monogram, Caliva, Mind Your Head, Mirayo by Santana, Soul Spring, and other brands, as well as through Caliva.com, a direct-to-consumer e-commerce platform. The company was formerly known as Subversive Capital Acquisition Corp. and changed its name to TPCO Holding Corp. in January 2021. TPCO Holding Corp. was incorporated in 2019 and is headquartered in San Jose, California.",San Jose,888 265 8627,CA,United States,http://www.theparent.co,86400,1550 Leigh Avenue,Drug Manufacturers—Specialty & Generic
t-1,GRAMF,-3262874.0,96897696,,,-31023401,,-31023401,1702440,0,-1702440,-1702440,,-105896,,,,0,0,1702440,0,-29320961,,-31023401,-31023401,,,610943997.0,-3262874.0,582622025.0,607681123.0,13404356.0,607599790.0,-46550640.0,,,29883410.0,81333.0,,610943997.0,29883410.0,,607599790.0,,,,,,0,-105896,-30602544,-243286230,7709815,51635000,281025634,-264318686,105896,7951093,-105896,-5579641,309308,105896,-532208,-3344207.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,TPCO HOLDING CORP,False,False,PNK,3.5455,1630526392,0.03550005,3.51,3.59,3.484,330854,PREPRE,0,4,1.0113974,3.484 - 3.59,3.51,finmb_623072410,TPCO Holding Corp.,Other OTC,USD,159087,184185,0.061500072,0.017652145,3.484 - 13.962,-10.4165,-0.7460607,3.484,13.962,1621281600,1621281600,1621281600,-0.39,-9.091026,4.136343,-0.59084296,-0.14284188,6.5561013,-3.0106013,-0.45920604,347374976,15,America/New_York,EDT,-14400000,,,,13.962,3.484,4.1363,6.5561,159.09k,184.19k,96.9M,,68.92M,9.78%,10.38%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-43.69%,-72.44%,,,39.92M,0.41,,,,-17.44M,,,287.53M,2.97,57.82M,6.02,2.24,,-55.5M,,Value,95125,Healthcare,"TPCO Holding Corp., cultivates, extracts, manufactures, distributes, retails, and delivers cannabis in California. The company offers approximately 17 owned and licensed brands offering 250 stock keeping units across 20 form-factors, such as jarred and bagged whole flower, pre-rolls, infused pre-rolls, bulk extracts, vaporizer cartridges, ready-to-use vapes, concentrates, gummies, chocolate, beverages, capsules, tinctures, lozenges, topicals, bath bombs, and body care products. It also offers its products under the Monogram, Caliva, Mind Your Head, Mirayo by Santana, Soul Spring, and other brands, as well as through Caliva.com, a direct-to-consumer e-commerce platform. The company was formerly known as Subversive Capital Acquisition Corp. and changed its name to TPCO Holding Corp. in January 2021. TPCO Holding Corp. was incorporated in 2019 and is headquartered in San Jose, California.",San Jose,888 265 8627,CA,United States,http://www.theparent.co,86400,1550 Leigh Avenue,Drug Manufacturers—Specialty & Generic
t-2,GRAMF,2673527.0,96897696,,,-3236525,,-3236525,371666,0,-371666,-371666,,-155416,,,,0,0,371666,0,-2864859,,-3236525,-3236525,,,580162054.0,2673527.0,,582835581.0,13404356.0,200065.0,-15527239.0,579636851.0,,4796410.0,582635516.0,,525203.0,4796410.0,,200065.0,,,,,,0,-155416,-30602544,-243286230,306363,51635000,281025634,-264318686,155416,7951093,-155416,-5579641,65303,155416,-532208,-325138.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,TPCO HOLDING CORP,False,False,PNK,3.5455,1630526392,0.03550005,3.51,3.59,3.484,330854,PREPRE,0,4,1.0113974,3.484 - 3.59,3.51,finmb_623072410,TPCO Holding Corp.,Other OTC,USD,159087,184185,0.061500072,0.017652145,3.484 - 13.962,-10.4165,-0.7460607,3.484,13.962,1621281600,1621281600,1621281600,-0.39,-9.091026,4.136343,-0.59084296,-0.14284188,6.5561013,-3.0106013,-0.45920604,347374976,15,America/New_York,EDT,-14400000,,,,13.962,3.484,4.1363,6.5561,159.09k,184.19k,96.9M,,68.92M,9.78%,10.38%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-43.69%,-72.44%,,,39.92M,0.41,,,,-17.44M,,,287.53M,2.97,57.82M,6.02,2.24,,-55.5M,,Value,95125,Healthcare,"TPCO Holding Corp., cultivates, extracts, manufactures, distributes, retails, and delivers cannabis in California. The company offers approximately 17 owned and licensed brands offering 250 stock keeping units across 20 form-factors, such as jarred and bagged whole flower, pre-rolls, infused pre-rolls, bulk extracts, vaporizer cartridges, ready-to-use vapes, concentrates, gummies, chocolate, beverages, capsules, tinctures, lozenges, topicals, bath bombs, and body care products. It also offers its products under the Monogram, Caliva, Mind Your Head, Mirayo by Santana, Soul Spring, and other brands, as well as through Caliva.com, a direct-to-consumer e-commerce platform. The company was formerly known as Subversive Capital Acquisition Corp. and changed its name to TPCO Holding Corp. in January 2021. TPCO Holding Corp. was incorporated in 2019 and is headquartered in San Jose, California.",San Jose,888 265 8627,CA,United States,http://www.theparent.co,86400,1550 Leigh Avenue,Drug Manufacturers—Specialty & Generic
t-3,GRAMF,5910052.0,96897696,,,-2962069,,-2962069,111556,0,-111556,-111556,,-139658,,,,0,0,111556,0,-2850513,,-2962069,-2962069,,,576896678.0,5910052.0,,582806730.0,13404356.0,265368.0,-12290714.0,576616576.0,,4796410.0,582541362.0,,280102.0,4796410.0,,265368.0,,,,,,0,-139658,-30602544,-243286230,-27657,51635000,281025634,-264318686,139658,7951093,-139658,-5579641,139213,139658,-532208,-14734.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,TPCO HOLDING CORP,False,False,PNK,3.5455,1630526392,0.03550005,3.51,3.59,3.484,330854,PREPRE,0,4,1.0113974,3.484 - 3.59,3.51,finmb_623072410,TPCO Holding Corp.,Other OTC,USD,159087,184185,0.061500072,0.017652145,3.484 - 13.962,-10.4165,-0.7460607,3.484,13.962,1621281600,1621281600,1621281600,-0.39,-9.091026,4.136343,-0.59084296,-0.14284188,6.5561013,-3.0106013,-0.45920604,347374976,15,America/New_York,EDT,-14400000,,,,13.962,3.484,4.1363,6.5561,159.09k,184.19k,96.9M,,68.92M,9.78%,10.38%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-43.69%,-72.44%,,,39.92M,0.41,,,,-17.44M,,,287.53M,2.97,57.82M,6.02,2.24,,-55.5M,,Value,95125,Healthcare,"TPCO Holding Corp., cultivates, extracts, manufactures, distributes, retails, and delivers cannabis in California. The company offers approximately 17 owned and licensed brands offering 250 stock keeping units across 20 form-factors, such as jarred and bagged whole flower, pre-rolls, infused pre-rolls, bulk extracts, vaporizer cartridges, ready-to-use vapes, concentrates, gummies, chocolate, beverages, capsules, tinctures, lozenges, topicals, bath bombs, and body care products. It also offers its products under the Monogram, Caliva, Mind Your Head, Mirayo by Santana, Soul Spring, and other brands, as well as through Caliva.com, a direct-to-consumer e-commerce platform. The company was formerly known as Subversive Capital Acquisition Corp. and changed its name to TPCO Holding Corp. in January 2021. TPCO Holding Corp. was incorporated in 2019 and is headquartered in San Jose, California.",San Jose,888 265 8627,CA,United States,http://www.theparent.co,86400,1550 Leigh Avenue,Drug Manufacturers—Specialty & Generic
