Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,goodWill,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,totalCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,epsTrailingTwelveMonths,gmtOffSetMilliseconds,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,priceHint,shortName,longName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchange,market,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,exchangeDataDelayedBy,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry
t0,IHSI,-7888566.0,9079040000,,,-1913361,-44419,-1899787,203374,36535,-166839,-166839,,-544640,,,,0,1186266,1353105,1149731,-1746522,,-1913361,-1899787,1522612.0,7955298.0,8841208.0,-6365954.0,2531073.0,2430935.0,85851.0,-14402903.0,-4200.0,130089.0,7822704.0,1802378.0,81258.0,827065.0,685451.0,1018504.0,752449.0,,29684.0,134249.0,134249.0,181905.0,30786.0,-103463.0,45665.0,-38325.0,1434656.0,,-6995639.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,1.0E-4 - 2.0E-4,0.0002,0.0,0.0,0,0,finmb_206864372,Other OTC,USD,89153237,79060655,0.00014999999,3.0,5.0E-5 - 0.0029,-0.0027,-0.9310345,5e-05,0.0029,1440082740,-0.001,-14400000,-0.001,0.0002194444,-1.94444e-05,-0.088607416,0.0004475524,-0.0002475524,4,INTELLIGENT HIGHWAY SOLUTIONS I,"Intelligent Highway Solutions, Inc.",0.0002,1630526313,0.0,0.0001,0.0002,0.0001,13613003,PRE,PNK,us_market,-0.55312496,1815808,-0.19999999,15,America/New_York,EDT,False,False,0,75.83,,,0.0029,0.0,0.0002,0.0004,89.15M,79.06M,9.08B,,8.99B,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2016","Sep 29, 2017",-105.64%,-25.69%,-42.15%,,3.22M,0.00,,,-662.2k,-3.4M,-0.0010,,130.09k,0,3.48M,,0.11,-0.00,-204.16k,1.34M,Value,95624,Industrials,"Intelligent Highway Solutions, Inc. operates as a technology based highway solutions contractor in California. The company focuses on providing labor, materials, and related equipment for corrective and maintenance services for the California state transportation infrastructure. It also installs temperature control systems and associated sensors, as well as engages in the other general electrical contracting works. Intelligent Highway Solutions, Inc. was founded in 2011 and is based in Elk Grove, California.",Elk Grove,720-460-1390,CA,1483142400,United States,http://www.intelligenthighwaysolutions.com,86400,9516 Rossport Way,Infrastructure Operations
t-1,IHSI,-6495432.0,9079040000,,,611137,-30845,625086,268193,24730,-243463,-243463,,-175177,,,,0,1395855,1639318,1371125,854600,,611137,625086,82737.0,7511881.0,7376022.0,-4937788.0,1482971.0,2407489.0,57647.0,-12503116.0,-4200.0,99303.0,6247450.0,1281546.0,91891.0,757954.0,647126.0,1128572.0,755502.0,1474907.0,-193141.0,-2108.0,-2108.0,107693.0,3106.0,5214.0,92578.0,265845.0,-933732.0,,-5489496.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,1.0E-4 - 2.0E-4,0.0002,0.0,0.0,0,0,finmb_206864372,Other OTC,USD,89153237,79060655,0.00014999999,3.0,5.0E-5 - 0.0029,-0.0027,-0.9310345,5e-05,0.0029,1440082740,-0.001,-14400000,-0.001,0.0002194444,-1.94444e-05,-0.088607416,0.0004475524,-0.0002475524,4,INTELLIGENT HIGHWAY SOLUTIONS I,"Intelligent Highway Solutions, Inc.",0.0002,1630526313,0.0,0.0001,0.0002,0.0001,13613003,PRE,PNK,us_market,-0.55312496,1815808,-0.19999999,15,America/New_York,EDT,False,False,0,75.83,,,0.0029,0.0,0.0002,0.0004,89.15M,79.06M,9.08B,,8.99B,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2016","Sep 29, 2017",-105.64%,-25.69%,-42.15%,,3.22M,0.00,,,-662.2k,-3.4M,-0.0010,,130.09k,0,3.48M,,0.11,-0.00,-204.16k,1.34M,Value,95624,Industrials,"Intelligent Highway Solutions, Inc. operates as a technology based highway solutions contractor in California. The company focuses on providing labor, materials, and related equipment for corrective and maintenance services for the California state transportation infrastructure. It also installs temperature control systems and associated sensors, as well as engages in the other general electrical contracting works. Intelligent Highway Solutions, Inc. was founded in 2011 and is based in Elk Grove, California.",Elk Grove,720-460-1390,CA,1483142400,United States,http://www.intelligenthighwaysolutions.com,86400,9516 Rossport Way,Infrastructure Operations
t-2,IHSI,-7527932.0,9079040000,,,9154288,-16896,9171184,362372,74177,-288195,-288195,,-45178,,,,0,633468,921663,559291,9442483,,9154288,9171184,161682.0,7207302.0,8656420.0,-5891343.0,2958169.0,2748281.0,33757.0,-13128202.0,-4200.0,96197.0,7509865.0,1299737.0,102524.0,1009168.0,912971.0,1146555.0,1064877.0,1474907.0,290468.0,-2108.0,-2108.0,106296.0,95195.0,-65271.0,25108.0,-301651.0,-9357292.0,160466.0,-6500697.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,1.0E-4 - 2.0E-4,0.0002,0.0,0.0,0,0,finmb_206864372,Other OTC,USD,89153237,79060655,0.00014999999,3.0,5.0E-5 - 0.0029,-0.0027,-0.9310345,5e-05,0.0029,1440082740,-0.001,-14400000,-0.001,0.0002194444,-1.94444e-05,-0.088607416,0.0004475524,-0.0002475524,4,INTELLIGENT HIGHWAY SOLUTIONS I,"Intelligent Highway Solutions, Inc.",0.0002,1630526313,0.0,0.0001,0.0002,0.0001,13613003,PRE,PNK,us_market,-0.55312496,1815808,-0.19999999,15,America/New_York,EDT,False,False,0,75.83,,,0.0029,0.0,0.0002,0.0004,89.15M,79.06M,9.08B,,8.99B,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2016","Sep 29, 2017",-105.64%,-25.69%,-42.15%,,3.22M,0.00,,,-662.2k,-3.4M,-0.0010,,130.09k,0,3.48M,,0.11,-0.00,-204.16k,1.34M,Value,95624,Industrials,"Intelligent Highway Solutions, Inc. operates as a technology based highway solutions contractor in California. The company focuses on providing labor, materials, and related equipment for corrective and maintenance services for the California state transportation infrastructure. It also installs temperature control systems and associated sensors, as well as engages in the other general electrical contracting works. Intelligent Highway Solutions, Inc. was founded in 2011 and is based in Elk Grove, California.",Elk Grove,720-460-1390,CA,1483142400,United States,http://www.intelligenthighwaysolutions.com,86400,9516 Rossport Way,Infrastructure Operations
t-3,IHSI,-15264646.0,9079040000,,,-11293551,-16896,-11293551,127488,0,-127488,-127488,,-34663,,,,0,0,127488,0,-11166063,,-11293551,-11293551,,7009783.0,15265943.0,-15264646.0,12592687.0,1322.0,29157.0,-22299386.0,-4200.0,1002.0,15265943.0,986163.0,320.0,1002.0,,,219098.0,,3450.0,41341.0,41341.0,99541.0,704.0,-40637.0,434.0,-301651.0,11131400.0,160466.0,-15264941.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,1.0E-4 - 2.0E-4,0.0002,0.0,0.0,0,0,finmb_206864372,Other OTC,USD,89153237,79060655,0.00014999999,3.0,5.0E-5 - 0.0029,-0.0027,-0.9310345,5e-05,0.0029,1440082740,-0.001,-14400000,-0.001,0.0002194444,-1.94444e-05,-0.088607416,0.0004475524,-0.0002475524,4,INTELLIGENT HIGHWAY SOLUTIONS I,"Intelligent Highway Solutions, Inc.",0.0002,1630526313,0.0,0.0001,0.0002,0.0001,13613003,PRE,PNK,us_market,-0.55312496,1815808,-0.19999999,15,America/New_York,EDT,False,False,0,75.83,,,0.0029,0.0,0.0002,0.0004,89.15M,79.06M,9.08B,,8.99B,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2016","Sep 29, 2017",-105.64%,-25.69%,-42.15%,,3.22M,0.00,,,-662.2k,-3.4M,-0.0010,,130.09k,0,3.48M,,0.11,-0.00,-204.16k,1.34M,Value,95624,Industrials,"Intelligent Highway Solutions, Inc. operates as a technology based highway solutions contractor in California. The company focuses on providing labor, materials, and related equipment for corrective and maintenance services for the California state transportation infrastructure. It also installs temperature control systems and associated sensors, as well as engages in the other general electrical contracting works. Intelligent Highway Solutions, Inc. was founded in 2011 and is based in Elk Grove, California.",Elk Grove,720-460-1390,CA,1483142400,United States,http://www.intelligenthighwaysolutions.com,86400,9516 Rossport Way,Infrastructure Operations
