Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,netReceivables,inventory,accountsPayable,treasuryStock,otherStockholderEquity,changeToLiabilities,totalCashflowsFromInvestingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,changeToNetincome,totalCashFromFinancingActivities,repurchaseOfStock,capitalExpenditures,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,epsTrailingTwelveMonths,gmtOffSetMilliseconds,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,priceHint,shortName,longName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchange,market,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,exchangeDataDelayedBy,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,maxAge,address1,industry,address2
t0,HDIH,-3244433.0,149917,,,-823612,,-823612,579508,23335,-727896,-727896,16718,-90628,,,,0,182957,910853,159622,-95716,,-823612,-823612,16827215.0,4462261.0,-3244433.0,105879.0,1217828.0,149917.0,650.0,-20221565.0,50778.0,4462261.0,720989.0,496839.0,81630.0,357336.0,405030.0,,,-109064.0,140059.0,577353.0,-65219.0,-205278.0,123291.0,134936.0,77781.0,72264.0,-123291.0,,,,,-3965422.0,en-US,US,EQUITY,False,Delayed Quote,USD,52.046783,0.0012 - 0.026,0.0171,0.0,0.0,0,0,finmb_21965725,Other OTC,USD,68,85,0.025,25.0,0.001 - 0.508,-0.48200002,-0.9488189,0.001,0.508,1515110400,-23.936,-14400000,-21.642,0.020942857,0.005057143,0.2414734,0.079333335,-0.053333335,4,H D INTERNATIONAL HOLDINGS GROU,H-D International Holdings Group,0.026,1630521695,0.0089,0.0012,0.026,0.0012,200,PRE,PNK,us_market,-0.6722689,3897,-0.0012013677,15,America/New_York,EDT,False,False,0,14.0,,,0.508,0.001,0.0209,0.0793,68,85,149.92k,,,,,,,,,,,,,,,,"Jan 04, 2018",,1:1000,"Jan 04, 2018","Dec 30, 2008","Dec 30, 2008",-289.10%,-270.73%,-148.08%,,1.24M,8.28,-55.80%,316.13k,-2.87M,-3.59M,-23.9360,,50.78k,0.34,3.69M,,0.11,-21.64,-654.9k,-1.24M,Value,75243,Technology,"H-D International Holdings Group, through its subsidiary, MircoTrakGPS, Inc., designs, develops, manufactures, distributes, and services global positioning system technology and products for asset tracking and vehicle recovery markets. It also develops personal tracking systems for the consumer market through large retailers and catalog outlets. The company offers AutoTRAK, an advanced theft recovery system. The company was formerly known as The Tracking Corporation and changed its name to H-D International Holdings Group in January 2018. H-D International Holdings Group was founded in 2004 and is based in Dallas, Texas.",Dallas,214-361-8812,TX,United States,86400,9101 LBJ Freeway,Communication Equipment,Suite 100
t-1,HDIH,-2421597.0,149917,,,-786642,,-786642,669067,97592,-706737,-706737,2516,-73100,,,,0,354892,1061629,257300,-79905,,-786642,-786642,16826787.0,4011307.0,-2421597.0,118550.0,1589710.0,150346.0,21169.0,-19398729.0,115997.0,4011307.0,846974.0,742736.0,153895.0,435506.0,502588.0,-1.0,-1.0,-72758.0,131078.0,727795.0,21159.0,-104919.0,123698.0,141246.0,17699.0,8986.0,-123697.0,-5000.0,-5000.0,-21139.0,,-3268571.0,en-US,US,EQUITY,False,Delayed Quote,USD,52.046783,0.0012 - 0.026,0.0171,0.0,0.0,0,0,finmb_21965725,Other OTC,USD,68,85,0.025,25.0,0.001 - 0.508,-0.48200002,-0.9488189,0.001,0.508,1515110400,-23.936,-14400000,-21.642,0.020942857,0.005057143,0.2414734,0.079333335,-0.053333335,4,H D INTERNATIONAL HOLDINGS GROU,H-D International Holdings Group,0.026,1630521695,0.0089,0.0012,0.026,0.0012,200,PRE,PNK,us_market,-0.6722689,3897,-0.0012013677,15,America/New_York,EDT,False,False,0,14.0,,,0.508,0.001,0.0209,0.0793,68,85,149.92k,,,,,,,,,,,,,,,,"Jan 04, 2018",,1:1000,"Jan 04, 2018","Dec 30, 2008","Dec 30, 2008",-289.10%,-270.73%,-148.08%,,1.24M,8.28,-55.80%,316.13k,-2.87M,-3.59M,-23.9360,,50.78k,0.34,3.69M,,0.11,-21.64,-654.9k,-1.24M,Value,75243,Technology,"H-D International Holdings Group, through its subsidiary, MircoTrakGPS, Inc., designs, develops, manufactures, distributes, and services global positioning system technology and products for asset tracking and vehicle recovery markets. It also develops personal tracking systems for the consumer market through large retailers and catalog outlets. The company offers AutoTRAK, an advanced theft recovery system. The company was formerly known as The Tracking Corporation and changed its name to H-D International Holdings Group in January 2018. H-D International Holdings Group was founded in 2004 and is based in Dallas, Texas.",Dallas,214-361-8812,TX,United States,86400,9101 LBJ Freeway,Communication Equipment,Suite 100
t-2,HDIH,-1629995.0,149917,13696.0,,-1013677,,-1013677,932599,105143,-990173,-990173,22823,-49750,,,,0,361532,1351705,256389,-23504,,-1013677,-1013677,16831686.0,3746326.0,-1629995.0,491591.0,2116328.0,150445.0,428339.0,-18612126.0,94838.0,3746326.0,960502.0,1155826.0,162840.0,453204.0,549800.0,,,-50618.0,85585.0,978360.0,43782.0,-41802.0,123698.0,107623.0,36416.0,7725.0,-123697.0,-5000.0,-5000.0,-14725.0,,-2590500.0,en-US,US,EQUITY,False,Delayed Quote,USD,52.046783,0.0012 - 0.026,0.0171,0.0,0.0,0,0,finmb_21965725,Other OTC,USD,68,85,0.025,25.0,0.001 - 0.508,-0.48200002,-0.9488189,0.001,0.508,1515110400,-23.936,-14400000,-21.642,0.020942857,0.005057143,0.2414734,0.079333335,-0.053333335,4,H D INTERNATIONAL HOLDINGS GROU,H-D International Holdings Group,0.026,1630521695,0.0089,0.0012,0.026,0.0012,200,PRE,PNK,us_market,-0.6722689,3897,-0.0012013677,15,America/New_York,EDT,False,False,0,14.0,,,0.508,0.001,0.0209,0.0793,68,85,149.92k,,,,,,,,,,,,,,,,"Jan 04, 2018",,1:1000,"Jan 04, 2018","Dec 30, 2008","Dec 30, 2008",-289.10%,-270.73%,-148.08%,,1.24M,8.28,-55.80%,316.13k,-2.87M,-3.59M,-23.9360,,50.78k,0.34,3.69M,,0.11,-21.64,-654.9k,-1.24M,Value,75243,Technology,"H-D International Holdings Group, through its subsidiary, MircoTrakGPS, Inc., designs, develops, manufactures, distributes, and services global positioning system technology and products for asset tracking and vehicle recovery markets. It also develops personal tracking systems for the consumer market through large retailers and catalog outlets. The company offers AutoTRAK, an advanced theft recovery system. The company was formerly known as The Tracking Corporation and changed its name to H-D International Holdings Group in January 2018. H-D International Holdings Group was founded in 2004 and is based in Dallas, Texas.",Dallas,214-361-8812,TX,United States,86400,9101 LBJ Freeway,Communication Equipment,Suite 100
t-3,HDIH,-616309.0,149917,1599.0,,-965283,,-965283,875353,89250,-936336,-936336,25936,-25250,,,,0,341816,1278152,252566,-28947,,-965283,-965283,16831686.0,2438606.0,-616309.0,133292.0,1822294.0,150445.0,24642.0,-17598440.0,51055.0,2438606.0,1060161.0,762133.0,170565.0,489621.0,611220.0,,,-489648.0,92434.0,1116479.0,-38934.0,-302899.0,121698.0,119924.0,62340.0,-26778.0,-121698.0,171534.0,-5000.0,-23834.0,171534.0,-1676473.0,en-US,US,EQUITY,False,Delayed Quote,USD,52.046783,0.0012 - 0.026,0.0171,0.0,0.0,0,0,finmb_21965725,Other OTC,USD,68,85,0.025,25.0,0.001 - 0.508,-0.48200002,-0.9488189,0.001,0.508,1515110400,-23.936,-14400000,-21.642,0.020942857,0.005057143,0.2414734,0.079333335,-0.053333335,4,H D INTERNATIONAL HOLDINGS GROU,H-D International Holdings Group,0.026,1630521695,0.0089,0.0012,0.026,0.0012,200,PRE,PNK,us_market,-0.6722689,3897,-0.0012013677,15,America/New_York,EDT,False,False,0,14.0,,,0.508,0.001,0.0209,0.0793,68,85,149.92k,,,,,,,,,,,,,,,,"Jan 04, 2018",,1:1000,"Jan 04, 2018","Dec 30, 2008","Dec 30, 2008",-289.10%,-270.73%,-148.08%,,1.24M,8.28,-55.80%,316.13k,-2.87M,-3.59M,-23.9360,,50.78k,0.34,3.69M,,0.11,-21.64,-654.9k,-1.24M,Value,75243,Technology,"H-D International Holdings Group, through its subsidiary, MircoTrakGPS, Inc., designs, develops, manufactures, distributes, and services global positioning system technology and products for asset tracking and vehicle recovery markets. It also develops personal tracking systems for the consumer market through large retailers and catalog outlets. The company offers AutoTRAK, an advanced theft recovery system. The company was formerly known as The Tracking Corporation and changed its name to H-D International Holdings Group in January 2018. H-D International Holdings Group was founded in 2004 and is based in Dallas, Texas.",Dallas,214-361-8812,TX,United States,86400,9101 LBJ Freeway,Communication Equipment,Suite 100
