Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,accountsPayable,shortTermInvestments,otherAssets,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,marketState,currency,exchange,shortName,market,priceHint,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,exchangeDataDelayedBy,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,FUNFF,15977826.0,182751008,,,-2488201,,-2488201,2316642,544013,-2491474,-2491474,,,,,,0,1069568,3561042,525555,3273,,-2488201,-2488201,9044824.0,1145328.0,34780318.0,46717.0,35925646.0,51343696.0,113721.0,-22711255.0,469799.0,9757668.0,6147877.0,15877628.0,628779.0,6147877.0,48470.0,16983892.0,90792.0,574451.0,46750.0,536514.0,,,5896.0,39926.0,9429.0,11716181.0,12802361.0,378626.0,1863045.0,11446489.0,11376.0,-1376677.0,190301.0,10777.0,-776865.0,226491.0,,16355113.0,en-US,US,EQUITY,False,Delayed Quote,POST,USD,PNK,FANSUNITE ENTERTAINMENT INC,us_market,4,Other OTC,FansUnite Entertainment Inc.,CAD,790901,475116,0.16870004,0.374889,0.45 - 1.89,-1.2713,-0.6726455,0.45,1.89,0,0.5983889,0.020311117,0.033943005,0.75594926,-0.13724923,-0.18155879,113068056,15,America/New_York,EDT,-14400000,False,False,0.24303475,0.583 - 0.65,0.6172,finmb_371363826,0.6187,1630526007,0.0015000105,0.6366,0.65,0.583,134006,,,,1.89,0.45,0.5984,0.7559,790.9k,475.12k,182.75M,,161.83M,5.58%,0.07%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,-348.19%,-26.98%,-43.67%,2.62M,0.02,"21,648.00%",535.51k,-8.51M,-8.62M,,,15.88M,0.09,92.3k,0.26,27.01,,-6.78M,-3.39M,Value,V6C 1H2,Consumer Cyclical,29,"FansUnite Entertainment Inc. operates as a sports and entertainment company. It focuses on technology related to regulated and lawful online sports betting, casino, and other related products. The company was formerly known as HIC Horizons Investment Capital Ltd. and changed its name to FansUnite Entertainment Inc. in March 2020. FansUnite Entertainment Inc. was incorporated in 2018 and is headquartered in Vancouver, Canada.",Vancouver,604 329 8669,BC,1609372800,Canada,http://www.fansunite.com,86400,789 West Pender Street,Gambling,Suite 1080
t-1,FUNFF,3578832.0,182751008,,,-2741357,,-2270895,2465955,272998,-2890304,-2890304,,,,,,-470462,755644,3645948,482646,148947,,-2270895,-2270895,9556407.0,2362774.0,22892907.0,776865.0,25255681.0,39690610.0,259513.0,-20223053.0,469589.0,9757668.0,3425350.0,4431139.0,1801668.0,3425350.0,25359.0,5828455.0,87792.0,585228.0,91517.0,370890.0,5896.0,,5896.0,-103637.0,197532.0,-229764.0,2053416.0,519949.0,2137301.0,554089.0,35013.0,-1731872.0,-12764.0,-537493.0,145879.0,252667.0,-4656.0,4026787.0,en-US,US,EQUITY,False,Delayed Quote,POST,USD,PNK,FANSUNITE ENTERTAINMENT INC,us_market,4,Other OTC,FansUnite Entertainment Inc.,CAD,790901,475116,0.16870004,0.374889,0.45 - 1.89,-1.2713,-0.6726455,0.45,1.89,0,0.5983889,0.020311117,0.033943005,0.75594926,-0.13724923,-0.18155879,113068056,15,America/New_York,EDT,-14400000,False,False,0.24303475,0.583 - 0.65,0.6172,finmb_371363826,0.6187,1630526007,0.0015000105,0.6366,0.65,0.583,134006,,,,1.89,0.45,0.5984,0.7559,790.9k,475.12k,182.75M,,161.83M,5.58%,0.07%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,-348.19%,-26.98%,-43.67%,2.62M,0.02,"21,648.00%",535.51k,-8.51M,-8.62M,,,15.88M,0.09,92.3k,0.26,27.01,,-6.78M,-3.39M,Value,V6C 1H2,Consumer Cyclical,29,"FansUnite Entertainment Inc. operates as a sports and entertainment company. It focuses on technology related to regulated and lawful online sports betting, casino, and other related products. The company was formerly known as HIC Horizons Investment Capital Ltd. and changed its name to FansUnite Entertainment Inc. in March 2020. FansUnite Entertainment Inc. was incorporated in 2018 and is headquartered in Vancouver, Canada.",Vancouver,604 329 8669,BC,1609372800,Canada,http://www.fansunite.com,86400,789 West Pender Street,Gambling,Suite 1080
t-2,FUNFF,4920423.0,182751008,,,-2445581,,-2445581,1730130,169680,-2483950,-2483950,,,,,,0,473562,2957512,303882,38369,,-2445581,-2445581,10151009.0,1117502.0,24985317.0,,26102819.0,40643624.0,11408.0,-17952109.0,,9913885.0,2293802.0,3877050.0,1023021.0,2293802.0,38492.0,5496364.0,90923.0,282572.0,80000.0,522618.0,,412146.0,5896.0,-214587.0,-1927.0,-17898.0,4602476.0,54963.0,3981982.0,2984439.0,1555.0,-1617665.0,399925.0,67936.0,638392.0,532850.0,-1927.0,4473343.0,en-US,US,EQUITY,False,Delayed Quote,POST,USD,PNK,FANSUNITE ENTERTAINMENT INC,us_market,4,Other OTC,FansUnite Entertainment Inc.,CAD,790901,475116,0.16870004,0.374889,0.45 - 1.89,-1.2713,-0.6726455,0.45,1.89,0,0.5983889,0.020311117,0.033943005,0.75594926,-0.13724923,-0.18155879,113068056,15,America/New_York,EDT,-14400000,False,False,0.24303475,0.583 - 0.65,0.6172,finmb_371363826,0.6187,1630526007,0.0015000105,0.6366,0.65,0.583,134006,,,,1.89,0.45,0.5984,0.7559,790.9k,475.12k,182.75M,,161.83M,5.58%,0.07%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,-348.19%,-26.98%,-43.67%,2.62M,0.02,"21,648.00%",535.51k,-8.51M,-8.62M,,,15.88M,0.09,92.3k,0.26,27.01,,-6.78M,-3.39M,Value,V6C 1H2,Consumer Cyclical,29,"FansUnite Entertainment Inc. operates as a sports and entertainment company. It focuses on technology related to regulated and lawful online sports betting, casino, and other related products. The company was formerly known as HIC Horizons Investment Capital Ltd. and changed its name to FansUnite Entertainment Inc. in March 2020. FansUnite Entertainment Inc. was incorporated in 2018 and is headquartered in Vancouver, Canada.",Vancouver,604 329 8669,BC,1609372800,Canada,http://www.fansunite.com,86400,789 West Pender Street,Gambling,Suite 1080
t-3,FUNFF,1780683.0,182751008,,,-1410648,,-1410648,949567,88161,-1265281,-1265281,,,,,,0,323966,1589247,235805,-145367,,-1410648,-1410648,1724360.0,864841.0,4558473.0,,5423314.0,18305120.0,7368.0,-15506529.0,,1053430.0,1759882.0,892611.0,378014.0,1759882.0,2869.0,2551732.0,90923.0,293666.0,486827.0,107750.0,,,5896.0,-188440.0,-1927.0,291252.0,314772.0,-867179.0,23520.0,-1747836.0,-6841.0,-2055767.0,133985.0,9505.0,638392.0,180033.0,-1927.0,2173718.0,en-US,US,EQUITY,False,Delayed Quote,POST,USD,PNK,FANSUNITE ENTERTAINMENT INC,us_market,4,Other OTC,FansUnite Entertainment Inc.,CAD,790901,475116,0.16870004,0.374889,0.45 - 1.89,-1.2713,-0.6726455,0.45,1.89,0,0.5983889,0.020311117,0.033943005,0.75594926,-0.13724923,-0.18155879,113068056,15,America/New_York,EDT,-14400000,False,False,0.24303475,0.583 - 0.65,0.6172,finmb_371363826,0.6187,1630526007,0.0015000105,0.6366,0.65,0.583,134006,,,,1.89,0.45,0.5984,0.7559,790.9k,475.12k,182.75M,,161.83M,5.58%,0.07%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,-348.19%,-26.98%,-43.67%,2.62M,0.02,"21,648.00%",535.51k,-8.51M,-8.62M,,,15.88M,0.09,92.3k,0.26,27.01,,-6.78M,-3.39M,Value,V6C 1H2,Consumer Cyclical,29,"FansUnite Entertainment Inc. operates as a sports and entertainment company. It focuses on technology related to regulated and lawful online sports betting, casino, and other related products. The company was formerly known as HIC Horizons Investment Capital Ltd. and changed its name to FansUnite Entertainment Inc. in March 2020. FansUnite Entertainment Inc. was incorporated in 2018 and is headquartered in Vancouver, Canada.",Vancouver,604 329 8669,BC,1609372800,Canada,http://www.fansunite.com,86400,789 West Pender Street,Gambling,Suite 1080
