Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,dividendsPaid,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,otherCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,esgPopulated,tradeable,exchangeDataDelayedBy,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,exchange,marketState,market,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry
t0,HMSVF,-391600000,331895008,,,18550000,9700000,12150000,196502500,329052500,74250000,74250000,,-5650000,,,,6300000,384000000,309750000,54947500,-55700000,,12250000,12150000,391300000,196400000,1203500000,564000000,8200000,298000000,1777200000,9100000,247400000,48300000,564300000,111100000,29300000,171400000,536800000,12800000,54000000,114100000,90300000,687100000,14900000,489300000,579800000,12200000,158900000,-750000.0,29200000.0,-32100000.0,-4700000.0,-15450000.0,24150000.0,-3600000.0,75300000.0,19650000.0,-10400000.0,-450000.0,-44350000.0,-350000.0,48300000.0,-1650000.0,,150300000,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0,0.0,13.1 - 17.1,-4.0,-0.23391813,13.1,17.1,0.26,102.34375,0.019847328,0.128,0.0,13.1 - 13.1,13.1,0.0,0.0,0,0,finmb_881914,Other OTC,HomeServe plc,GBP,28,0,1.678,13.507143,-0.40714264,-0.030142765,14.417102,-1.3171015,-0.09135688,4718711808,7.8069134,15,America/New_York,EDT,-14400000,2,PNK,PRE,us_market,HOMESERVE,13.1,1628086677,0.0,13.1,13.1,13.1,770,0.36,,,17.1,13.1,13.51,14.42,28,,331.9M,,288.12M,13.10%,83.86%,,,,,,,,0.26,1.98%,,,,,,,"Mar 30, 2021","Mar 30, 2021",2.38%,13.14%,6.02%,5.21%,1.3B,3.88,13.80%,681.11M,235.5M,31.1M,0.13,-72.80%,171.4M,0.51,685.1M,119.42,1.28,1.68,223M,189.22M,Value,WS2 7BN,,7400,6,3,"HomeServe plc, together with its subsidiaries, provides home repair and improvement services to homeowners under the HomeServe brand. The company offers home assistance via subscription-based membership services for plumbing, heating, electrical, locks, glazing, pest control, and technology. It also operates an online marketplace to help homeowners to find local trade on-demand, as well as to help with a range of home repairs and improvements, including landscape gardening and carpet cleaning. It serves approximately 8.4 million customers through a network of engineers and sub-contractors primarily in the United Kingdom, North America, France, and Spain. HomeServe plc was incorporated in 1991 and is based in Walsall, the United Kingdom.",Walsall,44 1922 426 262,1,1640908800,1625097600,9,United Kingdom,http://www.homeserveplc.com,86400,7,Cable Drive,
t-1,HMSVF,-391600000,331895008,,,18550000,9700000,12150000,196502500,329052500,74250000,74250000,,-5650000,,,,6300000,384000000,309750000,54947500,-55700000,,12250000,12150000,391300000,196400000,1203500000,564000000,8200000,298000000,1777200000,9100000,247400000,48300000,564300000,111100000,29300000,171400000,536800000,12800000,54000000,114100000,90300000,687100000,14900000,489300000,579800000,12200000,158900000,-750000.0,29200000.0,-32100000.0,-4700000.0,-15450000.0,24150000.0,-3600000.0,75300000.0,19650000.0,-10400000.0,-450000.0,-44350000.0,-350000.0,48300000.0,-1650000.0,,150300000,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0,0.0,13.1 - 17.1,-4.0,-0.23391813,13.1,17.1,0.26,102.34375,0.019847328,0.128,0.0,13.1 - 13.1,13.1,0.0,0.0,0,0,finmb_881914,Other OTC,HomeServe plc,GBP,28,0,1.678,13.507143,-0.40714264,-0.030142765,14.417102,-1.3171015,-0.09135688,4718711808,7.8069134,15,America/New_York,EDT,-14400000,2,PNK,PRE,us_market,HOMESERVE,13.1,1628086677,0.0,13.1,13.1,13.1,770,0.36,,,17.1,13.1,13.51,14.42,28,,331.9M,,288.12M,13.10%,83.86%,,,,,,,,0.26,1.98%,,,,,,,"Mar 30, 2021","Mar 30, 2021",2.38%,13.14%,6.02%,5.21%,1.3B,3.88,13.80%,681.11M,235.5M,31.1M,0.13,-72.80%,171.4M,0.51,685.1M,119.42,1.28,1.68,223M,189.22M,Value,WS2 7BN,,7400,6,3,"HomeServe plc, together with its subsidiaries, provides home repair and improvement services to homeowners under the HomeServe brand. The company offers home assistance via subscription-based membership services for plumbing, heating, electrical, locks, glazing, pest control, and technology. It also operates an online marketplace to help homeowners to find local trade on-demand, as well as to help with a range of home repairs and improvements, including landscape gardening and carpet cleaning. It serves approximately 8.4 million customers through a network of engineers and sub-contractors primarily in the United Kingdom, North America, France, and Spain. HomeServe plc was incorporated in 1991 and is based in Walsall, the United Kingdom.",Walsall,44 1922 426 262,1,1640908800,1625097600,9,United Kingdom,http://www.homeserveplc.com,86400,7,Cable Drive,
t-2,HMSVF,-470400000,331895008,,,5050000,10600000,3400000,196502500,11500000,11500000,11500000,,-5600000,,,,1400000,268350000,256850000,256850000,-6450000,,3650000,3400000,494300000,196400000,1145800000,583100000,12400000,5100000,1739500000,9100000,243500000,60100000,559200000,134100000,27500000,101100000,442500000,8500000,30500000,134100000,97000000,548100000,13400000,435900000,600200000,11100000,392800000,-350000.0,-31350000.0,-45100000.0,25250000.0,-5350000.0,-15050000.0,-800000.0,36200000.0,19950000.0,-29850000.0,50000.0,34350000.0,-750000.0,-1550000.0,-1900000.0,50000.0,105600000,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0,0.0,13.1 - 17.1,-4.0,-0.23391813,13.1,17.1,0.26,102.34375,0.019847328,0.128,0.0,13.1 - 13.1,13.1,0.0,0.0,0,0,finmb_881914,Other OTC,HomeServe plc,GBP,28,0,1.678,13.507143,-0.40714264,-0.030142765,14.417102,-1.3171015,-0.09135688,4718711808,7.8069134,15,America/New_York,EDT,-14400000,2,PNK,PRE,us_market,HOMESERVE,13.1,1628086677,0.0,13.1,13.1,13.1,770,0.36,,,17.1,13.1,13.51,14.42,28,,331.9M,,288.12M,13.10%,83.86%,,,,,,,,0.26,1.98%,,,,,,,"Mar 30, 2021","Mar 30, 2021",2.38%,13.14%,6.02%,5.21%,1.3B,3.88,13.80%,681.11M,235.5M,31.1M,0.13,-72.80%,171.4M,0.51,685.1M,119.42,1.28,1.68,223M,189.22M,Value,WS2 7BN,,7400,6,3,"HomeServe plc, together with its subsidiaries, provides home repair and improvement services to homeowners under the HomeServe brand. The company offers home assistance via subscription-based membership services for plumbing, heating, electrical, locks, glazing, pest control, and technology. It also operates an online marketplace to help homeowners to find local trade on-demand, as well as to help with a range of home repairs and improvements, including landscape gardening and carpet cleaning. It serves approximately 8.4 million customers through a network of engineers and sub-contractors primarily in the United Kingdom, North America, France, and Spain. HomeServe plc was incorporated in 1991 and is based in Walsall, the United Kingdom.",Walsall,44 1922 426 262,1,1640908800,1625097600,9,United Kingdom,http://www.homeserveplc.com,86400,7,Cable Drive,
t-3,HMSVF,-470400000,331895008,,,5050000,10600000,3400000,196502500,11500000,11500000,11500000,,-5600000,,,,1400000,268350000,256850000,256850000,-6450000,,3650000,3400000,494300000,196400000,1145800000,583100000,12400000,5100000,1739500000,9100000,243500000,60100000,559200000,134100000,27500000,101100000,442500000,8500000,30500000,134100000,97000000,548100000,13400000,435900000,600200000,11100000,392800000,-350000.0,-31350000.0,-45100000.0,25250000.0,-5350000.0,-15050000.0,-800000.0,36200000.0,19950000.0,-29850000.0,50000.0,34350000.0,-750000.0,-1550000.0,-1900000.0,50000.0,105600000,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0,0.0,13.1 - 17.1,-4.0,-0.23391813,13.1,17.1,0.26,102.34375,0.019847328,0.128,0.0,13.1 - 13.1,13.1,0.0,0.0,0,0,finmb_881914,Other OTC,HomeServe plc,GBP,28,0,1.678,13.507143,-0.40714264,-0.030142765,14.417102,-1.3171015,-0.09135688,4718711808,7.8069134,15,America/New_York,EDT,-14400000,2,PNK,PRE,us_market,HOMESERVE,13.1,1628086677,0.0,13.1,13.1,13.1,770,0.36,,,17.1,13.1,13.51,14.42,28,,331.9M,,288.12M,13.10%,83.86%,,,,,,,,0.26,1.98%,,,,,,,"Mar 30, 2021","Mar 30, 2021",2.38%,13.14%,6.02%,5.21%,1.3B,3.88,13.80%,681.11M,235.5M,31.1M,0.13,-72.80%,171.4M,0.51,685.1M,119.42,1.28,1.68,223M,189.22M,Value,WS2 7BN,,7400,6,3,"HomeServe plc, together with its subsidiaries, provides home repair and improvement services to homeowners under the HomeServe brand. The company offers home assistance via subscription-based membership services for plumbing, heating, electrical, locks, glazing, pest control, and technology. It also operates an online marketplace to help homeowners to find local trade on-demand, as well as to help with a range of home repairs and improvements, including landscape gardening and carpet cleaning. It serves approximately 8.4 million customers through a network of engineers and sub-contractors primarily in the United Kingdom, North America, France, and Spain. HomeServe plc was incorporated in 1991 and is based in Walsall, the United Kingdom.",Walsall,44 1922 426 262,1,1640908800,1625097600,9,United Kingdom,http://www.homeserveplc.com,86400,7,Cable Drive,
