Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,treasuryStock,otherStockholderEquity,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,capitalExpenditures,otherCashflowsFromFinancingActivities,dividendsPaid,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,exchange,marketState,twoHundredDayAverageChangePercent,exchangeDataDelayedBy,esgPopulated,tradeable,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,priceHint,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (May 27, 2021) 4","Short Ratio (May 27, 2021) 4","Short % of Float (May 27, 2021) 4","Short % of Shares Outstanding (May 27, 2021) 4","Shares Short (prior month Apr 29, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry
t0,GNOG,-446239000.0,46566500,,,69158000,425171000,75343000,20448000,14633000,-5859000,-5859000,,-5708000,,,,-478000,26749000,32608000,12116000,75017000,,69636000,75343000,155701000.0,302685000.0,-446239000.0,53458000.0,281617000.0,8000.0,56222000.0,-601948000.0,81630000.0,60742000.0,153566000.0,88745000.0,37661000.0,572000.0,220303000.0,10515000.0,132310000.0,14278000.0,,,5513000.0,-6000.0,-10615000.0,101614000.0,-17516000.0,112229000.0,76490000.0,-25118000.0,44000.0,-3458000.0,-86242000.0,-6000.0,,,131558000.0,en-US,US,EQUITY,True,Delayed Quote,USD,us_market,22.01,1630526403,0.40999985,21.6,22.4,21.57,990663,"Golden Nugget Online Gaming, In",NGM,PREPRE,0.5267589,0,False,False,-0.045434933,1630540515,22.0,-0.010000229,1.8981473,21.57 - 22.4,21.6,0.0,0.0,11,8,finmb_674199455,NasdaqGM,"Golden Nugget Online Gaming, Inc.",USD,1791185,1282357,11.91,1.1792078,10.1 - 27.179,-5.1690006,-0.19018361,10.1,27.179,1621281600,1628798400,1629144000,2,0.13,169.3077,15.581715,6.4282856,0.41255316,14.41616,7.5938406,1718116096,15,America/New_York,EDT,-14400000,,,,27.18,10.1,15.58,14.42,1.79M,1.28M,46.57M,,41.2M,8.80%,19.93%,2.91M,2.51,6.84%,3.72%,2.72M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",95.86%,16.79%,6.65%,,100.53M,2.16,54.20%,71.97M,17.08M,95.94M,,"1,699.50%",153.57M,3.3,132.31M,,2.48,,-22.3M,11.72M,Value,77027,Consumer Cyclical,178,"Golden Nugget Online Gaming, Inc. operates as an online gaming and digital sports entertainment company. It offers patrons to play their favorite casino games and bet on live-action sports events in New Jersey and Michigan. The company is headquartered in Houston, Texas.",Houston,713 850 1010,TX,1609372800,United States,http://www.gnoginc.com,86400,1510 West Loop South,Gambling
t-1,GNOG,-866176000.0,46566500,,,-3226000,617607000,22689000,6939000,17510000,6124000,6124000,4395000.0,-19415000,,,,-8565000,23029000,16905000,5519000,-9350000,,5339000,22274000,,427294000.0,-866176000.0,50276000.0,178725000.0,7000.0,55508000.0,-866183000.0,205514000.0,37692000.0,77862000.0,80053000.0,34716000.0,606000.0,140427000.0,7057000.0,141727000.0,10061000.0,,,9736000.0,-48000.0,-150029000.0,112537000.0,-3454000.0,112229000.0,83153000.0,-29336000.0,52000.0,-568000.0,-64079000.0,-48000.0,262566000.0,,60374000.0,en-US,US,EQUITY,True,Delayed Quote,USD,us_market,22.01,1630526403,0.40999985,21.6,22.4,21.57,990663,"Golden Nugget Online Gaming, In",NGM,PREPRE,0.5267589,0,False,False,-0.045434933,1630540515,22.0,-0.010000229,1.8981473,21.57 - 22.4,21.6,0.0,0.0,11,8,finmb_674199455,NasdaqGM,"Golden Nugget Online Gaming, Inc.",USD,1791185,1282357,11.91,1.1792078,10.1 - 27.179,-5.1690006,-0.19018361,10.1,27.179,1621281600,1628798400,1629144000,2,0.13,169.3077,15.581715,6.4282856,0.41255316,14.41616,7.5938406,1718116096,15,America/New_York,EDT,-14400000,,,,27.18,10.1,15.58,14.42,1.79M,1.28M,46.57M,,41.2M,8.80%,19.93%,2.91M,2.51,6.84%,3.72%,2.72M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",95.86%,16.79%,6.65%,,100.53M,2.16,54.20%,71.97M,17.08M,95.94M,,"1,699.50%",153.57M,3.3,132.31M,,2.48,,-22.3M,11.72M,Value,77027,Consumer Cyclical,178,"Golden Nugget Online Gaming, Inc. operates as an online gaming and digital sports entertainment company. It offers patrons to play their favorite casino games and bet on live-action sports events in New Jersey and Michigan. The company is headquartered in Houston, Texas.",Houston,713 850 1010,TX,1609372800,United States,http://www.gnoginc.com,86400,1510 West Loop South,Gambling
t-2,GNOG,-307794000.0,46566500,,,-3150000,617607000,-1774000,7594000,20557000,8161000,8161000,4747000.0,-11311000,,,,-1376000,25928000,17767000,5371000,-11311000,,-1774000,-1774000,,371077000.0,-307794000.0,53341000.0,63283000.0,,45801000.0,-18609000.0,6480000.0,7352000.0,3612000.0,82521000.0,5242000.0,606000.0,55325000.0,5912000.0,282076000.0,9680000.0,-289185000.0,-289185000.0,16391000.0,-11000.0,-150029000.0,112537000.0,-3344000.0,16792000.0,12575000.0,12586000.0,55000.0,1291000.0,-1570000.0,-11000.0,262566000.0,-16792000.0,-27196000.0,en-US,US,EQUITY,True,Delayed Quote,USD,us_market,22.01,1630526403,0.40999985,21.6,22.4,21.57,990663,"Golden Nugget Online Gaming, In",NGM,PREPRE,0.5267589,0,False,False,-0.045434933,1630540515,22.0,-0.010000229,1.8981473,21.57 - 22.4,21.6,0.0,0.0,11,8,finmb_674199455,NasdaqGM,"Golden Nugget Online Gaming, Inc.",USD,1791185,1282357,11.91,1.1792078,10.1 - 27.179,-5.1690006,-0.19018361,10.1,27.179,1621281600,1628798400,1629144000,2,0.13,169.3077,15.581715,6.4282856,0.41255316,14.41616,7.5938406,1718116096,15,America/New_York,EDT,-14400000,,,,27.18,10.1,15.58,14.42,1.79M,1.28M,46.57M,,41.2M,8.80%,19.93%,2.91M,2.51,6.84%,3.72%,2.72M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",95.86%,16.79%,6.65%,,100.53M,2.16,54.20%,71.97M,17.08M,95.94M,,"1,699.50%",153.57M,3.3,132.31M,,2.48,,-22.3M,11.72M,Value,77027,Consumer Cyclical,178,"Golden Nugget Online Gaming, Inc. operates as an online gaming and digital sports entertainment company. It offers patrons to play their favorite casino games and bet on live-action sports events in New Jersey and Michigan. The company is headquartered in Houston, Texas.",Houston,713 850 1010,TX,1609372800,United States,http://www.gnoginc.com,86400,1510 West Loop South,Gambling
t-3,GNOG,-299195000.0,46566500,,,688000,617607000,101000,6831000,20267000,8453000,8453000,4934000.0,-7765000,,,,587000,24820000,16367000,4553000,-7765000,,101000,101000,,354474000.0,-299195000.0,36073000.0,55279000.0,,27506000.0,-10717000.0,7179000.0,3687000.0,9411000.0,66563000.0,3672000.0,646000.0,50946000.0,14029000.0,280732000.0,8387000.0,-288478000.0,-288478000.0,5559000.0,-11000.0,287978000.0,-11688000.0,15342000.0,16792000.0,7880000.0,19568000.0,49000.0,-1444000.0,-3337000.0,-11000.0,-288000000.0,-11666000.0,-15617000.0,en-US,US,EQUITY,True,Delayed Quote,USD,us_market,22.01,1630526403,0.40999985,21.6,22.4,21.57,990663,"Golden Nugget Online Gaming, In",NGM,PREPRE,0.5267589,0,False,False,-0.045434933,1630540515,22.0,-0.010000229,1.8981473,21.57 - 22.4,21.6,0.0,0.0,11,8,finmb_674199455,NasdaqGM,"Golden Nugget Online Gaming, Inc.",USD,1791185,1282357,11.91,1.1792078,10.1 - 27.179,-5.1690006,-0.19018361,10.1,27.179,1621281600,1628798400,1629144000,2,0.13,169.3077,15.581715,6.4282856,0.41255316,14.41616,7.5938406,1718116096,15,America/New_York,EDT,-14400000,,,,27.18,10.1,15.58,14.42,1.79M,1.28M,46.57M,,41.2M,8.80%,19.93%,2.91M,2.51,6.84%,3.72%,2.72M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",95.86%,16.79%,6.65%,,100.53M,2.16,54.20%,71.97M,17.08M,95.94M,,"1,699.50%",153.57M,3.3,132.31M,,2.48,,-22.3M,11.72M,Value,77027,Consumer Cyclical,178,"Golden Nugget Online Gaming, Inc. operates as an online gaming and digital sports entertainment company. It offers patrons to play their favorite casino games and bet on live-action sports events in New Jersey and Michigan. The company is headquartered in Houston, Texas.",Houston,713 850 1010,TX,1609372800,United States,http://www.gnoginc.com,86400,1510 West Loop South,Gambling
