Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,inventory,accountsPayable,changeToLiabilities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToNetincome,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,dividendsPaid,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,exchange,exchangeDataDelayedBy,marketState,twoHundredDayAverageChangePercent,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,market,priceHint,regularMarketChangePercent,regularMarketDayRange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,sector,fullTimeEmployees,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,maxAge,address1,industry,address2
t0,HJGP,-7212159.0,97201000,,,-1928677,,-1928677,1287189,125395,-1161794,-1161794,,-10995,,,,0,240495,1402289,115100,-766883,,-1928677,-1928677,20307.0,7360741.0,31539358.0,-7191852.0,1592393.0,24347506.0,9720.0,711440.0,-13848878.0,-713435.0,102680.0,1344933.0,31539358.0,-713435.0,2034349.0,9993538.0,12196632.0,4565.0,7641048.0,73645.0,759057.0,-155333.0,-1310212.0,-6549.0,-1303663.0,116667.0,104944.0,31939.0,,,,,,-21545820.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.51,finmb_682918445,Other OTC,"Hanjiao Group, Inc.",USD,740,4700,0.357,2.3333333,0.153 - 2.8,-2.29,-0.81785715,0.153,2.8,1544659200,0.41347194,0.09652805,0.23345733,0.40698874,0.10301125,49572508,15,America/New_York,EDT,-14400000,False,False,PNK,0,PRE,0.2531059,HANJIAO GROUP INC,0.51,1630330934,0.0,0.55,0.51,0.51,1898,us_market,4,0.0,0.51 - 0.51,,,,2.8,0.153,0.4135,0.407,740,4.7k,97.2M,,19.82M,86.52%,0.03%,,,,,,,,,,,0.00%,"Dec 12, 2018",,,,"Dec 30, 2020","Mar 30, 2021",0.00%,"-1,090.85%",-20.57%,,881.6k,0.01,600.50%,-1.13M,-9.45M,-12.53M,,,1.34M,0.01,809.42k,,0.32,,-10.31M,-4.94M,Value,Consumer Cyclical,43,"AS Capital, Inc. sells healthcare and other related products to the middle-aged and elderly market segments through its online to offline platform in the People's Republic of China. It primarily sells smart watches, health foods, and cosmetics products. The company is based in Beijing, the People's Republic of China.",Beijing,86 10 6362 2901,1577750400,China,86400,"3-17 F, Building 5",Internet Retail,"Room 1206, 12th Floor, Block 1 Hangfeng Road Fengtai District"
t-1,HJGP,-5325496.0,97201000,,,-3613992,,-3613992,2041864,-724116,-2765980,-2765980,,-30920,,,,0,465263,3231243,1189379,-848012,,-3613992,-3613992,,7360741.0,31406165.0,-5325496.0,8461695.0,26080669.0,9720.0,767727.0,-11920201.0,-775756.0,92740.0,2650865.0,31307498.0,-775756.0,2260571.0,11435892.0,12291466.0,,7817802.0,26643.0,1754222.0,-35936.0,-711377.0,491132.0,-1070504.0,11424.0,132581.0,968101.0,117559.0,-231140.0,-249564.0,-18424.0,117559.0,-19871606.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.51,finmb_682918445,Other OTC,"Hanjiao Group, Inc.",USD,740,4700,0.357,2.3333333,0.153 - 2.8,-2.29,-0.81785715,0.153,2.8,1544659200,0.41347194,0.09652805,0.23345733,0.40698874,0.10301125,49572508,15,America/New_York,EDT,-14400000,False,False,PNK,0,PRE,0.2531059,HANJIAO GROUP INC,0.51,1630330934,0.0,0.55,0.51,0.51,1898,us_market,4,0.0,0.51 - 0.51,,,,2.8,0.153,0.4135,0.407,740,4.7k,97.2M,,19.82M,86.52%,0.03%,,,,,,,,,,,0.00%,"Dec 12, 2018",,,,"Dec 30, 2020","Mar 30, 2021",0.00%,"-1,090.85%",-20.57%,,881.6k,0.01,600.50%,-1.13M,-9.45M,-12.53M,,,1.34M,0.01,809.42k,,0.32,,-10.31M,-4.94M,Value,Consumer Cyclical,43,"AS Capital, Inc. sells healthcare and other related products to the middle-aged and elderly market segments through its online to offline platform in the People's Republic of China. It primarily sells smart watches, health foods, and cosmetics products. The company is based in Beijing, the People's Republic of China.",Beijing,86 10 6362 2901,1577750400,China,86400,"3-17 F, Building 5",Internet Retail,"Room 1206, 12th Floor, Block 1 Hangfeng Road Fengtai District"
t-2,HJGP,-1877524.0,97201000,,,-3085542,,-3085542,2050264,-326129,-2376393,-2376393,,-30920,,,,0,81669,2458062,407798,-709149,,-3085542,-3085542,,7256566.0,29201019.0,-1877524.0,1263213.0,27323495.0,9720.0,38179.0,-8465279.0,-678531.0,1941091.0,3968382.0,29043499.0,-678531.0,608654.0,12997021.0,11776729.0,23844.0,8662590.0,819041.0,0.0,-35936.0,-711377.0,491132.0,-1070504.0,11424.0,132581.0,968101.0,117559.0,-231140.0,-249564.0,-18424.0,117559.0,-16046478.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.51,finmb_682918445,Other OTC,"Hanjiao Group, Inc.",USD,740,4700,0.357,2.3333333,0.153 - 2.8,-2.29,-0.81785715,0.153,2.8,1544659200,0.41347194,0.09652805,0.23345733,0.40698874,0.10301125,49572508,15,America/New_York,EDT,-14400000,False,False,PNK,0,PRE,0.2531059,HANJIAO GROUP INC,0.51,1630330934,0.0,0.55,0.51,0.51,1898,us_market,4,0.0,0.51 - 0.51,,,,2.8,0.153,0.4135,0.407,740,4.7k,97.2M,,19.82M,86.52%,0.03%,,,,,,,,,,,0.00%,"Dec 12, 2018",,,,"Dec 30, 2020","Mar 30, 2021",0.00%,"-1,090.85%",-20.57%,,881.6k,0.01,600.50%,-1.13M,-9.45M,-12.53M,,,1.34M,0.01,809.42k,,0.32,,-10.31M,-4.94M,Value,Consumer Cyclical,43,"AS Capital, Inc. sells healthcare and other related products to the middle-aged and elderly market segments through its online to offline platform in the People's Republic of China. It primarily sells smart watches, health foods, and cosmetics products. The company is based in Beijing, the People's Republic of China.",Beijing,86 10 6362 2901,1577750400,China,86400,"3-17 F, Building 5",Internet Retail,"Room 1206, 12th Floor, Block 1 Hangfeng Road Fengtai District"
t-3,HJGP,5232818.0,97201000,,,-4419421,,-4419421,2405380,-4450,-2409830,-2409830,,-30920,,,,0,34330,2444160,38780,-1827453,,-4419421,-4419421,,7249775.0,28868629.0,5232818.0,5670048.0,34101447.0,100.0,115735.0,-1324109.0,-692948.0,45129.0,13449805.0,28868629.0,-692948.0,230371.0,22588918.0,11237029.0,720130.0,8215347.0,562608.0,11730.0,-2351088.0,-15470012.0,-216145.0,-13531812.0,18389.0,-6524594.0,51020.0,117559.0,-989733.0,-1722055.0,-732322.0,117559.0,-6279711.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.51,finmb_682918445,Other OTC,"Hanjiao Group, Inc.",USD,740,4700,0.357,2.3333333,0.153 - 2.8,-2.29,-0.81785715,0.153,2.8,1544659200,0.41347194,0.09652805,0.23345733,0.40698874,0.10301125,49572508,15,America/New_York,EDT,-14400000,False,False,PNK,0,PRE,0.2531059,HANJIAO GROUP INC,0.51,1630330934,0.0,0.55,0.51,0.51,1898,us_market,4,0.0,0.51 - 0.51,,,,2.8,0.153,0.4135,0.407,740,4.7k,97.2M,,19.82M,86.52%,0.03%,,,,,,,,,,,0.00%,"Dec 12, 2018",,,,"Dec 30, 2020","Mar 30, 2021",0.00%,"-1,090.85%",-20.57%,,881.6k,0.01,600.50%,-1.13M,-9.45M,-12.53M,,,1.34M,0.01,809.42k,,0.32,,-10.31M,-4.94M,Value,Consumer Cyclical,43,"AS Capital, Inc. sells healthcare and other related products to the middle-aged and elderly market segments through its online to offline platform in the People's Republic of China. It primarily sells smart watches, health foods, and cosmetics products. The company is based in Beijing, the People's Republic of China.",Beijing,86 10 6362 2901,1577750400,China,86400,"3-17 F, Building 5",Internet Retail,"Room 1206, 12th Floor, Block 1 Hangfeng Road Fengtai District"
