Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,otherCurrentAssets,shortTermInvestments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,investments,WC,language,region,quoteType,triggerable,quoteSourceName,currency,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,marketState,shortName,market,exchangeDataDelayedBy,exchange,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry
t0,JWCAF,14763304.0,109424000,,,-1166785,,-1166785,2243695,1803112,-640056,-640056,,-562599,,,,0,236600,876656,-1566512,-526729,,-1166785,-1166785,103708.0,2598586.0,25888468.0,14867012.0,135122.0,40755480.0,38192936.0,-25924510.0,2500187.0,321042.0,6292202.0,3577678.0,28589299.0,12062473.0,319377.0,5335358.0,10416349.0,2579402.0,,,-110679.0,-497948.0,1780251.0,2579505.0,-38380.0,994200.0,-945569.0,-3027126.0,739566.0,-2017240.0,1229790.0,-194946.0,-1710805.0,-497948.0,,5770271.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.064,0.146,0.013191111,-0.0031911116,-0.24191378,0.020811468,-0.010811469,-0.5194957,1094240,0.06849315,15,America/New_York,EDT,-14400000,4,0.0,0.01 - 0.01325,0.01,0.0,0.0,0,0,finmb_548509989,PRE,JAMES E WAGNER CULTIVATION CORP,us_market,0,PNK,False,False,0.01,1630513634,0.0,0.01325,0.01325,0.01,12430,Other OTC,James E. Wagner Cultivation Corporation,CAD,4642,7331,0.008649999,6.407407,0.00135 - 0.11,-0.1,-0.90909094,0.00135,0.11,0.1,,,0.11,0.0014,0.0132,0.0208,4.64k,7.33k,109.42M,,69.64M,25.70%,0.00%,,,,,,,,,,,0.00%,,,,,"Sep 29, 2019","Dec 30, 2019",0.00%,-287.00%,-13.50%,-50.26%,2.52M,0.03,-56.40%,1.12M,-5.41M,-8.09M,-0.0640,,321.04k,0,20.67M,139.06,1.92,0.15,-13.29M,-20.32M,Value,N2R 1J4,Healthcare,"James E. Wagner Cultivation Corporation, through its subsidiary, James E. Wagner Cultivation Ltd., engages in the cultivation and sale of medical cannabis in Canada. The company focuses on producing clean, consistent cannabis using a proprietary aeroponic platform named GrowthSTORM. James E. Wagner Cultivation Corporation was founded in 2007 and is headquartered in Kitchener, Canada.",Kitchener,519 594-0144,ON,1577750400,Canada,http://www.jwc.ca,86400,530 Trillium Drive,Drug Manufacturers—Specialty & Generic
t-1,JWCAF,15000056.0,109424000,,,-3087790,,-3087790,2396676,-658408,-2945778,-2945778,,-541600,,,,0,985282,3931060,1643690,-142012,,-3087790,-3087790,111832.0,2510919.0,13855384.0,15111888.0,135122.0,28967272.0,36860850.0,-24259881.0,4098656.0,1266611.0,6682909.0,3858430.0,18946075.0,9909365.0,1568867.0,3073819.0,6026989.0,2689357.0,100000.0,,1700217.0,-2112402.0,-516525.0,1486042.0,258119.0,2498125.0,-2511851.0,-1885491.0,550506.0,-554308.0,-522552.0,-495558.0,-275915.0,-2112402.0,,3226456.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.064,0.146,0.013191111,-0.0031911116,-0.24191378,0.020811468,-0.010811469,-0.5194957,1094240,0.06849315,15,America/New_York,EDT,-14400000,4,0.0,0.01 - 0.01325,0.01,0.0,0.0,0,0,finmb_548509989,PRE,JAMES E WAGNER CULTIVATION CORP,us_market,0,PNK,False,False,0.01,1630513634,0.0,0.01325,0.01325,0.01,12430,Other OTC,James E. Wagner Cultivation Corporation,CAD,4642,7331,0.008649999,6.407407,0.00135 - 0.11,-0.1,-0.90909094,0.00135,0.11,0.1,,,0.11,0.0014,0.0132,0.0208,4.64k,7.33k,109.42M,,69.64M,25.70%,0.00%,,,,,,,,,,,0.00%,,,,,"Sep 29, 2019","Dec 30, 2019",0.00%,-287.00%,-13.50%,-50.26%,2.52M,0.03,-56.40%,1.12M,-5.41M,-8.09M,-0.0640,,321.04k,0,20.67M,139.06,1.92,0.15,-13.29M,-20.32M,Value,N2R 1J4,Healthcare,"James E. Wagner Cultivation Corporation, through its subsidiary, James E. Wagner Cultivation Ltd., engages in the cultivation and sale of medical cannabis in Canada. The company focuses on producing clean, consistent cannabis using a proprietary aeroponic platform named GrowthSTORM. James E. Wagner Cultivation Corporation was founded in 2007 and is headquartered in Kitchener, Canada.",Kitchener,519 594-0144,ON,1577750400,Canada,http://www.jwc.ca,86400,530 Trillium Drive,Drug Manufacturers—Specialty & Generic
t-2,JWCAF,15561786.0,109424000,,,-433908,,-433908,2328963,2255474,-398968,-398968,,-46073,,,,0,749294,1148262,-1506180,-34940,,-433908,-433908,120032.0,3655603.0,12971973.0,15681818.0,,28653791.0,33198306.0,-21172091.0,3942527.0,3778462.0,6026061.0,4901075.0,17173623.0,11360136.0,1031544.0,3003385.0,5661624.0,1124986.0,3473055.0,,-84052.0,-93049.0,2091210.0,3723681.0,1017790.0,1754346.0,1524788.0,-2105844.0,431605.0,-607033.0,-289179.0,-121875.0,-1772440.0,-2595551.0,2502502.0,5334075.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.064,0.146,0.013191111,-0.0031911116,-0.24191378,0.020811468,-0.010811469,-0.5194957,1094240,0.06849315,15,America/New_York,EDT,-14400000,4,0.0,0.01 - 0.01325,0.01,0.0,0.0,0,0,finmb_548509989,PRE,JAMES E WAGNER CULTIVATION CORP,us_market,0,PNK,False,False,0.01,1630513634,0.0,0.01325,0.01325,0.01,12430,Other OTC,James E. Wagner Cultivation Corporation,CAD,4642,7331,0.008649999,6.407407,0.00135 - 0.11,-0.1,-0.90909094,0.00135,0.11,0.1,,,0.11,0.0014,0.0132,0.0208,4.64k,7.33k,109.42M,,69.64M,25.70%,0.00%,,,,,,,,,,,0.00%,,,,,"Sep 29, 2019","Dec 30, 2019",0.00%,-287.00%,-13.50%,-50.26%,2.52M,0.03,-56.40%,1.12M,-5.41M,-8.09M,-0.0640,,321.04k,0,20.67M,139.06,1.92,0.15,-13.29M,-20.32M,Value,N2R 1J4,Healthcare,"James E. Wagner Cultivation Corporation, through its subsidiary, James E. Wagner Cultivation Ltd., engages in the cultivation and sale of medical cannabis in Canada. The company focuses on producing clean, consistent cannabis using a proprietary aeroponic platform named GrowthSTORM. James E. Wagner Cultivation Corporation was founded in 2007 and is headquartered in Kitchener, Canada.",Kitchener,519 594-0144,ON,1577750400,Canada,http://www.jwc.ca,86400,530 Trillium Drive,Drug Manufacturers—Specialty & Generic
t-3,JWCAF,14233148.0,109424000,,,-3405264,,-3405264,2855187,-343742,-3382235,-3382235,,-46461,,,,0,536696,3918931,880438,-23029,,-3405264,-3405264,128232.0,4634442.0,10270777.0,14361380.0,,24632157.0,30465121.0,-20738183.0,3788872.0,2253674.0,3450783.0,2512463.0,14698342.0,9805583.0,1407930.0,3031122.0,2752263.0,938320.0,,2502501.0,-3906945.0,330147.0,5499354.0,5271786.0,-448353.0,16182.0,-664731.0,-6266664.0,241051.0,279259.0,517071.0,-243750.0,68512.0,-3215844.0,3545991.0,6354800.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.064,0.146,0.013191111,-0.0031911116,-0.24191378,0.020811468,-0.010811469,-0.5194957,1094240,0.06849315,15,America/New_York,EDT,-14400000,4,0.0,0.01 - 0.01325,0.01,0.0,0.0,0,0,finmb_548509989,PRE,JAMES E WAGNER CULTIVATION CORP,us_market,0,PNK,False,False,0.01,1630513634,0.0,0.01325,0.01325,0.01,12430,Other OTC,James E. Wagner Cultivation Corporation,CAD,4642,7331,0.008649999,6.407407,0.00135 - 0.11,-0.1,-0.90909094,0.00135,0.11,0.1,,,0.11,0.0014,0.0132,0.0208,4.64k,7.33k,109.42M,,69.64M,25.70%,0.00%,,,,,,,,,,,0.00%,,,,,"Sep 29, 2019","Dec 30, 2019",0.00%,-287.00%,-13.50%,-50.26%,2.52M,0.03,-56.40%,1.12M,-5.41M,-8.09M,-0.0640,,321.04k,0,20.67M,139.06,1.92,0.15,-13.29M,-20.32M,Value,N2R 1J4,Healthcare,"James E. Wagner Cultivation Corporation, through its subsidiary, James E. Wagner Cultivation Ltd., engages in the cultivation and sale of medical cannabis in Canada. The company focuses on producing clean, consistent cannabis using a proprietary aeroponic platform named GrowthSTORM. James E. Wagner Cultivation Corporation was founded in 2007 and is headquartered in Kitchener, Canada.",Kitchener,519 594-0144,ON,1577750400,Canada,http://www.jwc.ca,86400,530 Trillium Drive,Drug Manufacturers—Specialty & Generic
