Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,otherAssets,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,shortLongTermDebt,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,marketState,currency,exchange,shortName,market,priceHint,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,sector,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,HNDI,-975585.0,2142780,,,-145755,,-145755,50062,0,-95525,-95525,,-55782,,,,0,0,95525,0,-50230,,-145755,-145755,117401620.0,2448629.0,-975585.0,1473044.0,2143.0,-118379348.0,13021.0,30323.0,523629.0,1415036.0,44987.0,11215.0,1925000.0,66629.0,,1338,6000,70000,70000,3305,-18753,-94753,107,-3802,50054,-478642.0,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,HANDENI GOLD INC,us_market,4,Other OTC,Handeni Gold Inc.,USD,1731,263,0.01015,1.0150001,0.01 - 0.149,-0.12885,-0.86476505,0.01,0.149,-0.389,0,-0.455,0.025628889,-0.0054788888,-0.21377786,0.04353514,-0.02338514,-0.5371555,24795,-0.044285715,15,America/New_York,EDT,-14400000,False,False,0.0,0.02015 - 0.02015,0.02015,0.0,0.0,0,0,finmb_113673497,0.02015,1630438724,0.0,0.02015,0.02015,0.02015,100,1.24,,,0.149,0.01,0.0256,0.0435,1.73k,263,2.14M,,482.02k,0.00%,2.47%,,,,,,,,,,,0.00%,,,1:150,"Jun 07, 2016","May 30, 2016","Feb 27, 2017",0.00%,0.00%,-23.26%,,,,,,-370.39k,-833.68k,-0.3890,,30.32k,0.01,1.93M,,0.09,-0.46,-357.34k,-248.35k,Value,Basic Materials,"Handeni Gold Inc., a gold exploration company, explores for and develops mineral properties in the United Republic of Tanzania. It primarily owns a 100% interest in the Handeni gold project comprising four prospecting licenses covering an area of 359.9 square kilometers located in the Handeni district, within the Tanga region of the United Republic of Tanzania. The company was formerly known as Douglas Lake Minerals Inc. and changed its name to Handeni Gold Inc. in February 2012. Handeni Gold Inc. was founded in 2004 and is based in Dar es Salaam, the United Republic of Tanzania.",Dar es Salaam,255 222 7000 84,1483142400,Tanzania,http://www.handenigold.com,86400,Mikocheni Light Industrial Area,255 222 7000 52,Gold,Plot 82A ITV Road
t-1,HNDI,-885612.0,2142780,,,-116384,,-116384,46757,0,-60417,-60417,,-55004,,,,0,0,60417,0,-55967,,-116384,-116384,117345838.0,2377291.0,-885612.0,1491679.0,2143.0,-118233593.0,12845.0,49076.0,522291.0,1415143.0,63691.0,7861.0,1855000.0,65291.0,,-14550,6000,30000,30000,3591,-30454,-60454,108,10507,56274,-458600.0,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,HANDENI GOLD INC,us_market,4,Other OTC,Handeni Gold Inc.,USD,1731,263,0.01015,1.0150001,0.01 - 0.149,-0.12885,-0.86476505,0.01,0.149,-0.389,0,-0.455,0.025628889,-0.0054788888,-0.21377786,0.04353514,-0.02338514,-0.5371555,24795,-0.044285715,15,America/New_York,EDT,-14400000,False,False,0.0,0.02015 - 0.02015,0.02015,0.0,0.0,0,0,finmb_113673497,0.02015,1630438724,0.0,0.02015,0.02015,0.02015,100,1.24,,,0.149,0.01,0.0256,0.0435,1.73k,263,2.14M,,482.02k,0.00%,2.47%,,,,,,,,,,,0.00%,,,1:150,"Jun 07, 2016","May 30, 2016","Feb 27, 2017",0.00%,0.00%,-23.26%,,,,,,-370.39k,-833.68k,-0.3890,,30.32k,0.01,1.93M,,0.09,-0.46,-357.34k,-248.35k,Value,Basic Materials,"Handeni Gold Inc., a gold exploration company, explores for and develops mineral properties in the United Republic of Tanzania. It primarily owns a 100% interest in the Handeni gold project comprising four prospecting licenses covering an area of 359.9 square kilometers located in the Handeni district, within the Tanga region of the United Republic of Tanzania. The company was formerly known as Douglas Lake Minerals Inc. and changed its name to Handeni Gold Inc. in February 2012. Handeni Gold Inc. was founded in 2004 and is based in Dar es Salaam, the United Republic of Tanzania.",Dar es Salaam,255 222 7000 84,1483142400,Tanzania,http://www.handenigold.com,86400,Mikocheni Light Industrial Area,255 222 7000 52,Gold,Plot 82A ITV Road
t-2,HNDI,-824232.0,2142780,,,-136163,,-136163,86763,0,-116140,-116140,,-53839,,,,0,0,116140,0,-20023,,-136163,-136163,117290834.0,2361841.0,-824232.0,1537609.0,2143.0,-118117209.0,13152.0,79530.0,536841.0,1415251.0,109206.0,19331.0,1825000.0,79841.0,,6961,35000,110000,110000,-2404,27157,-117843,107,-6381,20037,-427635.0,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,HANDENI GOLD INC,us_market,4,Other OTC,Handeni Gold Inc.,USD,1731,263,0.01015,1.0150001,0.01 - 0.149,-0.12885,-0.86476505,0.01,0.149,-0.389,0,-0.455,0.025628889,-0.0054788888,-0.21377786,0.04353514,-0.02338514,-0.5371555,24795,-0.044285715,15,America/New_York,EDT,-14400000,False,False,0.0,0.02015 - 0.02015,0.02015,0.0,0.0,0,0,finmb_113673497,0.02015,1630438724,0.0,0.02015,0.02015,0.02015,100,1.24,,,0.149,0.01,0.0256,0.0435,1.73k,263,2.14M,,482.02k,0.00%,2.47%,,,,,,,,,,,0.00%,,,1:150,"Jun 07, 2016","May 30, 2016","Feb 27, 2017",0.00%,0.00%,-23.26%,,,,,,-370.39k,-833.68k,-0.3890,,30.32k,0.01,1.93M,,0.09,-0.46,-357.34k,-248.35k,Value,Basic Materials,"Handeni Gold Inc., a gold exploration company, explores for and develops mineral properties in the United Republic of Tanzania. It primarily owns a 100% interest in the Handeni gold project comprising four prospecting licenses covering an area of 359.9 square kilometers located in the Handeni district, within the Tanga region of the United Republic of Tanzania. The company was formerly known as Douglas Lake Minerals Inc. and changed its name to Handeni Gold Inc. in February 2012. Handeni Gold Inc. was founded in 2004 and is based in Dar es Salaam, the United Republic of Tanzania.",Dar es Salaam,255 222 7000 84,1483142400,Tanzania,http://www.handenigold.com,86400,Mikocheni Light Industrial Area,255 222 7000 52,Gold,Plot 82A ITV Road
t-3,HNDI,-741908.0,2142780,,,-435382,,-435382,81183,0,-333731,-333731,,-73733,,,,0,0,333731,0,-101651,,-435382,-435382,117236995.0,2238880.0,-741908.0,1496972.0,2143.0,-117981046.0,13158.0,52373.0,2148880.0,1415358.0,68456.0,14142.0,90000.0,72880.0,1625000.0,16491,35000,60000,60000,1384,-24289,-84289,235107,-3215,101326,-2080424.0,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,HANDENI GOLD INC,us_market,4,Other OTC,Handeni Gold Inc.,USD,1731,263,0.01015,1.0150001,0.01 - 0.149,-0.12885,-0.86476505,0.01,0.149,-0.389,0,-0.455,0.025628889,-0.0054788888,-0.21377786,0.04353514,-0.02338514,-0.5371555,24795,-0.044285715,15,America/New_York,EDT,-14400000,False,False,0.0,0.02015 - 0.02015,0.02015,0.0,0.0,0,0,finmb_113673497,0.02015,1630438724,0.0,0.02015,0.02015,0.02015,100,1.24,,,0.149,0.01,0.0256,0.0435,1.73k,263,2.14M,,482.02k,0.00%,2.47%,,,,,,,,,,,0.00%,,,1:150,"Jun 07, 2016","May 30, 2016","Feb 27, 2017",0.00%,0.00%,-23.26%,,,,,,-370.39k,-833.68k,-0.3890,,30.32k,0.01,1.93M,,0.09,-0.46,-357.34k,-248.35k,Value,Basic Materials,"Handeni Gold Inc., a gold exploration company, explores for and develops mineral properties in the United Republic of Tanzania. It primarily owns a 100% interest in the Handeni gold project comprising four prospecting licenses covering an area of 359.9 square kilometers located in the Handeni district, within the Tanga region of the United Republic of Tanzania. The company was formerly known as Douglas Lake Minerals Inc. and changed its name to Handeni Gold Inc. in February 2012. Handeni Gold Inc. was founded in 2004 and is based in Dar es Salaam, the United Republic of Tanzania.",Dar es Salaam,255 222 7000 84,1483142400,Tanzania,http://www.handenigold.com,86400,Mikocheni Light Industrial Area,255 222 7000 52,Gold,Plot 82A ITV Road
